condition,baseline,target,descriptor_unit,dataset_id,specimens,standardized_mae,standardized_rmse,standardized_r2,physical_mae,physical_rmse,physical_r2
normal,nested_selected_surface,projected_damage_area,mm^2,6zt73pcnxv,14,1.0482732105909118,1.740923306053202,0.005163108350185408,177.30996640525535,294.4681308190778,0.005163108350185408
normal,nested_selected_surface,projected_damage_area,mm^2,74t7kcdgkr,47,0.6926340210643591,0.7798913511174439,-0.43721604254184676,125.36419256174324,141.15744613364956,-0.43721604254184676
normal,nested_selected_surface,projected_damage_area,mm^2,cgtnjyggtm,49,0.5408043312916836,0.730970332195732,0.41542368928514184,94.71119640295515,128.01501521256026,0.41542368928514184
normal,nested_selected_surface,projected_damage_area,mm^2,w68dtmpfyf,43,0.3251618598613243,0.9319386089243961,0.13155334506026484,57.64109830545236,165.20376957668836,0.13155334506026484
normal,nested_selected_surface,projected_damage_area,mm^2,xcmzfsbd9t,59,0.6827327900182301,0.9228388262213808,0.3516060374220048,115.0480095259114,155.5085263550376,0.3516060374220048
normal,nested_selected_surface,projected_damage_area,mm^2,yfxyg8jm46,42,0.35032989788871277,0.3923576890290535,0.6953094874000894,64.28042283263164,71.99190906747428,0.6953094874000894
normal,nested_selected_surface,projected_damage_area,mm^2,ykhs7s2dck,38,0.5816157358474523,0.6668637645557488,-0.21943251481789416,106.55516559864081,122.1730680316532,-0.21943251481789416
normal,profile_extra_trees,damage_eccentricity,1,6zt73pcnxv,14,0.8507348763126334,1.1668002088478138,-0.09999614918793398,0.17409467873924658,0.23877439748643509,-0.09999614918793398
normal,profile_extra_trees,damage_eccentricity,1,74t7kcdgkr,47,0.8183104590304817,1.0768915568977848,0.06135622526473716,0.1590534168191991,0.2093133232969706,0.06135622526473716
normal,profile_extra_trees,damage_eccentricity,1,cgtnjyggtm,49,0.406871466082733,0.5337025839822753,0.31506358144664137,0.08728937367568262,0.11449946277489345,0.31506358144664137
normal,profile_extra_trees,damage_eccentricity,1,w68dtmpfyf,43,0.4813956207258951,0.600797006990058,0.4485335434737099,0.10145899725237335,0.12662404736778174,0.4485335434737099
normal,profile_extra_trees,damage_eccentricity,1,xcmzfsbd9t,59,0.7096699072332268,0.9411779841255481,-0.018746851730388592,0.1423520398500656,0.18879003398155011,-0.018746851730388592
normal,profile_extra_trees,damage_eccentricity,1,yfxyg8jm46,42,0.5036408468218303,0.6021089723480358,0.3452942807055469,0.10688309239542179,0.1277800824331354,0.3452942807055469
normal,profile_extra_trees,damage_eccentricity,1,ykhs7s2dck,38,0.31189801509335263,0.6743702540897085,0.3237435557583306,0.061458351321166955,0.13288216657610033,0.3237435557583306
normal,profile_extra_trees,damage_height,mm,6zt73pcnxv,14,0.9418202108714357,1.3076849328513303,0.1059160010061666,10.570026344537125,14.676117618885595,0.1059160010061666
normal,profile_extra_trees,damage_height,mm,74t7kcdgkr,47,1.2794752207035223,1.4331588052127404,-0.48778637102800215,14.057476294893185,15.745983669787595,-0.48778637102800215
normal,profile_extra_trees,damage_height,mm,cgtnjyggtm,49,0.2839834295190251,0.37815653488908907,0.3130476700996744,3.49830181247928,4.658390433709294,0.3130476700996744
normal,profile_extra_trees,damage_height,mm,w68dtmpfyf,43,0.4781997715544328,0.9221477456397854,-0.017734789080646518,5.552855541177767,10.707979224907689,-0.017734789080646518
normal,profile_extra_trees,damage_height,mm,xcmzfsbd9t,59,0.4991307310995192,0.8121039506456599,0.10880652256298995,5.873391514934648,9.55622276043768,0.10880652256298995
normal,profile_extra_trees,damage_height,mm,yfxyg8jm46,42,0.36880045502025427,0.4689638755858425,0.2731254454133536,4.4462326842497975,5.653795929421276,0.2731254454133536
normal,profile_extra_trees,damage_height,mm,ykhs7s2dck,38,1.3136861790713332,1.672373562560356,-0.02234396078911849,13.429683756367533,17.096509368449226,-0.02234396078911849
normal,profile_extra_trees,damage_radial_spread,mm,6zt73pcnxv,14,0.936219274330276,1.2416955464751602,0.021757875129331916,3.0422858567308535,4.034944486813059,0.021757875129331916
normal,profile_extra_trees,damage_radial_spread,mm,74t7kcdgkr,47,1.1923988032014992,1.3114496503808952,0.02630450959336683,3.700924210017534,4.070429916804852,0.02630450959336683
normal,profile_extra_trees,damage_radial_spread,mm,cgtnjyggtm,49,0.31425181874263625,0.4336355512801026,0.21971778709051404,1.1081490608646754,1.5291330081437804,0.21971778709051404
normal,profile_extra_trees,damage_radial_spread,mm,w68dtmpfyf,43,0.34187312543096476,0.8174997412718715,-0.05088662138659328,1.1563580768712307,2.765126470436065,-0.05088662138659328
normal,profile_extra_trees,damage_radial_spread,mm,xcmzfsbd9t,59,0.6301207794014787,0.953865589847389,0.017166622068622406,2.0854115692194934,3.156858814333292,0.017166622068622406
normal,profile_extra_trees,damage_radial_spread,mm,yfxyg8jm46,42,0.34598923833671374,0.41028069803263045,0.30092002379945604,1.2014170295592952,1.424663437179434,0.30092002379945604
normal,profile_extra_trees,damage_radial_spread,mm,ykhs7s2dck,38,1.1520295435464956,1.446892316817104,0.1641439161487548,3.4373456863524274,4.317136736369656,0.1641439161487548
normal,profile_extra_trees,damage_width,mm,6zt73pcnxv,14,0.6664803623767027,0.9259412979602833,0.10452400868093448,7.758460701296941,10.778830971575314,0.10452400868093448
normal,profile_extra_trees,damage_width,mm,74t7kcdgkr,47,1.205544928765153,1.4292443025723005,0.25631848156255654,12.389062470184045,14.68796104336007,0.25631848156255654
normal,profile_extra_trees,damage_width,mm,cgtnjyggtm,49,0.2844623009152744,0.3783125855220003,0.40263256551359594,3.5324455927420506,4.6978760317490025,0.40263256551359594
normal,profile_extra_trees,damage_width,mm,w68dtmpfyf,43,0.3463875008328628,0.5813863890776991,0.06790443990606854,4.2228224850545475,7.087702386485933,0.06790443990606854
normal,profile_extra_trees,damage_width,mm,xcmzfsbd9t,59,0.5311297102060327,0.8063606973582679,0.20555584423684858,6.295338565781462,9.557577929581011,0.20555584423684858
normal,profile_extra_trees,damage_width,mm,yfxyg8jm46,42,0.46225016139724384,0.6361403979265374,0.3109607432840701,5.546954518801273,7.63361951936289,0.3109607432840701
normal,profile_extra_trees,damage_width,mm,ykhs7s2dck,38,1.2145662528922425,1.4296748866271718,-0.11857396648676888,13.296673979883023,15.65161292719888,-0.11857396648676888
normal,profile_extra_trees,equivalent_damage_diameter,mm,6zt73pcnxv,14,0.8704739594217019,1.1984680493415791,0.17831785928869814,6.061208406457394,8.34506826644844,0.17831785928869814
normal,profile_extra_trees,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.7958801261688176,0.914819348294978,-0.023772574331280216,5.528913341989785,6.355174270585617,-0.023772574331280216
normal,profile_extra_trees,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.5196952395327075,0.6185289228609282,0.5254060845760569,3.665384966130612,4.362454074064541,0.5254060845760569
normal,profile_extra_trees,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.3378882575324071,0.6489729270455113,0.35891118784501286,2.4563058308543715,4.717760825457598,0.35891118784501286
normal,profile_extra_trees,equivalent_damage_diameter,mm,xcmzfsbd9t,59,0.6537823736641115,0.8357360645738601,0.4426338423268914,4.449369695644374,5.6876704987192666,0.4426338423268914
normal,profile_extra_trees,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.2893364866395051,0.3701789641401859,0.8093643410970464,2.0908951252212957,2.675104687175335,0.8093643410970464
normal,profile_extra_trees,equivalent_damage_diameter,mm,ykhs7s2dck,38,0.6019136930169138,0.7182258229745014,0.15122418201496857,4.3446601127903355,5.184210163774501,0.15122418201496857
normal,profile_extra_trees,projected_damage_area,mm^2,6zt73pcnxv,14,1.0482732105909118,1.740923306053202,0.005163108350185408,177.30996640525535,294.4681308190778,0.005163108350185408
normal,profile_extra_trees,projected_damage_area,mm^2,74t7kcdgkr,47,0.6926340210643591,0.7798913511174439,-0.43721604254184676,125.36419256174324,141.15744613364956,-0.43721604254184676
normal,profile_extra_trees,projected_damage_area,mm^2,cgtnjyggtm,49,0.5408043312916836,0.730970332195732,0.41542368928514184,94.71119640295515,128.01501521256026,0.41542368928514184
normal,profile_extra_trees,projected_damage_area,mm^2,w68dtmpfyf,43,0.3251618598613243,0.9319386089243961,0.13155334506026484,57.64109830545236,165.20376957668836,0.13155334506026484
normal,profile_extra_trees,projected_damage_area,mm^2,xcmzfsbd9t,59,0.6827327900182301,0.9228388262213808,0.3516060374220048,115.0480095259114,155.5085263550376,0.3516060374220048
normal,profile_extra_trees,projected_damage_area,mm^2,yfxyg8jm46,42,0.35032989788871277,0.3923576890290535,0.6953094874000894,64.28042283263164,71.99190906747428,0.6953094874000894
normal,profile_extra_trees,projected_damage_area,mm^2,ykhs7s2dck,38,0.5816157358474523,0.6668637645557488,-0.21943251481789416,106.55516559864081,122.1730680316532,-0.21943251481789416
normal,profile_ridge,damage_eccentricity,1,6zt73pcnxv,14,0.8507586177583816,1.1479441059941649,-0.06473039849428597,0.17409953719689938,0.2349156780898486,-0.06473039849428597
normal,profile_ridge,damage_eccentricity,1,74t7kcdgkr,47,1.0710518029404812,1.25514235691341,-0.27509584873981363,0.2081782616464168,0.24395958558088554,-0.27509584873981363
normal,profile_ridge,damage_eccentricity,1,cgtnjyggtm,49,0.5352185091027674,0.6692737034902366,-0.07710779883812857,0.11482468625537237,0.1435846139758252,-0.07710779883812857
normal,profile_ridge,damage_eccentricity,1,w68dtmpfyf,43,0.6586569777569439,0.789584995605691,0.04750796195800444,0.13881862156479646,0.1664130258993105,0.04750796195800444
normal,profile_ridge,damage_eccentricity,1,xcmzfsbd9t,59,0.899556468406062,1.1789552043532454,-0.5985174006260097,0.18044121208008368,0.23648554986055037,-0.5985174006260097
normal,profile_ridge,damage_eccentricity,1,yfxyg8jm46,42,0.6625655578539339,0.7814448260101646,-0.10278938481030186,0.14061023085202362,0.16583889108167632,-0.10278938481030186
normal,profile_ridge,damage_eccentricity,1,ykhs7s2dck,38,2.213075712082013,2.719045023155431,-9.99378914274808,0.43607839111373947,0.5357777741584562,-9.99378914274808
normal,profile_ridge,damage_height,mm,6zt73pcnxv,14,1.002363851138349,1.4177370256626687,-0.05090497027496488,11.249506212593186,15.911229699577696,-0.05090497027496488
normal,profile_ridge,damage_height,mm,74t7kcdgkr,47,1.460880191951576,1.6443484776588713,-0.9585725551491184,16.050555990249165,18.066305131351612,-0.9585725551491184
normal,profile_ridge,damage_height,mm,cgtnjyggtm,49,0.3340116460690663,0.42540738589472055,0.13065245327848507,4.114583547397866,5.240458683234096,0.13065245327848507
normal,profile_ridge,damage_height,mm,w68dtmpfyf,43,0.4622642418629191,0.9067724957189107,0.015920285145871738,5.367812177268397,10.52944182945349,0.015920285145871738
normal,profile_ridge,damage_height,mm,xcmzfsbd9t,59,0.9066965328604748,1.3904031196843134,-1.6123431253650575,10.669316455414915,16.3612083501712,-1.6123431253650575
normal,profile_ridge,damage_height,mm,yfxyg8jm46,42,0.42168034268528615,0.5620412854417769,-0.04403996241009822,5.083748939111276,6.775930721375483,-0.04403996241009822
normal,profile_ridge,damage_height,mm,ykhs7s2dck,38,1.2894174351837302,1.6629990012912566,-0.01091449971759606,13.181586790161203,17.00067415665786,-0.01091449971759606
normal,profile_ridge,damage_radial_spread,mm,6zt73pcnxv,14,1.0143389642238207,1.2912617415800884,-0.05790015492307088,3.296139237249369,4.196012025662389,-0.05790015492307088
normal,profile_ridge,damage_radial_spread,mm,74t7kcdgkr,47,1.1272072587251027,1.2567385130602227,0.10585127013686813,3.4985850558743534,3.9006194707325963,0.10585127013686813
normal,profile_ridge,damage_radial_spread,mm,cgtnjyggtm,49,0.39334502211402167,0.48280167349928793,0.032748348372348746,1.387056146868082,1.7025079543303876,0.032748348372348746
normal,profile_ridge,damage_radial_spread,mm,w68dtmpfyf,43,0.4144928630319063,0.8194736056712828,-0.05596750840633291,1.4019884405017733,2.7718029064326952,-0.05596750840633291
normal,profile_ridge,damage_radial_spread,mm,xcmzfsbd9t,59,1.0309166586036362,1.7011288214020381,-2.125934964134272,3.4118626095701825,5.629958320457519,-2.125934964134272
normal,profile_ridge,damage_radial_spread,mm,yfxyg8jm46,42,0.4362687348864876,0.527286204194801,-0.15466900651977,1.5149045966765773,1.8309547089288545,-0.15466900651977
normal,profile_ridge,damage_radial_spread,mm,ykhs7s2dck,38,1.4672493875750512,1.6615197571054299,-0.10222461764015578,4.37787674928737,4.957527176164105,-0.10222461764015578
normal,profile_ridge,damage_width,mm,6zt73pcnxv,14,0.7781636889115058,1.0300985428396068,-0.10826746256233633,9.058560072297814,11.991319646065087,-0.10826746256233633
normal,profile_ridge,damage_width,mm,74t7kcdgkr,47,1.1235257793950109,1.337441129202063,0.3487864948025986,11.546173631243063,13.74452440926464,0.3487864948025986
normal,profile_ridge,damage_width,mm,cgtnjyggtm,49,0.33423409250779335,0.41421800159842637,0.2838600483344925,4.150510430466313,5.143748572210937,0.2838600483344925
normal,profile_ridge,damage_width,mm,w68dtmpfyf,43,0.37650071425521836,0.5995249079389762,0.00883677301675645,4.589933753305902,7.308829722515145,0.00883677301675645
normal,profile_ridge,damage_width,mm,xcmzfsbd9t,59,0.9673267535383545,1.6410484173885789,-2.2903906339418194,11.465465592011263,19.45090849143692,-2.2903906339418194
normal,profile_ridge,damage_width,mm,yfxyg8jm46,42,0.5173425298540325,0.6415263495230044,0.29924369953772456,6.20805728886657,7.69825038602557,0.29924369953772456
normal,profile_ridge,damage_width,mm,ykhs7s2dck,38,1.7036663495209199,1.9355000619114284,-1.0501069100850309,18.65118182407372,21.189221460743955,-1.0501069100850309
normal,profile_ridge,equivalent_damage_diameter,mm,6zt73pcnxv,14,0.9655881561808864,1.4112758716548917,-0.13939618218496186,6.7234992914750356,9.826873147116281,-0.13939618218496186
normal,profile_ridge,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.9732942627803917,1.0811559243392763,-0.42991253527600737,6.761394660113899,7.510700692610063,-0.42991253527600737
normal,profile_ridge,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.6242542440462885,0.7306841400670313,0.33768970938412335,4.402834482817098,5.153479305294297,0.33768970938412335
normal,profile_ridge,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.43319251256051133,0.6966245014767102,0.26130947457769493,3.149127768616775,5.064167773658568,0.26130947457769493
normal,profile_ridge,equivalent_damage_diameter,mm,xcmzfsbd9t,59,1.1413610894867727,1.5328983453453304,-0.8751197969433266,7.767626733172142,10.432265718725226,-0.8751197969433266
normal,profile_ridge,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.46287749555782237,0.5705932955777213,0.547066965387276,3.344992227828997,4.123402319783737,0.547066965387276
normal,profile_ridge,equivalent_damage_diameter,mm,ykhs7s2dck,38,1.3619114590624095,1.6262391701318004,-3.351508151448421,9.830383428699086,11.738321520674146,-3.351508151448421
normal,profile_ridge,projected_damage_area,mm^2,6zt73pcnxv,14,1.0540869943817694,1.8718926260795539,-0.15014996421513982,178.29333772318049,316.620910742645,-0.15014996421513982
normal,profile_ridge,projected_damage_area,mm^2,74t7kcdgkr,47,0.8114954161944736,0.892687412660034,-0.8830101896204825,146.87766486324975,161.57311551948467,-0.8830101896204825
normal,profile_ridge,projected_damage_area,mm^2,cgtnjyggtm,49,0.6221408896945649,0.7524585182221963,0.38054917344995776,108.95568800907144,131.77824655028783,0.38054917344995776
normal,profile_ridge,projected_damage_area,mm^2,w68dtmpfyf,43,0.42503978213565474,0.9297511099267204,0.13562549444152905,75.34635174081622,164.81599394758513,0.13562549444152905
normal,profile_ridge,projected_damage_area,mm^2,xcmzfsbd9t,59,1.0162035340557134,1.453310000389539,-0.6080656315392328,171.24150996641717,244.89877330258793,-0.6080656315392328
normal,profile_ridge,projected_damage_area,mm^2,yfxyg8jm46,42,0.4275558891853964,0.5066378152076064,0.4919694838649178,78.45026504175101,92.96064418370301,0.4919694838649178
normal,profile_ridge,projected_damage_area,mm^2,ykhs7s2dck,38,2.0704375333483664,2.5469993114613074,-16.78857611566241,379.3154150241911,466.6241242887661,-16.78857611566241
normal,train_mean,damage_eccentricity,1,6zt73pcnxv,14,0.7976875385081971,1.116394343541492,-0.007009165011337304,0.16323905322044302,0.2284593238114104,-0.007009165011337304
normal,train_mean,damage_eccentricity,1,74t7kcdgkr,47,1.1865985160459052,1.361962834952989,-0.5013687557210607,0.23063685217136184,0.26472207472050246,-0.5013687557210607
normal,train_mean,damage_eccentricity,1,cgtnjyggtm,49,0.62853025318249,0.7410314103533963,-0.3204588799155841,0.13484359732752005,0.15897936590766695,-0.3204588799155841
normal,train_mean,damage_eccentricity,1,w68dtmpfyf,43,0.7253415973137416,0.8321248089789541,-0.05789002178786018,0.15287307977151354,0.17537872193461354,-0.05789002178786018
normal,train_mean,damage_eccentricity,1,xcmzfsbd9t,59,0.9640049085474933,1.167142406503168,-0.5666444984682053,0.1933688659453229,0.23411603150679777,-0.5666444984682053
normal,train_mean,damage_eccentricity,1,yfxyg8jm46,42,0.6262762431338649,0.7708705451920558,-0.07314607216057145,0.13290888136326018,0.16359480813878333,-0.07314607216057145
normal,train_mean,damage_eccentricity,1,ykhs7s2dck,38,1.2669183369984693,1.3621151788430108,-1.75894009306313,0.24964157667747838,0.26839976258320236,-1.75894009306313
normal,train_mean,damage_height,mm,6zt73pcnxv,14,1.0657067137599907,1.390516260990021,-0.010937314178777635,11.960401688099756,15.60573169009868,-0.010937314178777635
normal,train_mean,damage_height,mm,74t7kcdgkr,47,1.0909205850194053,1.2625595221353016,-0.15466410930569618,11.985843895506619,13.871625074184458,-0.15466410930569618
normal,train_mean,damage_height,mm,cgtnjyggtm,49,0.33737460952569404,0.45628965032421,-0.0001487982695118628,4.156010827769638,5.620887505472506,-0.0001487982695118628
normal,train_mean,damage_height,mm,w68dtmpfyf,43,0.5847067138946201,0.9145235286886582,-0.0009753190208090512,6.789614109725705,10.619446820957368,-0.0009753190208090512
normal,train_mean,damage_height,mm,xcmzfsbd9t,59,0.6079625282466157,0.8704013869667039,-0.023735825542457123,7.154041481148401,10.242222732982333,-0.023735825542457123
normal,train_mean,damage_height,mm,yfxyg8jm46,42,0.4706651231729041,0.5903176122235908,-0.151733944840595,5.674306052233298,7.116828154164507,-0.151733944840595
normal,train_mean,damage_height,mm,ykhs7s2dck,38,1.4084346976598126,1.7404769093752492,-0.10730428574518469,14.398288481985569,17.792723140844085,-0.10730428574518469
normal,train_mean,damage_radial_spread,mm,6zt73pcnxv,14,0.9794376218364637,1.2560612851146853,-0.0010085179421719381,3.182725784613571,4.081626588627061,-0.0010085179421719381
normal,train_mean,damage_radial_spread,mm,74t7kcdgkr,47,1.1726129365661415,1.337784585270989,-0.01319325553459838,3.6395135539095533,4.152167333717971,-0.01319325553459838
normal,train_mean,damage_radial_spread,mm,cgtnjyggtm,49,0.35693073843370493,0.49144615074059567,-0.0021986698317739695,1.258648125479826,1.7329910534416342,-0.0021986698317739695
normal,train_mean,damage_radial_spread,mm,w68dtmpfyf,43,0.48477762664476115,0.8081101742575082,-0.026884892771684044,1.639720944284443,2.7333670227120135,-0.026884892771684044
normal,train_mean,damage_radial_spread,mm,xcmzfsbd9t,59,0.6611675381654809,0.9805868954636642,-0.03867027473184281,2.1881621402682945,3.245294113879769,-0.03867027473184281
normal,train_mean,damage_radial_spread,mm,yfxyg8jm46,42,0.45502751392098983,0.5617581201034778,-0.31057961588233574,1.5800427977782483,1.95065538809829,-0.31057961588233574
normal,train_mean,damage_radial_spread,mm,ykhs7s2dck,38,1.317315136215977,1.6459502419482093,-0.08166428725690378,3.93051335046426,4.911071938914272,-0.08166428725690378
normal,train_mean,damage_width,mm,6zt73pcnxv,14,0.7511946874102479,1.0010903844419479,-0.04672745915244669,8.744615430996493,11.653637293140747,-0.04672745915244669
normal,train_mean,damage_width,mm,74t7kcdgkr,47,1.3918691517103108,1.6617124248036026,-0.005277086644087214,14.303866624468489,17.076973696418175,-0.005277086644087214
normal,train_mean,damage_width,mm,cgtnjyggtm,49,0.4164448722058099,0.5340726353614877,-0.19053074963065653,5.171401794579413,6.632100355360368,-0.19053074963065653
normal,train_mean,damage_width,mm,w68dtmpfyf,43,0.5242929738188079,0.6384634317445677,-0.12409437518817179,6.391674506946092,7.783530667167367,-0.12409437518817179
normal,train_mean,damage_width,mm,xcmzfsbd9t,59,0.6654991509273918,0.9090154454970644,-0.009595011860610736,7.887983650364511,10.774317235442965,-0.009595011860610736
normal,train_mean,damage_width,mm,yfxyg8jm46,42,0.5985015901517107,0.7686367131388793,-0.00595895674585889,7.181957687081889,9.223561710340348,-0.00595895674585889
normal,train_mean,damage_width,mm,ykhs7s2dck,38,1.1413759150553993,1.4249535041468127,-0.11119817050683367,12.49541010615316,15.599924776448622,-0.11119817050683367
normal,train_mean,equivalent_damage_diameter,mm,6zt73pcnxv,14,1.0284649916086506,1.3252702386015214,-0.00475416981093546,7.161317791777323,9.228006219021042,-0.00475416981093546
normal,train_mean,equivalent_damage_diameter,mm,74t7kcdgkr,47,0.9772063167758642,1.1572411811694894,-0.6382514775958346,6.788571375323851,8.039258672368003,-0.6382514775958346
normal,train_mean,equivalent_damage_diameter,mm,cgtnjyggtm,49,0.9099458839335663,1.05394483606654,-0.37796409623916527,6.417803568802203,7.433421096415795,-0.37796409623916527
normal,train_mean,equivalent_damage_diameter,mm,w68dtmpfyf,43,0.578384991991838,0.8165548163301368,-0.014929153671228157,4.204616161222919,5.936010831544112,-0.014929153671228157
normal,train_mean,equivalent_damage_diameter,mm,xcmzfsbd9t,59,1.0557329173313248,1.209001947581798,-0.16642362958779078,7.184877167522937,8.227962154129834,-0.16642362958779078
normal,train_mean,equivalent_damage_diameter,mm,yfxyg8jm46,42,0.7372638872177626,0.8598287286622994,-0.028500652607877708,5.32785023309551,6.213567179742478,-0.028500652607877708
normal,train_mean,equivalent_damage_diameter,mm,ykhs7s2dck,38,0.6780551930449583,0.8623106052581442,-0.22348435787465926,4.894255415136404,6.2242253913899175,-0.22348435787465926
normal,train_mean,projected_damage_area,mm^2,6zt73pcnxv,14,1.1364199306684282,1.7473203189948157,-0.0021613690247395123,192.21952606753806,295.5501523172063,-0.0021613690247395123
normal,train_mean,projected_damage_area,mm^2,74t7kcdgkr,47,0.8294525981641561,0.8995378524087481,-0.9120213362637475,150.12784829324374,162.81301974259912,-0.9120213362637475
normal,train_mean,projected_damage_area,mm^2,cgtnjyggtm,49,0.8639334076849831,1.092548878671653,-0.30594071516495003,151.3008715349855,191.33835555745412,-0.30594071516495003
normal,train_mean,projected_damage_area,mm^2,w68dtmpfyf,43,0.592876102000869,1.0001904138561681,-0.00030839519256509185,105.09851829781054,177.30269470669793,-0.00030839519256509185
normal,train_mean,projected_damage_area,mm^2,xcmzfsbd9t,59,1.0567831587855232,1.2579445354081302,-0.2047868864657001,178.0796245563849,211.97753646611636,-0.2047868864657001
normal,train_mean,projected_damage_area,mm^2,yfxyg8jm46,42,0.6638538457358673,0.7365992484231975,-0.07388342301562068,121.8074910538346,135.15521065199766,-0.07388342301562068
normal,train_mean,projected_damage_area,mm^2,ykhs7s2dck,38,0.6175368937825251,0.7295464711514535,-0.45945078175748955,113.13611706944235,133.65688074477444,-0.45945078175748955
surface_shuffle,combined,damage_eccentricity,1,6zt73pcnxv,14,1.2217616280600299,1.4480960776941365,-0.6943101902173427,0.25002172128521577,0.29633888118285906,-0.6943101902173427
surface_shuffle,combined,damage_eccentricity,1,74t7kcdgkr,47,1.0663048637355321,1.4776439000950048,-0.7672436538578042,0.2072556082797781,0.28720677899022584,-0.7672436538578042
surface_shuffle,combined,damage_eccentricity,1,cgtnjyggtm,49,1.3853734277448513,1.7416687233929802,-6.294285428135828,0.2972151868477111,0.3736540521732861,-6.294285428135828
surface_shuffle,combined,damage_eccentricity,1,w68dtmpfyf,43,1.1174887053804,1.4161175040285439,-2.063812348100382,0.23552205007138197,0.2984610905550375,-2.063812348100382
surface_shuffle,combined,damage_eccentricity,1,xcmzfsbd9t,59,1.390587567804401,1.8214916070802998,-2.8157253668028615,0.2789366927489605,0.36537134123180515,-2.8157253668028615
surface_shuffle,combined,damage_eccentricity,1,yfxyg8jm46,42,0.7342584512438858,0.8848159288491141,-0.4138450047062554,0.15582495816544215,0.18777639516910927,-0.4138450047062554
surface_shuffle,combined,damage_eccentricity,1,ykhs7s2dck,38,1.566353242399239,1.981711265532717,-4.83976487793824,0.3086441182885011,0.3904888818794532,-4.83976487793824
surface_shuffle,combined,damage_height,mm,6zt73pcnxv,14,1.3332256390814905,1.7648600845010436,-0.6285183055369628,14.962760371498737,19.806983723929154,-0.6285183055369628
surface_shuffle,combined,damage_height,mm,74t7kcdgkr,47,1.21839303436328,1.466145804659735,-0.5570632960757398,13.38637194474714,16.108408791636226,-0.5570632960757398
surface_shuffle,combined,damage_height,mm,cgtnjyggtm,49,0.8573321935361888,1.1053450354617023,-4.869202734841272,10.561203418185912,13.616394968959247,-4.869202734841272
surface_shuffle,combined,damage_height,mm,w68dtmpfyf,43,1.0103372720553179,1.3683786385267493,-1.241022279705772,11.732035967633655,15.889612160777943,-1.241022279705772
surface_shuffle,combined,damage_height,mm,xcmzfsbd9t,59,1.5903939419957887,2.0386718798438794,-4.616211028719311,18.7145485186707,23.98954296890104,-4.616211028719311
surface_shuffle,combined,damage_height,mm,yfxyg8jm46,42,0.8262920612762223,1.019907793747895,-2.437973355871233,9.961719731014723,12.295937561231986,-2.437973355871233
surface_shuffle,combined,damage_height,mm,ykhs7s2dck,38,1.4111212928772752,1.7766592927908882,-0.15382183296936192,14.425753278926186,18.162612064519273,-0.15382183296936192
surface_shuffle,combined,damage_radial_spread,mm,6zt73pcnxv,14,1.0390354953612602,1.5350022950614102,-0.49497583172275794,3.3763917052873635,4.9880577129277235,-0.49497583172275794
surface_shuffle,combined,damage_radial_spread,mm,74t7kcdgkr,47,1.0899462771173922,1.3264710262102621,0.0038713028185179965,3.3829357709616694,4.117052718945724,0.0038713028185179965
surface_shuffle,combined,damage_radial_spread,mm,cgtnjyggtm,49,0.8893151822914811,1.0394740741523438,-3.483624878069895,3.136000256138836,3.6655069290417255,-3.483624878069895
surface_shuffle,combined,damage_radial_spread,mm,w68dtmpfyf,43,0.8976308030773101,1.2597070918911726,-1.4952827487899336,3.0361632780534498,4.260856913991258,-1.4952827487899336
surface_shuffle,combined,damage_radial_spread,mm,xcmzfsbd9t,59,1.107291937413962,1.4799049654558973,-1.36577363476637,3.664629849185268,4.897808542734531,-1.36577363476637
surface_shuffle,combined,damage_radial_spread,mm,yfxyg8jm46,42,0.887290628996075,1.0940431185135526,-3.9708833163174653,3.081038233931528,3.7989679678278763,-3.9708833163174653
surface_shuffle,combined,damage_radial_spread,mm,ykhs7s2dck,38,1.5684687443285903,1.7896422080621328,-0.2787672778447394,4.679888031255939,5.33981004085971,-0.2787672778447394
surface_shuffle,combined,damage_width,mm,6zt73pcnxv,14,1.322623393004664,1.5935279783075404,-1.6522009321718256,15.396585100646629,18.550170258622444,-1.6522009321718256
surface_shuffle,combined,damage_width,mm,74t7kcdgkr,47,1.3547882684835686,1.5818695892338848,0.08900623733700674,13.92279631527954,16.25645025173571,0.08900623733700674
surface_shuffle,combined,damage_width,mm,cgtnjyggtm,49,0.7535172453111144,0.964073345167675,-2.879360287328209,9.357157921067254,11.971838195290278,-2.879360287328209
surface_shuffle,combined,damage_width,mm,w68dtmpfyf,43,0.9529355350642931,1.25640819564961,-3.3530358131164855,11.61727139288049,15.316917516478213,-3.3530358131164855
surface_shuffle,combined,damage_width,mm,xcmzfsbd9t,59,1.2048096900384764,1.5374267825534331,-1.8879758401959714,14.280287395680093,18.222708935863263,-1.8879758401959714
surface_shuffle,combined,damage_width,mm,yfxyg8jm46,42,0.8688444889032486,1.0669707486334774,-0.9383983873640458,10.426044740124553,12.803539532948088,-0.9383983873640458
