task,isolated_input,full_actor,ablated_actor,full_actor_planner_ausc,ablated_actor_planner_ausc,estimate,ci_lower_97_5,ci_upper_97_5,physical_specimen_count,domain_count
LOCATE,ACTOR_SURFACE_CUES,BC_S1,BC_NO_VLM_S1,0.22919291462806016,0.21845449015018703,0.010738424477873121,-0.0071483381873465816,0.028269513724885145,24,6
CHARACTERIZE,ACTOR_SURFACE_CUES,BC_S1,BC_NO_VLM_S1,0.0,0.0,0.0,0.0,0.0,24,6
LOCATE,ACTOR_US_FEEDBACK_CONTENT,BC_S1,BC_NO_US_FEEDBACK_S1,0.22919291462806016,0.02791689562955636,0.20127601899850378,0.07315800758026718,0.33717933770887865,24,6
CHARACTERIZE,ACTOR_US_FEEDBACK_CONTENT,BC_S1,BC_NO_US_FEEDBACK_S1,0.0,0.0,0.0,0.0,0.0,24,6
