method,outer_domain,inner_domain,pca_dimension,mae,fit_sample_count,query_sample_count,fit_domains,pca_state_sha256,ridge_state_sha256,state_sha256
sparse_only_0.25,74t7kcdgkr,yfxyg8jm46,16,0.1316935363523904,189,42,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",64365ffd617ed9714eec8ceaacab0927984a5eec40cedc4d05a6044c9f11f482,60ab572aed49498e559496f3d3f74d131ba1f66c8da088a5ce8123d2c3dce47d,ea6b80c1a5aacf0a74a27ccb3a6514ee21c5a9b92b933ddaaa1d2575edc881b2
sparse_only_0.25,74t7kcdgkr,yfxyg8jm46,32,0.1411247022459625,189,42,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",04ae5bc8bcfdbf29c2e06b99595ccc07996970d6cc2f6e919847e18fd5dc96d7,4a71ad4857d82447f796bea278d225dbb897bf23578806c27de92c132aaed977,4b301a2f45af0ddef70e5e41d6bbf5f38f991d396713fbcca2a2f21ee0c44468
sparse_only_0.25,74t7kcdgkr,ykhs7s2dck,8,0.06499257290939356,193,38,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",32f29b14dbbf693260f873ee03cc7047c7ace4edb897764aad13ba100165c924,34e2b9a0551f8f92b75bd04ae71152f3f6380730281f3b9ef445c167ad941e9c,5b5d92711d781905b386e6e90bb95a06500e309bb1cb6229007a1469b1dceeda
sparse_only_0.25,74t7kcdgkr,ykhs7s2dck,16,0.061418918396045095,193,38,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",79d52fbb5f6aaeab6e5a6bbd9df6db718ba6a222ce11ea047b1713d96ba43e4d,0d63eda2d542bca14fa3ceb9d6933fd6ccb3673ab0b539b358ec01843359161b,b3c172dfa13ccf3645e3ca3fb593d11588689958af3db1490aaa4596b65eb1c2
sparse_only_0.25,74t7kcdgkr,ykhs7s2dck,32,0.0700219951758194,193,38,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",38740481f81fd3e40a0fc89190d4e9bf247a5564f17fd12a6433c15b5bcae777,902865053faa3b3f526ee71db3b2619211c6ae823ada381bd7e0b22dd81acd72,8831667e804b433615965711ea9567329fcfc7ec9e442c9b2b5dcd4ecc52c948
sparse_only_0.25,cgtnjyggtm,74t7kcdgkr,8,0.05916736922119266,182,45,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",689afc1e39b0810f6a7ef11ad21d01706838052b06d46a104f968060dd6c4785,5aaaef79f394eb71c1086beeab2e50cbafd3c9f935f838d2e4e8e02bb316d692,d75528eecf696002b0325e571ba885d2a74703e0f768cac4e0eb1c4870788432
sparse_only_0.25,cgtnjyggtm,74t7kcdgkr,16,0.057552482290996416,182,45,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",92480c84036a5a9253a09312390f85bbe60bc951baa041618a12d844cc61f0a3,8af2c66a2d94bff26bec1565894a1f34cf690e049cc3bb897a0a6e4600d44f2f,b7f31d290ea454ee11da166f09a41c7d6c7cd7e80422c526cf641bbea70d71f1
sparse_only_0.25,cgtnjyggtm,74t7kcdgkr,32,0.05848695602178382,182,45,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",a1832cebb3b0109c3a558f97b5b71dcdff9c554c1d67a6075865908b36d62400,281549a032e57f09d2abbc1b6cd7f93771b520c69115236961c9486d2f482988,bf8da56bd4c51374330ce0296f565b4bbcf232ada01741e8e6962e63d9ade3d6
sparse_only_0.25,cgtnjyggtm,w68dtmpfyf,8,0.09829801731184713,184,43,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",9c0ddffc2299bbc12cc4c0a81e2d0caf76b81ddfe8c0620965df2da644cea9dd,92fbffbfcdbefbefc888636488e1cf73bf04077180f36f2365d57259ddac2ddb,4ef69417ee88db2f6dfbbd0daadee90e8529de2963a119883972bf9224f938c4
sparse_only_0.25,cgtnjyggtm,w68dtmpfyf,16,0.08877204626090514,184,43,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",3c2aff8223944b4376d0d8fd5f4c9ca195201605df85d2af1e4c287b9f0c2b28,33cd14cf3c5847c1184d15b18c1afaed4dd9ea9ff4ecbe37d32d90297b2c38ea,55f51e222d3e92ecd4d3eac998e19eeeb59ee2d4f4ed74932329a4fefbe2eb30
sparse_only_0.25,cgtnjyggtm,w68dtmpfyf,32,0.09128970923082842,184,43,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",43c20a0b8958e59070e920607d1682bf4ed9ed1a14c5bb145af249b52962e407,7833e6a816c214c37fbd1b68dd156d6205979224372e99368c259d68d42da210,17b532d8c584764e57c408a11357f616cb2441e6fbdd9a8fe8c033ce6d2bd5b1
sparse_only_0.25,cgtnjyggtm,xcmzfsbd9t,8,0.07406807376877496,168,59,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",ed70cbcb3ff005d5c2ed25f61a984acc2962a772ca78dacceadf961d0d072c25,c8c17a2b59806e69df744905fee861a043770d00a44ba58ae91e6cebd1d6717b,f103539384adc68b84c5768629ebf405f986c42c3ba6ae55466fc6e19ded161f
sparse_only_0.25,cgtnjyggtm,xcmzfsbd9t,16,0.06765993392868894,168,59,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",6dfc7537e802c28959b986cfaf43ca6206de4c74156296fcdea0f4d80bfb4462,83f67a91edb80153dfdb353dfecbb10a9e7fdd5ca335a8255a6c3681dc833e67,ed7f94d3c167c58f513381c45d1b1336b941aa8197c236ddbb674242e22fb912
sparse_only_0.25,cgtnjyggtm,xcmzfsbd9t,32,0.07607761328828586,168,59,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",0e323a4ad488dadcdee64cd951db9e4fde0a057a9e52a4449017a1f56a2e9ebb,caedacad6e992d2cba1ac8d7f405cd6f45b1a7ee820ac301b5d6645409e44991,493744b53840d1161fa7e778b729c261e46a06712be88848ba8984b471885a4d
sparse_only_0.25,cgtnjyggtm,yfxyg8jm46,8,0.12997185364517538,185,42,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",5b972f47a298edc6a13547878480ec270c360ca16c6006c33f799e135adb2209,12a8beb3e0d66a2c1343ce89b64979161667a6caad2b2540acbd09f82b1a1d21,a07c5719dae90708d4fd99aa6fd14c79e8a365b49f9097067ad1e4a750adeecc
sparse_only_0.25,cgtnjyggtm,yfxyg8jm46,16,0.13118437014805723,185,42,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",ef71f8a2383bb13a3c8c2b2c791d0ffdfac683673a17208d90713e53c8525c94,0a81367e0fd57edbed1ee079028985a995c3e7424f2bb3c201018b6bbaf920d5,a0a60eb8dc283066933c00a13983d8996dfad50f718ee2a28e99efc64e9751a2
sparse_only_0.25,cgtnjyggtm,yfxyg8jm46,32,0.1217975761039136,185,42,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",2e495087a45e0aaa40e552fde1f99f775f01c5e8384a683f151cab9a77c99640,67b47786b6a8db546938bfde63e36644afbb9bf180b4605cdb0afa0b1cd5790d,3f6fcfd1f975b3823728bb6a1709780ef0a5ce12d89143ef7107297612ba0a7b
sparse_only_0.25,cgtnjyggtm,ykhs7s2dck,8,0.05834374435390745,189,38,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",ed9d72b6c381c2926c4df325a239617a9338724063dc1546582d2c72f92d58e4,90db2b1773f3b6c2573d70b6b1d4199ba0205994e3e6d66fadc8adf454ab6877,c6cbd1fb15c6cf04464b38206e7adb63920ebb9f1482f4fe535c09d906c5db87
sparse_only_0.25,cgtnjyggtm,ykhs7s2dck,16,0.06028596115772156,189,38,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",5aa6b4e49c4b8c58f1d274cf6d163495c9207c65c21ab05881bafe699a044858,bf7e3a363c95859ef7fb48b2c09ccfe8694ca50d00e1a56808ff44126b0adf1f,8e11f6453a399d2c949fdad8bdaa54684288804dcaea78b21d95c1d71e39e896
sparse_only_0.25,cgtnjyggtm,ykhs7s2dck,32,0.06404287987385826,189,38,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",58225cd7aa4c119064e875beb300acad6db60c28d522bb08a7a50febebae14f2,c7544665e1a189f65ae94afe657434ba92a9d86df00839b07065dd781fea1590,616f125368e16c39414056834fef4638d5a5a9b5be736cfcab5ef189464ff990
sparse_only_0.25,w68dtmpfyf,74t7kcdgkr,8,0.06393032828959579,188,45,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",c09639a9c26b5019b5215c36bd287c2f39a9d5c811bbd1df3c7bbda51084f8a9,9233ac77fb1398e2f685fc0ac5e04ad5f32ecb348efc103d0839351bab03e434,72f93e1bfb656b0ad5f51594267a1dbe49f402506592fb9972a17acce185152c
sparse_only_0.25,w68dtmpfyf,74t7kcdgkr,16,0.0631674575163592,188,45,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",d23fe81b3ca1bb78c77a63dfc6814a9f7ab2940b6a26c820abd086964557f6bc,8f85ad64c5d6cc133ac4776020f0fb76f7eef990de7ab08a505a9967e83ffa15,ae2bad16ac3dd2fd2e6053e4413df5510de8299b6928ba638ea55ee7d2796af8
sparse_only_0.25,w68dtmpfyf,74t7kcdgkr,32,0.061757931843396584,188,45,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",12bcb514c568cb8214ef5c328c03d185717c7efc4661a2609e26c701d91d2542,fad20674d284fba2ccf4f5bc28c69e1943f465e50cb39ef7dc69a3fe3267a72a,94b8938ce86e8456697bf0cc43863596c6c80b941789e6cccab8a3fe4055385d
sparse_only_0.25,w68dtmpfyf,cgtnjyggtm,8,0.1346984770930941,184,49,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",ba3138bda9a1f4a8876ede8401eabf3c436d84083943face1bf1b7ce903bbb00,92fbffbfcdbefbefc888636488e1cf73bf04077180f36f2365d57259ddac2ddb,dea77627a9c5755e4def3a103902206d4e611183bb155c5f57c9da20e20fb087
sparse_only_0.25,w68dtmpfyf,cgtnjyggtm,16,0.13249894039851226,184,49,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",93fe07b3f756ba1e1bf573c22ecc7dd4a782e77e1016a0813ae790cb567936aa,33cd14cf3c5847c1184d15b18c1afaed4dd9ea9ff4ecbe37d32d90297b2c38ea,88ba7be1a2d6e49d1135790fb36593c49d8228abc28996f71f48acecee33fa30
sparse_only_0.25,w68dtmpfyf,cgtnjyggtm,32,0.13467380945316396,184,49,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",b490c2bcf3436d97126fd07fd4fa4c5bb480727359a12005473913a0f3bdb823,7833e6a816c214c37fbd1b68dd156d6205979224372e99368c259d68d42da210,59b15243b2d5a55ac8de6c1abffbb805e44f6773ce37f28334f2bb7747921b9a
sparse_only_0.25,w68dtmpfyf,xcmzfsbd9t,8,0.06578674060874819,174,59,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",5ce3b7a5441da1f800f2dfe5020080d4e951857368dcf4c4b2f4dcca109bd7f9,5572c5b89b8fda1af3c83e31cdc5aa89c718cb21a38148e214925b294aa67bd9,b77e74aca15a68d716595ec41852baf3d282f0c0610d2fd859e5aa7ab1d601ba
sparse_only_0.25,w68dtmpfyf,xcmzfsbd9t,16,0.06087913966198407,174,59,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",2923bf2556344e741fa5d596ac9f11d41c2322cde25c9c70bdc2992a744100f6,a9920f8ed62536ec77c1cc174785d245c14f8c08524aea6458790c2448652b9e,363a18ef553cb28937edaea684d8f606d0e59e2a7fffed99ee9d32426c6321ac
sparse_only_0.25,w68dtmpfyf,xcmzfsbd9t,32,0.08133915820632542,174,59,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",1401691be30fa9c91314ce91f371e5252b42958ee874748832dc0d1b6fe4dddd,2c6ce2fbdf75d3c904cde6dfd2d03ab41126eba874e2b6c9abcba711386ed9d7,7aec322bc1192897b27d6d3d9b361d28b1ee104808b784ae16b069fea179d7cd
sparse_only_0.25,w68dtmpfyf,yfxyg8jm46,8,0.11949416918951779,191,42,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",4d0a00df64492e90313bb99a863f4dda5de41d84512e5148a2b915f7e8c64952,6bad0ff6da3375ba42a38716b24ab775c2336ccc78b1c3d5a19447033be4cefe,dc6a696e24e5fd8a797adaf4f42e1fcd5d8f0f21c66a7d97f4595c1a59e1853f
sparse_only_0.25,w68dtmpfyf,yfxyg8jm46,16,0.13032909462879225,191,42,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",e9e2d3b9c5f197f816402ff47a9cd411b4d3080f4f4354bf56349029ce723c1e,bb17877c9f8c5f76d66e70a1ccf764dd1c78dc28e4475adffc1f2d45c49b6e4e,a75372cf0e689184216b8971551952804630693e29c46578ddfd058100c7fa6b
sparse_only_0.25,w68dtmpfyf,yfxyg8jm46,32,0.1324018484957097,191,42,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",01a19fb2b2a10c86e1b6d027847271923f4e440adb6352d1091c4bac3930995a,ce2449b5f8fa430b6a4bf2a80d9905d11f4b256c0deb664365ff823a2f5ae479,44a0c9d2904e6a09abd66d064be31d89e117d44fdb42c5d391c8f429de106128
sparse_only_0.25,w68dtmpfyf,ykhs7s2dck,8,0.0703408985002416,195,38,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",8005fe05a9f5dd1b85dc32bf0ca2617a188910d8eff7e17f2df4a0aa10d6d6ad,3be55ecbe2f5b59496259dcf0d821b2e1f5ccebf6404da76b702a4cf146c793f,a9ce4c06ae4a3a79822a5b4aa98b10d64e22fc76de92146e82593f0fdd9d7924
sparse_only_0.25,w68dtmpfyf,ykhs7s2dck,16,0.07420271658005115,195,38,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",9b32c62d27d990e0e156ae0a4975b26b93b523aa8b84dc1a89ec2897ee2ddd20,cc4bf84fe74431034fabd33a1a6ea7d231f447463b6ec1e2245028f3020dadbd,b0f8ebd52814ffb48e52d2bee07828460f770431e145ed5bdac3245a70ac557d
sparse_only_0.25,w68dtmpfyf,ykhs7s2dck,32,0.09704961639898323,195,38,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",3684ecc71af567fd737cef0d294c3b4406bb12063f26abccbeace2b7110ab1dc,e8c78f8ab48c49ab3326c67ce529d814c3c10e9a33f6afdb1e0d0e9470db26aa,3f0d19867523eee0a5bf2bf1ac670a26fb60c3305405f9f3b046b312d847a44e
sparse_only_0.25,xcmzfsbd9t,74t7kcdgkr,8,0.06162214463201992,172,45,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",82b3e2e3f6754d6bb9e42f46458dcbaea1f2ebdfcf0cde24142a6dbc1e209e32,8b6efdfe07bcb659a388090e7eadc241a2905715f6ed6e1322a57e371a6ca1e4,4652e82b594ebb0fa1125acff2d31a3031b1d8ee6f1731453d392a775cc2a62a
sparse_only_0.25,xcmzfsbd9t,74t7kcdgkr,16,0.06340154759775712,172,45,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",b9b9c6bb99ce0dec84685b1e950280e3465851aafc807eac17fd3fa95fc5b3dd,380ec6b979dd29c048080a3952567181ba912465de4e1dce7617b429907fc19a,273940b199316f8dd29e96590a8a95a8f69b281b9948ab237ad2d9a2a0e19ced
sparse_only_0.25,xcmzfsbd9t,74t7kcdgkr,32,0.07271791299511371,172,45,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",1daafa922de61875ecd71d641b3fba3fca088753a9f5ab974cb0c2520832cd3d,7c096fd8adcad29a89a7b523a40be721c9dced8cdbbc1e635997705ce1802d67,e539fd9f1f8c7705fa8fbb6563578ec47323fba1d80fb00d44347d1db6246208
sparse_only_0.25,xcmzfsbd9t,cgtnjyggtm,8,0.1335416949058329,168,49,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",ac03b344f73d2d995a238181396a03cd10c126f32d0f51764c63c71da861f312,c8c17a2b59806e69df744905fee861a043770d00a44ba58ae91e6cebd1d6717b,4bbf2c735c5483cd3a5f67965a2024cb7fc171f6cde65d469943293d5a5156ab
sparse_only_0.25,xcmzfsbd9t,cgtnjyggtm,16,0.13135246842881546,168,49,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",783aa9a98599a1882373361e9b80bf31705a7bad2f42a31066126d3e31a5b94d,83f67a91edb80153dfdb353dfecbb10a9e7fdd5ca335a8255a6c3681dc833e67,caaa4f865d125c0e2fbcc69994de7bb7f69c0cb27eaa2bf4ae6943940591ec03
sparse_only_0.25,xcmzfsbd9t,cgtnjyggtm,32,0.1462975691062414,168,49,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",b265d10c6bef899bab33b9f27a902832b2e9bfbb47aa2fb605a91e02a723c710,caedacad6e992d2cba1ac8d7f405cd6f45b1a7ee820ac301b5d6645409e44991,55eb71608eb39139a205bfd3c9f35782e0ca0dfc234fe6abc45c36a48aee2833
sparse_only_0.25,xcmzfsbd9t,w68dtmpfyf,8,0.10330004292825583,174,43,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",6d81a3b940ed0925205f4d629d743335045cbc2c583cf55546a9546f65c5e373,5572c5b89b8fda1af3c83e31cdc5aa89c718cb21a38148e214925b294aa67bd9,c9fe42f1f91833927b193bd05abeb3b9b422b5d49f526576495addd6b3d44e6d
sparse_only_0.25,xcmzfsbd9t,w68dtmpfyf,16,0.09932799248191977,174,43,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",fb165970ca14030053d13c0eef4c0a7a13082bebb2fd3c8dd4e302c221ff7ec5,a9920f8ed62536ec77c1cc174785d245c14f8c08524aea6458790c2448652b9e,c044d6a459c072b6fc2e33362c27679a8bbdabbd33b82be749a06c36da611e8b
sparse_only_0.25,xcmzfsbd9t,w68dtmpfyf,32,0.09413243742234578,174,43,"[""74t7kcdgkr"",""cgtnjyggtm"",""yfxyg8jm46"",""ykhs7s2dck""]",fea0baaf627c24bf4cb6321187fc337ae79f65da1fd0e1ebb3be53bbc12ff51a,2c6ce2fbdf75d3c904cde6dfd2d03ab41126eba874e2b6c9abcba711386ed9d7,feff0911aea25ae0b188c63e0e3a6947b6660e52c12d719132b357f483c98a46
sparse_only_0.25,xcmzfsbd9t,yfxyg8jm46,8,0.13839382754342713,175,42,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",053c0351f3818dd8307bcef18edd07c6fa2e6a55a640bdfa820f78ce5ecd8d62,06f614b4235acc7084a41485b019c05569b0e9dcfb893e7178afcc5497423f6e,f57e77326553ce16a97380ef89ea234896a16c5b93cf0113dd8ca05781cd6b79
sparse_only_0.25,xcmzfsbd9t,yfxyg8jm46,16,0.1552781218382186,175,42,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",3057c079d8b47a7bee181a7bc8c45038eb2a1779fb50e1bc0ef1da5b255ec8de,574fa997a0a1e1073aee0d839fde9672169729cb7c2498c895673f92de79af01,89bce63531eddfe4fb4a2e25b9f6c6522df76bbe70bfc14e2366e5a56f14b71c
sparse_only_0.25,xcmzfsbd9t,yfxyg8jm46,32,0.16414091744365997,175,42,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",8d58c219b8befe21733162cb364a8dedbeec1124aed6bf67d1c30a0c05cc923c,428eb016210c3ee6852fcfc49aa7fe3e54cb5964bd7c68f601cf13593623e09f,747950f4e8c7add2f62b214cfd04ecab9ffdf3683c642139e2602275f9abe901
sparse_only_0.25,xcmzfsbd9t,ykhs7s2dck,8,0.06201900103590727,179,38,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",224472c7de51f703ce6d6337d173e453eb300fb85e620c3ea47a71099274c1cd,58c12195935510a99e0ad9186f099d737757640be3b07d580e209548458f669a,83f49095f1bbaf3e44a5cc79b864cb33b194c7a0de1cd2281ed1b26e8cfa4e7a
sparse_only_0.25,xcmzfsbd9t,ykhs7s2dck,16,0.06026268812102746,179,38,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",3a3e43f45e34d25a01588b605ad90c82dc0892d33ee4fec59da72462d0953626,53880dfb3bf6f20f966c95bb17bafdcf71a6d7ebb602aed571b0771e9243231a,6496b99d0cb4a0e2ea31434c012891a4c662b6637c47797389036d9bcfe1fc9d
sparse_only_0.25,xcmzfsbd9t,ykhs7s2dck,32,0.11241871657753151,179,38,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",53b3366770371030211bf006d1e33660a77ec040fdd31f93d5bd1ce0c5f5a8aa,cbc8de6f3cc476dbaf130a57eb449f934c9687179944e7494c9f4001100dd56d,6453973fb4ae9029a1aa1558f0aa1bedf897b02131c469f3678d6063523f3d8a
sparse_only_0.25,yfxyg8jm46,74t7kcdgkr,8,0.06444726784005425,189,45,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",a3a6a5ca6f367bb66be184ff4b341ab96988380346cf3b6f4503e111553cb3c6,67f95385e5cb5aa98b37528ce8b673ec117e5fb77c5d6f14329d572ae06eee9f,15cf497a64110df7d82c323d64eddc63a5e04c0fe85c4a3aed6cd96268467105
