method,specimen_count,equal_domain_mae,state_sha256
resnet_global,276,0.12848935652346993,77acf35ea38ecdd638cab0650c1d47e8f98075422c69a9a5311ffc588f9d66d0
dinov2_global,276,0.15166728508607785,30944ff23d84ca1643e0323c048e8f7b0ef48746bb98d8bedd968469a2170a1d
dinov2_spatial,276,0.15413063709601385,de74736bfdacec89977193dac4d20d9db9270fdbb414476eb8ee4e99228ab5f6
dinov2_spatial_destroyed,276,0.16549389808723966,fe2805fadeb58f83430911a0ed42d4e913ab3399e4ba6c65276253e1ad3d17e7
ddpm_spatial,276,0.19793091607888225,6b4675c429d25c7fc5af0f919293c46e0da879082f61888bbe3a32c071cbed91
ddpm_spatial_destroyed,276,0.19959276421339112,d204957deaecf23c2d14c1a89cd33da53ec178720665057c3beff7d49dfeaad3
resdiff_fusion,276,0.15480071745489413,a62a9085c3d39036c88c8c5417f04314e1b4f36f47caf9724961862d4fae00f8
resdiff_fusion_destroyed,276,0.14671695412488953,658c0872973d7d8011d804e2dd500fdebfa68c48ae12ba847dc1efcf68e0ff2f
