effect_id,reference_method,proposed_method,point_estimate,relative_improvement,domain_effects,improved_domains,ordinary_lower,ordinary_upper,simultaneous_lower,simultaneous_upper,bootstrap_indices_sha256,bootstrap_draws_sha256
resnet_minus_resdiff,resnet_global,resdiff_fusion,-0.02631136093142419,-0.20477463381660055,"[[""74t7kcdgkr"",-0.05768653608044951],[""cgtnjyggtm"",-0.0028240103661235777],[""w68dtmpfyf"",0.005058532633211502],[""xcmzfsbd9t"",-0.005699749820959166],[""yfxyg8jm46"",-0.03277932263771699],[""ykhs7s2dck"",-0.06393707931650738]]",1,-0.04799614108144131,-0.005668337987416718,-0.053189100527906374,-0.0006757859421511492,7f29dc5d3b2daef8cbd78b2fec3e5440097c2f9e74c4ce80ccb5796119c65663,1bb12c3afdb77bcd7cdc91323b2a82e79e4c6d25574b079eaee40e3cd0383acb
dinov2_destroyed_minus_spatial,dinov2_spatial_destroyed,dinov2_spatial,0.011363260991225798,0.06866271882263408,"[[""74t7kcdgkr"",0.05504392805845307],[""cgtnjyggtm"",-0.005602895442114703],[""w68dtmpfyf"",0.0067666221404386745],[""xcmzfsbd9t"",-0.00585446334947104],[""yfxyg8jm46"",0.016619852885366188],[""ykhs7s2dck"",0.0012065216546826019]]",4,-0.002406406328889589,0.029978591685153193,-0.003667093132033975,0.036847978504129984,7f29dc5d3b2daef8cbd78b2fec3e5440097c2f9e74c4ce80ccb5796119c65663,ba5f1994094289a1a55fd3404b4368dd0f7178392ea220f3cc6b66060a7b22cb
ddpm_destroyed_minus_spatial,ddpm_spatial_destroyed,ddpm_spatial,0.0016618481345088397,0.00832619429395799,"[[""74t7kcdgkr"",-0.002395752432220566],[""cgtnjyggtm"",-0.0026770923797522495],[""w68dtmpfyf"",0.007648205380669987],[""xcmzfsbd9t"",-0.0250210076665532],[""yfxyg8jm46"",0.010227847465397566],[""ykhs7s2dck"",0.0221888884395115]]",3,-0.010125064142019233,0.012925040081071754,-0.013802160031897444,0.015621111126493956,7f29dc5d3b2daef8cbd78b2fec3e5440097c2f9e74c4ce80ccb5796119c65663,d2869b1518b91dcd7ec9a118755ed4c7665865dcdff3b537eca0af5007eebabc
resdiff_destroyed_minus_spatial,resdiff_fusion_destroyed,resdiff_fusion,-0.008083763330004599,-0.05509767687191404,"[[""74t7kcdgkr"",-0.018685941769354175],[""cgtnjyggtm"",-0.0007587776914605715],[""w68dtmpfyf"",0.004205315452691677],[""xcmzfsbd9t"",-0.01247022880534042],[""yfxyg8jm46"",-0.0057444206398519215],[""ykhs7s2dck"",-0.01504852652671218]]",1,-0.014280597672887509,-0.0014892964166582738,-0.015831281987364217,6.497953185828631e-05,7f29dc5d3b2daef8cbd78b2fec3e5440097c2f9e74c4ce80ccb5796119c65663,218b7ee8b860d1f09ca30b22269bfbdf1751c66ada1ddbfc71d777b7c3f3ad74
