dataset_id,specimen_id,surface_path,surface_sha256,transform_sha256
w68dtmpfyf,q16-15,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-15.png,7498585a5ac101b5eb554235347e34db9ed6d736360511e76f6d2da8ecab35ff,b00d69dcaade5ccefd222a8ce14effd79dac6edb1140be0f05ef7021121e9370
w68dtmpfyf,q16-16,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-16.png,4e2f696ab0b16a335d42712c4ab57bf0d25122938c14fa7643e199b6563a3af8,34f88187bb8b8dbd0ab6992d3945d6c66087079987b91a1557463b807fd7cb90
w68dtmpfyf,q16-17,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-17.png,bb54f28526f49f77855739805c2c083bc37604f6bc5e1c6a6f9be56250a33cd6,187dc9ad08f0328a88cb14399b7ee0706379143ce7ba77d42b93ff005e4b6bed
w68dtmpfyf,q16-18,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-18.png,935efb664f2217f2becb42c581ea8ba0158cb2e573dfe14ce02ad22c4bae0679,6b9be98979529201c2992d4141fa72f564b943839cd7688ebb87885b4d8fde58
w68dtmpfyf,q16-19,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-19.png,854f5f5f2f0040701d7aa61844a34e2c85d52764be6f5d73d1bc631a70b41522,c633476b298baccd0a7e4f102bf0e9dd801d83566f34dcbed8f1038676ed5db8
w68dtmpfyf,q16-2,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-2.png,489ed0a98222414db39abefd1d57737bf983a70c583241cdaa4b13ab4f318079,690d300ac9138f4dd65ef36b28421ccd0c52e83dc14839f45fd1ae2edeccfdf2
w68dtmpfyf,q16-20,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-20.png,d09e6835397fc3415580f278b72d7abed9a9e23423c3d4244b4ab84e1521d6c5,b6a5c01e4ed8f64d7b5c2c446f8cb592a820adb3b5c6a90bf9aa042151d87569
w68dtmpfyf,q16-21,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-21.png,fb67d1b215bb3898c61013404234e06e838064a457b7aee29553175b9abd5e91,f609ba78e21fe409e61fe58323f3c438d7e7a13bf2cf7cef2498e0f1e8fffd6f
w68dtmpfyf,q16-22,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-22.png,313157e3c867e292e95605aac19740a02e29efe28f4d3610f3eb68a2745341c3,a57270f9dc0f17b2c7935cb0a492d53c63b5a51726e75600e911c08eb07dd092
w68dtmpfyf,q16-23,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-23.png,13529e168e1a984c148bb834d77a6881f616d3ea5b6de70259d7f606743494c4,29f72dc41968c632b97b0a9068f720759a434ce517c8cbd266f2c398613a1016
w68dtmpfyf,q16-24,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-24.png,e13dfed80e43b8f693d93f9cc577868a603d60ad414e4e5b8c245decf86f69bf,487ed346f617b1fd7fc91880435da380542495549b66ad4537fd3bf7e32d9f65
w68dtmpfyf,q16-25,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-25.png,697d517c7d258cbf29c6fd5c3ea43b280b0f3d6d19cb542dd056b3d623421652,7a094e4c00588e7f4c287d5322dc3ec00f879bff04046c828d3a3354456f7031
w68dtmpfyf,q16-26,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-26.png,8db32f6cbe12c968bc73e4bc83fcd4093e2f5ef61b264a4348c337b30cca1b29,eb2c9a1c1783d77d89cc8f552c20b74bbcda6e27834a7c94e6be53db742e5e47
w68dtmpfyf,q16-27,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-27.png,ab368397d8718fb064c6d47a73727bc33807728c7e8c618837381ec1c0bbe88d,7c9e990b6cfc6170514cbfa27cf4a6f05372c378d5b190135946309d82061c2d
w68dtmpfyf,q16-28,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-28.png,bf2c906d9b6e1987ffbd3423b32c7d9c84e6f4a845061bb712fbeae8896e9f9e,4e0f0ef2529b063aacf7f6aa887b4d2e2f0ba1327e77aa818a8bc4f89d6f3173
w68dtmpfyf,q16-29,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-29.png,b0d65ad1e8f61ac7d95e6e0d38d26ed31e5552866f9dca70b478be7e133d4008,6fec2af2a1d6ae8228f52502990e4fd5adc32bc3c51262f5be71349bb4f70775
w68dtmpfyf,q16-3,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-3.png,e213240f4c80a0e754da56679b739c74fe8b5a0459c96d634364dfe56754a285,47ba187ffb8b78c944d88e76c37d75de49bcb3211806431cb91004bb9971bb43
w68dtmpfyf,q16-30,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-30.png,601d4a58245ef376a4f64f1bd7a7880de4808098cdc3dc18fbd6b5ef1689e587,7b556ceae3a5bf7dd0a71b4e3800aad40bad21adea3a77eff0f5c71ec071298d
w68dtmpfyf,q16-31,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-31.png,540578d3fcbb549dbf7196774c8ef77e4232bf202e5573b802bfe3997e1b730a,0574a40258e11a23f498fa4e840fe59e062a7c8b38dc913441c498e3750dc1f5
w68dtmpfyf,q16-32,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-32.png,7e07815fa55fa7ef68422058296a5818a9155c2078064b83ac6993aae4defa20,e54d29e9537390f704243e2e945ccacf7f902ff16ea13747f66cd1977fdc9433
w68dtmpfyf,q16-33,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-33.png,66a94cda6035072fd39ed725694e6afeb837831e4b91c82858d60c17a0b53dc2,56fc3d1518acdb9a2d575c46800504603946f85fe84d869918c3d2170eb73def
w68dtmpfyf,q16-34,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-34.png,f0ec1fb07df866812670a6b119c47e4bafe07b47d84e6f1fc3048c31070efab7,d6945e67c3b33f9300269367109f7591adadcd2189c2322e514a34503f4b19ca
w68dtmpfyf,q16-35,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-35.png,9cece85ba679071dfb215e8543b13c6ac02d5851abc482cfa5815ed726321325,4e3667127fc5879a99a9488f9b3d402618e6dcfcf875fe1219304fdf1bac487a
w68dtmpfyf,q16-36,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-36.png,016a9dc508469d9853e477ad9a3f4aaba923855a2d837059642cf782bb585c34,5d771b77ec7fdc5f670731e3f085d701bf24c637348f4c5fa7ebb48450ca8216
w68dtmpfyf,q16-37,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-37.png,8bcd481c1f9a5cf04d32318ea7350dfd1a1c3cecb89e00ec88e9cc40e8a7a4bf,f253a4a282ccea55a87014ae82e91aa79c41eed947653fe544f2e558130b62aa
w68dtmpfyf,q16-38,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-38.png,7423e168ba0ff693438c1835bdd68009c027fe7ab594362fcbdd5dcb07211ce5,9c2c806a5cb42ab7358c4889370012852c8a33e21dbc99f3ec0844e42e208366
w68dtmpfyf,q16-39,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-39.png,f57e8b913b28c17772e74533faa1341470202f270a1c83629d0e8bcb3940465d,1dc73adf9cf7f42d1b87ccf43167486c7007d4d5f5d203cd47065996a96eea04
w68dtmpfyf,q16-4,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-4.png,391ba24eac629826b6c198611a1e30c1f4899e22e3f7e187e5371bc6de758f12,8abd2b2d36ba36944cc93a8b9e77cf41469322b6abdb44e32caf43c8a6456faf
w68dtmpfyf,q16-40,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-40.png,4429524f539a549e90d77d67b9c35510cb2ece0d17e644a490ad3e1f74a040c8,8ddc90b18b6127d2c2aebb23466bfebd0442ef044d9c9a7f26475982688ed2fb
w68dtmpfyf,q16-41,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-41.png,efa84fbc4caba29afa6825460b7a6f90907a90a605d59935d464497156a09a45,52eca9b697ac6b5f661437d39bd2a89b37082c1bab3016761b8fb676fc8c570b
w68dtmpfyf,q16-42,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-42.png,6ae412dbe0bd7ad6bc402f503424e3f69dd4ef5203ea7e0f1970fb2887eb4143,a192f58a9e6b03fec593d8b22101a5074267b3f27a27ea9e36b2f69914448933
w68dtmpfyf,q16-43,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-43.png,4ebea5bb47eba8cb77a7b02ced3ab1cef5f1f612efaf32aec04c95f2646654ba,e9a61b2caff9e06d188e2f9afeb232ce518f629a1b88922911bf6476d0725f60
w68dtmpfyf,q16-5,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-5.png,f0ccd1c7c20b3e4ba0f41620dade671fd295f688c00f8c9a68c2d374bf344950,24489d4937f68b3f83741f82e841375a5e2a857049336bab3a25e1e238db0f53
w68dtmpfyf,q16-6,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-6.png,f80208b89a0d53ce3118ae8e8f91e26907e1d543a78695262c0ab7fb0dc2c63f,b9e0e5eb199a801c846b036dfe7fc28264158dbf31016bed41f131a31a32bfc0
w68dtmpfyf,q16-7,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-7.png,fba20cddbde029deef62d3c31735e55b6d4b75069ae02c8b749596e94540153d,632ce204bd6e19e03e5fe8b720ace0006d5fea2447658af6a30ab11cc6d3b689
w68dtmpfyf,q16-8,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-8.png,a5d5c5c9b51967c5a554e7890b9256607097eef4d18a5ea856f03dfa03a7b81c,e819590b54f98b9a77911542adb7b55ab7825a0bcc053b273aa41ed29b3cd3ae
w68dtmpfyf,q16-9,data/public/hasebe/raw/w68dtmpfyf/v1/impacted surface image/q16-9.png,fe9f4771ba3397ec2e93add86c5d1489a1ab619b295abdb534e2a15438c68797,9cde8fad25e49473b78ee015017ad42cd3241e44572eaf7f0b09b10fd186f882
xcmzfsbd9t,c24-10,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-10.png,f21037304f0cc020726fc4214f78296f769acc66485f2deb97d16355e08129c5,8f197c5dbf5f850bbe108fb7e75f84244f18e3c546310919cf69099b8e7befa2
xcmzfsbd9t,c24-10t,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-10t.png,41cc928e47e3b86be03bb1f3cc88435985ce50a8d6a9713f735bbca0029489f6,304b4dbd7f632d8630b184b5ec7447337d408c193af4d48492bb0849abdeb101
xcmzfsbd9t,c24-11,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-11.png,08b4b1d97c6a481703a333e7d91e3dd96b6cfc31c7c86abeeaa3b24ad52635a1,9b0efab48f716ecfb7c872ffa0356884850c3a4a019fa6eb9b853dfd051394ca
xcmzfsbd9t,c24-11t,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-11t.png,1a476ec3c4a4a1efd4a90572d3708adfbc9c0e7c6f04663d814790736411d00c,c4ef2f3e10f5358bfd58b5a69903a4ab884648db3af11c397fd8801ff2cb0689
xcmzfsbd9t,c24-12,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-12.png,b496377c7ba7b0763fb9f9f9bd47e2ad4f0fcddb6455a10ceacfaf1e7da26918,b50e6ed9ad9453371ed0c554d44111a9157ec94d24af1ce3e5c934a8d8ce7db2
xcmzfsbd9t,c24-12t,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-12t.png,3028a212718d7de6a408cf37bfd5def4639c4e96c049fa7b67adc9d563f5df0c,4eca4dd8359561d028a957cb7262000febd4ca46683b821d0918e486f49222c8
xcmzfsbd9t,c24-13,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-13.png,5e7df7b29cbd244e20b9fa7c37e0ea405c0654500af3fafea490254a1baddd42,4c69247e4f8143c10d7581c70e0a44143a81853ec892b0ab6897b501aba4571b
xcmzfsbd9t,c24-14,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-14.png,27b6ac88db0ce089b0122916118b6f48c4edab119ef2ca2d839bf1f9f74c9713,67c9153a9dafe2bc345ed0293f79f00f4833428828684aa45aae2baf9dbd063f
xcmzfsbd9t,c24-15,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-15.png,fc2b5e17d20eea85433df34f628ae317d9357f2f82b1354a29eba4d012aba18a,da4f0709bdfe0e3dfdf00641e801047a1c1bdfca89fda96e6584b4e1fddb8abe
xcmzfsbd9t,c24-16,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-16.png,48c96103e8b0cea100f9a8dbd0b5db3ead0c74db4bc5f9b75057de8d0130ac53,bf458e57a498d16672c3b9c9ca74939ea08a84f6bfe2ee43881e6a416738c96a
xcmzfsbd9t,c24-17,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-17.png,93429e5fa42c5e33ef67717d02f0354335306ebe6514840719d0adb6f4d3413d,1334c8352591f9ce254626de2f4ca15e714ece82647a25d3f55545c31b601c82
xcmzfsbd9t,c24-18,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-18.png,55e691dae1fda34b9ae32e22da4d465341ef634b777fdb954a39759ef53fb20e,d42c70706880eb17015356259e8e675e2fbeaf1e78d214708226dd5de05bf9d8
xcmzfsbd9t,c24-2,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-2.png,463f0cbfbc7ac8a8d37d26410637c7cf176f97697b30492cb4bbede0414a29b8,c6f107ef8d7853bc43c9016e2e7cd46c39f3e1aaf33c9e750057aecae17b872a
xcmzfsbd9t,c24-20,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-20.png,5c8baeeebc704c726c510b8d0a0fa34f73c09688430a19f93e6694de6cdf4aea,442ae4e18a129b2024bbc52219c917186f857ebee139091b81668167489f2487
xcmzfsbd9t,c24-21,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-21.png,6a050797a0880350bc3c88e842645c0811cf7f1bdb048c48f68b1907439dd2ed,687f959bb5688fc77ed27da1a00f77875ee7604b0e85b11d7ff5f712a9d72310
xcmzfsbd9t,c24-24,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-24.png,4bca18aeb635da4d84aed48c6daa3559b93379c04d6864254795ef1b328f9ec0,040520bc96a0dea69922c34f06a1a696084b343c0280cfdf17564f14a94a7cf4
xcmzfsbd9t,c24-25,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-25.png,bb626cfc7d4325ca05ed06f97e170a2a36cc44b299e3d1b29c99543cda74060c,c3f6fbcc729cd4c3425f4b182be7064513090785f2be430e7c94bd0ab9bf15bf
xcmzfsbd9t,c24-26,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-26.png,1067fe04312d4f42b0a9112d96c8b6612601b883f2334da58b44373b65ed79fc,af3095d60ad129652206eadb79e291aac29f7b79c39302869dff8f61189a2dfd
xcmzfsbd9t,c24-27,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-27.png,2bbb5eed55c0cacdab8a105682fa61cb2904f095a257118c90deb5a99f8e9eca,1a0cee5144c880e868b08132a3108ead2425d10232ef340d69de635688019b4d
xcmzfsbd9t,c24-28,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-28.png,8da115a13a35b8f6c46f1291dd6856f780325a38e11cb9cddcad867021d477c5,21b12676fdda5eb112032e2fb2f7cfc8ccc5ff9218b8435b57113041d02b52a3
xcmzfsbd9t,c24-29,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-29.png,9bb561f6679f34d4ea07f43a41b8e18fc9c4113255cc4b639cd6d1baab83e098,5e82a073dcc33ef104820c484ac1755d736a32c4fd64a55f85b44f0e41d90894
xcmzfsbd9t,c24-3,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-3.png,036ba8ce8296fb7936d47add017f5dde03ca5e11f2a2147ff857d3f2349689f8,801893f88de998b0f8e969233336595a063d19d135f638687c4e2be4c67acbea
xcmzfsbd9t,c24-30,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-30.png,d7145feb0c9c8eae0c2b3fd03b50275d20a7a5c1f3dbf80b98fbc65ab962a2e5,c2fbf6d8ab26aa0b611a6e6665f58c9186b4f57214e414b9ea9accb3024a553b
xcmzfsbd9t,c24-31,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-31.png,6972ab7eec03806f69ba7b3d5f1f3d93219bc91d3eee6748350dd7e715caba24,1ce62c2dfb5d0bbcec3bcda10d44198468765bd596956defcfbb72427832847c
xcmzfsbd9t,c24-32,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-32.png,7b4ca2519113178ec8bc0558c4b7a5a6bd738314a03390ba824e577b5f5f9581,11f6488c666b2834b68027656e910c86dfd3e25a73cfe347ba219f68ed89afb2
xcmzfsbd9t,c24-33,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-33.png,cb7f9b6cc5f9b7de07a032b39630a6d9b2a5e668f03f4a25a80babfc360e21b6,c82e497f8373274b2d1f8953c7b8dc706c6124b06c6d93d9ed20727537ee98d2
xcmzfsbd9t,c24-34,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-34.png,7ce526b37d8a194c3dd0058d820c561a1cabd9ec74596c2422a143af09c70c0c,0320cda9580e0dc018891880c27386ee60f7d175f81dd524f549703b84aeced8
xcmzfsbd9t,c24-35,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-35.png,a62812dce1b0769c32720bf3df2f78c4a56a1891edbb30cd4266cb4f4c0be81a,3af19cc8873c5bf131abec3275b80c5ff0967e4a9d0c6ca248c6a3e61607781f
xcmzfsbd9t,c24-36,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-36.png,4eb2762028483d1382e8b33caea404c42a7770c38ebaa61c296961dae68f0937,8a43b3a78f919c3c4484f95e8ecb3cae7c4a7baac87d761665aee246cd799f41
xcmzfsbd9t,c24-37,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-37.png,c67c6f2952d8388f434349604b62dbdc49aabce68f98f64de36049c8530de2ef,3ed51d580223ceb6f6b0ef41d9cd6c55350a9d731c9d918954e066c8b0e69a18
xcmzfsbd9t,c24-39,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-39.png,374800441e694305990ca41202ecc455061d4bccf3bb784c22d5c4f497a0c8fb,1cd09995fd0619e4aadd3c821e42ee1d877b16f030b83b609df658c584ca1fdf
xcmzfsbd9t,c24-40,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-40.png,badecd2699870cf322b5195a721f5675c5b046a30548ba637791893e7bfeac19,1dd88fedd2c30ad602922ebe4b43470d8e213bf69a2c73ddc418761d3058cf78
xcmzfsbd9t,c24-41,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-41.png,99cb0c65afadb1def75ee02bfc74d8609eddd13f4ced272e6ebe69f9e534f358,a3ef07251af504a66a2231fb0ac07105ddbfe6fb33daddf5f85542861612d326
xcmzfsbd9t,c24-42,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-42.png,31926bce0ba4a73418c8d2d538a334c8494c6b5aff9c65291d49148962601dfc,201438691fb9d991f87269cd7176c3bdb993d5b085f2d81a1136d704e3832ba6
xcmzfsbd9t,c24-43,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-43.png,f9e395d81ee5aedda75c7652db77578533d9203045b3ec7fae659c57d18908aa,d56229a40684bfd04db9609988eb8fcca00e7f52b675a39e55f2300c0a1161a6
xcmzfsbd9t,c24-44,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-44.png,5c5c7d010e4145ae8ac87c4118c65138de954f02df6418dcae74ab028aa8d5d4,d795b6195b398627c77566363bd6c5cc70f33807971255d4d38881958a8b1a53
xcmzfsbd9t,c24-45,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-45.png,13b707840a65c4eaa544cb74424ae590f2654649068ff24ac067862200e7d3aa,d3697ca0576871b7ba9ddeea806f71b59b7c228479ba453a131cf37000d776d4
xcmzfsbd9t,c24-46,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-46.png,a80df91dafc228b9856a336a1970bf01f4e5a338b1000a1282ca6d9c92c5f339,c9d75d8395541d0ddbcf5a93a1344c4da1e15fdf60669784eaadda1a452fde5d
xcmzfsbd9t,c24-47,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-47.png,4acbee066fc4c9ff95db25732964f850b79165b2471becbe347226619496c81b,c9ce52111e2c3337c69cdcc48cff0aa33de5a40053fbe1f52163b43f17a91857
xcmzfsbd9t,c24-48,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-48.png,1ecdf33e7f951a1d819238a49235581d07d18c9a71dee9a42fdce97ccb1bf2e4,907c8b9d4c87593c8f97c2312e62bc052d3d64645f4dcfa20723acc218d75841
xcmzfsbd9t,c24-49,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-49.png,48e36ff85000a16cb6f32f39bbcc72f7170e4a417efb590b08dbeacc659432b3,4a2c179e22cc8d66b0c8324796183e3667abaad2fd9790b5ea8a891d45d6bd55
xcmzfsbd9t,c24-5,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-5.png,9b273fedf4583f270b30c662eff58c7869286b17d711d6d01aab5dc11288c347,91d97889d9634e2b80c2c34f012eb7d939b97a7d47017a2bd75279cd92082de8
xcmzfsbd9t,c24-50,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-50.png,ebdc0403f649c45ef5aff9b96f3de8707a41213718f409c371d9eb5a53bf8841,0b1a21a6507ae7a6fbd8199b982827a304ea4a498f139c44cb05cae34806cc8b
xcmzfsbd9t,c24-51,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-51.png,7c5d30d5149fbcadeff3f00ccc977d27b9d0c262f98e24fcd8de0b4ac21e1040,a8b8b6a465e52c8fa0e109ecc97b61790dff957fb8e2de107222484973503c56
xcmzfsbd9t,c24-52,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-52.png,9190829c0bd902367ae138190f804ce83fb66dfe8c77359c751e700eb7bddc78,d3ed6b33a33f65de0389ad50e30c607de2177a68916d07347e70934b9084e81f
xcmzfsbd9t,c24-53,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-53.png,f2523f08205521f0d6d6a207e6f910c572523d71565801df113f45e6c60c61b8,94bb56794f950d46fb47a0a4184d92cf795bc5dd19311450d367b3c41c3d9549
xcmzfsbd9t,c24-54,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-54.png,0c385a1e7120d9df582458a0638b4097b59a8b8c90cacce6dc5b4407b95d4a90,092d9d984df866da227b2fcf4dbda295d400676945ebbb786cd83745ee38d7aa
xcmzfsbd9t,c24-55,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-55.png,3af3991a910e9cc09b60f8d64984c589a8cd007994daeab2edd7076f8bfa3935,8c93f116cc7cb3d49a5c288849e3c3bee8e77d77675b3ec6d4f312b5d98badf1
xcmzfsbd9t,c24-56,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-56.png,00f0365fe0e8080bb2adddb55aa7eee1b8f96d4c9aa4bc89cea3c2f641b91b30,dc08fa5e3564e0d35691ea26b56dbe5e653df7e355e31726f8fa0019b44fec80
xcmzfsbd9t,c24-57,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-57.png,fcc5aee61651980930a910bae1ab42f97e42a9d2d3309fa4e49a9d4c155f378e,0fae8be3073d6b558562bba852dfde36326afe651f4198147566dba0f6eadded
xcmzfsbd9t,c24-58,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-58.png,bbea240ae0ca95a4a0f0b81e40bbe1999eaf75531f3d0cf60e45b13047e3ee85,74f54fed6b2f5ef9ec970000b4be6d8a0d6fe668046865f25c5c33c5dbda7630
xcmzfsbd9t,c24-59,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-59.png,5cbd3596eb87fbb7dff5b639a3c646f3d997542a24d6fe728f5e22e71f3eb598,d88067b5b6c3d05d52be2c4cab0971d9f55c7be8605b8cba1c30c9d9b82cb503
xcmzfsbd9t,c24-6,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-6.png,ab53183330aa5204ca47d9b26bf2e0a1714042e130717e3bf8d2b7fae0f192d7,0e335ca7b997195670950746d837d65c811a87f88467cabc536abbda3b12c4a0
xcmzfsbd9t,c24-6t,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-6t.png,abdef06c9c8a3937b0c8bc332886d6aae2dd4f9d63445c3e56542f76f31f5c18,f02ea244de10fec7ecbcf89507d1eec4b7eba10ec4a141cdf13bc1bed3bf9b31
xcmzfsbd9t,c24-7,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-7.png,9a5fe346109f85e401101e776ddfdaabb6f62a339633388bbcd639b6b741230e,7bb4a824b0937d06711596444badf1a9203ddf1e78b5486f8c903ef274b61dca
xcmzfsbd9t,c24-8,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-8.png,0583d5956ac6c20dda577eebe7fd42aad2226c3967a731c1fbc86afd26dd9029,59f04897d7dc0b6db5a1849561291e3935fb494039c0dd8e4701a360fa00f71c
xcmzfsbd9t,c24-8t,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-8t.png,f0e7c02b8bd5c3eeb6128ca8f82852399c3c51a56e53e3f58d587347751b0af7,119c8578e7e97ac7f3fdcf377b1f57bc0125f24c20c188297b71a42f8523797f
xcmzfsbd9t,c24-9,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-9.png,545f60c5190bbfce9979f5717ab74c798a40dd75f9adc796eecb38e97929e2aa,edb6e050254e04205274d3d15e1006098abedb494b92a4ba16e6870f6cf9b2ea
xcmzfsbd9t,c24-9t,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-9t.png,39403db34361de0fd516c10489073c228e98311be9b4605677c254d39ffd9dbd,5c695259dbc40a6bd37cea1a9e3ef4f3a2129040461189da4d6488231daee2dd
yfxyg8jm46,c16-1,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-1.png,c2a5657f7be74a691061e4fbaec874866a0e1f705aab88f3b6f96f5e2f51dccd,63affd9b493ac111c429493124a606b194a7b7dac90a5881edcfb40a0f7aeed3
yfxyg8jm46,c16-10,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-10.png,ac470382d645218d81c9ad82b5bef9dd4061baf1bf3c994e4f1f6d3746952483,51f3dc512164840f389f7e8f251199f90668068b8805ecacd26d6aee0146549f
yfxyg8jm46,c16-11,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-11.png,2fbcebc0ce24eb938b49f258b64eda79fc944aaf75404138ccbfb83c210c80a6,ded98f5f01dc19365dcf24389ad10f1b48c631f2b80525771e600ca22dbaad8c
