outer_domain,method,specimen_count,cai_auebc,p_a_cai_auebc,next_action_regret,one_step_cai_utility,spearman,ndcg_10,recall_5,top_10_percent_overlap,top_1_oracle_match
74t7kcdgkr,c0_mvd_m1_o2,45,0.052703678152719084,0.057370341658979244,0.008308758341003853,0.005975494711661759,0.08109082703272472,0.6965035893195091,0.3244444444444444,0.3333333333333333,0.3111111111111111
74t7kcdgkr,c1_center_prior,45,0.05290298294416391,0.05563986663047716,0.009723441145727645,0.004560811906937968,-0.008920536883611822,0.6656299140915718,0.2977777777777778,0.26666666666666666,0.24444444444444444
74t7kcdgkr,c2_global_context,45,0.05238750461810548,0.05731493031714581,0.007966879948468843,0.0063173731041967695,0.11004238575848048,0.7127080744907298,0.3644444444444444,0.35555555555555557,0.28888888888888886
74t7kcdgkr,c3_shuffled_global,45,0.05238750461810548,0.05731493031714581,0.007966879948468843,0.0063173731041967695,0.11004238575848048,0.7127080744907298,0.3644444444444444,0.35555555555555557,0.28888888888888886
74t7kcdgkr,c3_shuffled_surface,45,0.052703678152719084,0.057370341658979244,0.008308758341003853,0.005975494711661759,0.08109082703272472,0.6965035893195091,0.3244444444444444,0.3333333333333333,0.3111111111111111
74t7kcdgkr,c4_wrong_orientation,45,0.052703678152719084,0.057370341658979244,0.008308758341003853,0.005975494711661759,0.08109082703272472,0.6965035893195091,0.3244444444444444,0.3333333333333333,0.3111111111111111
74t7kcdgkr,c5_spatial_derangement,45,0.05270367543471052,0.057370343873974626,0.008308758341003853,0.005975494711661759,0.08109082703272472,0.6965035893195091,0.3244444444444444,0.3333333333333333,0.3111111111111111
74t7kcdgkr,mechanical_oracle_diagnostic,45,0.04485680437218388,0.04288197481273217,0.0,0.014284253052665612,0.9999999999999999,1.0,1.0,1.0,1.0
74t7kcdgkr,old_refit_diagnostic,45,0.05238750496642892,0.057314930942033694,0.007966879948468843,0.0063173731041967695,0.11004238575848048,0.7127080744907298,0.3644444444444444,0.35555555555555557,0.28888888888888886
74t7kcdgkr,proposed,45,0.052703678933207807,0.05737034625890705,0.008308758341003853,0.005975494711661759,0.08109082703272472,0.6965035893195091,0.3244444444444444,0.3333333333333333,0.3111111111111111
cgtnjyggtm,c0_mvd_m1_o2,49,0.12573817866829873,0.12215255949929377,0.023471334690525716,0.002448978296137905,0.051491365777080064,0.5877211655915937,0.18775510204081636,0.20991253644314867,0.08163265306122448
cgtnjyggtm,c1_center_prior,49,0.12908693102309143,0.12324741499442299,0.01984026335157296,0.006080049635090663,0.1545293748244178,0.7509567035593656,0.4653061224489796,0.45772594752186585,0.16326530612244897
cgtnjyggtm,c2_global_context,49,0.12768198476946604,0.12158118995511534,0.021485790793311373,0.004434522193352248,0.08190589305177388,0.6784920103977107,0.3591836734693878,0.33819241982507287,0.16326530612244897
cgtnjyggtm,c3_shuffled_global,49,0.1274897282562199,0.12138851302939581,0.021485790793311373,0.004434522193352248,0.08177486219910962,0.6783980758977647,0.3591836734693878,0.33819241982507287,0.16326530612244897
cgtnjyggtm,c3_shuffled_surface,49,0.12573817866829873,0.12215255949929377,0.023471334690525716,0.002448978296137905,0.051491365777080064,0.5877211655915937,0.18775510204081636,0.20991253644314867,0.08163265306122448
cgtnjyggtm,c4_wrong_orientation,49,0.12573817866829873,0.12215255949929377,0.023471334690525716,0.002448978296137905,0.051491365777080064,0.5877211655915937,0.18775510204081636,0.20991253644314867,0.08163265306122448
cgtnjyggtm,c5_spatial_derangement,49,0.1257381825610813,0.1221525611310971,0.023471334690525716,0.002448978296137905,0.051491365777080064,0.5877211655915937,0.18775510204081636,0.20991253644314867,0.08163265306122448
cgtnjyggtm,mechanical_oracle_diagnostic,49,0.12408555907764651,0.1118693527876914,0.0,0.025920312986663623,0.9999999999999997,1.0,1.0,1.0,1.0
cgtnjyggtm,old_refit_diagnostic,49,0.12780552943436166,0.1216398160598614,0.016118129401766428,0.009802183584897192,0.09249925244823202,0.7333516281088127,0.42857142857142855,0.4110787172011662,0.32653061224489793
cgtnjyggtm,proposed,49,0.12573818271141102,0.1221525632317057,0.023471334690525716,0.002448978296137905,0.051491365777080064,0.5877211655915937,0.18775510204081636,0.20991253644314867,0.08163265306122448
w68dtmpfyf,c0_mvd_m1_o2,43,0.10240466844814439,0.08258230036752048,0.01438514245355753,0.00012793740545275837,-0.05257155635062611,0.6939897058971787,0.2697674418604651,0.28239202657807305,0.23255813953488372
w68dtmpfyf,c1_center_prior,43,0.10656409065079658,0.08530828756453408,0.015975970131472807,-0.0014628902724625199,-0.026177695964438683,0.6818815199841851,0.3302325581395349,0.2990033222591362,0.16279069767441862
w68dtmpfyf,c2_global_context,43,0.09779517501817504,0.07996363724776571,0.015649049790671728,-0.0011359699316614395,-0.028242397137745973,0.6852555552825002,0.24651162790697673,0.25249169435215946,0.18604651162790697
w68dtmpfyf,c3_shuffled_global,43,0.09779517501817504,0.07996363724776571,0.015649049790671728,-0.0011359699316614395,-0.028233878524576195,0.6852555552825002,0.24651162790697673,0.25249169435215946,0.18604651162790697
w68dtmpfyf,c3_shuffled_surface,43,0.10240466844814439,0.08258230036752048,0.01438514245355753,0.00012793740545275837,-0.05257155635062611,0.6939897058971787,0.2697674418604651,0.28239202657807305,0.23255813953488372
w68dtmpfyf,c4_wrong_orientation,43,0.10240466844814439,0.08258230036752048,0.01438514245355753,0.00012793740545275837,-0.05257155635062611,0.6939897058971787,0.2697674418604651,0.28239202657807305,0.23255813953488372
w68dtmpfyf,c5_spatial_derangement,43,0.10240466480205508,0.0825822954219974,0.01438514245355753,0.00012793740545275837,-0.05257155635062611,0.6939897058971787,0.2697674418604651,0.28239202657807305,0.23255813953488372
w68dtmpfyf,mechanical_oracle_diagnostic,43,0.08143805489119274,0.059845145738079676,0.0,0.01451307985901029,0.9999999999999999,1.0,1.0,1.0,1.0
w68dtmpfyf,old_refit_diagnostic,43,0.0977951760867129,0.07996364128968055,0.015649049790671728,-0.0011359699316614395,-0.02819235028537354,0.6852589379614176,0.24651162790697673,0.25249169435215946,0.18604651162790697
w68dtmpfyf,proposed,43,0.10240466601751229,0.08258229568728225,0.01438514245355753,0.00012793740545275837,-0.05257155635062611,0.6939897058971787,0.2697674418604651,0.28239202657807305,0.23255813953488372
xcmzfsbd9t,c0_mvd_m1_o2,59,0.08113146132082624,0.07067370218946378,0.01747465901224418,0.009975947105920155,0.08447082630606875,0.7198258105013529,0.38305084745762713,0.4043583535108959,0.2033898305084746
xcmzfsbd9t,c1_center_prior,59,0.0817991063152661,0.06954759969383216,0.02291517915126652,0.004535426966897813,0.15482152136563038,0.706353087549759,0.3457627118644068,0.35351089588377727,0.1694915254237288
xcmzfsbd9t,c2_global_context,59,0.08033289039550887,0.07127638590379325,0.020252454777200845,0.007198151340963492,0.02099945849675127,0.7053762163646378,0.37966101694915255,0.3898305084745763,0.13559322033898305
xcmzfsbd9t,c3_shuffled_global,59,0.08031756816252963,0.07130344654880222,0.020252454777200845,0.007198151340963492,0.02085433525840769,0.7053676392618495,0.37966101694915255,0.3898305084745763,0.13559322033898305
xcmzfsbd9t,c3_shuffled_surface,59,0.08113146132082624,0.07067370218946378,0.01747465901224418,0.009975947105920155,0.08447082630606875,0.7198258105013529,0.38305084745762713,0.4043583535108959,0.2033898305084746
xcmzfsbd9t,c4_wrong_orientation,59,0.08113146132082624,0.07067370218946378,0.01747465901224418,0.009975947105920155,0.08447082630606875,0.7198258105013529,0.38305084745762713,0.4043583535108959,0.2033898305084746
xcmzfsbd9t,c5_spatial_derangement,59,0.08113145660056931,0.07067369816075562,0.01747465901224418,0.009975947105920155,0.08447082630606875,0.7198258105013529,0.38305084745762713,0.4043583535108959,0.2033898305084746
xcmzfsbd9t,mechanical_oracle_diagnostic,59,0.07282292160816604,0.059257685644262745,0.0,0.02745060611816434,0.9999999999999998,1.0,1.0,1.0,1.0
xcmzfsbd9t,old_refit_diagnostic,59,0.08031776387992096,0.07131515366506581,0.020252454777200845,0.007198151340963492,0.021116649049049478,0.7053762163646378,0.37966101694915255,0.3898305084745763,0.13559322033898305
xcmzfsbd9t,proposed,59,0.08113145534331222,0.07067369927099565,0.01747465901224418,0.009975947105920155,0.08447082630606875,0.7198258105013529,0.38305084745762713,0.4043583535108959,0.2033898305084746
yfxyg8jm46,c0_mvd_m1_o2,42,0.1238117243891169,0.143981390102433,0.016501893437696973,0.0084522109720141,0.11156898656898655,0.7447468607132574,0.48571428571428565,0.46938775510204084,0.2857142857142857
yfxyg8jm46,c1_center_prior,42,0.12111397946686339,0.13989605401122912,0.015179711467503229,0.009774392942207841,0.20122500574417895,0.7552292437998349,0.4809523809523809,0.48639455782312924,0.23809523809523808
yfxyg8jm46,c2_global_context,42,0.12809608503200115,0.14909138842859274,0.017336446773342406,0.007617657636368664,0.04722985347985348,0.7034311173550013,0.41428571428571426,0.3639455782312925,0.2619047619047619
yfxyg8jm46,c3_shuffled_global,42,0.12809608503200115,0.14909138842859274,0.017336446773342406,0.007617657636368664,0.04719169719169719,0.7034311173550013,0.41428571428571426,0.3639455782312925,0.2619047619047619
yfxyg8jm46,c3_shuffled_surface,42,0.1238117243891169,0.143981390102433,0.016501893437696973,0.0084522109720141,0.11156898656898655,0.7447468607132574,0.48571428571428565,0.46938775510204084,0.2857142857142857
yfxyg8jm46,c4_wrong_orientation,42,0.1238117243891169,0.143981390102433,0.016501893437696973,0.0084522109720141,0.11156898656898655,0.7447468607132574,0.48571428571428565,0.46938775510204084,0.2857142857142857
yfxyg8jm46,c5_spatial_derangement,42,0.12381172542677171,0.14398139074463895,0.016501893437696973,0.0084522109720141,0.11156898656898655,0.7447468607132574,0.48571428571428565,0.46938775510204084,0.2857142857142857
yfxyg8jm46,mechanical_oracle_diagnostic,42,0.10005624152713789,0.11973755640652527,0.0,0.024954104409711072,0.9999999999999998,1.0,1.0,1.0,1.0
yfxyg8jm46,old_refit_diagnostic,42,0.128096083656818,0.1490913886854391,0.017336446773342406,0.007617657636368664,0.04721241060526774,0.7034311173550013,0.41428571428571426,0.3639455782312925,0.2619047619047619
yfxyg8jm46,proposed,42,0.12381172336182186,0.1439813898075915,0.016501893437696973,0.0084522109720141,0.11156898656898655,0.7447468607132574,0.48571428571428565,0.46938775510204084,0.2857142857142857
ykhs7s2dck,c0_mvd_m1_o2,38,0.06635499131321237,0.06487347779210559,0.010357151640147376,0.0015222134454680662,0.032995951417004045,0.6833435891518921,0.3473684210526316,0.31203007518796994,0.21052631578947367
ykhs7s2dck,c1_center_prior,38,0.06639791552892171,0.06404819421158044,0.011460759949902153,0.0004186051357132903,0.0004107433467206244,0.6794610976224168,0.3368421052631579,0.3233082706766917,0.15789473684210525
ykhs7s2dck,c2_global_context,38,0.06682753591773571,0.06681101112248364,0.010280462747526607,0.0015989023380888361,0.03261278195488721,0.6950222844705491,0.3,0.2631578947368421,0.23684210526315788
ykhs7s2dck,c3_shuffled_global,38,0.06682753591773571,0.06681101112248364,0.010280462747526607,0.0015989023380888361,0.03258265856950067,0.6950222844705491,0.3,0.2631578947368421,0.23684210526315788
ykhs7s2dck,c3_shuffled_surface,38,0.06635499131321237,0.06487347779210559,0.010357151640147376,0.0015222134454680662,0.032995951417004045,0.6833435891518921,0.3473684210526316,0.31203007518796994,0.21052631578947367
