schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,action_count,ausc_any,success_c0025,success_c005,success_c010,success_c020,success_c040,success_c060,success_c080,success_c100,full_input_task_loss,route_cost,route_turns,inference_seconds,rule_stopped,rule_stop_cost,rule_stop_success,rule_false_stop,rule_resource_exhausted,rule_autonomous_ausc,rule_failure_penalized_cost,learned_stopped,learned_stop_cost,learned_stop_success,learned_false_stop,learned_resource_exhausted,learned_autonomous_ausc,learned_failure_penalized_cost,evaluation_split,reference_version,historical_test_reuse,stop_model,calibrated_threshold,calibrated_stopped,calibrated_stop_cost,calibrated_stop_success,calibrated_false_stop,calibrated_resource_exhausted,calibrated_autonomous_ausc,calibrated_failure_penalized_cost,calibrated_action_count,calibrated_route_cost,calibrated_route_turns,calibrated_planner_inference_seconds,calibrated_stop_latency_available,calibrated_stop_inference_seconds,rule_action_count,rule_route_cost_at_stop,rule_route_turns_at_stop,rule_planner_inference_seconds,full_trajectory_mode,original_vlm_calls,true_break_executed,true_break_prefix_match,true_break_action_count,true_break_stop_inference_seconds,true_break_planner_inference_seconds
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P4,1,192,0.5667457962413451,False,False,False,False,False,True,True,True,0.0,1.7090046174314284,17056,0.12910719867795706,True,0.4141268271238598,False,True,False,0.0,1.0,True,0.7776085284097154,True,False,False,0.2223914715902846,0.7776085284097154,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.7776085284097154,True,False,False,0.2223914715902846,0.7776085284097154,173,1.4101605769005578,13898,0.11924783885478973,False,,135,0.8806932316645801,8436,0.08637179899960756,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,192,0.5667457962413451,False,False,False,False,False,True,True,True,0.0,1.6940284960487517,17060,0.14634186401963234,True,0.4141268271238598,False,True,False,0.0,1.0,True,0.7776085284097154,True,False,False,0.2223914715902846,0.7776085284097154,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.7776085284097154,True,False,False,0.2223914715902846,0.7776085284097154,173,1.3951844555178812,13902,0.13225949835032225,False,,135,0.8657171102819032,8440,0.09574261540547013,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,192,0.6758918562479393,False,False,False,False,True,True,True,True,0.0,1.6904663171070933,17068,0.46211995277553797,True,0.6153159687877788,True,False,False,0.38468403121222117,0.6153159687877788,True,0.7435432465106055,True,False,False,0.25645675348939445,0.7435432465106055,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.7435432465106055,True,False,False,0.25645675348939445,0.7435432465106055,170,1.3436856954568668,13426,0.4078766433522105,False,,159,1.168952175482179,11594,0.38035293808206916,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,192,0.5255654467523904,False,False,False,False,False,True,True,True,0.0,1.6822963102064505,17058,0.5371726900339127,True,0.6036839213100341,True,False,False,0.3963160786899659,0.6036839213100341,True,0.7789009781294648,True,False,False,0.2210990218705352,0.7789009781294648,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.7789009781294648,True,False,False,0.2210990218705352,0.7789009781294648,173,1.3833315488989606,13924,0.4834394068457186,False,,158,1.146548750837608,11432,0.44528993777930737,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,192,0.5343576217166721,False,False,False,False,False,True,True,True,0.0,1.6643852093046145,17058,0.5284920707345009,True,0.662121112210133,True,False,False,0.33787888778986697,0.662121112210133,True,0.6738454775250028,True,False,False,0.3261545224749972,0.6738454775250028,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.6738454775250028,True,False,False,0.3261545224749972,0.6738454775250028,164,1.2236327954092932,12434,0.46822322718799114,False,,163,1.207236904199996,12268,0.46586590306833386,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,192,0.45121222112320036,False,False,False,False,False,True,True,True,0.0,1.6809427084737305,17068,0.44755366165190935,True,0.45283877349159246,False,True,False,0.0,1.0,True,0.7553599296626002,True,False,False,0.24464007033739976,0.7553599296626002,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.7553599296626002,True,False,False,0.24464007033739976,0.7553599296626002,171,1.349195068504238,13600,0.3900532452389598,False,,139,0.9124053540386174,9030,0.31754041044041514,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,192,0.30624024618089896,False,False,False,False,False,False,True,True,0.0,1.6583593002541992,17050,0.4376164632849395,True,0.9883701505659963,True,False,False,0.011629849434003692,0.9883701505659963,True,0.6470337399714254,False,True,False,0.0,1.0,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.6470337399714254,False,True,False,0.0,1.0,144,1.1162277461249066,11328,0.33012550324201584,False,,191,1.6430333554404581,16884,0.43513683415949345,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P4,1,192,0.7719331794702715,True,False,False,False,True,True,True,True,0.0,1.7090046174314284,17056,0.12704448960721493,True,0.282714584020222,True,False,False,0.717285415979778,0.282714584020222,True,0.6032201340806682,True,False,False,0.3967798659193318,0.6032201340806682,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.6032201340806682,True,False,False,0.3967798659193318,0.6032201340806682,158,1.169394292001002,11410,0.09898731717839837,False,,99,0.5915650696326216,5484,0.03553036227822304,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,R_BALANCED_P8,1,192,0.770640729750522,False,False,False,False,True,True,True,True,0.0,1.6940284960487517,17060,0.12487126560881734,True,0.2790570392350808,True,False,False,0.7209429607649191,0.2790570392350808,True,0.6032201340806682,True,False,False,0.3967798659193318,0.6032201340806682,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.6032201340806682,True,False,False,0.3967798659193318,0.6032201340806682,158,1.1544181706183252,11414,0.09435444604605436,False,,98,0.5681088950153111,5406,0.033703154884278774,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S1,1,192,0.8356786460050555,True,False,False,False,True,True,True,True,0.0,1.6886150528291395,17068,0.5367758879438043,True,0.14953071766128145,False,True,False,0.0,1.0,True,0.5228354764259808,True,False,False,0.4771645235740192,0.5228354764259808,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.5228354764259808,True,False,False,0.4771645235740192,0.5228354764259808,138,0.983058001188196,9720,0.4304206189699471,False,,87,0.39257122238757486,3590,0.3291646228171885,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S2,2,192,0.8357313990548412,False,True,True,False,True,True,True,True,0.0,1.6764533722539687,17062,0.4289218676276505,True,0.0827739312012309,True,False,False,0.9172260687987691,0.0827739312012309,True,0.662121112210133,True,False,False,0.33787888778986697,0.662121112210133,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.662121112210133,True,False,False,0.33787888778986697,0.662121112210133,163,1.221317690057137,12266,0.35228491947054863,False,,82,0.29919467475187783,2678,0.16841760743409395,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_S3,3,192,0.7694889548302012,False,False,False,False,True,True,True,True,0.0,1.6637454632397148,17072,0.43471323186531663,True,0.32494120232992635,True,False,False,0.6750587976700737,0.32494120232992635,True,0.6502121112210133,True,False,False,0.3497878887789867,0.6502121112210133,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.6502121112210133,True,False,False,0.3497878887789867,0.6502121112210133,162,1.1901873611702491,12112,0.3616140279918909,False,,106,0.6230024654905844,6262,0.23537148162722588,PREFIX_REPLAY_EVALUATION,0,False,,,,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,BC_NO_VLM_S1,1,192,0.8267194197164524,True,False,False,False,True,True,True,True,0.0,1.6860220024203494,17064,0.45916961366310716,True,0.12589515331355094,False,True,False,0.0,1.0,True,0.5386152324431256,True,False,False,0.4613847675568744,0.5386152324431256,TEST,PROXY_LEGACY,True,S_BC_CAL,0.99,True,0.5386152324431256,True,False,False,0.4613847675568744,0.5386152324431256,147,1.039595849730808,10278,0.3476911224424839,False,,85,0.35538432423649846,3252,0.20178835419937968,PREFIX_REPLAY_EVALUATION,0,False,,,,
