schema_version,analysis,task,metric,treatment,comparator,effect_direction,dataset_id,estimate,physical_specimen_count,wins,ties,losses,seed_effect_min,seed_effect_max,reference_version,formal_estimate
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.27079642451551456,4,4,0,0,0.22348444884053195,0.3294949994504891,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.23477048759936991,4,3,0,1,0.19820474777448066,0.2554527970106605,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.25,4,1,3,0,0.25,0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.3333333333333333,4,2,2,0,0.0,0.5,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,74t7kcdgkr,0.04787475196935495,4,1,0,3,0.04787475196935495,0.04787475196935495,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,cgtnjyggtm,-0.012623914715902879,4,0,2,2,-0.012623914715902879,-0.012623914715902879,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,w68dtmpfyf,-0.05757702311609331,4,0,1,3,-0.05757702311609331,-0.05757702311609331,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,xcmzfsbd9t,-0.053537569314789146,4,0,2,2,-0.053537569314789146,-0.053537569314789146,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,yfxyg8jm46,0.09291314063816533,4,2,0,2,0.09291314063816533,0.09291314063816533,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,ykhs7s2dck,-0.020950837088324736,4,0,2,2,-0.020950837088324736,-0.020950837088324736,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,74t7kcdgkr,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,cgtnjyggtm,0.25,4,1,3,0,0.25,0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,w68dtmpfyf,-0.08333333333333334,4,0,3,1,-0.25,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,xcmzfsbd9t,0.08333333333333331,4,1,2,1,-0.25,0.25,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,yfxyg8jm46,0.0,4,0,4,0,0.0,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,ykhs7s2dck,-0.08333333333333334,4,0,3,1,-0.25,0.0,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,74t7kcdgkr,0.03515516790329268,4,4,0,0,0.03515516790329268,0.03515516790329268,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,cgtnjyggtm,0.03836007619884968,4,4,0,0,0.03836007619884968,0.03836007619884968,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,w68dtmpfyf,0.0214468622925596,4,3,0,1,0.0214468622925596,0.0214468622925596,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,xcmzfsbd9t,0.03698033025320305,4,4,0,0,0.03698033025320305,0.03698033025320305,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,yfxyg8jm46,0.026426347217642948,4,3,0,1,0.026426347217642948,0.026426347217642948,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,ykhs7s2dck,-0.033598197604132324,4,1,1,2,-0.033598197604132324,-0.033598197604132324,PROXY_LEGACY,
