schema_version,analysis,task,metric,treatment,comparator,effect_direction,estimate,ci_lower,ci_upper,confidence_level,physical_specimen_count,domain_count,treatment_seed_count,comparator_seed_count,bootstrap_replicates,bootstrap_draws_sha256,reference_version,formal_estimate
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.10838300463135049,0.03149227290891581,0.18906000905882278,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.10838300463135049,0.020993980161976237,0.20031815843621387,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.09705892544565799,0.02145917847417051,0.17543619048820694,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.09705892544565799,0.012096280391882886,0.18724851438083842,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.15443754973135596,0.0521594956370905,0.2541628439624697,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.15443754973135596,0.04177519498413546,0.26960348426729985,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.12516951429185988,0.0404914815548989,0.20947798732960063,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.12516951429185988,0.03049704783544256,0.22052036364348637,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.10777881519032774,0.04152183114292753,0.1713425494758972,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.10777881519032774,0.032624284876027934,0.1806160097352773,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.20374406693104818,0.09997020824761634,0.3083500499010921,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,LOCATE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.20374406693104818,0.08654428144826969,0.32022356143048747,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S1,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.19145976934426723,0.1069112010365849,0.27685934148379365,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S1,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.19145976934426723,0.09844637454173394,0.2890088691572607,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S1,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.18013569015857475,0.09756627240428574,0.26512064072987795,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S1,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.18013569015857475,0.08773994850891985,0.27784165937316657,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S2,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.09989800623737945,0.009260245423265354,0.19163322168698765,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S2,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.09989800623737945,-0.0031564342520677825,0.20370989039883178,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S2,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.08857392705168694,-0.001257529514958213,0.17987270622996682,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S2,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.08857392705168694,-0.014539630957156137,0.1893329615731708,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S3,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.033791238312404805,-0.04400292151387399,0.11681945268507621,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S3,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.033791238312404805,-0.05343033676798627,0.12825754581312324,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S3,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.022467159126712308,-0.052435116443719766,0.10249011976517196,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,LOCATE,planner_ausc_any,BC_S3,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.022467159126712308,-0.06158479067525256,0.11379912473043978,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.125,-0.2638888888888889,-1.3819963691949405e-17,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.125,-0.2777777777777778,0.013888888888888876,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,-0.15620574277775864,-0.26895244932344625,-0.04408292501618006,0.95,24,6,1,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,-0.15620574277775864,-0.2829187963963052,-0.0312935027606305,0.975,24,6,1,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,autonomous_ausc,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.15620574277775867,-0.26895244932344625,-0.04408292501618009,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,LOCATE,autonomous_ausc,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.15620574277775867,-0.28291879639630513,-0.03129350276063049,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-4.625929269271485e-18,-0.05555555555555556,0.05555555555555555,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-4.625929269271485e-18,-0.05555555555555556,0.06944444444444443,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,0.000979256483397033,-0.032420128337177015,0.03672430860776979,0.95,24,6,1,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,0.000979256483397033,-0.035968722282513396,0.04133423750716044,0.975,24,6,1,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,autonomous_ausc,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.0009792564833970147,-0.03242012833717703,0.03672430860776979,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
