schema_version,analysis,task,metric,treatment,comparator,effect_direction,estimate,ci_lower,ci_upper,confidence_level,physical_specimen_count,domain_count,treatment_seed_count,comparator_seed_count,bootstrap_replicates,bootstrap_draws_sha256,reference_version,formal_estimate
1,H_AUTO_BC_VS_P8_S_BC_CAL,LOCATE,autonomous_ausc,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.0009792564833970147,-0.035968722282513396,0.041334237507160414,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,completion_rate_difference,BC_3SEED+S_BC_CAL,BC_3SEED+S_RULE,CALIBRATED_MINUS_RULE_POSITIVE_IS_BETTER,0.20833333333333334,0.08333333333333333,0.3333333333333333,0.95,24,6,3,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,completion_rate_difference,BC_3SEED+S_BC_CAL,BC_3SEED+S_RULE,CALIBRATED_MINUS_RULE_POSITIVE_IS_BETTER,0.20833333333333334,0.06944444444444443,0.3611111111111111,0.975,24,6,3,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,failure_cost_reduction,BC_3SEED+S_RULE,BC_3SEED+S_BC_CAL,RULE_MINUS_CALIBRATED_POSITIVE_IS_BETTER,-0.14666393924552948,-0.2371566828090631,-0.056228318925789694,0.95,24,6,3,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,failure_cost_reduction,BC_3SEED+S_RULE,BC_3SEED+S_BC_CAL,RULE_MINUS_CALIBRATED_POSITIVE_IS_BETTER,-0.14666393924552948,-0.24804660101773707,-0.042299072161886025,0.975,24,6,3,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,completion_rate_difference,R_BALANCED_P8+S_BC_CAL,R_BALANCED_P8+S_RULE,CALIBRATED_MINUS_RULE_POSITIVE_IS_BETTER,0.08333333333333333,-0.041666666666666664,0.20833333333333334,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,completion_rate_difference,R_BALANCED_P8+S_BC_CAL,R_BALANCED_P8+S_RULE,CALIBRATED_MINUS_RULE_POSITIVE_IS_BETTER,0.08333333333333333,-0.08333333333333333,0.25,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8+S_RULE,R_BALANCED_P8+S_BC_CAL,RULE_MINUS_CALIBRATED_POSITIVE_IS_BETTER,-0.3038489385066852,-0.4233897219081613,-0.18014248286768644,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_STOP_CALIBRATED_VS_RULE,LOCATE,failure_cost_reduction,R_BALANCED_P8+S_RULE,R_BALANCED_P8+S_BC_CAL,RULE_MINUS_CALIBRATED_POSITIVE_IS_BETTER,-0.3038489385066852,-0.43725016569495634,-0.1618764607046375,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.04573954119993779,0.02506376219312792,0.06633003235178951,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.04573954119993779,0.02152648473559296,0.06945230078074978,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.04032361574185169,0.01886958690652782,0.06144894218624288,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.04032361574185169,0.015609077094947084,0.06453742429835096,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.3061415276953575,0.22433214107470054,0.38526243979965524,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_CENTER,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.3061415276953575,0.2147917407588678,0.39521932793016695,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.3907709632683786,0.3124194033325225,0.4682158063400299,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_GEOM,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.3907709632683786,0.30084366572577076,0.47849509773863386,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.17925508444412772,0.12554930563811928,0.23866202923585503,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_LEGACY,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.17925508444412772,0.11889788745653804,0.24770931760598475,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.3230876166320862,0.23854864661669642,0.4067186669017988,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_BC_3SEED_VS_REGISTERED_RULE,CHARACTERIZE,planner_ausc_any,BC_3SEED,R_VLM_OPEN,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.3230876166320862,0.22822741440392916,0.4185172420330415,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S1,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.08630477271286681,0.053840257478540036,0.11963513715183119,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S1,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.08630477271286681,0.04792953394782718,0.12465896892833797,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S1,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.0808888472547807,0.049949757345599706,0.11293446389470248,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S1,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.0808888472547807,0.04532539831009497,0.11743960709693978,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S2,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.05358150332452521,0.02225707992982745,0.08382960290703839,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S2,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.05358150332452521,0.0179054721200002,0.0881747392658794,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S2,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.04816557786643908,0.014145020901594238,0.08094947295922608,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S2,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.04816557786643908,0.0096163341152436,0.08530371456929979,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S3,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.002667652437578622,-0.03479524693677938,0.02788259110222983,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S3,R_BALANCED_P4,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.002667652437578622,-0.038477375697904076,0.03194209695679262,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S3,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.00808357789566473,-0.041333093471594876,0.02417539287035352,0.95,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_PLAN_SEED_SPECIFIC,CHARACTERIZE,planner_ausc_any,BC_S3,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,-0.00808357789566473,-0.04616922410503992,0.02788431617781583,0.975,24,6,1,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.09722222222222221,0.027777777777777776,0.19444444444444442,0.95,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,completion_rate_difference,BC_3SEED,R_BALANCED_P8,BC_MINUS_RULE_POSITIVE_IS_BETTER,0.09722222222222221,0.0,0.20833333333333334,0.975,24,6,3,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
1,H_AUTO_BC_VS_P8_S_RULE,CHARACTERIZE,failure_cost_reduction,R_BALANCED_P8,BC_3SEED,RULE_MINUS_BC_POSITIVE_IS_BETTER,-0.000650241937931631,-0.03947181426748062,0.04319111969508359,0.95,24,6,1,3,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,
