schema_version,task,metric,full_actor,ablated_actor,isolated_input,effect_direction,estimate,ci_lower,ci_upper,confidence_level,physical_specimen_count,domain_count,seed,bootstrap_replicates,bootstrap_draws_sha256,reference_version,formal_estimate,claim_scope
1,LOCATE,planner_ausc_any,BC_S1,BC_NO_VLM_S1,ACTOR_SURFACE_CUES,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.08079452485672135,0.03639365497278998,0.12898556305340877,0.95,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,LOCATE,planner_ausc_any,BC_S1,BC_NO_VLM_S1,ACTOR_SURFACE_CUES,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.08079452485672135,0.0302079065041293,0.13536184541404572,0.975,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,LOCATE,planner_ausc_any,BC_S1,BC_NO_US_FEEDBACK_S1,ACTOR_US_FEEDBACK_CONTENT,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.45977322864298875,0.3916423122387313,0.5258295361571437,0.95,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,LOCATE,planner_ausc_any,BC_S1,BC_NO_US_FEEDBACK_S1,ACTOR_US_FEEDBACK_CONTENT,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.45977322864298875,0.3809113172716121,0.536593078707286,0.975,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,CHARACTERIZE,planner_ausc_any,BC_S1,BC_NO_VLM_S1,ACTOR_SURFACE_CUES,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.058829700204710816,0.009790757705711375,0.10902377479120588,0.95,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,CHARACTERIZE,planner_ausc_any,BC_S1,BC_NO_VLM_S1,ACTOR_SURFACE_CUES,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.058829700204710816,0.003782194843098082,0.11815507206443181,0.975,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,CHARACTERIZE,planner_ausc_any,BC_S1,BC_NO_US_FEEDBACK_S1,ACTOR_US_FEEDBACK_CONTENT,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.4418165027152114,0.3539045077663432,0.5290563533477756,0.95,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
1,CHARACTERIZE,planner_ausc_any,BC_S1,BC_NO_US_FEEDBACK_S1,ACTOR_US_FEEDBACK_CONTENT,FULL_MINUS_ABLATION_POSITIVE_IS_BETTER,0.4418165027152114,0.34386518337967775,0.543677129039044,0.975,24,6,1,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2,PROXY_LEGACY,,ACTOR_INPUT_INCREMENT_ONLY
