specimen_id,cscan_path,cscan_sha256,cai_raw_path,cai_raw_sha256,material,layup_or_group,impact_condition,specimen_geometry,possible_cai_target,pairing_status,paired_cscan_cai,license,role
CAI_spec1,CAI-spec1-Cscan1.jpg|CAI-spec1-Cscan2.jpg,cacae1cd3ec08e4ccb64b0f621f1cca99d0a7eeab178cd7655617c20638e7c89|e193c61913bbde9d101a29d70a151c5465df73a9e8913fa77bec136239aff319,CAIspec1_mts.csv,b9475689596c98d3bd4b25c476e932161c4efeac0f0d0a092035b356a235fe4e,Toray M30SC / Deltapreg DT120-200-36 UD,"[-45,0,45,90]4s",ASTM D7136; target 34 J,150 x 100 x 5.15 mm,peak absolute force from force(kN) column,EXACT_SPECIMEN_ID_TWO_CSCAN_IMAGES,True,CC0,MICRO_CASE_VALIDATION_ONLY
CAI_spec2,CAI-spec2-Cscan1.jpg|CAI-spec2-Cscan2.jpg,9923351bcde991e8d2ca1a3b11017a1b1571aca9c6a4112002796191d9b3ad62|6d30bdfc3560ddf28242200894b380a0d9531ade5a9a66c92e1d8f73026effae,CAIspec2_mts.csv,504eb805af30e486704e65622a0019b7edf0c4920016e08ad549df24536eb5c7,Toray M30SC / Deltapreg DT120-200-36 UD,"[-45,0,45,90]4s",ASTM D7136; target 34 J,150 x 100 x 5.15 mm,peak absolute force from force(kN) column,EXACT_SPECIMEN_ID_TWO_CSCAN_IMAGES,True,CC0,MICRO_CASE_VALIDATION_ONLY
CAI_spec3,CAI-spec3-Cscan1.jpg|CAI-spec3-Cscan2.jpg,4b85b310a5a0f7d35212740e6bc3551598f3b73b43700ff82913adde4d6a296b|a67c8a4ab23a151d5a24caedd395f632e82186c63f38a2e4589ae812bb31da40,CAIspec3_mts.csv,bce5d0ba58d70ab70e004389673a02495f348f3f6670ccc94e6cbc5dca68c487,Toray M30SC / Deltapreg DT120-200-36 UD,"[-45,0,45,90]4s",ASTM D7136; target 34 J,150 x 100 x 5.15 mm,peak absolute force from force(kN) column,EXACT_SPECIMEN_ID_TWO_CSCAN_IMAGES,True,CC0,MICRO_CASE_VALIDATION_ONLY
