specimen_id,cscan_path,cscan_sha256,cai_raw_path,cai_raw_sha256,impact_raw_path,impact_raw_sha256,material,layup_or_group,impact_condition,specimen_geometry,possible_cai_target,pairing_status,paired_cscan_cai,license,role
AP-3,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/APply_1.csv,9ae1b4bc5d2700d1d2ace2169aaee0f3568ff3d96c5984db13bec8f9521c7727,Data Repository Data/LVI/ap-3_35j_1_Spec_1_Ch_1.csv,88d3d5c4c9827e40fb2c12a5e2a10e198fffc1a5537060c192bfcd66ea518eb7,not documented in downloaded archive,AP-ply,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
B24-4,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/Baseline.csv,a5aee079eb16863d5748797cd73ad7796c13eb25e2a7d53c4c6587261082b6cd,Data Repository Data/LVI/b24-4_35j_1_Spec_1_Ch_1.csv,d3e8d56a703a856686b8ecafc8e5e8ca3791d926bdd114a97b9c27e2e360923e,not documented in downloaded archive,Baseline,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
HBI-1,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/Hybrid RSS inner.csv,6362e4c946435df40bfd191fbfe306a392417283e2974410f1fbf244b49a62d6,Data Repository Data/LVI/hbi-1_35j_1_Spec_1_Ch_1.csv,89087a70122eaf79e884e0eddec6449a80de92f0a25b2c0f8346b0adc573c4a2,not documented in downloaded archive,Hybrid RSS inner,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
HBO-1,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/Hybrid RSS outer.csv,0b9a4fa9f25b75385dd650841d3139d27151dd8242c44206aa45a239874c702c,Data Repository Data/LVI/hbo-1_35j_1_Spec_1_Ch_1.csv,319485ed6b57ef75e01a132e49fd95c6f4b862b05b084b3812e57d9626b9bcb3,not documented in downloaded archive,Hybrid RSS outer,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
SP2-3,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/RSS min amplitude x2.csv,f91512a75854a0e9ef3fa124ec6771df64fcffa4a014eb163772a7138a6d42d1,Data Repository Data/LVI/sp2-3_35j_1_Spec_1_Ch_1.csv,0b7a3d4e3b42714121336d74c3601a922e44c1f45f3efbfccd4dccb43cb4675d,not documented in downloaded archive,RSS minimum amplitude,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
SP4-3,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/RSS int amplitude x4.csv,76ef796208c61b9ad572e82532eb76fdc1960c2eccccab44b4067aa390229d99,Data Repository Data/LVI/sp4-3_35j_1_Spec_1_Ch_1.csv,a9dfc3a8e7909f3bda9b73e3849fe8ebf34c571315893c075ddf0ddd974db51d,not documented in downloaded archive,RSS intermediate amplitude,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
SP8-3,Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set1_A-Scan_CSV.txt|Data Repository Data/LVI/cscans/LVIspecimens_after35Jimpact_set2_A-Scan_CSV.txt,2a1b08ace0ad6ec514709366d12fd86f507ed3e5bbd01bfc5adad5a1f4661a7b|0d012de4b9c3e27ab24e90dc096d12033702c27ddad9e1887b2331b7b1059320,Data Repository Data/CAI/RSS max amplitude x8.csv,30472584caf6ea944c6b49e258a08780e252af13fe148046d15cca794b08fd65,Data Repository Data/LVI/sp8-3_35j_1_Spec_1_Ch_1.csv,e951fbe9df96fa65365554b380bdb801d9036e7482774ca94a220f70d605e471,not documented in downloaded archive,RSS maximum amplitude,35 J LVI (from specimen filenames),not documented in downloaded archive,peak force from Force(kN) column,UNRESOLVED_CSCAN_SPECIMEN_ROI,False,CC BY 4.0,SEALED_POTENTIAL_PAIR_PENDING_ROI_MAP
