axis,grouping,group_value,condition_id,coarse_rank,specimen_count,domain_count,equal_domain_mae,full_equal_domain_mae,relative_gap,noninferior_05
gaussian,domain,ykhs7s2dck,gaussian:sigma=6,7,38,1,0.06636844502267795,0.06179111148763878,0.07407754003510458,False
gaussian,domain,ykhs7s2dck,gaussian:sigma=8,8,38,1,0.07607564868427082,0.06179111148763878,0.23117462775353448,False
gaussian,ply_count,8,gaussian:sigma=0,0,83,2,0.05689735928920125,0.05689735928920125,0.0,True
gaussian,ply_count,8,gaussian:sigma=0.5,1,83,2,0.05640784644657076,0.05689735928920125,-0.008603436938828146,True
gaussian,ply_count,8,gaussian:sigma=1,2,83,2,0.05563469753897043,0.05689735928920125,-0.022191921839691875,True
gaussian,ply_count,8,gaussian:sigma=1.5,3,83,2,0.05705698406219782,0.05689735928920125,0.002805486493410392,True
gaussian,ply_count,8,gaussian:sigma=2,4,83,2,0.059656213587874506,0.05689735928920125,0.04848826611882617,True
gaussian,ply_count,8,gaussian:sigma=3,5,83,2,0.06362339476609158,0.05689735928920125,0.11821349111657087,False
gaussian,ply_count,8,gaussian:sigma=4,6,83,2,0.06542524236475393,0.05689735928920125,0.1498818782117226,False
gaussian,ply_count,8,gaussian:sigma=6,7,83,2,0.07232470791947536,0.05689735928920125,0.27114349106887503,False
gaussian,ply_count,8,gaussian:sigma=8,8,83,2,0.07774330597214008,0.05689735928920125,0.3663781051240327,False
gaussian,ply_count,16,gaussian:sigma=0,0,85,2,0.11201824110931598,0.11201824110931598,0.0,True
gaussian,ply_count,16,gaussian:sigma=0.5,1,85,2,0.111815797208869,0.11201824110931598,-0.0018072404854975188,True
gaussian,ply_count,16,gaussian:sigma=1,2,85,2,0.11113569322917036,0.11201824110931598,-0.007878608621290195,True
gaussian,ply_count,16,gaussian:sigma=1.5,3,85,2,0.1108996436301167,0.11201824110931598,-0.009985851126761203,True
gaussian,ply_count,16,gaussian:sigma=2,4,85,2,0.11712962104638609,0.11201824110931598,0.04562988926135736,True
gaussian,ply_count,16,gaussian:sigma=3,5,85,2,0.11394862387417945,0.11201824110931598,0.01723275375284339,True
gaussian,ply_count,16,gaussian:sigma=4,6,85,2,0.11715173691705508,0.11201824110931598,0.04582732023733027,True
gaussian,ply_count,16,gaussian:sigma=6,7,85,2,0.11894421699273058,0.11201824110931598,0.06182900048087436,False
gaussian,ply_count,16,gaussian:sigma=8,8,85,2,0.1175571637374425,0.11201824110931598,0.04944661309867571,True
gaussian,ply_count,24,gaussian:sigma=0,0,108,2,0.09999181357432578,0.09999181357432578,0.0,True
gaussian,ply_count,24,gaussian:sigma=0.5,1,108,2,0.10115062635706493,0.09999181357432578,0.011589076558530254,True
gaussian,ply_count,24,gaussian:sigma=1,2,108,2,0.1050320432306621,0.09999181357432578,0.05040642304772103,False
gaussian,ply_count,24,gaussian:sigma=1.5,3,108,2,0.10894774915818968,0.09999181357432578,0.08956668814899316,False
gaussian,ply_count,24,gaussian:sigma=2,4,108,2,0.11599883169074357,0.09999181357432578,0.16008328626342472,False
gaussian,ply_count,24,gaussian:sigma=3,5,108,2,0.11885185340953058,0.09999181357432578,0.1886158392475379,False
gaussian,ply_count,24,gaussian:sigma=4,6,108,2,0.11358447304959346,0.09999181357432578,0.13593772319334918,False
gaussian,ply_count,24,gaussian:sigma=6,7,108,2,0.11331616318678739,0.09999181357432578,0.13325440489743068,False
gaussian,ply_count,24,gaussian:sigma=8,8,108,2,0.13973196397895937,0.09999181357432578,0.39743403968859914,False
gaussian,layup_family,cross_ply,gaussian:sigma=0,0,146,3,0.08484982617434254,0.08484982617434254,0.0,True
gaussian,layup_family,cross_ply,gaussian:sigma=0.5,1,146,3,0.08466601383010224,0.08484982617434254,-0.0021663255250826685,True
gaussian,layup_family,cross_ply,gaussian:sigma=1,2,146,3,0.08509844969282854,0.08484982617434254,0.0029301594322084235,True
gaussian,layup_family,cross_ply,gaussian:sigma=1.5,3,146,3,0.08677203349266023,0.08484982617434254,0.022654228122613862,True
gaussian,layup_family,cross_ply,gaussian:sigma=2,4,146,3,0.0969034554981979,0.08484982617434254,0.14205838558924722,False
gaussian,layup_family,cross_ply,gaussian:sigma=3,5,146,3,0.09657035484993855,0.08484982617434254,0.13813261858089865,False
gaussian,layup_family,cross_ply,gaussian:sigma=4,6,146,3,0.0953032252846055,0.08484982617434254,0.12319882764148704,False
gaussian,layup_family,cross_ply,gaussian:sigma=6,7,146,3,0.10482522267893392,0.08484982617434254,0.23542059430443096,False
gaussian,layup_family,cross_ply,gaussian:sigma=8,8,146,3,0.12098727021228949,0.08484982617434254,0.4258988576322438,False
gaussian,layup_family,quasi_isotropic,gaussian:sigma=0,0,130,3,0.09442178314088613,0.09442178314088613,0.0,True
gaussian,layup_family,quasi_isotropic,gaussian:sigma=0.5,1,130,3,0.09491683284490089,0.09442178314088613,0.005242960761248305,True
gaussian,layup_family,quasi_isotropic,gaussian:sigma=1,2,130,3,0.09610317297304007,0.09442178314088613,0.01780722388651723,True
gaussian,layup_family,quasi_isotropic,gaussian:sigma=1.5,3,130,3,0.0978308844076759,0.09442178314088613,0.036105029511072306,True
gaussian,layup_family,quasi_isotropic,gaussian:sigma=2,4,130,3,0.09828632205180488,0.09442178314088613,0.04092846780019488,True
gaussian,layup_family,quasi_isotropic,gaussian:sigma=3,5,130,3,0.10104555984992919,0.09442178314088613,0.07015093857272081,False
gaussian,layup_family,quasi_isotropic,gaussian:sigma=4,6,130,3,0.10213774293632949,0.09442178314088613,0.08171800551500308,False
gaussian,layup_family,quasi_isotropic,gaussian:sigma=6,7,130,3,0.09823150272039498,0.09442178314088613,0.040347888514500774,True
gaussian,layup_family,quasi_isotropic,gaussian:sigma=8,8,130,3,0.10236768558007181,0.09442178314088613,0.08415327665788364,False
gaussian,damage_area,low,gaussian:sigma=0,0,92,6,0.08054626488208273,0.08054626488208273,0.0,True
gaussian,damage_area,low,gaussian:sigma=0.5,1,92,6,0.08065284888419037,0.08054626488208273,0.0013232643656868603,True
gaussian,damage_area,low,gaussian:sigma=1,2,92,6,0.08224352977454248,0.08054626488208273,0.021071925494552612,True
gaussian,damage_area,low,gaussian:sigma=1.5,3,92,6,0.08526205122473511,0.08054626488208273,0.058547548412780426,False
gaussian,damage_area,low,gaussian:sigma=2,4,92,6,0.08950924971628837,0.08054626488208273,0.11127747323016379,False
gaussian,damage_area,low,gaussian:sigma=3,5,92,6,0.09056111708820291,0.08054626488208273,0.12433664330408889,False
gaussian,damage_area,low,gaussian:sigma=4,6,92,6,0.0959292836709304,0.08054626488208273,0.19098363917144923,False
gaussian,damage_area,low,gaussian:sigma=6,7,92,6,0.09483349668775136,0.08054626488208273,0.1773791972425376,False
gaussian,damage_area,low,gaussian:sigma=8,8,92,6,0.09773393232488543,0.08054626488208273,0.21338875822441827,False
gaussian,damage_area,middle,gaussian:sigma=0,0,92,6,0.08688875275765949,0.08688875275765949,0.0,True
gaussian,damage_area,middle,gaussian:sigma=0.5,1,92,6,0.08738144534763419,0.08688875275765949,0.005670383960382885,True
gaussian,damage_area,middle,gaussian:sigma=1,2,92,6,0.08772938477618077,0.08688875275765949,0.009674808209825247,True
gaussian,damage_area,middle,gaussian:sigma=1.5,3,92,6,0.08848924323346709,0.08688875275765949,0.018419995971993064,True
gaussian,damage_area,middle,gaussian:sigma=2,4,92,6,0.09321027566220653,0.08688875275765949,0.07275421391049708,False
gaussian,damage_area,middle,gaussian:sigma=3,5,92,6,0.09498517289447837,0.08688875275765949,0.0931814519124301,False
gaussian,damage_area,middle,gaussian:sigma=4,6,92,6,0.09651164193384561,0.08688875275765949,0.1107495374346692,False
gaussian,damage_area,middle,gaussian:sigma=6,7,92,6,0.09783448115013728,0.08688875275765949,0.12597405354645153,False
gaussian,damage_area,middle,gaussian:sigma=8,8,92,6,0.11057397892846758,0.08688875275765949,0.272592544133627,False
gaussian,damage_area,high,gaussian:sigma=0,0,92,6,0.09362560184595732,0.09362560184595732,0.0,True
gaussian,damage_area,high,gaussian:sigma=0.5,1,92,6,0.09301540163743886,0.09362560184595732,-0.006517450317942153,True
gaussian,damage_area,high,gaussian:sigma=1,2,92,6,0.09268519384653283,0.09362560184595732,-0.010044346641122304,True
gaussian,damage_area,high,gaussian:sigma=1.5,3,92,6,0.09376698372395542,0.09362560184595732,0.0015100771072287245,True
gaussian,damage_area,high,gaussian:sigma=2,4,92,6,0.09884843075463003,0.09362560184595732,0.05578419583636807,False
gaussian,damage_area,high,gaussian:sigma=3,5,92,6,0.10097582942438327,0.09362560184595732,0.0785065989804723,False
gaussian,damage_area,high,gaussian:sigma=4,6,92,6,0.09408546453904514,0.09362560184595732,0.004911719487202149,True
gaussian,damage_area,high,gaussian:sigma=6,7,92,6,0.10166899185980914,0.09362560184595732,0.08591015550517533,False
gaussian,damage_area,high,gaussian:sigma=8,8,92,6,0.1131028555861719,0.09362560184595732,0.2080334156063488,False
gaussian,damage_height,low,gaussian:sigma=0,0,92,6,0.08814705449607724,0.08814705449607724,0.0,True
gaussian,damage_height,low,gaussian:sigma=0.5,1,92,6,0.08790155641187943,0.08814705449607724,-0.0027850968543564614,True
gaussian,damage_height,low,gaussian:sigma=1,2,92,6,0.08781691950035024,0.08814705449607724,-0.0037452754106682695,True
gaussian,damage_height,low,gaussian:sigma=1.5,3,92,6,0.08941951220429607,0.08814705449607724,0.014435623691492205,True
gaussian,damage_height,low,gaussian:sigma=2,4,92,6,0.09184529976849652,0.08814705449607724,0.041955403882314224,True
gaussian,damage_height,low,gaussian:sigma=3,5,92,6,0.0934657933102049,0.08814705449607724,0.06033938223499402,False
gaussian,damage_height,low,gaussian:sigma=4,6,92,6,0.09780252180997527,0.08814705449607724,0.10953817310285419,False
gaussian,damage_height,low,gaussian:sigma=6,7,92,6,0.09885198484348263,0.08814705449607724,0.12144399388730331,False
gaussian,damage_height,low,gaussian:sigma=8,8,92,6,0.10785773220395399,0.08814705449607724,0.22361130295912424,False
gaussian,damage_height,middle,gaussian:sigma=0,0,92,6,0.0855784455934327,0.0855784455934327,0.0,True
gaussian,damage_height,middle,gaussian:sigma=0.5,1,92,6,0.08600079307998197,0.0855784455934327,0.004935208668731539,True
gaussian,damage_height,middle,gaussian:sigma=1,2,92,6,0.08784466349752083,0.0855784455934327,0.02648117628654445,True
gaussian,damage_height,middle,gaussian:sigma=1.5,3,92,6,0.09097458672305879,0.0855784455934327,0.06305490935488778,False
gaussian,damage_height,middle,gaussian:sigma=2,4,92,6,0.09953085324837278,0.0855784455934327,0.1630364697347435,False
gaussian,damage_height,middle,gaussian:sigma=3,5,92,6,0.09865166290235133,0.0855784455934327,0.15276296757044494,False
gaussian,damage_height,middle,gaussian:sigma=4,6,92,6,0.0973649521735505,0.0855784455934327,0.13772751419339047,False
gaussian,damage_height,middle,gaussian:sigma=6,7,92,6,0.0935317390699318,0.0855784455934327,0.0929357085344098,False
gaussian,damage_height,middle,gaussian:sigma=8,8,92,6,0.1019652127863754,0.0855784455934327,0.19148241218113715,False
gaussian,damage_height,high,gaussian:sigma=0,0,92,6,0.093809687381282,0.093809687381282,0.0,True
gaussian,damage_height,high,gaussian:sigma=0.5,1,92,6,0.09431458109397932,0.093809687381282,0.005382106334554049,True
gaussian,damage_height,high,gaussian:sigma=1,2,92,6,0.09563272974010277,0.093809687381282,0.019433412579355158,True
gaussian,damage_height,high,gaussian:sigma=1.5,3,92,6,0.09745531810636614,0.093809687381282,0.03886198565257737,True
gaussian,damage_height,high,gaussian:sigma=2,4,92,6,0.10365635613908487,0.093809687381282,0.10496430627448827,False
gaussian,damage_height,high,gaussian:sigma=3,5,92,6,0.10486198240010729,0.093809687381282,0.11781613740917951,False
gaussian,damage_height,high,gaussian:sigma=4,6,92,6,0.09987922693227282,0.093809687381282,0.064700562600978,False
gaussian,damage_height,high,gaussian:sigma=6,7,92,6,0.10947691575700953,0.093809687381282,0.16701077269396847,False
gaussian,damage_height,high,gaussian:sigma=8,8,92,6,0.11848505371794293,0.093809687381282,0.2630364413897883,False
gaussian,damage_width,low,gaussian:sigma=0,0,92,6,0.0870013974106622,0.0870013974106622,0.0,True
gaussian,damage_width,low,gaussian:sigma=0.5,1,92,6,0.08749884377247939,0.0870013974106622,0.005717682435250504,True
gaussian,damage_width,low,gaussian:sigma=1,2,92,6,0.08963620782188775,0.0870013974106622,0.030284690702021333,True
gaussian,damage_width,low,gaussian:sigma=1.5,3,92,6,0.09320168913908373,0.0870013974106622,0.07126657631894151,False
gaussian,damage_width,low,gaussian:sigma=2,4,92,6,0.09814207603109433,0.0870013974106622,0.12805172045508795,False
gaussian,damage_width,low,gaussian:sigma=3,5,92,6,0.10028131279526235,0.0870013974106622,0.15264025383312596,False
gaussian,damage_width,low,gaussian:sigma=4,6,92,6,0.10276887835092714,0.0870013974106622,0.18123250211533493,False
gaussian,damage_width,low,gaussian:sigma=6,7,92,6,0.09992627810198029,0.0870013974106622,0.1485594608361327,False
gaussian,damage_width,low,gaussian:sigma=8,8,92,6,0.10430302778103702,0.0870013974106622,0.19886612037629714,False
gaussian,damage_width,middle,gaussian:sigma=0,0,92,6,0.08841547490595714,0.08841547490595714,0.0,True
gaussian,damage_width,middle,gaussian:sigma=0.5,1,92,6,0.08830659146807668,0.08841547490595714,-0.0012314975177848408,True
gaussian,damage_width,middle,gaussian:sigma=1,2,92,6,0.08774343968896993,0.08841547490595714,-0.007600877761523295,True
gaussian,damage_width,middle,gaussian:sigma=1.5,3,92,6,0.08704431223551373,0.08841547490595714,-0.015508175145830916,True
gaussian,damage_width,middle,gaussian:sigma=2,4,92,6,0.09125085960751145,0.08841547490595714,0.03206887374150469,True
gaussian,damage_width,middle,gaussian:sigma=3,5,92,6,0.0897112397461093,0.08841547490595714,0.014655407795189701,True
gaussian,damage_width,middle,gaussian:sigma=4,6,92,6,0.09099694802186682,0.08841547490595714,0.029197073460901057,True
gaussian,damage_width,middle,gaussian:sigma=6,7,92,6,0.09382836761751168,0.08841547490595714,0.06122110091374777,False
gaussian,damage_width,middle,gaussian:sigma=8,8,92,6,0.10354489099895842,0.08841547490595714,0.17111728584949226,False
gaussian,damage_width,high,gaussian:sigma=0,0,92,6,0.08974792599032365,0.08974792599032365,0.0,True
gaussian,damage_width,high,gaussian:sigma=0.5,1,92,6,0.08946026905027658,0.08974792599032365,-0.003205165321347736,True
gaussian,damage_width,high,gaussian:sigma=1,2,92,6,0.08895392049236495,0.08974792599032365,-0.008847062360464064,True
gaussian,damage_width,high,gaussian:sigma=1.5,3,92,6,0.0897019031947132,0.08974792599032365,-0.0005128006592086676,True
gaussian,damage_width,high,gaussian:sigma=2,4,92,6,0.09490023072357061,0.08974792599032365,0.05740862171904082,False
gaussian,damage_width,high,gaussian:sigma=3,5,92,6,0.09444059163977697,0.08974792599032365,0.05228717652995418,False
gaussian,damage_width,high,gaussian:sigma=4,6,92,6,0.09159081099713118,0.08974792599032365,0.02053401219551554,True
gaussian,damage_width,high,gaussian:sigma=6,7,92,6,0.09932204126514767,0.08974792599032365,0.10667784429755267,False
gaussian,damage_width,high,gaussian:sigma=8,8,92,6,0.11335796732814081,0.08974792599032365,0.2630706066718771,False
wavelet,domain,74t7kcdgkr,wavelet:db2:low_only:level=0,0,45,1,0.052003607090763716,0.052003607090763716,0.0,True
wavelet,domain,74t7kcdgkr,wavelet:db2:low_only:level=1,1,45,1,0.05333766688113781,0.052003607090763716,0.025653216478728202,True
wavelet,domain,74t7kcdgkr,wavelet:db2:low_only:level=2,2,45,1,0.05570911801387893,0.052003607090763716,0.071254882697807,False
wavelet,domain,74t7kcdgkr,wavelet:db2:low_only:level=3,3,45,1,0.07843486588724272,0.052003607090763716,0.5082581819824075,False
wavelet,domain,cgtnjyggtm,wavelet:db2:low_only:level=0,0,49,1,0.12486849958988919,0.12486849958988919,0.0,True
wavelet,domain,cgtnjyggtm,wavelet:db2:low_only:level=1,1,49,1,0.12972422099269018,0.12486849958988919,0.03888668013749541,True
wavelet,domain,cgtnjyggtm,wavelet:db2:low_only:level=2,2,49,1,0.13788009398901974,0.12486849958988919,0.10420237643493002,False
wavelet,domain,cgtnjyggtm,wavelet:db2:low_only:level=3,3,49,1,0.12242667526413502,0.12486849958988919,-0.019555166705565896,True
wavelet,domain,w68dtmpfyf,wavelet:db2:low_only:level=0,0,43,1,0.09660573834513045,0.09660573834513045,0.0,True
wavelet,domain,w68dtmpfyf,wavelet:db2:low_only:level=1,1,43,1,0.09667866189314435,0.09660573834513045,0.0007548573124442903,True
wavelet,domain,w68dtmpfyf,wavelet:db2:low_only:level=2,2,43,1,0.10182537199693091,0.09660573834513045,0.05403026508790787,False
wavelet,domain,w68dtmpfyf,wavelet:db2:low_only:level=3,3,43,1,0.10200711498254952,0.09660573834513045,0.05591155070025233,False
wavelet,domain,xcmzfsbd9t,wavelet:db2:low_only:level=0,0,59,1,0.07511512755876237,0.07511512755876237,0.0,True
wavelet,domain,xcmzfsbd9t,wavelet:db2:low_only:level=1,1,59,1,0.07612985347421071,0.07511512755876237,0.013508942185507467,True
wavelet,domain,xcmzfsbd9t,wavelet:db2:low_only:level=2,2,59,1,0.0800357126461411,0.07511512755876237,0.06550724530860119,False
wavelet,domain,xcmzfsbd9t,wavelet:db2:low_only:level=3,3,59,1,0.07486789010705244,0.07511512755876237,-0.003291446872888737,True
wavelet,domain,yfxyg8jm46,wavelet:db2:low_only:level=0,0,42,1,0.1274307438735015,0.1274307438735015,0.0,True
wavelet,domain,yfxyg8jm46,wavelet:db2:low_only:level=1,1,42,1,0.12582381919454444,0.1274307438735015,-0.01261018048009066,True
wavelet,domain,yfxyg8jm46,wavelet:db2:low_only:level=2,2,42,1,0.12772288739057394,0.1274307438735015,0.0022925669912312596,True
wavelet,domain,yfxyg8jm46,wavelet:db2:low_only:level=3,3,42,1,0.12466010364469217,0.1274307438735015,-0.02174232170817203,True
wavelet,domain,ykhs7s2dck,wavelet:db2:low_only:level=0,0,38,1,0.06179111148763878,0.06179111148763878,0.0,True
wavelet,domain,ykhs7s2dck,wavelet:db2:low_only:level=1,1,38,1,0.06044537363299293,0.06179111148763878,-0.021778825825378823,True
wavelet,domain,ykhs7s2dck,wavelet:db2:low_only:level=2,2,38,1,0.05854784299311024,0.06179111148763878,-0.05248762186738376,True
wavelet,domain,ykhs7s2dck,wavelet:db2:low_only:level=3,3,38,1,0.07139338621809825,0.06179111148763878,0.15539896433778178,False
wavelet,ply_count,8,wavelet:db2:low_only:level=0,0,83,2,0.05689735928920125,0.05689735928920125,0.0,True
wavelet,ply_count,8,wavelet:db2:low_only:level=1,1,83,2,0.05689152025706537,0.05689735928920125,-0.00010262395669713431,True
wavelet,ply_count,8,wavelet:db2:low_only:level=2,2,83,2,0.05712848050349459,0.05689735928920125,0.0040620727777291865,True
wavelet,ply_count,8,wavelet:db2:low_only:level=3,3,83,2,0.07491412605267048,0.05689735928920125,0.31665383048609597,False
wavelet,ply_count,16,wavelet:db2:low_only:level=0,0,85,2,0.11201824110931598,0.11201824110931598,0.0,True
wavelet,ply_count,16,wavelet:db2:low_only:level=1,1,85,2,0.11125124054384439,0.11201824110931598,-0.006847104166928464,True
wavelet,ply_count,16,wavelet:db2:low_only:level=2,2,85,2,0.11477412969375242,0.11201824110931598,0.024602141197227256,True
wavelet,ply_count,16,wavelet:db2:low_only:level=3,3,85,2,0.11333360931362085,0.11201824110931598,0.011742446509414917,True
wavelet,ply_count,24,wavelet:db2:low_only:level=0,0,108,2,0.09999181357432578,0.09999181357432578,0.0,True
wavelet,ply_count,24,wavelet:db2:low_only:level=1,1,108,2,0.10292703723345045,0.09999181357432578,0.02935463968700658,True
wavelet,ply_count,24,wavelet:db2:low_only:level=2,2,108,2,0.10895790331758042,0.09999181357432578,0.08966823805620816,False
wavelet,ply_count,24,wavelet:db2:low_only:level=3,3,108,2,0.09864728268559372,0.09999181357432578,-0.01344640966765387,True
wavelet,layup_family,cross_ply,wavelet:db2:low_only:level=0,0,146,3,0.08484982617434254,0.08484982617434254,0.0,True
wavelet,layup_family,cross_ply,wavelet:db2:low_only:level=1,1,146,3,0.08509711318329766,0.08484982617434254,0.0029144079617442475,True
wavelet,layup_family,cross_ply,wavelet:db2:low_only:level=2,2,146,3,0.08782257268353133,0.08484982617434254,0.03503538714482013,True
wavelet,layup_family,cross_ply,wavelet:db2:low_only:level=3,3,146,3,0.09265428654632911,0.08484982617434254,0.09197968603908024,False
wavelet,layup_family,quasi_isotropic,wavelet:db2:low_only:level=0,0,130,3,0.09442178314088613,0.09442178314088613,0.0,True
wavelet,layup_family,quasi_isotropic,wavelet:db2:low_only:level=1,1,130,3,0.09561608550627582,0.09442178314088613,0.012648589400262367,True
wavelet,layup_family,quasi_isotropic,wavelet:db2:low_only:level=2,2,130,3,0.09941776965968696,0.09442178314088613,0.05291137651304845,False
wavelet,layup_family,quasi_isotropic,wavelet:db2:low_only:level=3,3,130,3,0.09860905882159426,0.09442178314088613,0.04434650079061031,True
wavelet,damage_area,low,wavelet:db2:low_only:level=0,0,92,6,0.08054626488208273,0.08054626488208273,0.0,True
wavelet,damage_area,low,wavelet:db2:low_only:level=1,1,92,6,0.08064772504330261,0.08054626488208273,0.0012596507282915947,True
wavelet,damage_area,low,wavelet:db2:low_only:level=2,2,92,6,0.08693386605701697,0.08054626488208273,0.07930350568441003,False
wavelet,damage_area,low,wavelet:db2:low_only:level=3,3,92,6,0.0928486831524357,0.08054626488208273,0.1527372906535558,False
wavelet,damage_area,middle,wavelet:db2:low_only:level=0,0,92,6,0.08688875275765949,0.08688875275765949,0.0,True
wavelet,damage_area,middle,wavelet:db2:low_only:level=1,1,92,6,0.08768576054500228,0.08688875275765949,0.009172738266432612,True
wavelet,damage_area,middle,wavelet:db2:low_only:level=2,2,92,6,0.09082217286789751,0.08688875275765949,0.045269611835822676,True
wavelet,damage_area,middle,wavelet:db2:low_only:level=3,3,92,6,0.09244849831386416,0.08688875275765949,0.06398694168981,False
wavelet,damage_area,high,wavelet:db2:low_only:level=0,0,92,6,0.09362560184595732,0.09362560184595732,0.0,True
wavelet,damage_area,high,wavelet:db2:low_only:level=1,1,92,6,0.09365387046810351,0.09362560184595732,0.00030193260805622124,True
wavelet,damage_area,high,wavelet:db2:low_only:level=2,2,92,6,0.09302273123715193,0.09362560184595732,-0.006439164041874945,True
wavelet,damage_area,high,wavelet:db2:low_only:level=3,3,92,6,0.0970225273680166,0.09362560184595732,0.036282015336448925,True
wavelet,damage_height,low,wavelet:db2:low_only:level=0,0,92,6,0.08814705449607724,0.08814705449607724,0.0,True
wavelet,damage_height,low,wavelet:db2:low_only:level=1,1,92,6,0.08759909443123082,0.08814705449607724,-0.00621643080394485,True
wavelet,damage_height,low,wavelet:db2:low_only:level=2,2,92,6,0.09118262246937196,0.08814705449607724,0.03443754292924006,True
wavelet,damage_height,low,wavelet:db2:low_only:level=3,3,92,6,0.09597186915909944,0.08814705449607724,0.08877000720847028,False
wavelet,damage_height,middle,wavelet:db2:low_only:level=0,0,92,6,0.0855784455934327,0.0855784455934327,0.0,True
wavelet,damage_height,middle,wavelet:db2:low_only:level=1,1,92,6,0.08704448914933105,0.0855784455934327,0.01713099070370183,True
wavelet,damage_height,middle,wavelet:db2:low_only:level=2,2,92,6,0.09176756593475467,0.0855784455934327,0.07232101843407324,False
wavelet,damage_height,middle,wavelet:db2:low_only:level=3,3,92,6,0.09417877495111272,0.0855784455934327,0.1004964427437558,False
wavelet,damage_height,high,wavelet:db2:low_only:level=0,0,92,6,0.093809687381282,0.093809687381282,0.0,True
wavelet,damage_height,high,wavelet:db2:low_only:level=1,1,92,6,0.09533187323639641,0.093809687381282,0.01622631838572941,True
wavelet,damage_height,high,wavelet:db2:low_only:level=2,2,92,6,0.09934353320956583,0.093809687381282,0.05899013185911128,False
wavelet,damage_height,high,wavelet:db2:low_only:level=3,3,92,6,0.0982411367904364,0.093809687381282,0.04723871844005978,True
wavelet,damage_width,low,wavelet:db2:low_only:level=0,0,92,6,0.0870013974106622,0.0870013974106622,0.0,True
wavelet,damage_width,low,wavelet:db2:low_only:level=1,1,92,6,0.08767825930983249,0.0870013974106622,0.0077798968673499225,True
wavelet,damage_width,low,wavelet:db2:low_only:level=2,2,92,6,0.09480728861221437,0.0870013974106622,0.08972144625110956,False
wavelet,damage_width,low,wavelet:db2:low_only:level=3,3,92,6,0.0967029724380652,0.0870013974106622,0.11151056553275596,False
wavelet,damage_width,middle,wavelet:db2:low_only:level=0,0,92,6,0.08841547490595714,0.08841547490595714,0.0,True
wavelet,damage_width,middle,wavelet:db2:low_only:level=1,1,92,6,0.08906131542059537,0.08841547490595714,0.00730460946259881,True
wavelet,damage_width,middle,wavelet:db2:low_only:level=2,2,92,6,0.08925370479461862,0.08841547490595714,0.009480578932060002,True
wavelet,damage_width,middle,wavelet:db2:low_only:level=3,3,92,6,0.08732774863710613,0.08841547490595714,-0.012302442191346796,True
wavelet,damage_width,high,wavelet:db2:low_only:level=0,0,92,6,0.08974792599032365,0.08974792599032365,0.0,True
wavelet,damage_width,high,wavelet:db2:low_only:level=1,1,92,6,0.08978813933305985,0.08974792599032365,0.0004480698834259389,True
wavelet,damage_width,high,wavelet:db2:low_only:level=2,2,92,6,0.09009816123309555,0.08974792599032365,0.0039024327181629292,True
wavelet,damage_width,high,wavelet:db2:low_only:level=3,3,92,6,0.09197253989900145,0.08974792599032365,0.02478735730247017,True
