schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,reference_version,analysis_scope,stop_system,first_success_step,first_success_cost,sustained_success_step,sustained_success_cost,sustained_until_recorded_end_only,full_input_only,success_to_failure_count,failure_to_success_count,regressed_after_first_success,post_sustained_stop_delay,uncompleted_wait_after_sustained,outcome_category
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P4,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,138,0.4332542037586548,138,0.4332542037586548,True,False,0,1,False,0.3443543246510606,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P4,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,138,0.4332542037586548,138,0.4332542037586548,True,False,0,1,False,,,FALSE_STOP_WITH_LATER_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,138,0.4332542037586548,138,0.4332542037586548,True,False,0,1,False,0.3443543246510606,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,R_BALANCED_P8,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,138,0.4332542037586548,138,0.4332542037586548,True,False,0,1,False,,,FALSE_STOP_WITH_LATER_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,108,0.32410814375206065,108,0.32410814375206065,True,False,0,1,False,0.4194351027585449,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,108,0.32410814375206065,108,0.32410814375206065,True,False,0,1,False,0.2912078250357182,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,147,0.47443455324760964,147,0.47443455324760964,True,False,0,1,False,0.30446642488185516,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,147,0.47443455324760964,147,0.47443455324760964,True,False,0,1,False,0.12924936806242449,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,138,0.46564237828332783,138,0.46564237828332783,True,False,0,1,False,0.20820309924167496,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,138,0.46564237828332783,138,0.46564237828332783,True,False,0,1,False,0.1964787339268052,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,152,0.5487877788767996,152,0.5487877788767996,True,False,0,1,False,0.2065721507858006,,SUCCESS_WITH_POSTSUSTAINED_DELAY
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_VLM_S1,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,152,0.5487877788767996,152,0.5487877788767996,True,False,0,1,False,,,FALSE_STOP_WITH_LATER_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_BC_CAL,152,0.693759753819101,152,0.693759753819101,True,False,0,1,False,,,FALSE_STOP_WITH_LATER_SUCCESS
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,BC_NO_US_FEEDBACK_S1,1,PROXY_LEGACY,POST_STOP_FROZEN_SUFFIX_DIAGNOSTIC,S_RULE,152,0.693759753819101,152,0.693759753819101,True,False,0,1,False,0.29461039674689526,,SUCCESS_WITH_POSTSUSTAINED_DELAY
