schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,reference_version,analysis_scope,comparator,diverged,common_prefix_action_count,first_divergence_step,bc_action,p8_action,bc_pre_divergence_cost,p8_pre_divergence_cost,bc_pre_divergence_success,p8_pre_divergence_success,divergence_before_either_s_bc_stop
1,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,6,6,"[35, 0, 1]","[34, -1, 0]",0.0015716012748653698,0.0015716012748653698,False,False,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[36, -1, 0]","[37, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[36, -1, 0]","[37, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[36, -1, 0]","[37, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[36, -1, 0]","[37, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[36, -1, 0]","[37, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[36, -1, 0]","[37, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[61, -1, 0]","[59, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[59, -1, 0]","[35, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[60, -1, 0]","[61, -1, 0]",0.0010396746895263217,0.0010396746895263217,False,False,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[61, -1, 0]","[59, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[59, -1, 0]","[35, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[60, -1, 0]","[61, -1, 0]",0.0010396746895263217,0.0010396746895263217,False,False,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,2,2,"[60, -1, 0]","[59, -1, 0]",0.0005319265853390482,0.0005319265853390482,False,False,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[59, -1, 0]","[35, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[36, 0, 1]","[37, -1, 0]",0.0010638531706780965,0.0010638531706780965,False,False,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,2,2,"[60, -1, 0]","[59, -1, 0]",0.0005319265853390482,0.0005319265853390482,False,False,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[59, -1, 0]","[35, -1, 0]",0.0,0.0,False,False,True
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[36, 0, 1]","[37, -1, 0]",0.0010638531706780965,0.0010638531706780965,False,False,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[38, -1, 0]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[37, -1, 0]","[36, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[36, 0, 1]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[38, -1, 0]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[37, -1, 0]","[36, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[36, 0, 1]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[5, -1, 0]","[13, -1, 0]",0.0,0.0,False,False,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[5, -1, 0]","[47, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[5, -1, 0]","[47, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[5, -1, 0]","[13, -1, 0]",0.0,0.0,False,False,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[47, 0, 1]","[21, -1, 0]",0.0010638531706780965,0.0010638531706780965,False,False,True
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[5, -1, 0]","[13, -1, 0]",0.0,0.0,False,False,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[39, -1, 0]","[45, -1, 0]",0.0010154962083745466,0.0010154962083745466,False,False,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[37, -1, 0]","[36, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[38, 0, 1]","[45, -1, 0]",0.0010154962083745466,0.0010154962083745466,False,False,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[39, -1, 0]","[45, -1, 0]",0.0010154962083745466,0.0010154962083745466,False,False,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[37, -1, 0]","[36, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[38, 0, 1]","[45, -1, 0]",0.0010154962083745466,0.0010154962083745466,False,False,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[38, -1, 0]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[37, -1, 0]","[36, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[36, 0, 1]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[38, -1, 0]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,1,1,"[37, -1, 0]","[36, -1, 0]",0.0002659632926695241,0.0002659632926695241,False,False,True
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,3,3,"[36, 0, 1]","[43, -1, 0]",0.0007737113968567975,0.0007737113968567975,False,False,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,CHARACTERIZE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,2,2,"[60, -1, 0]","[59, -1, 0]",0.0005319265853390482,0.0005319265853390482,False,False,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,CHARACTERIZE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[59, -1, 0]","[35, -1, 0]",0.0,0.0,False,False,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,CHARACTERIZE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[35, 0, 1]","[37, -1, 0]",0.0010638531706780965,0.0010638531706780965,False,False,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,LOCATE,BC_S1,1,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,2,2,"[60, -1, 0]","[59, -1, 0]",0.0005319265853390482,0.0005319265853390482,False,False,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,LOCATE,BC_S2,2,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,0,0,"[59, -1, 0]","[35, -1, 0]",0.0,0.0,False,False,True
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,LOCATE,BC_S3,3,PROXY_LEGACY,COMMON_HISTORY_DIVERGENCE,R_BALANCED_P8,True,4,4,"[35, 0, 1]","[37, -1, 0]",0.0010638531706780965,0.0010638531706780965,False,False,True
