schema_version,dataset_id,specimen_id,specimen_key,task,analysis_scope,reference_version,no_reliable_cue,surface_cue_cells,surface_ring_cells,target_pixel_count,surface_pixel_count,intersection_pixel_count,union_pixel_count,target_coverage_by_surface,surface_precision_proxy,surface_target_iou,overlap_group
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[27,28,35,36,39,40,47,48]","[18,19,20,21,26,29,30,31,32,33,34,37,38,41,42,43,44,45,46,49,54,55,56,57]",5543,57122,1593,61072,0.2873895002706116,0.027887679002836036,0.026083966465810845,CUE_OVERLAP
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[27,28,35,36,39,40,47,48]","[18,19,20,21,26,29,30,31,32,33,34,37,38,41,42,43,44,45,46,49,54,55,56,57]",62020,57122,11754,107388,0.18951950983553692,0.20577010608872237,0.10945357023131076,CUE_OVERLAP
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[27,28,29,58,59,60]","[18,19,20,21,22,26,30,34,35,36,37,38,49,50,51,52,53,57,61]",30679,43180,12268,61591,0.3998826558883927,0.2841130152848541,0.19918494585247845,CUE_OVERLAP
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[27,28,29,58,59,60]","[18,19,20,21,22,26,30,34,35,36,37,38,49,50,51,52,53,57,61]",63658,43180,13006,93832,0.20431053441829777,0.30120426123205185,0.13860942961889333,CUE_OVERLAP
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[29,30,35,36,37,38,43,44]","[20,21,22,23,26,27,28,31,34,39,42,45,46,47,50,51,52,53]",18513,56952,7911,67554,0.42732134175984443,0.1389064475347661,0.11710631494804156,CUE_OVERLAP
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[29,30,35,36,37,38,43,44]","[20,21,22,23,26,27,28,31,34,39,42,45,46,47,50,51,52,53]",36961,56952,8467,85446,0.22907929980249453,0.14866905464250596,0.09909182407602463,CUE_OVERLAP
1,w68dtmpfyf,q16-21,w68dtmpfyf:q16-21,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,43,44]","[26,27,28,29,34,37,42,45,50,51,52,53]",99576,28560,0,128136,0.0,0.0,0.0,CUE_DISJOINT
1,w68dtmpfyf,q16-21,w68dtmpfyf:q16-21,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,43,44]","[26,27,28,29,34,37,42,45,50,51,52,53]",122039,28560,6917,143682,0.05667860274174649,0.24219187675070028,0.0481410336715803,CUE_OVERLAP
1,w68dtmpfyf,q16-3,w68dtmpfyf:q16-3,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,43,44]","[26,27,28,29,34,37,42,45,50,51,52,53]",40516,28560,0,69076,0.0,0.0,0.0,CUE_DISJOINT
1,w68dtmpfyf,q16-3,w68dtmpfyf:q16-3,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,43,44]","[26,27,28,29,34,37,42,45,50,51,52,53]",68271,28560,11815,85016,0.17306030378931025,0.41369047619047616,0.13897384021831186,CUE_OVERLAP
1,w68dtmpfyf,q16-31,w68dtmpfyf:q16-31,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,49,50]","[26,27,28,29,34,37,40,41,42,43,44,45,48,51,56,57,58,59]",11925,28392,6119,34198,0.5131236897274634,0.21551845590307128,0.17892859231534008,CUE_OVERLAP
1,w68dtmpfyf,q16-31,w68dtmpfyf:q16-31,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,49,50]","[26,27,28,29,34,37,40,41,42,43,44,45,48,51,56,57,58,59]",17465,28392,6142,39715,0.35167477812768394,0.21632854325162018,0.15465189475009442,CUE_OVERLAP
1,w68dtmpfyf,q16-36,w68dtmpfyf:q16-36,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",27743,21336,0,49079,0.0,0.0,0.0,CUE_DISJOINT
1,w68dtmpfyf,q16-36,w68dtmpfyf:q16-36,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",45452,21336,5639,61149,0.12406494763706767,0.2642950881139858,0.09221737068472093,CUE_OVERLAP
1,xcmzfsbd9t,c24-20,xcmzfsbd9t:c24-20,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,59,60]","[26,27,28,29,34,37,42,43,44,45,50,51,52,53,58,61]",674,7482,0,8156,0.0,0.0,0.0,CUE_DISJOINT
1,xcmzfsbd9t,c24-20,xcmzfsbd9t:c24-20,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,59,60]","[26,27,28,29,34,37,42,43,44,45,50,51,52,53,58,61]",1371,7482,289,8564,0.21079504011670314,0.03862603581929965,0.03374591312470808,CUE_OVERLAP
1,xcmzfsbd9t,c24-39,xcmzfsbd9t:c24-39,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",225716,21336,6625,240427,0.029351042903471618,0.31050806149231347,0.027555141477454696,CUE_OVERLAP
1,xcmzfsbd9t,c24-39,xcmzfsbd9t:c24-39,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",266987,21336,10923,277400,0.04091210433466798,0.5119516310461192,0.03937635183850036,CUE_OVERLAP
1,xcmzfsbd9t,c24-49,xcmzfsbd9t:c24-49,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,38]","[26,27,28,29,30,31,34,39,42,43,44,45,46,47]",6166,28392,0,34558,0.0,0.0,0.0,CUE_DISJOINT
1,xcmzfsbd9t,c24-49,xcmzfsbd9t:c24-49,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,38]","[26,27,28,29,30,31,34,39,42,43,44,45,46,47]",14992,28392,2527,40857,0.1685565635005336,0.08900394477317554,0.0618498666079252,CUE_OVERLAP
1,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,38,39,40]","[26,27,28,29,30,31,32,33,34,41,42,43,44,45,46,47,48,49]",181503,42588,16127,207964,0.08885252585356716,0.37867474405935947,0.07754707545536728,CUE_OVERLAP
1,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,38,39,40]","[26,27,28,29,30,31,32,33,34,41,42,43,44,45,46,47,48,49]",233256,42588,22021,253823,0.09440700346400521,0.5170705363013055,0.08675730725741954,CUE_OVERLAP
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[36,37]","[27,28,29,30,35,38,43,44,45,46]",4703,14280,0,18983,0.0,0.0,0.0,CUE_DISJOINT
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[36,37]","[27,28,29,30,35,38,43,44,45,46]",10864,14280,242,24902,0.02227540500736377,0.016946778711484593,0.009718094932133966,CUE_OVERLAP
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,59,60,61]","[26,27,28,29,30,34,38,42,43,44,45,46,50,51,52,53,54,58,62]",23249,42926,8465,57710,0.36410168179276525,0.19719983226948704,0.1466816842834864,CUE_OVERLAP
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,59,60,61]","[26,27,28,29,30,34,38,42,43,44,45,46,50,51,52,53,54,58,62]",28052,42926,8983,61995,0.32022672180236705,0.209267110841914,0.1448987821598516,CUE_OVERLAP
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,59,60]","[26,27,28,29,34,37,42,43,44,45,50,51,52,53,58,61]",4703,28730,340,33093,0.07229428024665108,0.011834319526627219,0.010274076088598797,CUE_OVERLAP
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,59,60]","[26,27,28,29,34,37,42,43,44,45,50,51,52,53,58,61]",10577,28730,1162,38145,0.10986101919258769,0.04044552732335538,0.030462708087560623,CUE_OVERLAP
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",16101,21336,6528,30909,0.4054406558598845,0.3059617547806524,0.21120062117829758,CUE_OVERLAP
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",24072,21336,6582,38826,0.2734297108673978,0.3084926884139483,0.16952557564518622,CUE_OVERLAP
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[5,13,47,55]","[4,6,12,14,20,21,22,38,39,46,54,62,63]",10295,28392,588,38099,0.05711510441962118,0.020710059171597635,0.015433475944250504,CUE_OVERLAP
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[5,13,47,55]","[4,6,12,14,20,21,22,38,39,46,54,62,63]",30589,28392,1136,57845,0.03713753310013403,0.04001127078050155,0.019638689601521306,CUE_OVERLAP
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,38]","[26,27,28,29,30,31,34,39,42,43,44,45,46,47]",7459,28392,4280,31571,0.5738034589087009,0.15074668920822767,0.13556745114187072,CUE_OVERLAP
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37,38]","[26,27,28,29,30,31,34,39,42,43,44,45,46,47]",30120,28392,5700,52812,0.1892430278884462,0.2007607776838546,0.10793001590547603,CUE_OVERLAP
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",7680,21336,4150,24866,0.5403645833333334,0.19450693663292087,0.16689455481380197,CUE_OVERLAP
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,37]","[26,27,28,29,30,34,38,42,43,44,45,46]",23988,21336,4208,41116,0.17542104385526097,0.19722534683164605,0.10234458604922658,CUE_OVERLAP
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,LOCATE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,59,60]","[26,27,28,29,34,37,42,43,44,45,50,51,52,53,58,61]",211409,28730,8536,231603,0.040376710546854676,0.2971110337626175,0.036856171983955306,CUE_OVERLAP
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,CHARACTERIZE,PROXY_SPATIAL_RELATION,PROXY_LEGACY,False,"[35,36,59,60]","[26,27,28,29,34,37,42,43,44,45,50,51,52,53,58,61]",245040,28730,12823,260947,0.05233023179888998,0.44632788026453185,0.04914024687005407,CUE_OVERLAP
