schema_version,dataset_id,specimen_id,specimen_key,task,analysis_scope,reference_version,report_sha256,formal_success,iou,recall,relative_area_error,failure_types
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,d3d30bb3f23d6806310ed10401fc93beae485e2b8dcabd2398fb9f8909d4dd33,False,0.004215377697841726,0.010209637898175878,0.4322080043561122,
1,74t7kcdgkr,c8-24,74t7kcdgkr:c8-24,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,False,0.022673440815715557,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,3c6eeea0b52651ef758d761328c1e056e13af2ca7f7b4a20a3d79ad8cf2e0782,False,0.18970785967485637,0.2909636295463067,0.17529058867641545,
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,False,0.02811506661148729,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,8c5f27163cb307531b56b0f379aa275e133c3ee259cca985ecd066c3049364f5,False,0.2629046937979457,0.6043036461446504,0.9028690974297668,
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,b7591f0d74736e6becc21526fd04500d298579a7a8c245501d136e29732cdc8f,False,0.05639738029603357,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,de7a638ca36d2123e4c1fcc814ccc45813e8d562d85e04004edcdac1153e0147,False,0.1785287081339713,0.5302895718600107,1.5006217800675075,
1,74t7kcdgkr,c8-7,74t7kcdgkr:c8-7,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,1f468f21d945f7907d0382893eebe416cd5c03a41e898507824a066a6d29b4e5,False,0.0,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,cgtnjyggtm,q24-21,cgtnjyggtm:q24-21,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,2960218f1dcc26cc374b62f4a330fe16d0dde1580655b820be3e96d9bddf422b,False,0.2081381115191423,0.5719886785449146,1.3201095025983667,
1,cgtnjyggtm,q24-21,cgtnjyggtm:q24-21,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,e5a9dea0945fa50b2ff7549f4d79891fed09768ab281c712b5f6e19c85f638b2,False,0.2382009770277363,0.0,0.0,
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,e1f14ad1bff68bdd3ab878735dfa9dc4a7c18a9d0b5c2ccba98773bd92e86c5d,False,0.0742651144896767,0.38974052194720704,3.6377028340686457,
1,cgtnjyggtm,q24-37,cgtnjyggtm:q24-37,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,59dc2f550340472d4b05593303578450fc5ae5a44cd45fc8f09a7c24f97b8dee,False,0.044322311851786186,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,af558c3613e5de168494c0c5f94f4047dabbe96fed1498dd2bc055d6fbce1680,False,0.42700953016031784,0.7868974168608075,0.6297073807634214,
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,af7ff0ddad5a5ac35ec306a5d6303dd06f541e7602ed93de484272d37b965f00,True,0.9272851089588378,1.0,0.0,
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,f017278707cc48a4c008a436b32454c2f8225d36a5ca47ead6378353deaa1dc6,False,0.3965613508153796,0.5789739985945186,0.0389599437807449,
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,8a0ae8d86ee953bb26fa34d2c2a61ea5a0e2fe669020b60b1b1bf2bb6c9797ca,True,0.7593495204510231,1.0,0.0,
1,w68dtmpfyf,q16-21,w68dtmpfyf:q16-21,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,97283430d45a3d4fdcb3554ab725b3f8a32758cda990d7c2c96bced2df26f1ee,False,0.13276971628353082,0.7031954117165097,3.9995493650143383,
1,w68dtmpfyf,q16-21,w68dtmpfyf:q16-21,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,2b1e4a3ab1394baf9b67d5908283fc6b9f3382113699770d4e988826c393bfe5,False,0.06723665789079766,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,w68dtmpfyf,q16-3,w68dtmpfyf:q16-3,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,cd2d4fc618cb7bc8ca584f7142af8950fc568fadcdb10fa812018e0f92d71af7,False,0.19380763851022972,0.5039918621497488,1.1044665700810703,
1,w68dtmpfyf,q16-3,w68dtmpfyf:q16-3,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,b824478dd3a052fe8408bf89a03df7feb4a9046c8a92530cab450130dec19aad,False,0.09122207644691774,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,w68dtmpfyf,q16-31,w68dtmpfyf:q16-31,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,f76c88280c22ee52165c44dfe0da63f78cee529c6d4b04c84ec47892cb2e3f7f,False,0.4762509424229197,0.608065660147938,0.11515857736346134,
1,w68dtmpfyf,q16-31,w68dtmpfyf:q16-31,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,3b628d6e88bf0ac67ed653344ba9489f68ba5e1ccc45b57696a762236a6b4bc9,True,0.7305467372134039,1.0,0.0,
1,w68dtmpfyf,q16-36,w68dtmpfyf:q16-36,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,249db01e93ca57159861d9b8736ebe502d78fed67457a6b3b9e6cfa6783a9ff9,False,0.2252051114499383,0.5627523019004853,1.061595681952193,
1,w68dtmpfyf,q16-36,w68dtmpfyf:q16-36,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,e876b0f66ae62683327a8a6aec8be1a524f6e08ea2b8e84adc521adc374af681,False,0.057172291734540234,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,xcmzfsbd9t,c24-20,xcmzfsbd9t:c24-20,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,531a72a68a8dba6ef3e60eb22a5e96352e872221977a5880153ea35042d0a8f1,False,0.14557988645579886,0.2469050894085282,0.057083906464924346,
1,xcmzfsbd9t,c24-20,xcmzfsbd9t:c24-20,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,a1a753e2ad5d8be27510033d07036f822ac4c52570d3c4e4feb20385896990c6,False,0.017777816796305725,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,xcmzfsbd9t,c24-39,xcmzfsbd9t:c24-39,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,8a713bef0c82134ed1d937d309c57224c6eca6bbd7e3985fdbc296a733838041,False,0.08132456529743531,0.5002010709674688,4.650877304379114,
1,xcmzfsbd9t,c24-39,xcmzfsbd9t:c24-39,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,1cb930a9a087b5412d2dfb7c357a01a214cde6937c5538589c9b9162063464f0,False,0.1574302669024769,0.0,0.0,
1,xcmzfsbd9t,c24-49,xcmzfsbd9t:c24-49,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,868ae3150a0b00fa541e147fcb1cb76af3e3c7031b8766cb85c6d845d17a2303,False,0.1549664078529187,0.2808194211562295,0.09295035357585478,
1,xcmzfsbd9t,c24-49,xcmzfsbd9t:c24-49,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,bbba06b7fa80356eabe9794b917ced145204de463fe821be1793334450569a72,False,0.04913312611716225,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,8b16ad4aa00506158e901af9c1e7e1b56a8a47661fe9fd522b6be8eb938e6f73,False,0.04923048170057856,0.48489335307535314,8.334347112729601,
