schema_version,dataset_id,specimen_id,specimen_key,task,analysis_scope,reference_version,report_sha256,formal_success,iou,recall,relative_area_error,failure_types
1,xcmzfsbd9t,c24-54,xcmzfsbd9t:c24-54,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,1465322313e9cd3555ac906a624e9474bc8f84f7330c29c3921cb87c45011fb2,False,0.09631929226523821,0.0,0.0,
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,eb63b838d561ed6ab2c6b252b5fb7a82e6067342e81221885cabc8accad7c478,False,0.027244735250453622,0.03739481528998906,0.5900532055394136,
1,yfxyg8jm46,c16-15,yfxyg8jm46:c16-15,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,False,0.0757204871047557,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,f0e5066dcc753f3631d41ff80c880b00389470ed7d8329bf1f4134493c76f1e5,False,0.6379244039116581,0.7354869358669833,0.11157561361836896,
1,yfxyg8jm46,c16-19,yfxyg8jm46:c16-19,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,3f1c399239d62a60e79c0c2f5d6c460789d10633ea04103a97e296d8f55b62ee,True,0.8735833783054506,1.0,0.0,
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,eed885636881a696ad5a62e82052b1f728c014e80039aeaddfa261bc8143c1ec,False,0.2983535371811109,0.45173956716281616,0.034152132225367546,
1,yfxyg8jm46,c16-38,yfxyg8jm46:c16-38,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,55099d38e247f2f825d0df135821f69207633c140b051c9853ef3dea1204b2ca,False,0.03782282136850725,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,279bd48d057a0674264cf8f8cdb88e255a2f1792b14c484cbd99e4adc677e18b,False,0.5264600264600264,0.6853241481116988,0.012916717923483824,
1,yfxyg8jm46,c16-4,yfxyg8jm46:c16-4,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,da20fc5014f0f1d9d4047b71a6f78018398e3e60be0cc328447fbcb1e3821872,True,0.8557777024737377,1.0,0.0,
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,90b1529aedfe4d75165f443412aa8e6718b9c0772500a25ddb61ea51506e4021,False,0.11714888728593946,0.39057628930257415,1.7245925002226774,
1,ykhs7s2dck,q8-19,ykhs7s2dck:q8-19,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,bf8b0c1426f7925cd613c2a4d7de36f1239b01751fe27d80fbd4cbc1af2a382e,False,0.03503596932261445,0.0,0.0,INSUFFICIENT_MEASURED_SUPPORT
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,0004a631f5037efc3c5844556e4858a681e0ad603cbf5d764cd133bb6430cfa6,False,0.1876372272258816,0.36589628205688324,0.3159159421556206,
1,ykhs7s2dck,q8-31,ykhs7s2dck:q8-31,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,980ba96f58355c45e620920388d10a1715c3365329610bd4da472f832fc6c91a,True,0.5752237399905794,1.0,0.0,
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,f6c8c9e28833da326048b3553e3dda31c7dfa445929ad89de67133af2c3a0510,False,0.19850277131271446,0.3186580386719051,0.07603420383637624,
1,ykhs7s2dck,q8-33,ykhs7s2dck:q8-33,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,d3d4fab07033eca1f03ba078fffb508a02d7fb51b5ebd46935b25307183d68b4,False,0.44086292709174063,0.0,0.0,
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,CHARACTERIZE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,6a24e173e5aa33c33cccbbbc6680648c27b1878eff48cd089d1a98e714b80b27,False,0.02054334183570185,0.7223804100227791,33.88610478359909,
1,ykhs7s2dck,q8-4,ykhs7s2dck:q8-4,LOCATE,FULL_INPUT_READER_DIAGNOSTIC,REVIEWED_02339eda86d486c3,382775ba836a551517567d8ef758b495dea576b7e76e8b6a1bbd42f9bf6dc063,False,0.026349620054768468,0.0,0.0,
