schema_version,task,analysis_scope,reference_version,isolated_input,full_actor,ablated_actor,metric,estimate,ci_lower,ci_upper,confidence_level,physical_specimen_count,domain_count,bootstrap_replicates,bootstrap_draws_sha256
1,LOCATE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_SURFACE_CUES,BC_S1,BC_NO_VLM_S1,planner_ausc,0.010738424477873121,-0.005271952786137091,0.02643453348252564,0.95,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,LOCATE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_SURFACE_CUES,BC_S1,BC_NO_VLM_S1,planner_ausc,0.010738424477873121,-0.0071483381873465816,0.028269513724885145,0.975,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,CHARACTERIZE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_SURFACE_CUES,BC_S1,BC_NO_VLM_S1,planner_ausc,0.0,0.0,0.0,0.95,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,CHARACTERIZE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_SURFACE_CUES,BC_S1,BC_NO_VLM_S1,planner_ausc,0.0,0.0,0.0,0.975,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,LOCATE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_US_FEEDBACK_CONTENT,BC_S1,BC_NO_US_FEEDBACK_S1,planner_ausc,0.20127601899850378,0.09180753997524697,0.3234722705403253,0.95,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,LOCATE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_US_FEEDBACK_CONTENT,BC_S1,BC_NO_US_FEEDBACK_S1,planner_ausc,0.20127601899850378,0.07315800758026718,0.33717933770887865,0.975,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,CHARACTERIZE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_US_FEEDBACK_CONTENT,BC_S1,BC_NO_US_FEEDBACK_S1,planner_ausc,0.0,0.0,0.0,0.95,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
1,CHARACTERIZE,REVIEWED_ACTOR_INPUT_INCREMENT_ONLY,REVIEWED_02339eda86d486c3,ACTOR_US_FEEDBACK_CONTENT,BC_S1,BC_NO_US_FEEDBACK_S1,planner_ausc,0.0,0.0,0.0,0.975,24,6,5000,ec9e3bcc4bb6cbabe76d6d2f612d42a2272f1581a37ed78e25fd49439515c3b2
