action_jaccard,cai_advantage,cai_advantage_auebc,cai_on_cai_loss,cai_on_field_loss,cell_jaccard,dataset_id,field_advantage,field_advantage_auebc,field_on_cai_loss,field_on_field_loss,high_level_action_overlap,nominal_budget,normalized_edit_distance,outer_domain,specimen_id,status
0.3543307086614173,5.372382350099514e-08,0.010179861300689354,0.16651288830410405,0.026188754813705886,0.515625,74t7kcdgkr,0.0,0.0038244749262858592,0.16651294202792755,0.026188754813705886,0.21495327102803738,0.0,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3543307086614173,0.12812533080139155,0.010179861300689354,0.0002916889300835779,0.019863823070182963,0.515625,74t7kcdgkr,0.017174950605582055,0.0038244749262858592,0.12841701973147512,0.0026888724646009082,0.21495327102803738,0.03125,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3543307086614173,0.06808561326098161,0.010179861300689354,0.0004900006073988994,0.01900805588575868,0.515625,74t7kcdgkr,0.01737055058254701,0.0038244749262858592,0.06857561386838051,0.0016375053032116709,0.21495327102803738,0.0625,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3543307086614173,0.039688031208494734,0.010179861300689354,0.00014582812374597243,0.01898520890717418,0.515625,74t7kcdgkr,0.017646946369346907,0.0038244749262858592,0.039833859332240706,0.0013382625378272719,0.21495327102803738,0.09375,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3543307086614173,0.02438547945977454,0.010179861300689354,0.00018035688776540937,0.01803748529252295,0.515625,74t7kcdgkr,0.01693693390125149,0.0038244749262858592,0.02456583634753995,0.0011005513912714588,0.21495327102803738,0.125,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3543307086614173,0.02376557712941707,0.010179861300689354,0.00029822050962957647,0.016596752192956924,0.515625,74t7kcdgkr,0.01591430442627424,0.0038244749262858592,0.024063797639046647,0.000682447766682685,0.21495327102803738,0.1875,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3543307086614173,0.005747186040783725,0.010179861300689354,0.005632229985583881,0.013461244769218905,0.515625,74t7kcdgkr,0.01295674037924582,0.0038244749262858592,0.011379416026367606,0.0005045043899730837,0.21495327102803738,0.25,0.9158878504672897,74t7kcdgkr,c8-2,RUN_AUTHORIZED
0.3064516129032258,-1.28615081917971e-08,0.0018360396942030694,0.010976569879962539,0.02686239540977364,0.46875,74t7kcdgkr,0.0,0.004127947181271081,0.010976557018454347,0.02686239540977364,0.24242424242424243,0.0,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3064516129032258,0.02125553880717379,0.0018360396942030694,0.000158693309429081,0.02453150932556043,0.46875,74t7kcdgkr,0.021947887469247595,0.004127947181271081,0.02141423211660287,0.002583621856312833,0.24242424242424243,0.03125,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3064516129032258,0.0036623126853833066,0.0018360396942030694,0.0005757564109848401,0.0217837672104707,0.46875,74t7kcdgkr,0.020155889874082584,0.004127947181271081,0.004238069096368147,0.0016278773363881166,0.24242424242424243,0.0625,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3064516129032258,0.003633539559284582,0.0018360396942030694,0.00010169983632590807,0.01891255924277617,0.46875,74t7kcdgkr,0.01766049528060441,0.004127947181271081,0.00373523939561049,0.001252063962171761,0.24242424242424243,0.09375,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3064516129032258,0.002037013595894477,0.0018360396942030694,0.0005412814057319526,0.01827537332195304,0.46875,74t7kcdgkr,0.017224380198661543,0.004127947181271081,0.0025782950016264294,0.0010509931232914997,0.24242424242424243,0.125,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3064516129032258,0.0023480407190942243,0.0018360396942030694,0.0002513407581303806,0.016762333939436682,0.46875,74t7kcdgkr,0.016081697743595535,0.004127947181271081,0.002599381477224605,0.0006806361958411466,0.24242424242424243,0.1875,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3064516129032258,0.022450283761380474,0.0018360396942030694,0.0004511219567194802,0.014793419718226748,0.46875,74t7kcdgkr,0.014330071391556622,0.004127947181271081,0.022901405718099954,0.00046334832667012594,0.24242424242424243,0.25,0.9494949494949495,74t7kcdgkr,c8-3,RUN_AUTHORIZED
0.3252032520325203,1.28615081917971e-08,0.05204119158637755,0.08585364608233648,0.048435188399421826,0.53125,74t7kcdgkr,0.0,0.00687629655307438,0.08585365894384467,0.048435188399421826,0.26804123711340205,0.0,0.9381443298969072,74t7kcdgkr,c8-4,RUN_AUTHORIZED
0.3252032520325203,0.22108552047651975,0.05204119158637755,0.00011795431433447856,0.04003579099899302,0.53125,74t7kcdgkr,0.03518216854222976,0.00687629655307438,0.22120347479085423,0.004853622456763261,0.26804123711340205,0.03125,0.9381443298969072,74t7kcdgkr,c8-4,RUN_AUTHORIZED
0.3252032520325203,0.2855581601001336,0.05204119158637755,0.00041222141011754143,0.0379278592763421,0.53125,74t7kcdgkr,0.03558944472605638,0.00687629655307438,0.2859703815102511,0.002338414550285724,0.26804123711340205,0.0625,0.9381443298969072,74t7kcdgkr,c8-4,RUN_AUTHORIZED
0.3252032520325203,0.21595456073149877,0.05204119158637755,5.204627545751794e-05,0.032768988693263376,0.53125,74t7kcdgkr,0.03156350690486969,0.00687629655307438,0.21600660700695629,0.001205481788393686,0.26804123711340205,0.09375,0.9381443298969072,74t7kcdgkr,c8-4,RUN_AUTHORIZED
0.3252032520325203,0.18457337409898378,0.05204119158637755,9.457170577842344e-05,0.030870836322659585,0.53125,74t7kcdgkr,0.029926619537512536,0.00687629655307438,0.1846679458047622,0.0009442167851470486,0.26804123711340205,0.125,0.9381443298969072,74t7kcdgkr,c8-4,RUN_AUTHORIZED
