authorization_status,cscan_decoded_sha256,cscan_source_sha256,dataset_id,initial_nominal_budget,mavis_authority_sha256,native_height,native_width,roster_index,specimen_id,surface_authority_sha256,surface_hypothesis_sha256,surface_path,surface_sha256,surface_top_cells,surface_transform_sha256
AUTHORIZED,951de997bc49057d26765af017fc6d962f157915adb4f75d9ba99b9ee04c4a32,044612e5198cebaeb7b22cc1a094aeef0edf1523818ab4747a75d42f1de18aee,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,249,q8-12,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,bf828d761f6ad71f7e35b82d35f4742ede980db3331c04051f0dd25ee3ed30b4,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-12.png,efc3211201703dc2fb720fb6b97ec43574330fe50de7bfd882b53e834b96acd2,53;27;35;50;49;26;17;43,d030185a858086cb25abea678f30afbb4511fde9bf64df414d4c76135e9413ea
AUTHORIZED,a70a1035b3c1ffeafc151213fc455c1d289cb676b22231eee37ad238a35b1010,deeaa3c5774e1c5d9cbee580c1e5292b9665954a5ee584f066f976f336d63c32,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,250,q8-13,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,0722099361c6c7a95e1c77d7c1cd0a0a7e643f7db3ddb73cdd986552fe39ed2d,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-13.png,b1a291044d057ac1fe3cb43e898c7595695b8a97425c6f121ca11e00e166b8fb,24;25;35;27;19;26;34;33,bb1e727b258b61ed22826bbbfb7750d360670085b56ffaf563a5add4ce18d464
AUTHORIZED,c4201e5aaa2e3cc94e37bb1d74c20c786b65ee99b3d2068abb1058e2acb3846e,9bfeb0a61e9402910c6eac750d7ac8b48825ee95d90aa1bddeea888fafbf8076,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,251,q8-14,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,3d85a1e528f0ec922b64d7ae8c43963c51245816bfea42b624f6f723c9a5c67e,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-14.png,b013d48f5d83d9cce399f3dce6b7dee801cd4ed36188db8be83838a8f9837c4c,35;27;34;28;36;26;37;19,49bacebc38098dad87816dc126ef2ac2c51816daee8510bc525bd24092332fbb
AUTHORIZED,b09b1b2c1454b254842704b03d8e009021de268fb843a62ddee24934c8b226b1,d275e7eb6fd325f8b95ecdf4255660bae96521ad6c2412422974115f9afb3798,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,252,q8-15,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,771da9faffa7a73b842913a669672b9883ba6792e945d691cae8783c8ee103c6,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-15.png,543323edc2e52ccb1e8fc019e50183ee4584a9df2c392aa8a0e70ec21199739e,35;43;34;51;27;26;33;19,b34070a11dacde074570100e4fa0d6d3811420bca204a268067398b0634783c9
AUTHORIZED,e5f3bf21a2e7ff7362c0c7b40b8faa9fd1a865088e49768bd04b9d28333fa800,30861c9966ca883bad297642b68c1a86a83f530d7274ebb163d4a30050558bd7,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,253,q8-16,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,b96be911ba6daceead74b3e899b2c1a54bc6a0f9f8abf6a89d86060f54531dcd,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-16.png,203da6defb70ffe7ed722869ef3b696923bb3240ddf5bd75c9de979ea2e4aed7,35;51;27;54;28;11;14;43,64b5c8387ccf82351e9712bca203b900435092090618dd22943383225192a3ab
AUTHORIZED,f78a2c8593c760aa8e6d4a452dbee68d673fb46f0e7cfc4f5a18c9301c6f4f49,b3bf97bfa24b09f02566e9e83ab79ffa116fb9c7fa94fe9b4fa2f2bce0504719,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,254,q8-18,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,1c8ab64dd21575fb75432acec8afbf174acbf0349795445aa4a5f4d460e78b23,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-18.png,c69889493c1c0706200e4b6c03a41edb4d3205552046fc4796bf0490e9e7fccc,35;27;19;43;36;11;18;34,fe28afbc0413b3f651ce7358f23b25838fc42e94ebcf14fafa4fa35eb468c8c5
AUTHORIZED,3a5fc3d0debcd2f7f1cdcd5e61447995bb26fe21eeb50497ebed74e208052650,b07fcffaa9e5f3fca0243c458b0725939eadb3c75afd66509107cc58320e110c,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,255,q8-19,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,f2cd7ce2721c026feb386f5fa27c0feb0d85e06ac5256ad431d1b2b4bdce1983,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-19.png,fb9d6532eafcac24ea99d2656bc869b5c790db64162dcba2fb8f81691ef33b75,35;38;32;54;14;30;19;11,7e6edfa2a154e43594f2f07a9a82e2e585f5b08cfbbacdf53e64eea610c9e639
AUTHORIZED,f8577250e85cf5b0ab3c1c9e176c7116d5a53b3934f2037eb4b5964f9a20abe3,c4ecfdeafa74e7fec59a6d44e2fed99e8e78e64559ceceeb486b60b346d47c18,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,256,q8-20,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,335223dcce0342ba64cc74b80f36a38bf9405598efc4ff5e74521cdaf2e80877,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-20.png,ccb337e4d8135efe5028426894267a640ed58ac9badab94bc382a110d54e5309,51;50;35;34;38;42;36;11,1fd02b7d833287a99ac4cf923481080f681cbbd124d312a182ed53e2895bdfdc
AUTHORIZED,4794f19d69f3b855ef993e6fca6db936fffcce077da86c7cc67f9326ae95b4ff,54c59f9f5e503b47098d33d8d8d45e57542a11e0a401232a50ed891e1223018f,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,257,q8-21,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,e33f9802450e89f4966663b95be0c0197aa7aa0d143b0019168c6c37b1556642,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-21.png,c0262985a4d0b2827123769fb6c7aa3ecee5c2cc7c8af4b6a32b29210c75414b,21;29;38;30;22;13;14;39,913a498caf141eff5021f419bdaa25a3e6275161141282ab82cebf5e2c405aa1
AUTHORIZED,657908f0b5ba46df23c55417538df590ca8d7982bb5a6eee16835cdef17722a5,35c9d490efe28228d6132574dae6dde1af3eb1b93e788401b60599c4a6c85ac2,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,258,q8-22,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,5c40ec7e01f5335073afe50bd5ff5e83b92b0fff2fa9dfb6bb493437ef27f92c,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-22.png,0ef06a2f917f965f7bd48f79fd2266874fc1630f2f3707eda8db724e787ece99,55;39;47;63;23;31;22;15,f9a817aac88ee4bd6824805c9d2ee6f7bb672a3929dc2dfbf2152d0972392275
AUTHORIZED,74d1a627179d42dd4731e2524c91caf7391c5b9d5536905e0c1b98ab33f8157b,d00e61a46e67a4908dbcbce39cab14fc455fc1afbdf23ed0ec0f5098ad8d746c,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,259,q8-23,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,e7cee5acd428459319187496abe016ce105ef5cefdd0d82c69cd39cb3dee9a9d,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-23.png,83d1881eeef833a25eed136f81365192ad13eeb25a16c199d4588ce4e13f56f3,19;11;14;35;54;29;10;50,115035023decf63b4e5a4de80c821a7c49933e529f98c39d66b25cb28aa3a284
AUTHORIZED,30b7168fcebe56fa3098d8660a2695276e6ea3f4ab0e68dd0a67fba6cd09fcdf,2ef59b16ad59697e58dddcdea56ca2f04e5c9920aed99512d31324a51bcb752a,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,260,q8-24,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,be3d9f39fd0582a3f69b4446f46826e9d58f74a157ba6e0649082b524ed1b18d,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-24.png,9e3880677356cf9839f386722b734054bddc25f48600e5238a1c7cacf6f519b9,51;54;50;43;53;10;14;38,4a168d75539c70414148d85739cf3c5f9bce765381415e804cdd8f0b2981d9be
AUTHORIZED,7ff1ca8034cb2509f47bed0a4a76caf5fa5d000add825f26df9f36af119f601c,f78f2590ff13a502c36c059c68f678a33a03a3139c7ff05a39dc7eb7b69a6005,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,261,q8-27,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,dbcb98bb98160ce2fa9141cf4390b6bbe4ae6b4a54c340fdac5f5f889472e134,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-27.png,373314607f5445a2b9bbc2af8927b5bfbeb02bf37c68253e1a15223ac346ef07,30;38;35;36;27;54;22;29,c51f8e582b8da92a21a20556b0da31298b83f43bc36c1224dd56f8bba2161897
AUTHORIZED,330527818052340aa87c63f490e28396e0442e8347a5ac6a0f0dc842e46a2bd2,e49b58b8def3ea5384024879a7a7491a2f7a73353c424146d015d6bc527c1e08,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,262,q8-28,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,52df432305d15f06169719eff6c68409ae128a854cf66f04374070cda37b3a62,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-28.png,d533fabbf9c26136f42bba0d65d5ee308a3d1bdff4b1ee49affd2a6e9d1ee3f7,27;35;28;38;22;30;36;14,baa91d210fb98e5703764c8edb5cb5d79f7dd6224516a377654cb40e45b53be5
AUTHORIZED,7f410abc6372546392545e5564170ac563e100922458e8b8f9a57b88ad3ace2d,da1a92efa93ed61c21b4cafd892bab409d454fde022f16b5e2dd6cca67e6c703,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,263,q8-29,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,4d518bbac293f611876737625ea00d0f754f7422c1292e03ee186fa236fbe8e3,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-29.png,97316f12a684311cc32e3fef70136653c3e30ac8723f185c3b07b814d478a6cf,27;28;35;30;14;54;38;46,9904eada67270b5ba3672f668d42844a1ff7c7e727744ad423620fc4eb255232
AUTHORIZED,51845b614d048f06b27749f67f5f4487ba46dda0d9a8547b1c2424f52e7a819e,9db01bf181602a596a70f16022dcb896ef153485cbc36bfd3615d23ed28080a9,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,264,q8-30,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,5aee7e27e138003b546a7225f117bbdcd167654005760467ac34ca8b9af6a710,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-30.png,e165c13a535562c31ecc4abe9623a135543b2af123d2a1563c34cbcfae6159d6,35;27;36;28;33;51;38;13,45c6b9aee7bfecc6ab8139fc162fcdb7baef0d9b9a1511830825a29010dc5cdb
AUTHORIZED,922c56b0314037ae05c1a361a6acf991fe235bbf03d5917f63422c07e2f040ad,5563eeef311e4ef686cd45729bb1bb4caa1634ba78b8b19917ecb364c780f8d5,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,265,q8-31,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,e5a9b8c2d89321f632db1278e7da25cc208bed8eba9845060fcc5f40a63f04f8,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-31.png,c0bca3718848553cac82df488b609ad17bd490b04d57c5f4cfeb2f8ac75ac689,35;36;27;19;12;18;21;11,b96f878432df9cae62f7a275c947b706189ce4c3bad5a2c56f46877b5d0c42b1
AUTHORIZED,49bf08217fec0aa20164f8ed8fbd18446ba2c0d7ba5ee4e9f61f842696516c97,0f22b13a45c685f25d65e4d0b8cd65b5d9033985d6f7bd7a80b2bff3f9319a5f,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,266,q8-32,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,4fe103a34eaddc41a0476f839e642fc5818c5bc46508a2be5605ff066d659f6c,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-32.png,6fe5fbfeaead3cb1ee2b1a451f74547c1624d497e5e09827a2b70e51318cd3c3,27;35;28;34;19;36;37;38,d450fe8e90a4218d54775cb1d3009f566dcc4ce8ec0a83c0d6ace743bf81c500
AUTHORIZED,819dee92870bfcd96b76348dbadca204ba98d2e5e015b8dee6f03009e409b92a,23696a0f60143096bf7081b102a348e2c5fe91c37d331ac13ce15147844768b8,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,267,q8-33,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,3d4632b2905d0dcab8ade4064eab49ea9ebc5451860443c193d769224e8bd046,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-33.png,0376b587cea46743ac5dccc1c170f177561452ee9189d701635d30798c35201f,35;36;28;27;34;19;37;50,b6965cd4ea54bb9e6ddc88e3c2ce556d2137d8928ac650ea6c7ca5d7ce925f75
AUTHORIZED,1b594999c53017803dc29f80df437a00ed550299dc0b6bb862e9cdc593af023a,76c3de08ef1be510e41d486c2af9d2d2714f8fefc9f5db5a853ce454efd0347a,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,268,q8-34,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,a7372888e1981de5d6748304873f8910355de98885c4921e07b80449cb6de266,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-34.png,c6a68cfe94781bc8eaf1acef6c8a6fc4919291dd5ed7a493b46e6010a65b8d81,39;15;31;36;58;38;50;32,85eb42de3e4a8d49c350f018612baeb88b76aeefa6d868292d7a00f25f48ef8a
AUTHORIZED,c403013889168c4135f18081bef1c8412b6aaa29aaf1da936540abefe132ab3e,0f48d02b8c6a120b0e7920585cb8d076bd2f463de2cdd96f1cf23312634accdf,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,269,q8-35,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,fe21624fddc3a180a39a8fa574fe50cc99046208ba400f070f14fc031475b7ad,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-35.png,3adfc1dc80ef9258c1b3609bb49bf154aaf3b51003a120d73679f85595019b72,38;54;10;11;37;30;51;29,be8f5bc33afeade530f9b5dc0840d09a7d6ef3e82518ae1f69cb3eb25ab63afa
AUTHORIZED,93dabc3b2bedfd013875e6c7fd14290c4100d3b455f5277c972bb5cc30894287,f3bdb43f385f20c95e39ce547c4c7c8ac8f1a1695f68cb7779d4f84e7ce95ffe,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,270,q8-36,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,a2a6eaa138e5c77b3b5aeed404ed20e435cbb0b18974899038a4c9dbe3bd2d58,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-36.png,27a0af15b1f03d6fa16f6f36ada6abf7034aaded3e516cf5cc40137e5069cb92,35;43;51;37;36;44;27;34,e8962c54e28d1771b8ea230884a08910043a0a0284b905aa62ba9b3791ad1c5b
AUTHORIZED,816fb16532f4691636f6afbe41225c4d23ffee3316ee17d090eecc8971b3cc6f,e4130c8d2bd446f8da363578ab367136e5548ef78acb976fc21a0849d2489ea5,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,271,q8-37,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,c9d7ddcb6f0cfbbfe73ac96c4fbb9d400c5ba4f212df83d381b11a26941ee49e,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-37.png,5446be964a47ee3a63ab724189a8975a406e5434c54be57173c5d8e51702988a,19;27;35;36;11;28;20;37,a44a9ffe5e027b6ed2be2bbe2e26cb2da8e529ccd6974f8d6c00546c8c943dc7
AUTHORIZED,30906b12513f17c797d60d39c017da595d5eddadd100d80c14c70b18f530741c,ad65a37e311138ce2d4b0db422d6960b2bc9a64fbb64980f57a826db8576c034,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,272,q8-38,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,bff86bc39f74439bf04d3431c08407b9d4d48e06e88ec338e4913a97ef0db62d,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-38.png,680f7941af259ab87961090f3eae98ba7ee1070de2a2adfcef39e66e6e2eb833,27;28;35;51;36;43;34;10,bfccadf487ba0a2cd802e9e0e305d468cbe3c4986507d8f003e3901e3efa38d8
AUTHORIZED,2ea24d4aec06530446526a7b5c4ffccf66fa59fa8a62dc6b6f9a73f07b676761,a856148c3551e827893491c11b8563cbe588c79fe6d8823d01225d88ab68413e,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,273,q8-39,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,a42f61017916c5bbb8e387d68d6fd9a2222d392a7c1e08740ee13daa82654261,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-39.png,5397f71beebf9ab4dfe926fceb7aa4a2016be96fe7e7fc8fb457f786b686e65e,35;28;27;34;26;38;51;30,d539ead65675387523a9623a6c23c77788b514ce3f47f3febc4a50576d959bcb
AUTHORIZED,d6dd568d83d6370058a89e352d0a7734fc3bad9667e75672db5b1c1e0011384d,da6c9ccacac301598868b2970576a0ff14dee514d6fee9717935c7c6cb3ae8b6,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,274,q8-40,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,0a56d94798ec4282dafc3705b5e9dcb3c885d9823a5456ad869c4f2c893ac075,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-40.png,51fd9a679baf1815872043a8e467c5387d94e77110e378d24f2902d4d8e1b459,13;35;27;29;19;14;12;11,47b62ba977e0105273b5a1550ac17e889bf57abb15d8e093b6990f901026c218
AUTHORIZED,578e5ffef6225dbfe3d5ed2c5540ccce676c373490e62f614b22e9fcee9e5467,2f2cb25ca012e42ea68b79feb307cc0dfeebdf78b93d3d399dfc0635086fb6e5,ykhs7s2dck,0.015625,f28abdaa76a4ccc5c8a6422ff1f86a242d400ce4fd15bb5ef1834b5840f01b82,674,675,275,q8-41,8bfada2b4dcf55b6791caf788278d8ee07da9a09147e8b6f3e017b998fccd823,7028632e7bd95f1e76120dc375c222a73f983087bbf950f520c1f42206c9f17f,data/public/hasebe/raw/ykhs7s2dck/v1/impacted surface image/q8-41.png,527bb9b2d58149d07cca69d9300679bf44d9425d3f62efe99265bc92800ada08,35;19;38;54;27;51;43;37,d262691523aede961b479296b34798409f19268cdbe02a099073763e90f3d947
