dataset_id,endpoint_absolute_error,endpoint_prediction,endpoint_state_sha256,fit_physical_specimen_count,fit_state_count,improvement,model_state_sha256,outer_domain,outer_target_excluded,prediction_replay_identical,source_prior_sha256,specimen_id,state_bank_sha256,true_cai,zero_absolute_error,zero_prediction,zero_state_sha256
74t7kcdgkr,0.014517977592356623,0.9749708877915514,a9b01bb3ec31c00538e1516f20cf855619761c4ebdea0615166aef9e7497a6fe,231,4389,0.21777820316922036,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-17,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.989488865383908,0.232296180761577,0.757192684622331,69a3b3c2e63b6bfa8e18d343a915dd95905cac0b62ed3ade5b90e4e8380c17ef
74t7kcdgkr,0.03636005277006071,1.0108731353685547,6310bbf3058c357c120c4bc59ba0080484b62698e265cf2e12adba1c9d49ac34,231,4389,0.1809603596333368,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-18,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.974513082598494,0.2173204124033975,0.7571926701950965,2b57853e9603f7bdd4ab41e0e1eadbdb7bb52d10b53240bf0d97b4a9c1b8fa22
74t7kcdgkr,0.013864990260118226,0.9318144726635992,469ddcc331ce7f02c940e5879535bf4c933794550294d9f47a39f2997b38160d,231,4389,0.14689228467436688,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-19,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.917949482403481,0.1607572749344851,0.7571922074689958,4fdfee373b8f27f91e1f8fa7a9307388a2c6f6136d6a19abf12f83f1e376fad6
74t7kcdgkr,0.1665904320721635,0.9206066654412945,2aaf7e8333ce11d7343d3178629ef92c41b82b4e2179a949c4135389d44bd481,231,4389,-0.1634144579722987,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-20,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.754016233369131,0.003175974099864809,0.7571922074689958,7c283fdd5cfad216dcf03d54ea0edd712ad42e3cb58c49c58277f48390371ad7
74t7kcdgkr,0.05621186605431183,0.8922117829521692,071dd77606525f5f810410cc3bfa23666ed7527e0c229dcfd62c456ad1caf7da,231,4389,0.13501957548317334,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-21,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.948423649006481,0.19123144153748517,0.7571922074689958,239be836012a520170996dc92da0813b53fe3bcb48bfc172310368412ea93e37
74t7kcdgkr,0.005697463461107555,0.9775540089143925,61f8aa3e136fe91594f90184520431fa32fc963412c80d6e6cabc33b684c6c02,231,4389,0.22036180144539663,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-22,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.9832514723755,0.2260592649065042,0.7571922074689958,2e941cacdaa0d7769a1aa1e04271c77be8caf4fadbe1c04d9a7bbba6b41ca772
74t7kcdgkr,0.0313049969293675,0.9772056957165975,0f1d15bdde11e664794ffc8722fcbcc1ffa38f0c78a034f9aa8616caaaa49dce,231,4389,0.1574034943888667,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-23,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.94590069878723,0.1887084913182342,0.7571922074689958,39d6551740609598a08763523269d3e2770f7206241d6f03c01f161ea1e8d347
74t7kcdgkr,0.01275877080839416,0.9239358580885428,a9b1a3545e5f53f128032a3fe43c499de9b97207f46702839882dcb6e1a5821d,231,4389,0.166743650619547,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-24,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.936694628896937,0.17950242142794115,0.7571922074689958,6907287923f45780a2d91fa45529229d0e73c139f5e05b90cbf1864990da19e2
74t7kcdgkr,0.008501074523922125,0.9800424832152141,843eb5395db2fa1637abf41251f5dfd3e5327b59aa53b7a3f1c7df35c0e847d4,231,4389,0.20584812669837405,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-25,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.971541408691292,0.21434920122229617,0.7571922074689958,a364bfdd737faa8399c73800327148a33cbf760358d6555c45bc8949a8e2990b
74t7kcdgkr,0.10812735843299659,0.8722322192858964,5ee9f04ac387a1f9db5a61a735344843eff29f99bf3f2a3f692071f392a55983,231,4389,0.1150400118169006,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-26,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.980359577718893,0.2231673702498972,0.7571922074689958,b13bacd86783589ef38fdbc8fa3e982cf81aa04f49b0def306afdae10b13f6ab
74t7kcdgkr,0.10803736496005079,0.8297016761445423,78523c81e36fdc60778a78cf5555e43103549bc9625ab95121e8b4b809f60613,231,4389,0.07250946867554642,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-27,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.937739041104593,0.1805468336355972,0.7571922074689958,c32760bfc5f3c5969fbcd97d0ed655ef0fa120a2cfb89c99b7e27079c5b0b4ff
74t7kcdgkr,0.15725099036842716,0.8622658679783228,c6c0a2f6ebc075c418a7a071c851d7ec094111f4d304715c3f48c8aaa9429fa1,231,4389,0.10507366050932698,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-28,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,1.01951685834675,0.26232465087775414,0.7571922074689958,55df7c7af72298a349d99fcc05a996fa4e03f24acf01ae85e80f3477e17d8153
74t7kcdgkr,0.06971804731890041,0.9181458963289216,96d0822d82147e1c6c70e07c5be3844bb7bfd74ee489951e038d7b8ba4ee81b8,231,4389,0.16095368885992578,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-29,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.987863943647822,0.2306717361788262,0.7571922074689958,af2d1dea78844e4f2c06d8ed5a9c9c06d70f5e7245abcfb1461aa2341d233dd6
74t7kcdgkr,0.03899456416938929,0.9512255509904107,6ccb4af6e8e8fad4ce87768fd6e19d50a8a1a0900ffa33a4c0dd5d20244a8fe8,231,4389,0.19403334352141488,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-30,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.9902201151598,0.23302790769080417,0.7571922074689958,8bbcb85b0a38898c7d99b020c4c4e1b26f3fe83965891559e94b79eeede08f28
74t7kcdgkr,0.057999853173812066,0.7545100081566001,8632420dfac5a57c181b7e3abfa2329b53c00c40d1455381cdd651846dcd304f,231,4389,0.002682199312395772,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-32,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.696510154982788,0.06068205248620784,0.7571922074689958,288159b7826ea8c07907ff53ab43518719311ce959c811da157bf25b9d271222
74t7kcdgkr,0.12917790543056662,0.8270988137198656,971ef30af4f15564eb2df939e3d6817ff9c4818e16b52bf34e31aff7f6ee26e6,231,4389,-0.06990660625086975,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-33,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.697920908289299,0.05927129917969687,0.7571922074689958,293b2a0e2b4050aba2994b11fd03a17937864df5528f4850a02277c05703caa0
74t7kcdgkr,0.11094642322026949,0.8774365112217015,59b84bbd99b4aa352ef8ebbe34392c3b60da42ab544eab1dcd9299bf71a9d131,231,4389,-0.1016485426878333,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-34,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.766490088001432,0.009297880532436187,0.7571922074689958,87d25d850b32309306f1d1fa33ef2459c257399a0af1e84f9ec4c206eefde813
74t7kcdgkr,0.06678975252550934,0.7255603601697154,73843472f6cbb721f901ce25439cb774c38220a751341a90e3ec10957a97f346,231,4389,0.03163184729928048,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-35,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.658770607644206,0.09842159982478982,0.7571922074689958,7cf986dbe107308e604fbdade67474eaee87dcd2802e651bc49e534e35439ccb
74t7kcdgkr,0.08044754012907573,0.7142063287744917,ba6fd78fa7c2a9a0ead799602fd415a1fa880d3f8fe295d261ab5c6ff51dea5f,231,4389,0.0429858786945041,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-36,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.633758788645416,0.12343341882357983,0.7571922074689958,c63c0eca4dac079c1b5db215ddb0e36e22dc600e3bbd30c6211acd1e71dcb7fd
74t7kcdgkr,0.0040108036732896535,0.7627716989842863,17fc57fe777523c0fe98294f022c5287310827ccad1fb6592aa47e7783fd22c9,231,4389,0.005579491515290469,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-37,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.766782502657576,0.009590295188580122,0.7571922074689958,5513541a28cbf966d21133a2c7d2ee32add2c78235c872fb73b1efec9cc976d5
74t7kcdgkr,0.05909830628418267,0.8541918840502807,16aa8d2b54a8bebc83aa2ce9f1669d04f6e7bf40e002bf1e728c0ed010ff545e,231,4389,-0.0211969359870805,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-38,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.795093577766098,0.037901370297102166,0.7571922074689958,2740305992688b00b7094819be203e60eb623cb268f96d360179d67faad43654
74t7kcdgkr,0.08748836172112195,0.5199776342151341,28497556bf6d16fe20d47824a6c0c920e52f1316ae8609559b22ba0ca967746b,231,4389,0.06223784981161784,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-39,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.607465995936256,0.1497262115327398,0.7571922074689958,20042483a22a806953f96f9523d0f8e84caee0ca676b51dd6e13cea8b267ac49
74t7kcdgkr,0.14702048865933703,0.90628113816026,64a3ece4e270758384c77609f5a88b91d47cc6348a0e40da55f9ccd404761b33,231,4389,-0.1449520466274099,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-40,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.759260649500923,0.0020684420319271313,0.7571922074689958,6c879255a1c855c5bd261805d8a9c27a84bd7376cffae4d94c5619620d26290e
74t7kcdgkr,0.05330485488514003,0.903677614807594,98fc9651892b8537134e1ddab917d7dcbc2108e5849800fff1d747e1294d7201,231,4389,0.14648540733859816,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-41,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.956982469692734,0.1997902622237382,0.7571922074689958,5c2b69551e0bd99f61da0d21e1b5c0061b8dc23057a97fbd2e78d3fcdfa95a63
74t7kcdgkr,0.13793062768199693,0.8501101486122449,5fcaa3508aad855a75685dab16e8b8fed98889820b9685e3aec31d8b62eb7e1c,231,4389,-0.09291794114324903,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-42,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.712179520930248,0.045012686538747904,0.7571922074689958,ef094d078f318933d8581475e7fb6563e426e14021fa3aa9078eebfa278f5108
74t7kcdgkr,0.06795353446340091,0.7883052711579799,45d1750f30db9a34ef6de1a8ef4202d20ec942b5636c53770f500e352c73777c,231,4389,-0.031113063688984033,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-43,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.720351736694579,0.03684047077441688,0.7571922074689958,51d7e4af06914c9625ed797a92fd147618ebf60a9c7054682e6d7540c2c4ba5b
