dataset_id,endpoint_absolute_error,endpoint_prediction,endpoint_state_sha256,fit_physical_specimen_count,fit_state_count,improvement,model_state_sha256,outer_domain,outer_target_excluded,prediction_replay_identical,source_prior_sha256,specimen_id,state_bank_sha256,true_cai,zero_absolute_error,zero_prediction,zero_state_sha256
74t7kcdgkr,0.019508090171932002,0.610187886490159,b05ae09abf2afd661df2bbb4f12f7b6e7563fb3a0e6d3be270b6e6890d3afed1,231,4389,0.14700479813217204,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-2,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.590679796318227,0.16651288830410405,0.757192684622331,d10dfd8ffc91a3c6a4a939d3c6814ee5d987d2c2ba5d4e9255f787a32047d5b5
74t7kcdgkr,0.017156159875315713,0.7853253999503748,b4398dfaf8f3a22c0bdb7aee568c96f7baaaa3d09c9fdb9d42333e90bcfe117e,231,4389,-0.006179589995353174,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-3,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.768169240075059,0.010976569879962539,0.7571926701950965,ebebd39fb366544bb3b55ab1c395f80e64c12d8220d972eb9b99039b92057579
74t7kcdgkr,0.12648519073093523,0.7978242148436953,112fe4744cc63e737768b911fe5a5fe326abce61915a04edc221fc3d2596dda6,231,4389,-0.04063154464859875,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-4,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.67133902411276,0.08585364608233648,0.7571926701950965,827d355db57466847b506774e198962782b852b3cc5f76b915b367770e784b77
74t7kcdgkr,0.09132988953406229,0.6184679679307367,853a534c1d38a4abf4a3697cca3b52866c239a3b2fe7b48c080cbdd82d132efe,231,4389,-0.04393506237653022,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-5,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.709797857464799,0.04739482715753207,0.757192684622331,9965d62a8e6e8bfddfcf4ea68c8ae3be2388d40aa5878794be805ae1ef63554a
74t7kcdgkr,0.03365504465452307,0.6994675380844311,4e232cdbfc9a3c03dfd2c044fec0ce10c28827e2c1e514f255e02170bb848691,231,4389,0.057725132110665434,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-6,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.665812493429908,0.0913801767651885,0.7571926701950965,9534b307ab8d0b49d21368cb919dd51c308a553b5f109ca340063abefe112e8c
74t7kcdgkr,0.022524256206834736,0.6977111708483452,7fb18f69abff4f31b1a1f63dc26bf957866706c82a2452eb949fe7dcd962eb7e,231,4389,0.014432524206981157,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-6t,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.72023542705518,0.03695678041381589,0.7571922074689958,7d923a4ccce99aa05796b8d488e140f7b37215a610b2188a55914d2b78b7924f
74t7kcdgkr,0.018854734698177,0.633830376029269,2c7a108b8bcbe9b7f99f3523fb27b6a8942bcd28a32cf0ac7fc51d8ddf97554b,231,4389,0.12336230859306208,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-7,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.614975641331092,0.14221704329123908,0.757192684622331,2ff1e9e80de77233d80ca7c97bef4035b18fba0e063bf90a7377a3cd64404b9b
74t7kcdgkr,0.0035248783756234303,0.6543462093183445,a0985bb1c2d1f778eea1be806f7e44f65a877c9ba4402ca3c42933749e6c0671,231,4389,0.09579671855273963,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-8,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.657871087693968,0.09932159692836307,0.757192684622331,f952df6fdfa055396af45179e4f638801ad76899b5d3faadc0a76cb9a04d17cc
74t7kcdgkr,0.058108827019625164,0.7218453149850969,5ee2219d6e679186e82ece5ea0f98dd9c3c33aea56d2a79e43fe235c371527e9,231,4389,-0.035346892483898995,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-8t,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.779954142004722,0.02276193453572617,0.7571922074689958,304bb87067f5164ddd09ac855de1233a139c77fbc5970bf18b8b7b22f6d35492
74t7kcdgkr,0.1521762985446281,0.5726956790406509,647d2534b97cd0d635fc767caf74c35abca10325b35e55c7d295c2411a540700,231,4389,-0.1198556059348106,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-9,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.724871977585279,0.032320692609817514,0.7571926701950965,bf82b59e6774729fbdf26b4255a295fb232b7012b0af401e169ad02c2f716034
74t7kcdgkr,0.05938234681987975,0.6259928857582733,41c2fc9fb6dad3c97fad43e2e7e1357af7f9ea04bc5b2d3e36092755e19452f7,231,4389,0.012434628070963072,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-9t,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.685375232578153,0.07181697489084282,0.7571922074689958,0418dbc2a207cf6a282c5fb371a51cec07d68e744a3e4bb12316dad8e533a2ed
74t7kcdgkr,0.19897606782123212,0.5370137911635289,e2389159bde5dcdfe74ebc873d6ca4ad0c872af08561c62c248d84e8c1a6b50d,231,4389,-0.17777371933699726,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-10t,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.735989858984761,0.021202348484234856,0.7571922074689958,3e7d74fabdbe6e6590cc2ab068b49d3621a43401f774cbe4d825af109a8b45ea
74t7kcdgkr,0.01959318959797729,0.6895598564931197,0d6c28b782982f348263ba04c64337b5d8caa64c2a0467b072c03ad0ba61622b,231,4389,0.028446434506022245,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-11,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.709153046091097,0.048039624103999534,0.7571926701950965,236eb5b0ed2995dac98d7e1c29132b248d1036d6a05c8dfc82a5f7932621af72
74t7kcdgkr,0.022595732728306617,0.7362329568422636,e3b434e16b638f9d460951153c7d8b0f051a0aeb0989257e5187164d040b74f2,231,4389,0.020959713352832865,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-12,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.713637224113957,0.04355544608113948,0.7571926701950965,54c3aefc2503f27ab6d3df03f39d01c0dd78eaa3cf8dfd34503577a29b1aa399
74t7kcdgkr,0.0873972687504071,1.017949981644862,71399d0608f239d35b0d79b7d97adaf3a3a3c767b9f4805f71aab83a2cdf0aba,231,4389,0.08596323667505201,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-12t,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.930552712894455,0.1733605054254591,0.7571922074689958,08ae5151fb80741cbd1b227d367ae9806f0899325738bdc9178a2512968df195
74t7kcdgkr,0.08190369938575748,1.0427687511868324,d8fef2fda1e1e349f0d51ec17542427a7700d2f9a5da7afc3ccdbdc2446ecd27,231,4389,0.12176866779298645,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-13,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.960865051801075,0.20367236717874393,0.757192684622331,12c5f8f1c0175a798856d23190984b2554e4ad45f54f25471d478489ee3d3bac
74t7kcdgkr,0.09871923317635944,1.0539574504468865,af5fc5f156d8e2c086cae82a49b01c70ca121c77975b7de71da353061474aaa2,231,4389,0.09932629947183658,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-14,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.955238217270527,0.19804553264819602,0.757192684622331,7e076d0e109f8dec10f5bc8863510f6908b75fb2d6eb56a8102a9fee428e501f
74t7kcdgkr,0.07128315181152911,1.065118867787679,21688f47d0731d3396b54cf3412d3ff7feb0d125141c61f50b3d3316f63f5e54,231,4389,0.16535989396952433,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-15,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.99383571597615,0.23664304578105344,0.7571926701950965,75608554a58c8941456dce3e9f7567e16f2b76a4e29910d9e12441cf2d3115c6
74t7kcdgkr,0.1399120357916307,1.0921547392680067,c490e42cce54e307deff8dba7e2f89213133b37a89a867cef7ac2460b2cce998,231,4389,0.05513799748964876,d58e5b97a8443bf61a7ab3dc84dad4e7c2cc29696569adf90d6d6907a5bc7b19,74t7kcdgkr,True,True,3a00fe51fa10724fadce113a12e553ab8686dd6884875cddc3ed1faa12e7015e,c8-16,bedff88cfeed1e4fb4cd01c4090625081298ead39a94b7c112fba783152c5c25,0.952242703476376,0.19505003328127946,0.7571926701950965,cb392147beb5aa321dcfe48d6300661498ab3f5547f93de4a6538096c2d0768f
