budget_to_sufficiency,dataset_id,final_task_loss,method,normalized_measurement_saving,outer_domain,reached,reference_budget,reference_loss,reference_method,specimen_id,stop_index,task,threshold_loss
0.1078843828992197,74t7kcdgkr,0.0005753215406582388,ORACLE_FIELD,0.5684624684031212,74t7kcdgkr,True,0.25,0.0005558364448694615,RANDOM,c8-9t,81,FIELD,0.0005836282671129345
0.07896472139795582,74t7kcdgkr,0.0005592522775196562,ORACLE_FIELD,0.6841411144081767,74t7kcdgkr,True,0.25,0.0005399342139001351,RANDOM,c8-10t,75,FIELD,0.0005669309245951419
0.11271180742334588,74t7kcdgkr,0.0013051563008310413,ORACLE_FIELD,0.5491527703066165,74t7kcdgkr,True,0.25,0.0012463104354906323,RANDOM,c8-11,87,FIELD,0.001308625957265164
0.14787856374394837,74t7kcdgkr,0.0009180005059363591,ORACLE_FIELD,0.40848574502420654,74t7kcdgkr,True,0.25,0.0009159330968620296,RANDOM,c8-12,92,FIELD,0.0009617297517051311
0.07569183426750192,74t7kcdgkr,0.00047053961523135855,ORACLE_FIELD,0.6972326629299923,74t7kcdgkr,True,0.25,0.00045367951832109456,RANDOM,c8-12t,74,FIELD,0.0004763634942371493
0.06021580229725026,74t7kcdgkr,0.0009992189764849427,ORACLE_FIELD,0.7591367908109989,74t7kcdgkr,True,0.25,0.0009535594112932101,RANDOM,c8-13,72,FIELD,0.0010012373818578707
0.04205534284719805,74t7kcdgkr,0.0007511295266544292,ORACLE_FIELD,0.8317786286112078,74t7kcdgkr,True,0.25,0.0007179883735489741,RANDOM,c8-14,67,FIELD,0.0007538877922264229
0.06618981979558902,74t7kcdgkr,0.0011570997282668828,ORACLE_FIELD,0.7352407208176439,74t7kcdgkr,True,0.25,0.0011350802252785216,RANDOM,c8-15,69,FIELD,0.0011918342365424479
0.0937079747175901,74t7kcdgkr,0.001064929122721244,ORACLE_FIELD,0.6251681011296396,74t7kcdgkr,True,0.25,0.0011482912549255376,RANDOM,c8-16,79,FIELD,0.0012057058176718144
0.05296728158719109,74t7kcdgkr,0.0007402630446517152,ORACLE_FIELD,0.7881308736512356,74t7kcdgkr,True,0.25,0.0007073813703164406,RANDOM,c8-17,70,FIELD,0.0007427504388322627
0.05776795320064551,74t7kcdgkr,0.001228405413925776,ORACLE_FIELD,0.768928187197418,74t7kcdgkr,True,0.25,0.0012189335410988326,RANDOM,c8-18,69,FIELD,0.0012798802181537743
0.13157489834047698,74t7kcdgkr,0.0003685907690303778,ORACLE_FIELD,0.4737004066380921,74t7kcdgkr,True,0.25,0.00036946587382161313,RANDOM,c8-19,85,FIELD,0.0003879391675126938
0.13805692933289374,74t7kcdgkr,0.0005256127490593349,ORACLE_FIELD,0.44777228266842506,74t7kcdgkr,True,0.25,0.0005062431245111497,RANDOM,c8-20,87,FIELD,0.0005315552807367073
0.11938454775250028,74t7kcdgkr,0.00043862564265772185,ORACLE_FIELD,0.5224618089899988,74t7kcdgkr,True,0.25,0.0004357023994127733,RANDOM,c8-21,84,FIELD,0.000457487519383412
0.12425101659523025,74t7kcdgkr,0.00042190221150439986,ORACLE_FIELD,0.502995933619079,74t7kcdgkr,True,0.25,0.000414033998015507,RANDOM,c8-22,83,FIELD,0.0004347356979162824
0.09185404989559293,74t7kcdgkr,0.000654982916287421,ORACLE_FIELD,0.6325838004176283,74t7kcdgkr,True,0.25,0.0006464050752359554,RANDOM,c8-23,74,FIELD,0.0006787253289977532
0.0971887020551709,74t7kcdgkr,0.0006725233222426914,ORACLE_FIELD,0.6112451917793165,74t7kcdgkr,True,0.25,0.0006411733987354868,RANDOM,c8-24,80,FIELD,0.0006732320686722612
0.12777448071216618,74t7kcdgkr,0.0004529897669556729,ORACLE_FIELD,0.48890207715133527,74t7kcdgkr,True,0.25,0.00045302583481682967,RANDOM,c8-25,84,FIELD,0.00047567712655767117
0.131201230904495,74t7kcdgkr,0.0004493899668049761,ORACLE_FIELD,0.47519507638201997,74t7kcdgkr,True,0.25,0.00043388371610576337,RANDOM,c8-26,85,FIELD,0.00045557790191105157
0.12777448071216618,74t7kcdgkr,0.00041242325984365785,ORACLE_FIELD,0.48890207715133527,74t7kcdgkr,True,0.25,0.0004107815242691086,RANDOM,c8-27,84,FIELD,0.000431320600482564
0.12425101659523025,74t7kcdgkr,0.00041154081978918804,ORACLE_FIELD,0.502995933619079,74t7kcdgkr,True,0.25,0.00039640838582278974,RANDOM,c8-28,83,FIELD,0.00041622880511392923
0.12767996483130015,74t7kcdgkr,0.0004106812418685163,ORACLE_FIELD,0.4892801406747994,74t7kcdgkr,True,0.25,0.0003944212393504703,RANDOM,c8-29,84,FIELD,0.0004141423013179939
0.1344587317287614,74t7kcdgkr,0.0004477678933415542,ORACLE_FIELD,0.46216507308495436,74t7kcdgkr,True,0.25,0.00043437275619008964,RANDOM,c8-30,86,FIELD,0.0004560913939995941
0.1362962962962963,74t7kcdgkr,0.0005078449499438003,ORACLE_FIELD,0.4548148148148148,74t7kcdgkr,True,0.25,0.0004917100750727854,RANDOM,c8-32,89,FIELD,0.0005162955788264247
0.12957467853610286,74t7kcdgkr,0.000503944550480407,ORACLE_FIELD,0.4817012858555886,74t7kcdgkr,True,0.25,0.0005010274481240339,RANDOM,c8-33,87,FIELD,0.0005260788205302356
0.13283217936036928,74t7kcdgkr,0.0005074482598095025,ORACLE_FIELD,0.46867128255852286,74t7kcdgkr,True,0.25,0.0004896286744115947,RANDOM,c8-34,88,FIELD,0.0005141101081321745
0.1346829321903506,74t7kcdgkr,0.0004932162603912531,ORACLE_FIELD,0.4612682712385976,74t7kcdgkr,True,0.25,0.0004732547105228083,RANDOM,c8-35,86,FIELD,0.0004969174460489487
0.14992856357841522,74t7kcdgkr,0.0004489798117865539,ORACLE_FIELD,0.4002857456863391,74t7kcdgkr,True,0.25,0.00044006938246337154,RANDOM,c8-36,88,FIELD,0.0004620728515865401
0.1347049126277613,74t7kcdgkr,0.00044310064900882323,ORACLE_FIELD,0.4611803494889548,74t7kcdgkr,True,0.25,0.0004515242805170859,RANDOM,c8-37,86,FIELD,0.0004741004945429402
0.16018463567424993,74t7kcdgkr,0.00045499274452606334,ORACLE_FIELD,0.3592614573030003,74t7kcdgkr,True,0.25,0.0004490312149676216,RANDOM,c8-38,91,FIELD,0.00047148277571600267
0.1368084404879657,74t7kcdgkr,0.0004792730179482821,ORACLE_FIELD,0.4527662380481372,74t7kcdgkr,True,0.25,0.0004620618537621471,RANDOM,c8-39,89,FIELD,0.0004851649464502545
0.1393471810089021,74t7kcdgkr,0.00040961558924847033,ORACLE_FIELD,0.44261127596439165,74t7kcdgkr,True,0.25,0.00039789620481395807,RANDOM,c8-40,85,FIELD,0.00041779101505465597
0.12767996483130015,74t7kcdgkr,0.0004386940037054065,ORACLE_FIELD,0.4892801406747994,74t7kcdgkr,True,0.25,0.0004206177967711518,RANDOM,c8-41,84,FIELD,0.0004416486866097094
0.14633476206176502,74t7kcdgkr,0.00045346755062222483,ORACLE_FIELD,0.41466095175293993,74t7kcdgkr,True,0.25,0.00044145587115919984,RANDOM,c8-42,87,FIELD,0.00046352866471715984
0.13961094625783052,74t7kcdgkr,0.0004985888843691386,ORACLE_FIELD,0.4415562149686779,74t7kcdgkr,True,0.25,0.00047726478963646746,RANDOM,c8-43,90,FIELD,0.0005011280291182909
0.13351796900758325,cgtnjyggtm,0.0005536370039353941,ORACLE_FIELD,0.465928123969667,cgtnjyggtm,True,0.25,0.0005519078311216768,RANDOM,q24-1,87,FIELD,0.0005795032226777607
0.13687218375645677,cgtnjyggtm,0.0005849594230223912,ORACLE_FIELD,0.45251126497417293,cgtnjyggtm,True,0.25,0.0005623183837485497,RANDOM,q24-2,90,FIELD,0.0005904343029359772
0.13598197604132323,cgtnjyggtm,0.0005703754323780632,ORACLE_FIELD,0.4560720958347071,cgtnjyggtm,True,0.25,0.000548790840025247,RANDOM,q24-3,92,FIELD,0.0005762303820265094
0.10661391361688098,cgtnjyggtm,0.0004817208775436817,ORACLE_FIELD,0.573544345532476,cgtnjyggtm,True,0.25,0.00046369449631453023,RANDOM,q24-4,84,FIELD,0.00048687922113025675
0.13597318386635895,cgtnjyggtm,0.0004965602164758999,ORACLE_FIELD,0.4561072645345642,cgtnjyggtm,True,0.25,0.0004928178801041365,RANDOM,q24-5,92,FIELD,0.0005174587741093433
0.12913506978788877,cgtnjyggtm,0.0005216091375971298,ORACLE_FIELD,0.4834597208484449,cgtnjyggtm,True,0.25,0.000500114810672532,RANDOM,q24-6,90,FIELD,0.0005251205512061586
0.11693153093746565,cgtnjyggtm,0.0008436196442349442,ORACLE_FIELD,0.5322738762501373,cgtnjyggtm,True,0.25,0.0008134255035637788,RANDOM,q24-7,89,FIELD,0.0008540967787419678
0.12231454005934718,cgtnjyggtm,0.0005908880960100323,ORACLE_FIELD,0.5107418397626113,cgtnjyggtm,True,0.25,0.0005939613797545636,RANDOM,q24-8,86,FIELD,0.0006236594487422917
0.1254445543466315,cgtnjyggtm,0.0006605410063679747,ORACLE_FIELD,0.49822178261347405,cgtnjyggtm,True,0.25,0.0006340690441792848,RANDOM,q24-9,89,FIELD,0.0006657724963882491
0.09208044840092318,cgtnjyggtm,0.0006822006753090094,ORACLE_FIELD,0.6316782063963073,cgtnjyggtm,True,0.25,0.0006538653872435181,RANDOM,q24-10,80,FIELD,0.000686558656605694
0.11053302560720958,cgtnjyggtm,0.0006298347606603466,ORACLE_FIELD,0.5578678975711617,cgtnjyggtm,True,0.25,0.0006024780598093534,RANDOM,q24-11,85,FIELD,0.0006326019627998211
0.09585448950434114,cgtnjyggtm,0.0006897953544656803,ORACLE_FIELD,0.6165820419826354,cgtnjyggtm,True,0.25,0.0006658718046974333,RANDOM,q24-12,81,FIELD,0.000699165394932305
0.15881085833608088,cgtnjyggtm,0.0005034974149183058,ORACLE_FIELD,0.36475656665567646,cgtnjyggtm,True,0.25,0.00048209090833418143,RANDOM,q24-13,96,FIELD,0.0005061954537508906
0.11425651170458292,cgtnjyggtm,0.0007415084532218588,ORACLE_FIELD,0.5429739531816683,cgtnjyggtm,True,0.25,0.0007083218969847068,RANDOM,q24-14,84,FIELD,0.0007437379918339422
0.13231124299373556,cgtnjyggtm,0.00043308647102105523,ORACLE_FIELD,0.47075502802505775,cgtnjyggtm,True,0.25,0.00042687123825680063,RANDOM,q24-15,91,FIELD,0.00044821480016964067
0.16981866139136167,cgtnjyggtm,0.0004628209464638883,ORACLE_FIELD,0.3207253544345533,cgtnjyggtm,True,0.25,0.00044274764369105316,RANDOM,q24-16,99,FIELD,0.00046488502587560586
0.12826464446642488,cgtnjyggtm,0.00045560229250638217,ORACLE_FIELD,0.4869414221343005,cgtnjyggtm,True,0.25,0.0004375772295964294,RANDOM,q24-18,90,FIELD,0.0004594560910762509
0.1506802945378613,cgtnjyggtm,0.0005249874826577997,ORACLE_FIELD,0.3972788218485548,cgtnjyggtm,True,0.25,0.000515733501604948,RANDOM,q24-19,96,FIELD,0.0005415201766851954
0.13994504890647325,cgtnjyggtm,0.000588695494561039,ORACLE_FIELD,0.440219804374107,cgtnjyggtm,True,0.25,0.0005642574622746974,RANDOM,q24-20,93,FIELD,0.0005924703353884323
0.07517529398835036,cgtnjyggtm,0.0008583990165451453,ORACLE_FIELD,0.6992988240465985,cgtnjyggtm,True,0.25,0.0008183454257429457,RANDOM,q24-21,80,FIELD,0.000859262697030093
0.14328827343664138,cgtnjyggtm,0.0004668567947741939,ORACLE_FIELD,0.42684690625343447,cgtnjyggtm,True,0.25,0.0004463896976622243,RANDOM,q24-22,94,FIELD,0.00046870918254533555
0.13252884932410156,cgtnjyggtm,0.0006165983513939543,ORACLE_FIELD,0.4698846027035938,cgtnjyggtm,True,0.25,0.0005877787444043441,RANDOM,q24-23,91,FIELD,0.0006171676816245613
0.09014397186504011,cgtnjyggtm,0.0006638081957115837,ORACLE_FIELD,0.6394241125398396,cgtnjyggtm,True,0.25,0.0006417046813726018,RANDOM,q24-24,84,FIELD,0.0006737899154412319
0.15173535553357512,cgtnjyggtm,0.0005518861295594812,ORACLE_FIELD,0.39305857786569953,cgtnjyggtm,True,0.25,0.0005280905356273158,RANDOM,q24-25,94,FIELD,0.0005544950624086815
0.12495439059237279,cgtnjyggtm,0.0005896392646274663,ORACLE_FIELD,0.5001824376305088,cgtnjyggtm,True,0.25,0.0005750346203156904,RANDOM,q24-26,89,FIELD,0.0006037863513314749
0.14420046158918562,cgtnjyggtm,0.0005521586948707538,ORACLE_FIELD,0.4231981536432575,cgtnjyggtm,True,0.25,0.0005411808030132947,RANDOM,q24-27,92,FIELD,0.0005682398431639594
0.14409275744587316,cgtnjyggtm,0.0004663775463085323,ORACLE_FIELD,0.42362897021650736,cgtnjyggtm,True,0.25,0.0004634304944442071,RANDOM,q24-28,92,FIELD,0.0004866020191664175
0.1440971535333553,cgtnjyggtm,0.0004951354739879354,ORACLE_FIELD,0.42361138586657876,cgtnjyggtm,True,0.25,0.0004734966840680576,RANDOM,q24-29,92,FIELD,0.0004971715182714605
0.17012858555885263,cgtnjyggtm,0.0005286807369917001,ORACLE_FIELD,0.3194856577645895,cgtnjyggtm,True,0.25,0.0005066604457775243,RANDOM,q24-30,99,FIELD,0.0005319934680664006
0.16640070337399715,cgtnjyggtm,0.0005148126387430604,ORACLE_FIELD,0.3343971865040114,cgtnjyggtm,True,0.25,0.0005027348743048138,RANDOM,q24-31,98,FIELD,0.0005278716180200545
0.13628310803384988,cgtnjyggtm,0.0005948731157912288,ORACLE_FIELD,0.4548675678646005,cgtnjyggtm,True,0.25,0.000570987729673634,RANDOM,q24-32,92,FIELD,0.0005995371161573158
0.1625145620397846,cgtnjyggtm,0.0004708739725296926,ORACLE_FIELD,0.3499417518408616,cgtnjyggtm,True,0.25,0.0004673753111236831,RANDOM,q24-33,97,FIELD,0.0004907440766798673
0.15517529398835037,cgtnjyggtm,0.00048308599144019287,ORACLE_FIELD,0.37929882404659854,cgtnjyggtm,True,0.25,0.00046545535385976054,RANDOM,q24-34,95,FIELD,0.0004887281215527486
0.15442576107264536,cgtnjyggtm,0.0005019400517724795,ORACLE_FIELD,0.3822969557094186,cgtnjyggtm,True,0.25,0.0004838067176729435,RANDOM,q24-35,97,FIELD,0.0005079970535565907
0.15534014726893064,cgtnjyggtm,0.000504569816881942,ORACLE_FIELD,0.37863941092427744,cgtnjyggtm,True,0.25,0.00048279235555711046,RANDOM,q24-36,95,FIELD,0.000506931973334966
0.15528959226288602,cgtnjyggtm,0.00045195390609598264,ORACLE_FIELD,0.3788416309484559,cgtnjyggtm,True,0.25,0.00044422880348011476,RANDOM,q24-37,95,FIELD,0.0004664402436541205
0.15489614243323443,cgtnjyggtm,0.0005159573792473486,ORACLE_FIELD,0.38041543026706226,cgtnjyggtm,True,0.25,0.0004953469909793867,RANDOM,q24-38,97,FIELD,0.0005201143405283561
0.13671172656335862,cgtnjyggtm,0.0004956293479093239,ORACLE_FIELD,0.45315309374656554,cgtnjyggtm,True,0.25,0.00047792713799085085,RANDOM,q24-39,90,FIELD,0.0005018234948903934
0.13422573909220795,cgtnjyggtm,0.0006780075301096851,ORACLE_FIELD,0.4630970436311682,cgtnjyggtm,True,0.25,0.0006543920275942236,RANDOM,q24-40,87,FIELD,0.0006871116289739348
0.09179690075832508,cgtnjyggtm,0.000773831465313057,ORACLE_FIELD,0.6328123969666997,cgtnjyggtm,True,0.25,0.000750452156020204,RANDOM,q24-41,80,FIELD,0.0007879747638212143
0.13728321793603693,cgtnjyggtm,0.0007532130657207331,ORACLE_FIELD,0.4508671282558523,cgtnjyggtm,True,0.25,0.0007245260005151867,RANDOM,q24-42,90,FIELD,0.000760752300540946
0.16744917023848774,cgtnjyggtm,0.0006880510829534468,ORACLE_FIELD,0.33020331904604905,cgtnjyggtm,True,0.25,0.0006802575516837816,RANDOM,q24-43,96,FIELD,0.0007142704292679707
0.15208924057588746,cgtnjyggtm,0.0007042519526581999,ORACLE_FIELD,0.39164303769645015,cgtnjyggtm,True,0.25,0.0006783256056025298,RANDOM,q24-44,94,FIELD,0.0007122418858826564
0.15905923727882185,cgtnjyggtm,0.0005876963550882621,ORACLE_FIELD,0.3637630508847126,cgtnjyggtm,True,0.25,0.0005616741876354419,RANDOM,q24-45,96,FIELD,0.000589757897017214
0.17381910100010992,cgtnjyggtm,0.000557997215107031,ORACLE_FIELD,0.30472359599956034,cgtnjyggtm,True,0.25,0.0005462580784199077,RANDOM,q24-46,100,FIELD,0.0005735709823409031
0.16635454445543466,cgtnjyggtm,0.0005950417367041346,ORACLE_FIELD,0.3345818221782614,cgtnjyggtm,True,0.25,0.0005685859211087087,RANDOM,q24-47,98,FIELD,0.0005970152171641441
0.12532146389713156,cgtnjyggtm,0.0006470591080384695,ORACLE_FIELD,0.49871414441147377,cgtnjyggtm,True,0.25,0.0006248670296917739,RANDOM,q24-48,87,FIELD,0.0006561103811763626
0.13162325530278052,cgtnjyggtm,0.0005029560026319623,ORACLE_FIELD,0.47350697878887793,cgtnjyggtm,True,0.25,0.0004825288945356894,RANDOM,q24-49,93,FIELD,0.0005066553392624739
0.15440817672271678,cgtnjyggtm,0.0004752117046688373,ORACLE_FIELD,0.38236729310913287,cgtnjyggtm,True,0.25,0.00047310719398476863,RANDOM,q24-50,97,FIELD,0.000496762553684007
0.10349928563578416,w68dtmpfyf,0.0005261597613853518,ORACLE_FIELD,0.5860028574568634,w68dtmpfyf,True,0.25,0.0005022330904682324,RANDOM,q16-1,81,FIELD,0.0005273447449916441
0.14043741070447302,w68dtmpfyf,0.0005163362551709346,ORACLE_FIELD,0.4382503571821079,w68dtmpfyf,True,0.25,0.0005113361972127775,RANDOM,q16-2,91,FIELD,0.0005369030070734164
0.12864710407737115,w68dtmpfyf,0.0005589807939061878,ORACLE_FIELD,0.4854115836905154,w68dtmpfyf,True,0.25,0.0005580035926170011,RANDOM,q16-3,90,FIELD,0.0005859037722478512
0.10626442466205077,w68dtmpfyf,0.0007025136192162038,ORACLE_FIELD,0.5749423013517969,w68dtmpfyf,True,0.25,0.0006894779212309067,RANDOM,q16-4,84,FIELD,0.0007239518172924522
0.1368699857127157,w68dtmpfyf,0.0005205059523168171,ORACLE_FIELD,0.45252005714913723,w68dtmpfyf,True,0.25,0.0005227249652205283,RANDOM,q16-5,90,FIELD,0.0005488612134815548
0.1257808550390153,w68dtmpfyf,0.000528182141910104,ORACLE_FIELD,0.49687657984393885,w68dtmpfyf,True,0.25,0.0005177280509466144,RANDOM,q16-6,87,FIELD,0.0005436144534939452
0.0953885042312342,w68dtmpfyf,0.0005405328096901869,ORACLE_FIELD,0.6184459830750633,w68dtmpfyf,True,0.25,0.0005224672845217482,RANDOM,q16-7,81,FIELD,0.0005485906487478356
0.09488954830201121,w68dtmpfyf,0.0006873528244855031,ORACLE_FIELD,0.6204418067919552,w68dtmpfyf,True,0.25,0.0006563872304616468,RANDOM,q16-8,83,FIELD,0.0006892065919847291
0.159501044070777,w68dtmpfyf,0.0005680275734911192,ORACLE_FIELD,0.361995823716892,w68dtmpfyf,True,0.25,0.0005444361049487435,RANDOM,q16-9,96,FIELD,0.0005716579101961807
0.1257808550390153,w68dtmpfyf,0.000613431974032154,ORACLE_FIELD,0.49687657984393885,w68dtmpfyf,True,0.25,0.0005909233976685778,RANDOM,q16-10,87,FIELD,0.0006204695675520067
0.13381250686888668,w68dtmpfyf,0.0005444279133414143,ORACLE_FIELD,0.46474997252445327,w68dtmpfyf,True,0.25,0.0005371438166667575,RANDOM,q16-11,87,FIELD,0.0005640010075000953
0.1257940433014617,w68dtmpfyf,0.0005400268004715584,ORACLE_FIELD,0.49682382679415316,w68dtmpfyf,True,0.25,0.0005236739747606944,RANDOM,q16-12,87,FIELD,0.0005498576734987291
0.14784921419936256,w68dtmpfyf,0.00041109291802447556,ORACLE_FIELD,0.40860314320254976,w68dtmpfyf,True,0.25,0.0003957434120976941,RANDOM,q16-13,93,FIELD,0.00041553058270257884
0.1567051324321354,w68dtmpfyf,0.00044301761743467005,ORACLE_FIELD,0.37317947027145837,w68dtmpfyf,True,0.25,0.00043747479506791437,RANDOM,q16-14,91,FIELD,0.0004593485348213101
0.1604527970106605,w68dtmpfyf,0.00043297663362319304,ORACLE_FIELD,0.35818881195735797,w68dtmpfyf,True,0.25,0.000428806260416183,RANDOM,q16-15,92,FIELD,0.00045024657343699213
0.13748104187273327,w68dtmpfyf,0.00038912632859920124,ORACLE_FIELD,0.4500758325090669,w68dtmpfyf,True,0.25,0.00038805892948790894,RANDOM,q16-16,88,FIELD,0.0004074618759623044
0.14924936806242445,w68dtmpfyf,0.00041745057433294214,ORACLE_FIELD,0.4030025277503022,w68dtmpfyf,True,0.25,0.00042200153615172797,RANDOM,q16-17,89,FIELD,0.0004431016129593144
0.15694911528739422,w68dtmpfyf,0.0004368308017731449,ORACLE_FIELD,0.3722035388504231,w68dtmpfyf,True,0.25,0.0004323260261970588,RANDOM,q16-18,91,FIELD,0.00045394232750691177
0.1331443015716013,w68dtmpfyf,0.0004567616584663973,ORACLE_FIELD,0.46742279371359485,w68dtmpfyf,True,0.25,0.0004511846386742711,RANDOM,q16-19,89,FIELD,0.0004737438706079847
0.14480052753049785,w68dtmpfyf,0.0005056177454327599,ORACLE_FIELD,0.4207978898780086,w68dtmpfyf,True,0.25,0.0004958629495642765,RANDOM,q16-20,90,FIELD,0.0005206560970424903
0.1295219254863172,w68dtmpfyf,0.0005379633041625632,ORACLE_FIELD,0.48191229805473124,w68dtmpfyf,True,0.25,0.0005149995921802094,RANDOM,q16-21,88,FIELD,0.0005407495717892199
0.15322123310253874,w68dtmpfyf,0.0004598877763880497,ORACLE_FIELD,0.38711506758984504,w68dtmpfyf,True,0.25,0.0004494089303196049,RANDOM,q16-22,90,FIELD,0.00047187937683558517
0.16039784591713374,w68dtmpfyf,0.0004341346023902113,ORACLE_FIELD,0.35840861633146504,w68dtmpfyf,True,0.25,0.0004288733482154106,RANDOM,q16-23,92,FIELD,0.0004503170156261811
0.15306297395318166,w68dtmpfyf,0.0004892449195802049,ORACLE_FIELD,0.38774810418727335,w68dtmpfyf,True,0.25,0.00047480926801495515,RANDOM,q16-24,90,FIELD,0.0004985497314157029
0.1367337070007693,w68dtmpfyf,0.00048363429955003765,ORACLE_FIELD,0.45306517199692276,w68dtmpfyf,True,0.25,0.0004683249178511786,RANDOM,q16-25,90,FIELD,0.0004917411637437375
0.1485020331904605,w68dtmpfyf,0.0004893374836162571,ORACLE_FIELD,0.40599186723815806,w68dtmpfyf,True,0.25,0.0004808591925658291,RANDOM,q16-26,91,FIELD,0.0005049021521941206
0.144960984723596,w68dtmpfyf,0.000468585618289662,ORACLE_FIELD,0.420156061105616,w68dtmpfyf,True,0.25,0.0004545050903670486,RANDOM,q16-27,90,FIELD,0.00047723034488540104
0.1597098582261787,w68dtmpfyf,0.0005513347003007641,ORACLE_FIELD,0.3611605670952852,w68dtmpfyf,True,0.25,0.0005612861285482065,RANDOM,q16-28,94,FIELD,0.0005893504349756168
0.1589581272667326,w68dtmpfyf,0.0004968577735135223,ORACLE_FIELD,0.36416749093306955,w68dtmpfyf,True,0.25,0.00047900743860199456,RANDOM,q16-29,96,FIELD,0.0005029578105320943
0.14777448071216617,w68dtmpfyf,0.0004825951485261931,ORACLE_FIELD,0.4089020771513353,w68dtmpfyf,True,0.25,0.0004821251733656648,RANDOM,q16-30,93,FIELD,0.000506231432033948
0.15955819320804485,w68dtmpfyf,0.00046033504716237646,ORACLE_FIELD,0.3617672271678206,w68dtmpfyf,True,0.25,0.00043890523900472136,RANDOM,q16-31,94,FIELD,0.00046085050095495743
0.14414770853939993,w68dtmpfyf,0.0005144161176240446,ORACLE_FIELD,0.4234091658424003,w68dtmpfyf,True,0.25,0.0004933602839468004,RANDOM,q16-32,92,FIELD,0.0005180282981441405
0.15605231344103748,w68dtmpfyf,0.0005047683534997439,ORACLE_FIELD,0.37579074623585007,w68dtmpfyf,True,0.25,0.0004874288053054798,RANDOM,q16-33,93,FIELD,0.0005118002455707538
0.1404396087482141,w68dtmpfyf,0.0005493900442703136,ORACLE_FIELD,0.4382415650071436,w68dtmpfyf,True,0.25,0.0005259155004999543,RANDOM,q16-34,91,FIELD,0.000552211275524952
0.14491702384877458,w68dtmpfyf,0.0004950040139016759,ORACLE_FIELD,0.42033190460490166,w68dtmpfyf,True,0.25,0.00047172498700941503,RANDOM,q16-35,90,FIELD,0.0004953112363598858
0.15223211341905704,w68dtmpfyf,0.0005200530138967041,ORACLE_FIELD,0.39107154632377183,w68dtmpfyf,True,0.25,0.0005084973376642372,RANDOM,q16-36,92,FIELD,0.0005339222045474491
0.10196065501703484,w68dtmpfyf,0.0005768287626037688,ORACLE_FIELD,0.5921573799318607,w68dtmpfyf,True,0.25,0.0005527337299305092,RANDOM,q16-37,85,FIELD,0.0005803704164270346
0.13797340367073305,w68dtmpfyf,0.0005196282221548696,ORACLE_FIELD,0.4481063853170678,w68dtmpfyf,True,0.25,0.0005084689656322494,RANDOM,q16-38,88,FIELD,0.0005338924139138618
0.15961754038905374,w68dtmpfyf,0.0004418413274110943,ORACLE_FIELD,0.36152983844378506,w68dtmpfyf,True,0.25,0.00043754615331993127,RANDOM,q16-39,94,FIELD,0.00045942346098592785
0.15961754038905374,w68dtmpfyf,0.0004554356547061171,ORACLE_FIELD,0.36152983844378506,w68dtmpfyf,True,0.25,0.00045186805760046446,RANDOM,q16-40,94,FIELD,0.0004744614604804877
