specimen_id,dataset_id,first_learner,second_learner,pair,candidate_count,topk_count,spearman,topk_overlap,topk_jaccard,best_action_agreement,normalized_topk_centroid_distance,topk_mean_radial_difference
c8-23,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.719368131868132,0.285714285714286,0.166666666666667,false,0.077711970467999,0.056640916614361
c8-24,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.035576923076923,0.428571428571429,0.272727272727273,false,0.161340696947366,0.03715721119962
c8-24,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.920879120879121,0.714285714285714,0.555555555555556,true,0.087778829255537,0.114588473323786
c8-24,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.087591575091575,0.285714285714286,0.166666666666667,false,0.224489795918367,0.077431262124166
c8-25,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.451877289377289,0.571428571428571,0.4,false,0.129072557557893,0.183484001685684
c8-25,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.964331501831502,0.857142857142857,0.75,false,0.059499509131075,0.081632653061224
c8-25,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.458791208791209,0.571428571428571,0.4,false,0.101015254455221,0.101851348624459
c8-26,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.321382783882784,0.571428571428571,0.4,false,0.124138010822413,0.040816326530612
c8-26,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.972069597069597,0.857142857142857,0.75,true,0.081632653061224,0.078503970465274
c8-26,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.331776556776557,0.428571428571429,0.272727272727273,false,0.045634040357139,0.037687643934662
c8-27,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.604166666666667,0,0,false,0.156092434089575,0.109977765083699
c8-27,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.945192307692308,1,1,false,0,0
c8-27,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.604578754578754,0,0,false,0.156092434089575,0.109977765083699
c8-28,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.125045787545788,0.285714285714286,0.166666666666667,false,0.1506614597983,0.108757963319281
c8-28,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.875503663003663,0.571428571428571,0.4,true,0.204081632653061,0.099528456620048
c8-28,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.062591575091575,0.142857142857143,0.076923076923077,false,0.234915600677986,0.009229506699233
c8-29,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.390842490842491,0.285714285714286,0.166666666666667,false,0.084145012767707,0.16799712979455
c8-29,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.93804945054945,0.857142857142857,0.75,true,0.052030811363192,0
c8-29,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.54253663003663,0.428571428571429,0.272727272727273,false,0.032268139389473,0.16799712979455
c8-3,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.501510989010989,0.571428571428571,0.4,true,0.148573671209806,0.175727072965278
c8-3,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.972802197802198,0.857142857142857,0.75,true,0.057723002545841,0.014236688227831
c8-3,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.456364468864469,0.571428571428571,0.4,true,0.130676004845568,0.161490384737447
c8-30,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.129166666666667,0.142857142857143,0.076923076923077,false,0.258145115115786,0.291565729952367
c8-30,74t7kcdgkr,ridge,huber,ridge__huber,64,7,-0.907509157509157,0,0,false,0.324290787389198,0.084106034838154
c8-30,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.386858974358974,0.285714285714286,0.166666666666667,false,0.072153753182301,0.207459695114213
c8-32,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.379349816849817,0.714285714285714,0.555555555555556,false,0.072153753182301,0.1503976183258
c8-32,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.939194139194139,1,1,true,0,0
c8-32,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.368086080586081,0.714285714285714,0.555555555555556,false,0.072153753182301,0.1503976183258
c8-33,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.259615384615385,0,0,false,0.260154056815958,0.233529834915529
c8-33,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.883104395604396,0.857142857142857,0.75,true,0.073582679091102,0.014236688227831
c8-33,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.154441391941392,0,0,false,0.194145893780005,0.219293146687698
c8-34,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.021886446886447,0.142857142857143,0.076923076923077,true,0.09680441816842,0.094917748379961
c8-34,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.954029304029304,0.857142857142857,0.75,true,0.045634040357139,0.081632653061224
c8-34,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.082417582417582,0.285714285714286,0.166666666666667,true,0.052030811363192,0.176550401441185
c8-35,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.095421245421245,0.285714285714286,0.166666666666667,false,0.194145893780005,0.294084290483802
c8-35,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.98228021978022,0.857142857142857,0.75,true,0.052030811363192,0.01559044943878
c8-35,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.14010989010989,0.142857142857143,0.076923076923077,false,0.208123245452767,0.309674739922582
c8-36,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.327930402930403,0.428571428571429,0.272727272727273,false,0.040816326530612,0.017365370823781
c8-36,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.966163003663004,0.857142857142857,0.75,true,0.01443075063646,0.01559044943878
c8-36,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.360989010989011,0.428571428571429,0.272727272727273,false,0.052030811363192,0.032955820262561
c8-37,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.445695970695971,0,0,false,0.123296387485659,0.324078164701545
c8-37,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.850778388278388,0.857142857142857,0.75,true,0.040816326530612,0.063736849502401
c8-37,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.170375457875458,0,0,false,0.087778829255537,0.260341315199144
c8-38,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.049221611721612,0.285714285714286,0.166666666666667,true,0.144307506364602,0.16245951553091
c8-38,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.970009157509157,0.857142857142857,0.75,true,0.045634040357139,0
c8-38,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.125869963369963,0.285714285714286,0.166666666666667,true,0.183673469387755,0.16245951553091
c8-39,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.223901098901099,0.285714285714286,0.166666666666667,true,0.20047839494274,0.148092264205756
c8-39,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.958287545787546,0.857142857142857,0.75,true,0.032268139389473,0.025225877091832
c8-39,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.251510989010989,0.285714285714286,0.166666666666667,true,0.174367423373827,0.173318141297589
c8-4,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.54786356134238,0.571428571428571,0.4,false,0.118999018262149,0.063206416767359
c8-4,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.961030625343847,0.857142857142857,0.75,true,0.01443075063646,0.017895803558823
c8-4,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.581652301485421,0.571428571428571,0.4,false,0.123296387485659,0.081102220326183
c8-40,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.146474358974359,0,0,false,0.205099502471855,0.050572869615679
c8-40,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.918269230769231,0.857142857142857,0.75,true,0.092401889164667,0.025756309826874
c8-40,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.364514652014652,0,0,false,0.224025493878573,0.076329179442553
c8-41,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.445695970695971,0,0,false,0.105057450418235,0.279883775709781
c8-41,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.53021978021978,0,0,false,0.161340696947366,0.275386092682649
c8-41,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.204532967032967,0.285714285714286,0.166666666666667,false,0.109901322594582,0.004497683027132
c8-42,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.21790293040293,0.428571428571429,0.272727272727273,false,0.052030811363192,0.112541946734252
c8-42,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.958836996336996,0.714285714285714,0.555555555555556,true,0.155423940935998,0.042170087741561
c8-42,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.266071428571428,0.285714285714286,0.166666666666667,false,0.173769248631902,0.154712034475813
c8-43,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.034935897435897,0.285714285714286,0.166666666666667,true,0.118999018262149,0.126342235567797
c8-43,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.956593406593406,0.857142857142857,0.75,true,0.072153753182301,0.056406775969392
c8-43,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.094001831501832,0.285714285714286,0.166666666666667,true,0.059499509131074,0.069935459598405
c8-5,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.449221611721612,0.571428571428571,0.4,true,0.09680441816842,0.088139398118327
c8-5,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.950961538461538,0.857142857142857,0.75,true,0.032268139389473,0.017895803558823
c8-5,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.409340659340659,0.571428571428571,0.4,true,0.081632653061224,0.10603520167715
c8-6,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.431684981684982,0.571428571428571,0.4,true,0.200997097995839,0.212045716468758
c8-6,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.954349816849817,0.857142857142857,0.75,true,0.077711970467999,0.078503970465274
c8-6,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.446978021978022,0.714285714285714,0.555555555555556,true,0.123296387485659,0.133541746003484
c8-6t,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.215888278388278,0.428571428571429,0.272727272727273,false,0.256932210449269,0.071597355770452
c8-6t,74t7kcdgkr,ridge,huber,ridge__huber,64,7,-0.837728937728938,0,0,false,0.168290025535415,0.176784542086154
c8-6t,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.181089743589744,0,0,false,0.252022225208744,0.105187186315701
c8-7,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.156925191889105,0.571428571428571,0.4,true,0.092401889164668,0.132501814766977
c8-7,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.934123255224898,1,1,true,0,0
c8-7,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.135580794355017,0.571428571428571,0.4,true,0.092401889164668,0.132501814766977
c8-8,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.121428571428571,0.142857142857143,0.076923076923077,false,0.073582679091102,0.168293421884623
c8-8,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.921565934065934,1,1,true,0,0
c8-8,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.166117216117216,0.142857142857143,0.076923076923077,false,0.073582679091102,0.168293421884623
c8-8t,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,0.669826007326007,0.571428571428571,0.4,false,0.072153753182301,0.130309485859888
c8-8t,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.967948717948718,1,1,true,0,0
c8-8t,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.651785714285714,0.571428571428571,0.4,false,0.072153753182301,0.130309485859888
c8-9,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.203846153846154,0.142857142857143,0.076923076923077,false,0.196279429200728,0.230764848503488
c8-9,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.949450549450549,0.857142857142857,0.75,true,0.032268139389473,0.027948638733963
c8-9,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.229899267399267,0.142857142857143,0.076923076923077,false,0.174367423373827,0.258713487237452
c8-9t,74t7kcdgkr,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.143543956043956,0.285714285714286,0.166666666666667,true,0.091268080714277,0.097223102500004
c8-9t,74t7kcdgkr,ridge,huber,ridge__huber,64,7,0.966620879120879,0.857142857142857,0.75,true,0.032268139389473,0.063736849502401
c8-9t,74t7kcdgkr,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.091895604395604,0.285714285714286,0.166666666666667,true,0.092401889164668,0.160959952002406
q24-1,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.749221611721612,0.857142857142857,0.75,true,0.032268139389473,0.025225877091832
q24-1,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.987591575091575,1,1,true,0,0
q24-1,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.748305860805861,0.857142857142857,0.75,true,0.032268139389473,0.025225877091832
q24-10,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.500274725274725,0,0,false,0.236681908260065,0.357149308841195
q24-10,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.86717032967033,0.857142857142857,0.75,false,0.020408163265306,0.025225877091832
q24-10,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.258699633699634,0,0,false,0.234915600677986,0.331923431749363
q24-11,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.098672161172161,0,0,false,0.142126410991675,0.18117864756564
q24-11,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.149358974358974,0,0,false,0.116344431132565,0.034324820693743
q24-11,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.113553113553114,0,0,false,0.02886150127292,0.215503468259383
q24-12,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.69271978021978,0.571428571428571,0.4,false,0.061224489795918,0.086660768823399
q24-12,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.93804945054945,1,1,true,0,0
q24-12,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.749496336996337,0.571428571428571,0.4,false,0.061224489795918,0.086660768823399
q24-13,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.325320512820513,0,0,false,0.277205667494002,0.011940781773096
q24-13,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.874404761904762,0.571428571428571,0.4,false,0.064536278778947,0.09219498673783
q24-13,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.322115384615385,0,0,false,0.220275848417581,0.104135768510926
q24-14,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.374130036630037,0.428571428571429,0.272727272727273,false,0.1506614597983,0.239890777655076
q24-14,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.968498168498168,1,1,true,0,0
q24-14,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.332005494505494,0.428571428571429,0.272727272727273,false,0.1506614597983,0.239890777655076
q24-15,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.496978021978022,0.428571428571429,0.272727272727273,false,0.188153968516181,0.313366632358175
q24-15,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.971108058608058,0.857142857142857,0.75,true,0.045634040357139,0.056406775969392
q24-15,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.505906593406593,0.285714285714286,0.166666666666667,false,0.230892010183362,0.369773408327567
q24-16,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.761217948717949,0,0,false,0.156092434089575,0.350950698745191
q24-16,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.964102564102564,1,1,true,0,0
q24-16,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.723763736263736,0,0,false,0.156092434089575,0.350950698745191
q24-18,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.234798534798535,0.142857142857143,0.076923076923077,false,0.187599758273982,0.119850729730928
q24-18,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.93768315018315,0.857142857142857,0.75,true,0.04329225190938,0.064267282237443
q24-18,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.070238095238095,0.142857142857143,0.076923076923077,false,0.144307506364602,0.055583447493485
q24-19,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.641346153846154,0.285714285714286,0.166666666666667,true,0.081632653061224,0.086260899185679
q24-19,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.923305860805861,0.714285714285714,0.555555555555556,true,0.01443075063646,0.025225877091832
q24-19,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.632967032967033,0.428571428571429,0.272727272727273,true,0.092401889164668,0.061035022093847
q24-2,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.492307692307692,0.428571428571429,0.272727272727273,false,0.057723002545841,0.025225877091832
q24-2,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.953754578754578,0.857142857142857,0.75,true,0.02886150127292,0.025225877091832
q24-2,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.545924908424908,0.571428571428571,0.4,false,0.02886150127292,0
q24-20,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.446703296703297,0.714285714285714,0.555555555555556,false,0.045634040357139,0.025225877091832
q24-20,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.965064102564102,1,1,true,0,0
q24-20,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.411126373626374,0.714285714285714,0.555555555555556,false,0.045634040357139,0.025225877091832
q24-21,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.277518315018315,0.142857142857143,0.076923076923077,false,0.064536278778946,0.138143006578262
q24-21,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.861263736263736,0.714285714285714,0.555555555555556,false,0.059499509131074,0.056406775969392
q24-21,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,-0.364697802197802,0,0,false,0.112707765481503,0.08173623060887
q24-22,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.729258241758242,0.428571428571429,0.272727272727273,false,0.109901322594582,0.063309994315005
q24-22,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.981043956043956,0.857142857142857,0.75,true,0.084145012767707,0.048676832798663
q24-22,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.687225274725275,0.285714285714286,0.166666666666667,false,0.184803778329335,0.111986827113669
q24-23,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,0.758333333333333,0.571428571428571,0.4,false,0.045634040357139,0.103729847557107
q24-23,cgtnjyggtm,ridge,huber,ridge__huber,64,7,0.976648351648352,0.714285714285714,0.555555555555556,true,0.052030811363192,0.041639655006519
q24-23,cgtnjyggtm,ridge,shallow_mlp,ridge__shallow_mlp,64,7,0.743498168498168,0.285714285714286,0.166666666666667,false,0.01443075063646,0.062090192550587
q24-24,cgtnjyggtm,huber,shallow_mlp,huber__shallow_mlp,64,7,-0.333608058608059,0,0,false,0.04329225190938,0.062054019096778
