outer_domain,method,specimen_count,mean_joint_utility,mean_planning_regret,mean_final_error,mean_exact_added_cost
74t7kcdgkr,beam_width_2,45,-0.00009580671136790977,0.00006734262442832002,0.09980429417575244,3389.6666666666665
74t7kcdgkr,beam_width_4,45,-0.00008244745798869789,0.00005398337104910815,0.09979093492237322,3351.3333333333335
74t7kcdgkr,current_greedy,45,-0.00009565157510255477,0.00006718748816296503,0.09980413903948708,3308.6
74t7kcdgkr,exact_learned_lookahead_reachable_pool,45,-0.00009610613624789149,0.00006764204930830175,0.09980459360063242,3605.733333333333
74t7kcdgkr,retrospective_joint_near_oracle_reachable_pool,45,-0.000028464086939589744,0,0.0997369515513241,3065.0444444444443
74t7kcdgkr,two_step_lookahead,45,-0.00009610613624789149,0.00006764204930830175,0.09980459360063242,3605.733333333333
cgtnjyggtm,beam_width_2,49,0.000005531626372696004,0.00008417647825002052,0.13997323422373736,4157.265306122449
cgtnjyggtm,beam_width_4,49,0.0000057831425020346834,0.00008392496212068184,0.13997298270760802,4453.142857142857
cgtnjyggtm,current_greedy,49,-0.0000005334128906738721,0.0000902415175133904,0.1399792992630007,3932.734693877551
cgtnjyggtm,exact_learned_lookahead_reachable_pool,49,-0.0000006159902825642956,0.00009032409490528082,0.1399793818403926,5345.551020408163
cgtnjyggtm,retrospective_joint_near_oracle_reachable_pool,49,0.00008970810462271653,0,0.13988905774548732,4154.775510204082
cgtnjyggtm,two_step_lookahead,49,-0.0000006159902825642956,0.00009032409490528082,0.1399793818403926,5345.551020408163
w68dtmpfyf,beam_width_2,43,-0.00011750983945247021,0.0001842561162017319,0.08973005692667482,7082
w68dtmpfyf,beam_width_4,43,-0.00011750983945247021,0.0001842561162017319,0.08973005692667482,7082
w68dtmpfyf,current_greedy,43,-0.00011750983945247021,0.0001842561162017319,0.08973005692667482,7082
w68dtmpfyf,exact_learned_lookahead_reachable_pool,43,-0.00011750983945247021,0.0001842561162017319,0.08973005692667482,7082
w68dtmpfyf,retrospective_joint_near_oracle_reachable_pool,43,0.0000667462767492617,0,0.08954580081047309,4772.697674418605
w68dtmpfyf,two_step_lookahead,43,-0.00011750983945247021,0.0001842561162017319,0.08973005692667482,7082
xcmzfsbd9t,beam_width_2,59,-0.000014797498644882927,0.00014892165365351792,0.1196578000620288,5309.796610169492
xcmzfsbd9t,beam_width_4,59,0.0000015450557454394978,0.0001325790992631955,0.11964145750763848,5341.186440677966
xcmzfsbd9t,current_greedy,59,-0.000026692534233458325,0.00016081668924209332,0.11966969509761737,5299.050847457627
xcmzfsbd9t,exact_learned_lookahead_reachable_pool,59,0.000007371902787081334,0.00012675225222155367,0.11963563066059683,5341.593220338983
xcmzfsbd9t,retrospective_joint_near_oracle_reachable_pool,59,0.000134124155008635,0,0.11950887840837528,3755.5254237288136
xcmzfsbd9t,two_step_lookahead,59,0.000007371902787081334,0.00012675225222155367,0.11963563066059683,5341.593220338983
yfxyg8jm46,beam_width_2,42,0.00043552247659105,0.00012916397965334614,0.15042828806910252,7056
yfxyg8jm46,beam_width_4,42,0.00043552247659105,0.00012916397965334614,0.15042828806910252,7056
yfxyg8jm46,current_greedy,42,0.00043552247659105,0.00012916397965334614,0.15042828806910252,7056
yfxyg8jm46,exact_learned_lookahead_reachable_pool,42,0.00043552247659105,0.00012916397965334614,0.15042828806910252,7056
yfxyg8jm46,retrospective_joint_near_oracle_reachable_pool,42,0.0005646864562443962,0,0.15029912408944918,5926.0952380952385
yfxyg8jm46,two_step_lookahead,42,0.00043552247659105,0.00012916397965334614,0.15042828806910252,7056
ykhs7s2dck,beam_width_2,38,-0.00007108207830370863,0.00009225913988670553,0.15248599966043141,7082
ykhs7s2dck,beam_width_4,38,-0.00007108207830370863,0.00009225913988670553,0.15248599966043141,7082
ykhs7s2dck,current_greedy,38,-0.00007108207830370863,0.00009225913988670553,0.15248599966043141,7082
ykhs7s2dck,exact_learned_lookahead_reachable_pool,38,-0.00007108207830370863,0.00009225913988670553,0.15248599966043141,7082
ykhs7s2dck,retrospective_joint_near_oracle_reachable_pool,38,0.00002117706158299689,0,0.1523937405205447,4393.315789473684
ykhs7s2dck,two_step_lookahead,38,-0.00007108207830370863,0.00009225913988670553,0.15248599966043141,7082
