level,mechanism_source,stratifier,current_checkpoint,outer_domain,stratum,specimen_count,mean_feedback_benefit
state_checkpoint,teacher,best_action_turnover,0.125,__equal_domain__,high,90,-0.000025405532202
state_checkpoint,teacher,best_action_turnover,0.125,__equal_domain__,low,94,-0.000036980176265
state_checkpoint,teacher,best_action_turnover,0.125,__equal_domain__,middle,92,-0.000035144958889
state_checkpoint,teacher,best_action_turnover,0.125,cgtnjyggtm,high,16,-0.000004781366076
state_checkpoint,teacher,best_action_turnover,0.125,cgtnjyggtm,low,17,-0.000011344932417
state_checkpoint,teacher,best_action_turnover,0.125,cgtnjyggtm,middle,16,-0.000008363837824
state_checkpoint,teacher,best_action_turnover,0.125,w68dtmpfyf,high,14,-0.000002516365838
state_checkpoint,teacher,best_action_turnover,0.125,w68dtmpfyf,low,15,-0.000000509396336
state_checkpoint,teacher,best_action_turnover,0.125,w68dtmpfyf,middle,14,-0.000015113230982
state_checkpoint,teacher,best_action_turnover,0.125,xcmzfsbd9t,high,19,-0.000030871910171
state_checkpoint,teacher,best_action_turnover,0.125,xcmzfsbd9t,low,20,-0.000028401087096
state_checkpoint,teacher,best_action_turnover,0.125,xcmzfsbd9t,middle,20,-0.000012389212561
state_checkpoint,teacher,best_action_turnover,0.125,yfxyg8jm46,high,14,-0.000044420282989
state_checkpoint,teacher,best_action_turnover,0.125,yfxyg8jm46,low,14,-0.000139028724654
state_checkpoint,teacher,best_action_turnover,0.125,yfxyg8jm46,middle,14,-0.000113882538475
state_checkpoint,teacher,best_action_turnover,0.125,ykhs7s2dck,high,12,-0.000070253955735
state_checkpoint,teacher,best_action_turnover,0.125,ykhs7s2dck,low,13,-0.000058470967962
state_checkpoint,teacher,best_action_turnover,0.125,ykhs7s2dck,middle,13,-0.000067178603439
state_checkpoint,teacher,best_action_turnover,0.1875,74t7kcdgkr,high,15,0.000017617773583
state_checkpoint,teacher,best_action_turnover,0.1875,74t7kcdgkr,low,15,0.000003563230371
state_checkpoint,teacher,best_action_turnover,0.1875,74t7kcdgkr,middle,15,0.000018796229667
state_checkpoint,teacher,best_action_turnover,0.1875,__equal_domain__,high,90,-0.000003541188843
state_checkpoint,teacher,best_action_turnover,0.1875,__equal_domain__,low,94,-0.000014803110677
state_checkpoint,teacher,best_action_turnover,0.1875,__equal_domain__,middle,92,-0.000006931681197
state_checkpoint,teacher,best_action_turnover,0.1875,cgtnjyggtm,high,16,-0.000011523024526
state_checkpoint,teacher,best_action_turnover,0.1875,cgtnjyggtm,low,17,-0.000013380488806
state_checkpoint,teacher,best_action_turnover,0.1875,cgtnjyggtm,middle,16,0.000002461596159
state_checkpoint,teacher,best_action_turnover,0.1875,w68dtmpfyf,high,14,0.00001190089866
state_checkpoint,teacher,best_action_turnover,0.1875,w68dtmpfyf,low,15,0.00002128629401
state_checkpoint,teacher,best_action_turnover,0.1875,w68dtmpfyf,middle,14,0.000001234113738
state_checkpoint,teacher,best_action_turnover,0.1875,xcmzfsbd9t,high,19,-0.000015218376312
state_checkpoint,teacher,best_action_turnover,0.1875,xcmzfsbd9t,low,20,0.000000209426745
state_checkpoint,teacher,best_action_turnover,0.1875,xcmzfsbd9t,middle,20,0.000002772489114
state_checkpoint,teacher,best_action_turnover,0.1875,yfxyg8jm46,high,14,-0.000005029109366
state_checkpoint,teacher,best_action_turnover,0.1875,yfxyg8jm46,low,14,-0.000079747975458
state_checkpoint,teacher,best_action_turnover,0.1875,yfxyg8jm46,middle,14,-0.000046437318568
state_checkpoint,teacher,best_action_turnover,0.1875,ykhs7s2dck,high,12,-0.000018995295097
state_checkpoint,teacher,best_action_turnover,0.1875,ykhs7s2dck,low,13,-0.000020749150923
state_checkpoint,teacher,best_action_turnover,0.1875,ykhs7s2dck,middle,13,-0.000020417197293
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,74t7kcdgkr,high,15,-0.000061429057348
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,74t7kcdgkr,low,15,0.000020966577104
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,74t7kcdgkr,middle,15,0.000020344137419
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,__equal_domain__,high,90,-0.000026301393389
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,__equal_domain__,low,94,-0.00001322487739
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,__equal_domain__,middle,92,-0.000014422284676
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,cgtnjyggtm,high,16,-0.000016448887412
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,cgtnjyggtm,low,17,-0.000000534023856
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,cgtnjyggtm,middle,16,0.000010479213903
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,w68dtmpfyf,high,14,0
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,w68dtmpfyf,low,15,0
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,w68dtmpfyf,middle,14,0
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,xcmzfsbd9t,high,19,-0.000001585790864
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,xcmzfsbd9t,low,20,-0.000009565067966
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,xcmzfsbd9t,middle,20,-0.000003281642307
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,yfxyg8jm46,high,14,-0.000016485048828
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,yfxyg8jm46,low,14,0.000004269138013
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,yfxyg8jm46,middle,14,-0.000020220651148
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,ykhs7s2dck,high,12,-0.000061859575881
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,ykhs7s2dck,low,13,-0.000094485887636
state_checkpoint,teacher,mean_absolute_value_shift,0.0625,ykhs7s2dck,middle,13,-0.000093854765921
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,74t7kcdgkr,high,15,-0.00001233377889
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,74t7kcdgkr,low,15,-0.000004457269969
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,74t7kcdgkr,middle,15,-0.000002259729107
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,__equal_domain__,high,90,-0.0000233522892
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,__equal_domain__,low,94,-0.000037209467455
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,__equal_domain__,middle,92,-0.000020714185923
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,cgtnjyggtm,high,16,-0.000007235808928
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,cgtnjyggtm,low,17,-0.000011508308349
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,cgtnjyggtm,middle,16,0.000000317416096
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,w68dtmpfyf,high,14,-0.000019569584453
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,w68dtmpfyf,low,15,0.000006444557171
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,w68dtmpfyf,middle,14,-0.000010824953825
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,xcmzfsbd9t,high,19,-0.00001631709581
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,xcmzfsbd9t,low,20,0.000004770691399
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,xcmzfsbd9t,middle,20,0.000000482429467
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,yfxyg8jm46,high,14,-0.000015961849257
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,yfxyg8jm46,low,14,-0.00013307554468
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,yfxyg8jm46,middle,14,-0.000043677254351
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,ykhs7s2dck,high,12,-0.000068695617864
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,ykhs7s2dck,low,13,-0.000085430930305
state_checkpoint,teacher,mean_absolute_value_shift,0.09375,ykhs7s2dck,middle,13,-0.000068323023821
state_checkpoint,teacher,mean_absolute_value_shift,0.125,74t7kcdgkr,high,15,0.000018387659589
state_checkpoint,teacher,mean_absolute_value_shift,0.125,74t7kcdgkr,low,15,0.00001083301384
state_checkpoint,teacher,mean_absolute_value_shift,0.125,74t7kcdgkr,middle,15,-0.000006878265006
state_checkpoint,teacher,mean_absolute_value_shift,0.125,__equal_domain__,high,90,-0.00001939068419
state_checkpoint,teacher,mean_absolute_value_shift,0.125,__equal_domain__,low,94,-0.000049452651804
state_checkpoint,teacher,mean_absolute_value_shift,0.125,__equal_domain__,middle,92,-0.000028444976211
state_checkpoint,teacher,mean_absolute_value_shift,0.125,cgtnjyggtm,high,16,-0.000010153309215
state_checkpoint,teacher,mean_absolute_value_shift,0.125,cgtnjyggtm,low,17,-0.000006858647286
state_checkpoint,teacher,mean_absolute_value_shift,0.125,cgtnjyggtm,middle,16,-0.000007758572636
state_checkpoint,teacher,mean_absolute_value_shift,0.125,w68dtmpfyf,high,14,-0.000005409388131
state_checkpoint,teacher,mean_absolute_value_shift,0.125,w68dtmpfyf,low,15,-0.000010220127751
state_checkpoint,teacher,mean_absolute_value_shift,0.125,w68dtmpfyf,middle,14,-0.000001815853601
state_checkpoint,teacher,mean_absolute_value_shift,0.125,xcmzfsbd9t,high,19,-0.00003553783899
state_checkpoint,teacher,mean_absolute_value_shift,0.125,xcmzfsbd9t,low,20,-0.000025573280649
state_checkpoint,teacher,mean_absolute_value_shift,0.125,xcmzfsbd9t,middle,20,-0.000010784386629
state_checkpoint,teacher,mean_absolute_value_shift,0.125,yfxyg8jm46,high,14,-0.00002994182706
state_checkpoint,teacher,mean_absolute_value_shift,0.125,yfxyg8jm46,low,14,-0.000186047636555
state_checkpoint,teacher,mean_absolute_value_shift,0.125,yfxyg8jm46,middle,14,-0.000081342082503
state_checkpoint,teacher,mean_absolute_value_shift,0.125,ykhs7s2dck,high,12,-0.000053689401333
state_checkpoint,teacher,mean_absolute_value_shift,0.125,ykhs7s2dck,low,13,-0.000078849232422
state_checkpoint,teacher,mean_absolute_value_shift,0.125,ykhs7s2dck,middle,13,-0.000062090696888
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,74t7kcdgkr,high,15,0.000052395936242
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,74t7kcdgkr,low,15,-0.0000141862753
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,74t7kcdgkr,middle,15,0.000001767572678
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,__equal_domain__,high,90,0.000005762341722
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,__equal_domain__,low,94,-0.000023175370347
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,__equal_domain__,middle,92,-0.000007732084759
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,cgtnjyggtm,high,16,-0.000007020446685
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,cgtnjyggtm,low,17,-0.000004241939369
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,cgtnjyggtm,middle,16,-0.000011750690458
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,w68dtmpfyf,high,14,0.000012355590546
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,w68dtmpfyf,low,15,0.000008288936345
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,w68dtmpfyf,middle,14,0.000014705162206
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,xcmzfsbd9t,high,19,0.000001792051933
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,xcmzfsbd9t,low,20,-0.00001198157836
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,xcmzfsbd9t,middle,20,-0.000001196412613
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,yfxyg8jm46,high,14,-0.000000460756609
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,yfxyg8jm46,low,14,-0.000086678505019
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,yfxyg8jm46,middle,14,-0.000044075141765
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,ykhs7s2dck,high,12,-0.000024488325097
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,ykhs7s2dck,low,13,-0.000030252860381
state_checkpoint,teacher,mean_absolute_value_shift,0.1875,ykhs7s2dck,middle,13,-0.000005842998603
