condition_id,nominal_density,interpolation,surface_equal_domain_mae,full_equal_domain_mae,sparse_equal_domain_mae,full_gain,sparse_gain,retention,improved_domains,leave_one_domain_gains_json,all_leave_one_domain_gains_positive
nearest_0.5,0.5,nearest,0.1881207810617217,0.12848935652346993,0.13495103330769764,0.059631424538251765,0.053169747754024055,0.8916397380363983,5,"[[""74t7kcdgkr"",0.049694483725204006],[""cgtnjyggtm"",0.06544347530993426],[""w68dtmpfyf"",0.06048061567767702],[""xcmzfsbd9t"",0.063443071659029],[""yfxyg8jm46"",0.05653000013843458],[""ykhs7s2dck"",0.023426840013865417]]",true
bilinear_0.5,0.5,bilinear,0.1881207810617217,0.12848935652346993,0.13104831320502175,0.059631424538251765,0.05707246785669995,0.9570871113449533,5,"[[""74t7kcdgkr"",0.052487919868675105],[""cgtnjyggtm"",0.06978076258644697],[""w68dtmpfyf"",0.06586320476061852],[""xcmzfsbd9t"",0.06692615026941823],[""yfxyg8jm46"",0.06132507058425143],[""ykhs7s2dck"",0.026051699070789424]]",true
bicubic_0.5,0.5,bicubic,0.1881207810617217,0.12848935652346993,0.1306167286078098,0.059631424538251765,0.05750405245391191,0.9643246476029562,5,"[[""74t7kcdgkr"",0.05293839176812124],[""cgtnjyggtm"",0.07014504822039383],[""w68dtmpfyf"",0.06617067000963528],[""xcmzfsbd9t"",0.06687196590048344],[""yfxyg8jm46"",0.06186087275932865],[""ykhs7s2dck"",0.02703736606550892]]",true
nearest_0.25,0.25,nearest,0.1881207810617217,0.12848935652346993,0.13347605667984655,0.059631424538251765,0.05464472438187515,0.9163746263821385,5,"[[""74t7kcdgkr"",0.04991991884612997],[""cgtnjyggtm"",0.06669782777879449],[""w68dtmpfyf"",0.06208404375569204],[""xcmzfsbd9t"",0.0636941603780794],[""yfxyg8jm46"",0.059128006143457076],[""ykhs7s2dck"",0.026344389389097965]]",true
bilinear_0.25,0.25,bilinear,0.1881207810617217,0.12848935652346993,0.13451371200896975,0.059631424538251765,0.05360706905275195,0.8989734769519824,5,"[[""74t7kcdgkr"",0.050643449615506354],[""cgtnjyggtm"",0.06556736955133166],[""w68dtmpfyf"",0.06112929306381687],[""xcmzfsbd9t"",0.06232448278314738],[""yfxyg8jm46"",0.05814140246763357],[""ykhs7s2dck"",0.023836416835075848]]",true
bicubic_0.25,0.25,bicubic,0.1881207810617217,0.12848935652346993,0.13356447030872584,0.059631424538251765,0.05455631075299586,0.914891957980974,5,"[[""74t7kcdgkr"",0.051853836316572886],[""cgtnjyggtm"",0.06656826659950636],[""w68dtmpfyf"",0.06197000689396646],[""xcmzfsbd9t"",0.06298303843066551],[""yfxyg8jm46"",0.05940024425362165],[""ykhs7s2dck"",0.024562472023642333]]",true
nearest_0.125,0.125,nearest,0.1881207810617217,0.12848935652346993,0.13402953012324423,0.059631424538251765,0.05409125093847747,0.9070930529888576,5,"[[""74t7kcdgkr"",0.05021157825030872],[""cgtnjyggtm"",0.06748634605724077],[""w68dtmpfyf"",0.06128457228415596],[""xcmzfsbd9t"",0.06364193788623876],[""yfxyg8jm46"",0.05812076508527644],[""ykhs7s2dck"",0.02380230606764427]]",true
bilinear_0.125,0.125,bilinear,0.1881207810617217,0.12848935652346993,0.13579556312799823,0.059631424538251765,0.05232521793372347,0.8774772418887699,4,"[[""74t7kcdgkr"",0.04802446449819799],[""cgtnjyggtm"",0.06582045771378481],[""w68dtmpfyf"",0.060191311787542646],[""xcmzfsbd9t"",0.06319579979563403],[""yfxyg8jm46"",0.05513850301165368],[""ykhs7s2dck"",0.02158077079552769]]",true
bicubic_0.125,0.125,bicubic,0.1881207810617217,0.12848935652346993,0.13568692214339398,0.059631424538251765,0.05243385891832772,0.8792991166040814,5,"[[""74t7kcdgkr"",0.04847868548840787],[""cgtnjyggtm"",0.06540040307544673],[""w68dtmpfyf"",0.06015891224097777],[""xcmzfsbd9t"",0.06251323294848568],[""yfxyg8jm46"",0.055539360874454956],[""ykhs7s2dck"",0.02251255888219343]]",true
