effect_id,family,nominal_density,contrast,point_estimate,domain_effects_json,improved_domains,leave_one_domain_effects_json,all_leave_one_domain_effects_positive,ordinary_lower,ordinary_upper,simultaneous_lower,simultaneous_upper,bootstrap_seed,bootstrap_resamples,bootstrap_indices_sha256,bootstrap_draws_sha256
surface_minus_bilinear_0.5,primary,0.5,surface_minus_sparse,0.05707246785669995,"[[""74t7kcdgkr"",0.07999520779682415],[""cgtnjyggtm"",-0.00646900579203516],[""w68dtmpfyf"",0.013118783337107073],[""xcmzfsbd9t"",0.0078040557931085275],[""yfxyg8jm46"",0.03580945421894252],[""ykhs7s2dck"",0.21217631178625257]]",5,"[[""74t7kcdgkr"",0.052487919868675105],[""cgtnjyggtm"",0.06978076258644697],[""w68dtmpfyf"",0.06586320476061852],[""xcmzfsbd9t"",0.06692615026941823],[""yfxyg8jm46"",0.06132507058425143],[""ykhs7s2dck"",0.026051699070789424]]",true,0.008599722926366056,0.12290783038096624,0.004817944446060147,0.1416733828576806,20260831,100000,6a56483db6ab1da02809a83099231ef81b8c8f61cbdc0169bbc462c93bf9ae89,1ecb5028bd37d904c7580b11f718ec135992382523ab188efb110028f32e2015
surface_minus_bilinear_0.25,primary,0.25,surface_minus_sparse,0.05360706905275195,"[[""74t7kcdgkr"",0.06842516623897991],[""cgtnjyggtm"",-0.006194433440146585],[""w68dtmpfyf"",0.015995948997427345],[""xcmzfsbd9t"",0.010020000400774762],[""yfxyg8jm46"",0.030935401978343796],[""ykhs7s2dck"",0.20246033014113246]]",5,"[[""74t7kcdgkr"",0.050643449615506354],[""cgtnjyggtm"",0.06556736955133166],[""w68dtmpfyf"",0.06112929306381687],[""xcmzfsbd9t"",0.06232448278314738],[""yfxyg8jm46"",0.05814140246763357],[""ykhs7s2dck"",0.023836416835075848]]",true,0.009309577626172065,0.11675785420009575,0.005611180553243077,0.1354427481900562,20260831,100000,6a56483db6ab1da02809a83099231ef81b8c8f61cbdc0169bbc462c93bf9ae89,6f738a0a430719cc4a9e31026af544723a5daca02d53d37861faef52e3aab3e8
surface_minus_bilinear_0.125,primary,0.125,surface_minus_sparse,0.052325217933723474,"[[""74t7kcdgkr"",0.0738289851113509],[""cgtnjyggtm"",-0.015150980966583183],[""w68dtmpfyf"",0.012994748664627631],[""xcmzfsbd9t"",-0.0020276913758292964],[""yfxyg8jm46"",0.03825879254407241],[""ykhs7s2dck"",0.2060474536247024]]",4,"[[""74t7kcdgkr"",0.04802446449819799],[""cgtnjyggtm"",0.06582045771378481],[""w68dtmpfyf"",0.060191311787542646],[""xcmzfsbd9t"",0.06319579979563403],[""yfxyg8jm46"",0.05513850301165368],[""ykhs7s2dck"",0.02158077079552769]]",true,0.0031325578289296877,0.11794244910447993,-0.001874922184555955,0.13450185702606618,20260831,100000,6a56483db6ab1da02809a83099231ef81b8c8f61cbdc0169bbc462c93bf9ae89,63cadd44adbe10bf491f10e1df995553dd1a47d22e7a406cb8b0ff421f311618
bilinear_0.5_minus_full,gap,0.5,sparse_minus_full,0.0025589566815518196,"[[""74t7kcdgkr"",0.0015287718346416665],[""cgtnjyggtm"",0.003921196603992885],[""w68dtmpfyf"",0.005092772831553613],[""xcmzfsbd9t"",0.0022594286868520552],[""yfxyg8jm46"",0.0005493377995124393],[""ykhs7s2dck"",0.002002232332758258]]",6,"[[""74t7kcdgkr"",0.00276499365093385],[""cgtnjyggtm"",0.0022865086970636065],[""w68dtmpfyf"",0.002052193451551461],[""xcmzfsbd9t"",0.0026188622804917726],[""yfxyg8jm46"",0.0029608804579596957],[""ykhs7s2dck"",0.002670301551310532]]",true,0.001402980047986421,0.0038204435764141917,0.0012397410421315497,0.004108247256214712,20260831,100000,6a56483db6ab1da02809a83099231ef81b8c8f61cbdc0169bbc462c93bf9ae89,108e2a177f5b7179ff5d039d3c33ddd0328ca926a7bb332ed4da57c1326c1729
bilinear_0.25_minus_full,gap,0.25,sparse_minus_full,0.006024355485499817,"[[""74t7kcdgkr"",0.013098813392485899],[""cgtnjyggtm"",0.0036466242521043107],[""w68dtmpfyf"",0.0022156071712333414],[""xcmzfsbd9t"",4.348407918582098e-05],[""yfxyg8jm46"",0.0054233900401111645],[""ykhs7s2dck"",0.011718213977878367]]",6,"[[""74t7kcdgkr"",0.004609463904102601],[""cgtnjyggtm"",0.006499901732178919],[""w68dtmpfyf"",0.0067861051483531125],[""xcmzfsbd9t"",0.007220529766762617],[""yfxyg8jm46"",0.0061445485745775475],[""ykhs7s2dck"",0.004885583787024107]]",true,0.0023305923495157443,0.009850039234390555,0.0017300689873626627,0.010833148828451869,20260831,100000,6a56483db6ab1da02809a83099231ef81b8c8f61cbdc0169bbc462c93bf9ae89,72ff3ad0f21f0c629970a0b41d29c8cd3fd93ff3c1c48bf05343c0d599917e49
bilinear_0.125_minus_full,gap,0.125,sparse_minus_full,0.00730620660452829,"[[""74t7kcdgkr"",0.007694994520114913],[""cgtnjyggtm"",0.012603171778540909],[""w68dtmpfyf"",0.005216807504033055],[""xcmzfsbd9t"",0.012091175855789879],[""yfxyg8jm46"",-0.0019000005256174513],[""ykhs7s2dck"",0.008131090494308435]]",5,"[[""74t7kcdgkr"",0.0072284490214109655],[""cgtnjyggtm"",0.006246813569725766],[""w68dtmpfyf"",0.0077240864246273366],[""xcmzfsbd9t"",0.006349212754275972],[""yfxyg8jm46"",0.009147448030557438],[""ykhs7s2dck"",0.007141229826572261]]",true,0.0032171627171809158,0.01086913004718082,0.0021441173209203654,0.011443811620302557,20260831,100000,6a56483db6ab1da02809a83099231ef81b8c8f61cbdc0169bbc462c93bf9ae89,8b08fc0174eed2d7413afc3e580f418a673c0cc114bdc4b2035f531f63a67be8
