condition_id,nominal_density,interpolation,outer_domain,inner_domain,pca_dimension,mae,fit_domains_json,fit_sample_count,query_sample_count,pca_state_sha256,ridge_state_sha256,source_p3_state_sha256,state_sha256
bilinear_0.5,0.5,bilinear,yfxyg8jm46,74t7kcdgkr,32,0.08385671772811126,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,45,0e24f40dbed0b8145951b0952134d76845bfca160603125d3b54211014838ff5,ffdcae6387abff9019f067e8f94033d771892a7cd339a4c4e0476226113a512b,34f58be52a149e7da396f73f54f08076c1bc5516ec366e1ac0edbd14e318281f,8cb0fb0382b8dfdc823ba510f076059b2c54a63f719763a965c11af1893ab1a2
bilinear_0.5,0.5,bilinear,yfxyg8jm46,cgtnjyggtm,32,0.12561542356007319,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,49,cdfd28db2f74e7f4d4ba0b7b2d195993d0983b572c7ee7f060b1f32572eec6f9,653c63dc048afccd7264f3b5b6ac6f3616a9c577e37b48148147c64315f9f740,9d876b1aaacdffdf59bca0f00ee81ecf19e990faaab83678aa55fea2efd49dd4,466135f8f377ef0db86a2ecea5df7ae7f0b2924642202aff434132fc4386a9a1
bilinear_0.5,0.5,bilinear,yfxyg8jm46,w68dtmpfyf,32,0.09329201214660504,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""ykhs7s2dck""]",191,43,6b8bef6a172078c5da1818cd29fe9ab6229a3b0462b95e4dae0a730b4b2ed675,8d1f328b9a70d2ca297565d7909dcb664bd5de2727669fd4840462414afe236a,f11db2ddb4cf8abdcea74a1a6e6e74a574faa112ee908611dcda2cee394483b6,1eed496d2556209364a4333697c8e254879e6203b13145bd8b986f64f5e2385c
bilinear_0.5,0.5,bilinear,yfxyg8jm46,xcmzfsbd9t,32,0.0949699714842645,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""ykhs7s2dck""]",175,59,a4193f6e3e3117003a64ede4153f01fd54c8ba7df1b876f1d1a37e6f6352357f,53c1817ad026ac94798e54d113375b685293bc631035f666879f4426690ddde6,90f899589020fbaac6c8439f2f83a92004d0c88f37612b13cd844dcbb0ccf058,c2c2d531f347b1cbdbb98c7e54e984c326814079d341cb32f2e11b1e84f4987f
bilinear_0.5,0.5,bilinear,yfxyg8jm46,ykhs7s2dck,32,0.19983684627793163,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,38,102a8aeea968453ba9a118929dcf7d4d7d611513f740c33507c85573a8ce1939,b755641314f06f02d36b639bf9062caba737e4fecaa8f030bff38e2090371953,8330346c7dd79b8b2a36d23d50f146dff060c6b598b97a3ecc294d31e44ce2c1,9e3d8ee036fce7d5a7b683eca91989914565e3e198eeddb6f081cf512c4b7be8
bilinear_0.5,0.5,bilinear,ykhs7s2dck,74t7kcdgkr,8,0.0834701268206355,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,79d232a89a13e2208f47c371a10581a73a8efb005794883a0b1798493230d2bf,166c34db64271d21216dd30adcc960d6c55ecbf2c37e526c9e5d0c73cf9dded2,2ec9e02fac3fdbaa42f3ade178bb8678f773190473cc9c9f46362170b860bbe5,35cb3890b6206b0b31efe56a87c018555134bb6667bd7aa7190662a92be128d3
bilinear_0.5,0.5,bilinear,ykhs7s2dck,cgtnjyggtm,8,0.12460706999847075,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,f9f64487c2adff157fca8b5b38f45e98566222fde0d743c5ff865677a987c7c0,5ae60ac7c5c526827dc1d0db0e79d8acef6744988ee24e15fb9c039f78ba61bc,fcb2fdcc94f2f95c82d7dbdb493ab3e33869d5b331ffea9a09f442c7522403a8,8ef074ed7318a962fc1fbe5f374606636ce215fb7493cacf7ec6b751b5c55def
bilinear_0.5,0.5,bilinear,ykhs7s2dck,w68dtmpfyf,8,0.11431971030311365,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,776aef53cdefeefa047f232e954f813968ae76a9d1af3614aa1c0155e461a45b,6da1589b68c97e22c668ba0e809ef9d041c720b7862def210a3f56cdfad63b80,d2cca63dc6d355b1f2a3b7fa496a4f4f8ba864ed57d88619694f50af084eb4e0,0ee800549870509da4f860eefa849dcb2c19af36fb16598d5f901da3b88d0a9b
bilinear_0.5,0.5,bilinear,ykhs7s2dck,xcmzfsbd9t,8,0.09412300904790398,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,b530191b5c33c095e2d40c5c7c4d140f0e3054e49d38a7e9c5d8bc5c9503fda1,f3bcfd3f2f4a220cdf39061a4fccf01eee4a1928300d596eb047257e616020e4,9732affc86434b5d3352d1a9db7856d8b4db8b60321ec448259dd21ab2fb86c5,ec535af18c9e26e76b836c590df5093e26dc24c152fe62f0ca40110e2dffd3c6
bilinear_0.5,0.5,bilinear,ykhs7s2dck,yfxyg8jm46,8,0.12155993158347543,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,8c2f4b1a7c39631448e8f82b1168c11331aae22d6891950154b7bb1d06fce652,005ed4d49f7bdcd04d8cab35d78f834647f6f4e7aa5cf184fa939d0bc7047532,36de4b76cd7bb6eb1640ebd8837a17f660c5009c34285b9664fd5a774a86ade2,7eb5f458cd39ebe41d9e0e44dccdb0ef1d0c195165521d88b90b2c5634f4b3e8
bilinear_0.5,0.5,bilinear,ykhs7s2dck,74t7kcdgkr,16,0.08879459932468395,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,913e9c378ce354c1387bea4af31d9c53dec0bd79385d2b95ace424a6b75c097c,a6a30cf99d8d6c29f4be024b975578df96239b9b4635f7bb359dd5953ead3d4d,df2e27910ea053e719a272272f18351b17e2d5767ab08bf4924ab125be73531d,3136517864ef9411efbe7ce9f749790e5e97252b2a5628045918cf02672a2b98
bilinear_0.5,0.5,bilinear,ykhs7s2dck,cgtnjyggtm,16,0.12344294990662052,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,af8ceb41c7c5abdd4c0aaa1143cc9b021399ff756fa7910d187b6848a14eb2a9,e8aaa37118ccfe145da843f4b7eb177d4379669825de97c664fe05800c40a0b1,d3af44a46ec4eb90009b657a974d8913b3395a7e280c83e6dc60fe1f504e4fa4,4ac8dfe5334b85c5792a9593496f635bdca25ef067b9f117c18b22f5a8a8e42e
bilinear_0.5,0.5,bilinear,ykhs7s2dck,w68dtmpfyf,16,0.12186487576089648,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,352891f9fb138a9c6c181ea2a9a13748d4cccd5b4dbc0e120b41984b2a8c5c22,78da53c374d915a56c33782d53a47fd1a2bec7301b27057df28f249502aa26dc,b8a41c3c13364997cd9075c02ac130d97eef0e417ba89d8a19f51c541877ed9f,5e25c7fd14882325a8422c3c216f01a0295d836af82b8ca0806c640a43b0f7fa
bilinear_0.5,0.5,bilinear,ykhs7s2dck,xcmzfsbd9t,16,0.1037171330194044,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,2f99eb3469006913757b2fc78dc399ae5c4fcfefd59fa525ac906f91cda803c7,db14f43e29f2cfcfc2f484d3d57669e057d6cb6d65bde208e48fa188a9432f41,45d0a8b0adcb0247459a4d77d76768f54586293cff929c31f54850d0342dc7d6,584218c9541d57d1f98a2f618697fb778d5aeff2fb4d13af22f1a2a8eba4db77
bilinear_0.5,0.5,bilinear,ykhs7s2dck,yfxyg8jm46,16,0.1299709907270644,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,ccb01981757fa9770218e01801346f5ba31761598ae60239cd03b7eaeb6ddd70,d2cf0cd8e16d5a5450e3aa15dad0aa1a9983831bb8673971e391403a7d3d29c3,508adf1cba135a01820ac86eabe154dadece371e3faef4e515c0c20056c92f8c,5469c6f46ce3f086c695ca3f29d31306d73c0199f98d5c6c0a8477bdb3ee78da
bilinear_0.5,0.5,bilinear,ykhs7s2dck,74t7kcdgkr,32,0.10970716381356166,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,45,424cadf2a59f241dd8fd261b0eff856abe40745310c88bfafe781b934a21f40f,cbec14d26494d86c51d8272dc1bd83e5fa6a9851a1be9816cc9f38c88cf125bf,f578a08d33ed12448523fbc09b30efb6ca72543ef273056f9930fa9c5bcd21d3,fcbe575cb30301ce954ffab8f9ef7fffb5d661fd4487481724c60736fab8dac2
bilinear_0.5,0.5,bilinear,ykhs7s2dck,cgtnjyggtm,32,0.12668152430845614,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,49,709412610e3847843160e02bdfee3a72b8e46ba0a7af4f726844f1a78e755030,940d6f1dd571758651a9000e878f065302fc7917c78aa46927d669ef809f6f82,3c0bf58f01a1871087b6dc5a64ac7fe2441f60067e901596f9228ad2e197cbe8,314d7f6a214b519a88cc5ae8ec91fd85482c0fa6aaa3d3292f13003b9387736f
bilinear_0.5,0.5,bilinear,ykhs7s2dck,w68dtmpfyf,32,0.10189520800914503,"[""74t7kcdgkr"",""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46""]",195,43,aebe5df11746f467a552fab34ab14818800d393aaa49ebcdd1f93664a3e5075e,582b4004e3552300ed62a528a1264b2eaed24b1f29cb4aeda1e8149a4722eeac,a7284451d09252a5a6a0457d2e063031517585b06ccc215980036034cc04c685,3fd5a5b360ceeb330b36f2efbce80ddde2dd2c0bdf14aa8d0b85dfaacc81d972
bilinear_0.5,0.5,bilinear,ykhs7s2dck,xcmzfsbd9t,32,0.1075529876980476,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46""]",179,59,336c20be5c35337e771b5216c080626ec41f69c0356ad14f6e9e91837489e225,19136d0c8561146a7010fd5e893223872dcd576f35be66b03a03e4a9146db621,d38bce10941b60407e39996e6d788687dbb5a2c6aff1f14b3b19d26934105e43,f0d880d75f3afc11b695fc62a813439cb50f95e635bd6cfd9996b878f1cd103c
bilinear_0.5,0.5,bilinear,ykhs7s2dck,yfxyg8jm46,32,0.133856637323438,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t""]",196,42,bb8cb2b5c5c521a717cd931ed6f59d7b696d3b4098321666fcdc6f72167bb868,b755641314f06f02d36b639bf9062caba737e4fecaa8f030bff38e2090371953,b0f521e8e6237144ffd243126b87b2b0b8bf6395d722542b360c20a246f3f4d6,2f8f37dd56edd098a178e456008e06c2db70272dd500455a72d19fcb96851d0c
bicubic_0.5,0.5,bicubic,74t7kcdgkr,cgtnjyggtm,8,0.13551158567517232,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,9a896b6a0edaac7497d6b9b3966df3ac6fc9114a82188c8f9fcda0f2a4eb37b8,6c1fbf974c4218f6f82235183b0de1e5aa5c3295f21213e62bd927ba9ac8f90a,e98512ffb5386586e19f5b7ce64f3b5d1d8f26a59fa0572012182c529a299ace,b8f6f64f2777d0d9d899c4e7737585838baed89b810e20c553f9b65402a8ec06
bicubic_0.5,0.5,bicubic,74t7kcdgkr,w68dtmpfyf,8,0.11734078000921466,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,02c2c36feff1edd6596317d53d3e288954bc976efb4f3a76594706d8c7ef75cf,44ab5b68a526d5d08a22a1ee7abf15b1702354262bc3e4bde2127994dc59a042,2a323fdf3285b198b3a21efe3407956b71b3c8002dde9c38fdc51730af874a1b,b18ad98b25d5fb53f461e11dda9620b743d322374917afa480269ab2a8726f8f
bicubic_0.5,0.5,bicubic,74t7kcdgkr,xcmzfsbd9t,8,0.1115172283258985,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,e8d698bf6c466c5b1ad2ddc49e341d2e4930e24aa26dbb78b24259b2293353cd,84fda6065ab38281bd89932fe15c3bda8d231fa4bc7c72c85efdd0ff8f60dd52,46a1179b641c35c2c4fd938f36bd37bf1ab3c344dacd7f2b2ee2646790cbe488,f039055b216560927a36d9e07c5dea8156d4a67ae0012e20aeb9ed6c6121bac6
bicubic_0.5,0.5,bicubic,74t7kcdgkr,yfxyg8jm46,8,0.14386965803471666,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,f721b6bfdfabf762941de706f40cd06b583319006c219994918e2d845eef7b68,c531afc775153226c85da618f676e0d8d4aba6917b580f8f8817589efec9912b,28bca8ce300383570f963d05aa6a47704f06ffb78f25970b069510ddaaa483ee,ef20bd72f0a30dff9dc11d6ad34bb8d05b612d1de6342cc6c3ab8330ba5fecd1
bicubic_0.5,0.5,bicubic,74t7kcdgkr,ykhs7s2dck,8,0.3983600241589221,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,4857cf251dd84c228d59e89f25e8d3fa76c3e757afbdfcb5bf5dc8f6c184b714,d930c67c7ccf6cc04f2c8d567770a2f2fc4c0f303a7a191e5e22aed6b6584212,e5224f6c67b4e542fe46bf375111b24ece07f2e4ad242b1f43da6c7bcd0ce03a,27776282e6ce858770c50c9427a497f9443a7056571e7dd8793b0bf9fb3c557b
bicubic_0.5,0.5,bicubic,74t7kcdgkr,cgtnjyggtm,16,0.12883089628647523,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,0da8225dc271708feeab4fc7572596da13b56a35c43926bcf913af66bb970829,cd9eb41e6bb22f3017cee5aeaeb15304554f29aadf966aaa28786791e81719be,c443a91d4dddafea3f57156229aee2865a65b8dcf00f1c143d1a9c3f5b91fb96,e48dd543badf1166ab8c1796273d4e294ce48da98bbf84346ed7b0b1eb65d709
bicubic_0.5,0.5,bicubic,74t7kcdgkr,w68dtmpfyf,16,0.11842186823606929,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,f006a7691d3d9ffb82ae609ebf37bed63ac143d0c33a963749cd942a050269bc,7658df55fa0e06773742b62fb96dd7c0d2c3b35e82a981eb790aeb2019a5dc36,2bd3b954e1e76496abaa97de62edb9199006daeff320954872de708308c309e8,7f9640a511f18ede9e14efeb752c1c889232179643e236b56982de2dc83b3ecb
bicubic_0.5,0.5,bicubic,74t7kcdgkr,xcmzfsbd9t,16,0.1405421721043361,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,f1d8e9856f53f8b2f38fd6bccb3f1433e89b01da6360c934009f5393e8d360b5,b253deb29b2d487b1fa4921f562af9f5057106388d6f9b92472412142b82dfbe,c46ba20197c19c9408a07ea1a63b05f84f997d8cbb3dc792b49b38ff787fc06d,7597be5f067360bf6ed04382473a94cb395ea9dd7e1775de99faf7a096b1a1ec
bicubic_0.5,0.5,bicubic,74t7kcdgkr,yfxyg8jm46,16,0.14514286448149136,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,bedad174c4853901bacc86b0e25235e9a9f1b691ba3814d3a7751e1b0097d9a9,7e0ab3c51d4c0de929293d30475596390d28f3d5b3a2291642540f70afa8c5de,02b37d4f204d62b9a23cd9796412debb300c22aa521819afa25dd555e3dd6ac0,9e56aa788f228cf313c7357943325bcde99abae9101c24bf0414d8ecaff11c3b
bicubic_0.5,0.5,bicubic,74t7kcdgkr,ykhs7s2dck,16,0.35358987833518607,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,b884c2d073c85227ae2a9cef34a40ddfa3ca137824aedbb917da3bb07d9f3de0,8e31aed25562d38cffe90f67086d676106d9788f03e4d537533b7f2dc44ffb58,59c8753b0a2964e27f59345d65da6d8f55a1e65568a091e822cb0bbb89bdba60,19c6affcbf497e83cea2d2a33ba455a8f21e3df74c64a715fb032b43c42b4f41
bicubic_0.5,0.5,bicubic,74t7kcdgkr,cgtnjyggtm,32,0.13111910432617543,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,49,46cd296d9fd2c7bcf2c3fa6f900477905c53df1709a71c1f1fba7df07f4dd1bc,b77b4b8c9b3e86fd06dce8d2c1243acbe285aa7b5c7ecb0ec4765727a8b89c2e,c804558022cc65a705da54f4dc2cb8fba2d938cb2499a8efac30ea2ac3e61a90,1f7ae3559b3fa8250b1b05963f6c79e742e83c9163240a4a7e5042bfae0e0c56
bicubic_0.5,0.5,bicubic,74t7kcdgkr,w68dtmpfyf,32,0.11359064527022693,"[""cgtnjyggtm"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",188,43,7675e0cea60c5f3d311b1d478087ee6ec5837ec5dd12fb324681faee2c91797e,30daf348521ad6864e2bfff306e5281dba23663559059f5832eaa75b0e769e20,6037a6d16f9b68e52b059afa28827725ae251e917cd3df2fdff7ebe17c4c5129,476bb696768fe7862041db8a19770cd04fc80d004eaf1bd1e8c281a41ec67c89
bicubic_0.5,0.5,bicubic,74t7kcdgkr,xcmzfsbd9t,32,0.16016607503528973,"[""cgtnjyggtm"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",172,59,989b592e213275b5fab95dce1cb6e4f7395d427cec226256d059f6c038173c91,8f85ea059b1f132a261e8875dc376981712080140775f01b105ff5c214afda9a,86742240849db46850fce1a8c09a1749057aeacb59986a75488db8422e08c2ee,658e4077a44cd36e69c071fa00dfd859d2f20a1fe2b08caedc2fa6e9641d04cf
bicubic_0.5,0.5,bicubic,74t7kcdgkr,yfxyg8jm46,32,0.14422889871022126,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",189,42,b4ba4b996bfd3f403340effd3cbbf94be8e9985dbd91d2edf21e2deac32545d2,bcc9fbb28f725eabec578d3fd5406bc305461a37f8e67c0d7dac8244a9170aa4,96384811358b708f34371e143617af373324f7893a895ee3c41a4170c8680e80,a5a84fdebac41236ab436cec1b20c1c978efb6d1284702f5eb701051847c1560
bicubic_0.5,0.5,bicubic,74t7kcdgkr,ykhs7s2dck,32,0.3675235325119726,"[""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",193,38,bdcad8a681d78b5ed3e2d96944a4c70c8973b198eb387957ceb55cae34504e7f,d2ae312029f8fc93dce8c5167be0154130caf26cb83c8a36162a677efa214c11,7073bd652baaa85c6ed6d04fd7a35770b113115efcc2721bfc027e0a9a77a0e4,c927db55ca9a3f6a8b6939936511eb03258f33af1237b5968a8695a5bfda6e67
bicubic_0.5,0.5,bicubic,cgtnjyggtm,74t7kcdgkr,8,0.1236850807215055,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,45,9a6f7510d116eac4cd7f3961a9cd54fb4e3506b1be495926af14dc9a9c4a04ef,6c1fbf974c4218f6f82235183b0de1e5aa5c3295f21213e62bd927ba9ac8f90a,7c9ebda1f6b7f038352e765f666f5619e6ee275df5e6bdeff16093ff01eede65,f563b94edd32941162f4d20b96d91df84fedd3b6f31e0bc6ffe14d41949249be
bicubic_0.5,0.5,bicubic,cgtnjyggtm,w68dtmpfyf,8,0.11219680528672142,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,43,0fb648dee0ec4e136086c0c689b565edd90cbbe6dc17bda56d4e4ee29ffa5b65,8a2ed96ceb9689f5ad85571d5ef0d62fbcd2d1e6b5f3260bbbed3fd1f2494ba7,7d2de6885670b37caae40eb88785063bbed2ea19406188147aedaebb8ccde2bf,7ebf81de84ba5f0581266f28dbc3b24e57b6e383589ff1c53e311853ba88325f
bicubic_0.5,0.5,bicubic,cgtnjyggtm,xcmzfsbd9t,8,0.1071751788245707,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,59,bf16b2bfa8e29c90860f64946e8d0b5c8f41a49aae89aaa814aca69264d0b2c1,874dca260864f3c5cb0e44a9a309268490993e26f302eb0610bf148445d079de,4a994336c5ca00dc6fbb950b4480aff400ed8063ff9b3ea7b2f32f5001d513dc,fffba9aabcf217d82b30bb04b80902ad70a83072fcd8acd47aeb83a72df0bc6b
bicubic_0.5,0.5,bicubic,cgtnjyggtm,yfxyg8jm46,8,0.14070782590776182,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,42,971d1ef5301b8edc1389f0f2cfe755552c7db5edc2dedd074e77e0b3a6b92ff2,83ebb68e76aa39159d383c42f118d587ea12c1fec06c7e97ea35dee7d4d34448,98379f11eefe0ece0f2157d5858ba2e7696ca03c786a2ce8eea113de57e51cdd,dd8bdb9b7fdaecb4266ea3e8b8b1b2d44248609ebf9690ec21fc60c98638ae5f
bicubic_0.5,0.5,bicubic,cgtnjyggtm,ykhs7s2dck,8,0.3336690865321317,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,38,3f89197334c565a382f9c548130850fcaccd55ef340b5c839c6e1e3f4da63f89,5990dc26e8ac7ef047ed800934cbd498ec2a0006d164d03a4608aad0b2ae70a4,7a5f6ff7184a4b3e9739a5596e3320cbed6d7bb114b62d295ea1751d13634484,c08daf7ded17e8585bf7c6d2f552eb8828909cf1b08e917fd7e8598a1ceae80b
bicubic_0.5,0.5,bicubic,cgtnjyggtm,74t7kcdgkr,16,0.09294021172101156,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,45,4a5f5622de77a3b13f628341f5677c15b9a89ae5650bca4ba9748a320e81961b,cd9eb41e6bb22f3017cee5aeaeb15304554f29aadf966aaa28786791e81719be,d8c78d50794e473e8af5a4cf54bbd1dd68b373682ffd4f2f652ecafb271cb39b,2b128af012ce42eb7cefe50d38487212a5c91af62efd6e497662ee334a0b163d
bicubic_0.5,0.5,bicubic,cgtnjyggtm,w68dtmpfyf,16,0.12156782140558284,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,43,495c69e93e28884d136d13dd19a99135a407a03b88399a38328c730bc989d148,1ef987c8526f30f63a4f5038a36b71a51b721672f29e98b8af955cb1d1dfb58e,8e7b54f91ab09ceebfd0d0f21686f04483cd898074cf76059300b496fb99262f,3497d0f80c2f74b0cc6ba92fe3fd192953086baaacecdd054600cee7a8e18d36
bicubic_0.5,0.5,bicubic,cgtnjyggtm,xcmzfsbd9t,16,0.08701361983847174,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,59,40fa65229bef3c26a706e1d915b4c65a88531219cad4c3d4aec514a4df76cec0,4a9a1f4ef7c3d88adbfe872cefe21c262e30da4e8484afea5afbf485a55363e8,09a9cc5dd485c5f72f9e6a99ef27fe37b937c2d0651f170fd19e229df0c5c07f,37e0d0b8a6614f90d16cc7d077f9d4180c6199e370d1725eb7c2fa7b55e6c2df
bicubic_0.5,0.5,bicubic,cgtnjyggtm,yfxyg8jm46,16,0.14171059981661605,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,42,cc6c6c338f65c69439b25b02a4c251751c95c3ca204c3de8c362c834a6576285,6e9f1a68efd5dcd11dd46f2b4a2eb9c3f84d55f7167845af774cbb57c0e83715,c76a9db773b12385a6c2e0dc814b28c3998d40906699678591e34b0b7377a2ea,ebd3ceb53c448371ceafc85210b62f5c92fa5f4571938de0f9e82f2653761e99
bicubic_0.5,0.5,bicubic,cgtnjyggtm,ykhs7s2dck,16,0.30112929780066644,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,38,3bb2430ec7d1d7250dede88f8ce7ed8ab9c2333c9be97c42a56cbeda7aee9ae3,e7fbd50fa1609f4e1a94d9e19dfe5caad6161b0dd0c21d9359a64ea1df926522,b2e171a86d53b5d31549230c942575cebf4b7785985285d708567fd090b12723,93b37a80c8dd9f922fea9a8888880aab51a0c9d794f4a0e420ba4119966e9aa6
bicubic_0.5,0.5,bicubic,cgtnjyggtm,74t7kcdgkr,32,0.07587587243724794,"[""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",182,45,9b5bc0b1835c615521fa457abfae792ead4a400f1a99aa1fbb895321be2cf9c8,b77b4b8c9b3e86fd06dce8d2c1243acbe285aa7b5c7ecb0ec4765727a8b89c2e,eae6a8dedbf64195ec3a8731824ad0b4ffc8d257f0bd552ed41bfdf7aa384425,0bed73226ee35885c06636fc0ed3fd8118b0623e3b04267c1e9039a3064a93b1
bicubic_0.5,0.5,bicubic,cgtnjyggtm,w68dtmpfyf,32,0.11634790070852155,"[""74t7kcdgkr"",""xcmzfsbd9t"",""yfxyg8jm46"",""ykhs7s2dck""]",184,43,d829736e2fde20255f411dc267ff1c27681143da4231358853e90e96030296ce,92d455d5640212cc95562d15b6c07a74b17a99e655dbe254b58c2cdea5406831,9c194b5a2a92e29d27807dd50a570bf8f5f6389473d6ffa1a44ec60ee94ce66c,c646924ce994d00ce8583daea4d4cad548d2a92e0077b89f579bee3e8fb6cff9
bicubic_0.5,0.5,bicubic,cgtnjyggtm,xcmzfsbd9t,32,0.08535857696867186,"[""74t7kcdgkr"",""w68dtmpfyf"",""yfxyg8jm46"",""ykhs7s2dck""]",168,59,433912fb2038f01d1814bae052d2a88268f06196ea3e3ac7e0040be5499ddf39,4d5069ab0d78f393be07227e70a754b257fdee65ea2da959aed48f931fbe42fc,bdc4b124263d00c5ddf297ecc974fec105ed96e162f4888931323af07a78593d,9aa97cbe3ae9f40731079ec6fa99156298087cdaa4c14e68d246a6841c8cec8a
bicubic_0.5,0.5,bicubic,cgtnjyggtm,yfxyg8jm46,32,0.1314566504591634,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]",185,42,20819c15a80a65e31a9b4d6ea905bd6a0bca2b66268be66e1f4c572aa02c81e1,9120d0a73f572500ae9d5b8b63be54f72a0c0eeef896a601b382c7d76460477b,e15ff12ebb5a55b1bc53b7b95db51a33cecdef2284057233b5ef6068fef5d298,f24da7661e5d7f36fdc829e3a54e4e3c03ee65f8606981f01493fe4f53550148
bicubic_0.5,0.5,bicubic,cgtnjyggtm,ykhs7s2dck,32,0.2577594761523477,"[""74t7kcdgkr"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]",189,38,1a937552671887db947fc1b4cf7c6042b3a4d07a84036a983c0a631065e09ac4,7f55c3b3dc94b0720a364dcdb337faaebec3d99145413e8cc871015834713dbc,ce83141f15fb3adad6283d561cdcb6b310af8ff558f72d58a080579a60791fd7,8c69c7f371c46dfe90736741e56b30f0da292ed11fea6185f3a6f026c9e7d02f
