method,equal_domain_mae,worst_domain_mae,domain_mae_sd,rmse,r2,equal_domain_mae_mpa,rmse_mpa
equal_fusion,0.09062720807964307,0.12924226503555925,0.030311412938187874,0.12544929283578826,0.658097480493186,37.743176542035194,54.73245619910955
validation_weighted,0.09130311076243099,0.13226041469369032,0.031004814640866702,0.1261932692293607,0.6540301532098582,38.0622090380786,55.11395597728594
stacking_ridge,0.09318361761675946,0.1400665686431973,0.032274453210332614,0.12888004622548133,0.6391412565851737,39.10396308877829,56.854998294664284
stacking_nonnegative_ridge,0.09299784627061447,0.1383297278104872,0.03193759286539613,0.12825199899524004,0.6426496991799846,39.006781979113335,56.533700202775954
stacking_huber,0.09086089934872071,0.14655618386412464,0.03455910094063809,0.12734735294104016,0.6476731749024998,37.95799794379884,55.989131181678616
stacking_selected,0.09221085819408185,0.14655618386412464,0.034700533964670266,0.1285141939956528,0.6411870906082606,38.48919156137866,56.40042804096269
gmvr_selected,0.09400647020796445,0.13937584679731924,0.031083850604773804,0.12808217693449658,0.6435954276984605,39.032033055407965,55.84465181590677
