effect,point_estimate,bootstrap_mean,ordinary_low,ordinary_high,familywise_low,familywise_high,probability_positive
e2_cooperative,-0.004269558204442379,-0.004269085132586629,-0.007253151832278403,-0.0018891477282849123,-0.008094449168761418,-0.0015682602328388404,0.0
e3_validation_weighted,-0.0016673061048166533,-0.0016679982475197534,-0.0033064078504507002,-0.00015376060428685714,-0.0037044972755301622,0.00013629455518063735,0.01212
e3_stacking_selected,-0.0025750535364675066,-0.0025768068135166994,-0.00995938896482756,0.003413190342324043,-0.012038424087250926,0.004628366014717955,0.24494
e3_gmvr_selected,-0.0043706655503501215,-0.004370477606409456,-0.007619728713249829,-0.001944834443125124,-0.008696039760918022,-0.0015634049611194408,0.0
