annotation_status,channels,dataset_id,exif_orientation,format,height_px,image_frame_physical_extent_status,metadata_keys,metadata_status,mode,orientation_status,physical_extent_status,published_specimen_height_mm,published_specimen_width_mm,sha256,specimen_boundary_status,specimen_boundary_visibility,specimen_id,visible_annotations,width_px
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,43537fbf608ae10fd244abc6fc0bdf318f9b1a262365f7a3c29d332be771c9be,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-3,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-35,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,51226c7953af1df9300b50902754d06b12efd72b028ad98b5b134ade21d31a84,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-18,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,5899c8c22aa7101c345457b3c1872f16e14eb112b667bf1949902665f2849365,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-2,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,58a3c70e4e2c47663ceb113eaee1709396ff77e157816b944f5240f26a727bb4,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-9,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,667c198f6ee7dcc28dd352d467ac1d1048fd3563327741eb82cd3c5ca288044b,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-46,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,6ec3c0505d1799ab4355b36dff3a0b5642b1120763add2ec35d9b1b775482089,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-7,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,6f9ae8718a5dc38a50245f2f376afc6608e3ac652cfe20eef13adfb7d37a1270,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-8,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,76d0d58ac073c197ff418aa1366caf731a1d06bbea4d482393de442280b3fde1,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-10,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-31,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-28,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,89090ab85a001ed26f3133af555ebe6f56fe894068bb0330eef57c45759673cb,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-48,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,91a54d7baff01afd0f1bf02f3168b805c176f1eb38c8c687be8483fda5362a9b,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-32,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,952b6a1b33616ba8523c32b1bde00d5e06ff41c5efa288a1f0e6fc3be36b0938,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-15,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-34,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,a22aae21aa2e4b73e8bd8387dd99fd24d7f0dcbefbb862d612dd8334c8fb1a11,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-45,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,a22fbe228686892471d2bc2c77cdf1f3137437d78facf28edbb97a724ae3386e,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-13,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,a433e3b68499a37b6a5d9fbe4a32fe55cfbaf1515893d60d4312879b23672676,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-1,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,aad560a16f8f0fb61db30b84b161d90f5751ac88b26a5b1463eda5621e55122f,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-41,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,abaa97554d11c12108ac4b252a77480261a6374255f1b814222c353fde37b060,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-21,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,bba0c3631692d5eaab633b0f19ac0584534548649b6926f652758e6f05c3e855,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-29,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,bd766dbf12e804a9e5f995e31534529aae455b7f5e99eb584696343ff87f2b17,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-50,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-33,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,c8ccd838695d6661b86cdee8f44440b3b07c5f4011a2d9549e1a5a26428d298c,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-26,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-39,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-27,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,ce750da878792f74a15df612545c3946b95017a01e0eccdf598b5dc85c6b4d0e,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-19,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-4,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,d5a0acbcd698a0c962e91ccf960ae01d5061a99482a1c2578e56c31f76efa21f,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-11,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,da39a1a259fc2b472f62d5de14713c11619f7011cada4fa46f293f34f3ce8970,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-43,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,dc8c6ad23acc59950fa13595180567e2bcbe220dc0042f03fbd5d4cddefdff23,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-12,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,df2ef39e079d31b6e3b25682b9759ddaea0e764c5559327fbde7ff7f3dba54cd,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-49,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,eff20dbb7615aaf4f17620af78f8394928118402d795c0e4e225575c64c767fc,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-47,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,f8156b17409d073fdf98f36ec46aa0cb311339d906551bae7757b3808d35786c,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-42,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,f9b68fa0afaccc50af654d8209a5ffd8653bc2b1de801ba95edc060f86433496,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-22,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,fbf8f8cd97674c0749384323a43dffa5f0e5a120fe651a80f1885258bf307b53,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-20,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-36,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,cgtnjyggtm,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,ff6f1c4e8d3da64f71465af0ca3809334dabe01f4376d093151386560aba6f41,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q24-44,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,016a9dc508469d9853e477ad9a3f4aaba923855a2d837059642cf782bb585c34,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-36,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,02cd4231d7be32ed76c98413bcba9c131e04cece04ac396bb4726597cec9dc97,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-14,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,13529e168e1a984c148bb834d77a6881f616d3ea5b6de70259d7f606743494c4,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-23,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,313157e3c867e292e95605aac19740a02e29efe28f4d3610f3eb68a2745341c3,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-22,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,391ba24eac629826b6c198611a1e30c1f4899e22e3f7e187e5371bc6de758f12,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-4,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,3d5142cb2fdf678c1b3e2b815ed36877dba8ccb6dfb8c5d8449b65f73e6490a4,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-11,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,4429524f539a549e90d77d67b9c35510cb2ece0d17e644a490ad3e1f74a040c8,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-40,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,489ed0a98222414db39abefd1d57737bf983a70c583241cdaa4b13ab4f318079,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-2,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,4e2f696ab0b16a335d42712c4ab57bf0d25122938c14fa7643e199b6563a3af8,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-16,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,4ebea5bb47eba8cb77a7b02ced3ab1cef5f1f612efaf32aec04c95f2646654ba,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-43,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,540578d3fcbb549dbf7196774c8ef77e4232bf202e5573b802bfe3997e1b730a,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-31,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,601d4a58245ef376a4f64f1bd7a7880de4808098cdc3dc18fbd6b5ef1689e587,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-30,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,66a94cda6035072fd39ed725694e6afeb837831e4b91c82858d60c17a0b53dc2,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-33,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,67f396c4fc96ec7902186cab68cd9d0c24c96a1cead5ce7ac597ca5f2484078a,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-1,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,697d517c7d258cbf29c6fd5c3ea43b280b0f3d6d19cb542dd056b3d623421652,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-25,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,6ae412dbe0bd7ad6bc402f503424e3f69dd4ef5203ea7e0f1970fb2887eb4143,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-42,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,7423e168ba0ff693438c1835bdd68009c027fe7ab594362fcbdd5dcb07211ce5,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-38,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,7498585a5ac101b5eb554235347e34db9ed6d736360511e76f6d2da8ecab35ff,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-15,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,7e07815fa55fa7ef68422058296a5818a9155c2078064b83ac6993aae4defa20,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-32,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,854f5f5f2f0040701d7aa61844a34e2c85d52764be6f5d73d1bc631a70b41522,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-19,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,892e78ea24abe0f887f9f7de57c1b3d51019945a4f4eeded97801bc95b5bc5f0,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-10,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,8bcd481c1f9a5cf04d32318ea7350dfd1a1c3cecb89e00ec88e9cc40e8a7a4bf,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-37,UNKNOWN_NOT_MACHINE_VERIFIED,3357
UNKNOWN,3,w68dtmpfyf,,PNG,3357,UNRESOLVED_NO_EXPORT_TRANSFORM,dpi;gamma;srgb,OBSERVED,RGB,UNKNOWN_NO_SOURCE_TRANSFORM,UNKNOWN,80.0,80.0,8db32f6cbe12c968bc73e4bc83fcd4093e2f5ef61b264a4348c337b30cca1b29,UNKNOWN,UNKNOWN_NOT_MACHINE_VERIFIED,q16-26,UNKNOWN_NOT_MACHINE_VERIFIED,3357
