cscan_frame,dataset_id,evidence_class,offset_x,offset_y,orientation,reason,scale_x,scale_y,source_frame,specimen_id,status,transform_sha256
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-15,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-16,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-18,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-19,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-2,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-20,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-21,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-22,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-23,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-24,UNRESOLVED,
REGISTERED_CSCAN_CROP_NATIVE_RASTER,cgtnjyggtm,NONE_AUTHORIZED,,,UNRESOLVED_8_WAY_AMBIGUITY,NO_SOURCE_SUPPORTED_CROSS_INSTRUMENT_TRANSFORM,,,IMPACTED_SURFACE_NATIVE_RASTER,q24-25,UNRESOLVED,
