artifact,specimen_id,dataset_id,method,protocol,cell_index,cell_row,cell_column,step,nominal_checkpoint,effective_budget,value,value_percentile,mae,q05,q95,native_row,native_column,red,green,blue
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,227,125,126,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,233,122,122,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,237,119,118,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,243,121,121,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,249,122,123,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,255,127,129,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,259,129,130,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,265,125,125,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,275,137,136,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,285,135,132,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,291,131,134,117
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,297,125,126,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,307,132,132,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,317,126,127,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,327,135,137,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,333,130,129,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,66,339,137,135,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,0,210,205,202
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,4,172,175,98
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,10,170,169,79
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,14,161,163,90
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,20,158,156,95
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,24,164,164,92
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,30,159,156,105
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,36,136,135,107
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,42,126,126,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,46,135,131,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,52,161,159,98
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,56,128,127,109
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,62,128,131,114
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,66,132,129,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,72,130,131,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,78,122,123,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,84,128,128,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,88,129,130,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,94,124,123,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,98,120,118,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,104,119,117,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,108,120,118,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,114,119,117,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,120,124,123,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,126,128,127,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,130,121,120,138
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,136,120,119,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,140,121,120,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,146,123,123,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,150,118,116,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,156,114,111,142
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,162,126,124,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,168,127,127,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,173,120,118,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,179,121,120,138
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,185,120,119,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,191,121,121,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,195,125,124,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,201,124,123,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,207,121,119,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,213,121,119,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,217,124,123,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,223,127,127,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,227,122,122,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,233,122,121,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,237,120,119,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,243,118,116,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,249,123,122,136
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,255,123,123,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,259,125,125,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,265,123,121,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,275,141,140,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,285,135,132,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,291,132,135,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,297,130,131,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,307,128,126,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,317,127,126,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,327,135,137,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,333,127,125,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,72,339,129,126,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,0,217,212,209
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,4,172,175,96
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,10,171,170,80
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,14,162,162,90
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,20,164,163,96
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,24,163,164,86
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,30,165,166,90
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,36,147,146,100
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,42,134,135,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,46,137,136,106
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,52,175,177,93
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,56,136,137,103
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,62,130,133,112
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,66,134,133,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,72,127,128,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,78,118,118,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,84,123,121,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,88,126,125,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,94,125,123,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,98,115,113,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,104,118,117,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,108,119,117,138
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,114,120,117,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,120,124,122,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,126,128,126,139
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,130,116,112,145
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,136,115,112,143
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,140,117,116,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,146,122,122,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,150,118,117,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,156,119,118,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,162,129,128,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,168,124,124,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,173,126,125,133
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,179,119,119,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,185,123,122,136
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,191,120,118,139
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,195,122,119,136
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,201,124,122,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,207,121,119,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,213,123,120,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,217,127,127,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,223,131,130,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,227,126,126,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,233,126,126,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,237,123,123,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,243,125,125,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,249,124,125,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,255,127,129,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,259,128,127,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,265,121,118,137
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,275,143,141,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,285,126,124,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,291,135,138,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,297,133,134,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,307,145,148,117
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,317,132,132,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,327,134,135,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,333,129,128,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,78,339,128,129,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,0,207,202,199
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,4,179,182,91
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,10,179,177,74
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,14,171,172,78
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,20,167,165,88
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,24,172,171,91
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,30,169,167,90
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,36,151,150,104
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,42,134,135,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,46,139,138,108
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,52,167,169,85
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,56,134,136,99
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,62,136,140,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,66,137,137,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,72,133,135,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,78,123,124,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,84,132,133,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,88,130,132,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,94,129,131,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,98,122,122,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,104,127,129,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,108,126,125,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,114,125,125,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,120,130,131,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,126,132,131,136
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,130,118,118,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,136,121,124,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,140,124,128,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,146,126,125,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,150,125,124,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,156,128,127,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,162,130,130,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,168,128,128,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,173,128,128,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,179,125,126,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,185,124,124,132
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,191,123,123,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,195,126,124,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,201,128,128,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,207,124,124,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,213,124,123,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,217,133,133,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,223,136,134,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,227,134,132,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,233,127,126,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,237,125,125,135
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,243,125,125,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,249,130,131,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,255,130,131,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,259,128,129,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,265,128,128,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,275,145,142,99
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,285,136,134,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,291,134,136,114
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,297,130,131,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,307,162,164,91
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,317,148,149,109
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,327,135,136,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,333,131,131,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,84,339,123,121,134
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,0,215,210,207
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,4,183,187,92
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,10,175,174,66
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,14,176,178,77
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,20,164,167,88
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,24,164,167,90
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,30,158,159,89
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,36,141,141,107
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,42,132,135,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,46,142,142,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,52,170,170,96
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,56,134,134,106
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,62,130,134,107
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,66,140,140,114
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,72,133,136,117
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,78,125,127,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,84,127,127,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,88,126,127,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,94,130,130,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,98,127,128,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,104,129,132,113
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,108,126,126,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,114,125,126,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,120,131,133,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,126,129,130,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,130,123,124,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,136,122,122,130
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,140,125,126,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,146,126,126,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,150,125,125,127
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,156,129,131,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,162,128,130,117
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,168,130,131,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,173,128,129,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,179,123,124,128
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,185,123,124,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,191,121,121,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,195,124,123,131
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,201,126,126,124
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,207,127,127,125
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,213,127,127,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,217,135,136,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,223,136,135,114
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,227,134,133,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,233,127,127,129
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,237,120,121,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,243,123,123,123
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,249,126,127,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,255,133,135,121
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,259,129,131,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,265,131,133,122
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,275,149,145,98
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,285,138,135,120
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,291,138,140,118
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,297,141,143,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,307,145,141,103
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,317,140,140,116
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,327,134,136,115
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,333,131,131,119
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,88,339,124,124,126
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,94,0,214,209,206
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,94,4,184,187,98
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,94,10,171,170,80
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,94,14,163,164,88
O1,c8-2,74t7kcdgkr,,,,,,,0.03125,0.03132613992342499,,,,,,94,20,155,156,96
