dataset_id,p1_surface_minus_full,p3_patch_shuffle_8x8_minus_original,p4_resnet_global_minus_resdiff_fusion,p5_surface_minus_bilinear_0.25,p6_bilinear_minus_diffusion,p7_sparse_0.25_minus_surface_sparse_0.25
74t7kcdgkr,0.08152397963146582,0.08731766645400302,-0.05768653608044951,0.06842516623897991,-0.00074519664885149,-0.008961406740491423
cgtnjyggtm,-0.0025478091880422743,0.007523776166188503,-0.0028240103661235777,-0.006194433440146585,-0.01079916169248453,0.00234010529825851
w68dtmpfyf,0.018211556168660686,0.011414494795878347,0.005058532633211502,0.015995948997427345,0.03271149064365669,-0.007463399772774562
xcmzfsbd9t,0.010063484479960569,0.00820445910263759,-0.005699749820959166,0.010020000400774762,-0.005693205533492049,-0.02795361418354593
yfxyg8jm46,0.03635879201845496,0.03783959111981247,-0.03277932263771699,0.030935401978343796,-0.048718716238743354,-0.010383114765328938
ykhs7s2dck,0.21417854411901094,0.18040283228281095,-0.06393707931650738,0.20246033014113246,-0.041147789654371825,-0.21396531729928606
