scope,dataset_id,specimen_count,mean_absolute_error,mean_cai_prediction_std,pearson_std_vs_absolute_error,draw_range_coverage,registered_endpoint
posthoc_descriptive,all,276,0.13545095795599305,0.009974029006045914,-0.26925390225594165,0.10144927536231885,false
posthoc_descriptive,74t7kcdgkr,45,0.05959305891481507,0.008255326681006965,-0.1397459739575483,0.2,false
posthoc_descriptive,cgtnjyggtm,49,0.1346961748249715,0.011056977880297593,0.10077253903498841,0.12244897959183673,false
posthoc_descriptive,w68dtmpfyf,43,0.06274996660744522,0.011773490382243344,0.2515282952348349,0.13953488372093023,false
posthoc_descriptive,xcmzfsbd9t,59,0.09608478786452997,0.015907016674917063,-0.1171023875611259,0.11864406779661017,false
posthoc_descriptive,yfxyg8jm46,42,0.18307839295077058,0.0058271583878657844,0.22824050579178554,0.0,false
posthoc_descriptive,ykhs7s2dck,38,0.31700317437379005,0.003948307008995874,0.4142961638371377,0.0,false
