schema_version,dataset_id,specimen_id,specimen_key,task,method,seed,action_count,ausc_any,success_c0025,success_c005,success_c010,success_c020,success_c040,success_c060,success_c080,success_c100,full_input_task_loss,route_cost,route_turns,inference_seconds,rule_stopped,rule_stop_cost,rule_stop_success,rule_false_stop,rule_resource_exhausted,rule_autonomous_ausc,rule_failure_penalized_cost,learned_stopped,learned_stop_cost,learned_stop_success,learned_false_stop,learned_resource_exhausted,learned_autonomous_ausc,learned_failure_penalized_cost
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,R_CENTER,1,192,0.02302471284371732,False,False,False,False,False,False,False,True,0.0,1.8947590474629443,8414,0.2016417207196355,True,0.25,False,True,False,0.0,1.0,True,0.0711277410372433,False,True,False,0.0,1.0
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,R_VLM_OPEN,1,192,0.02302471284371732,False,False,False,False,False,False,False,True,0.0,1.8956271221073167,8370,0.18696863297373056,True,0.25,False,True,False,0.0,1.0,True,0.07484336930038288,False,True,False,0.0,1.0
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,R_LEGACY,1,192,0.27607901148625136,False,False,False,False,False,False,True,True,0.0,1.7121631770985548,8406,0.049729958176612854,True,0.8324921684650192,True,False,False,0.16750783153498083,0.8324921684650192,True,0.8835972850678733,True,False,False,0.11640271493212673,0.8835972850678733
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,R_BALANCED,1,192,0.6619909502262443,False,False,False,False,True,True,True,True,0.0,1.7632690166529401,8364,0.0975914616137743,True,0.37731465367211975,True,False,False,0.6226853463278803,0.37731465367211975,True,0.5605464671075531,True,False,False,0.43945353289244693,0.5605464671075531
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,L_BC,1,192,0.7284371736860424,False,False,False,False,True,True,True,True,0.0,1.7775930886668372,8350,0.6396271176636219,True,0.08754785938043856,False,True,False,0.0,1.0,True,0.7016446223459798,True,False,False,0.2983553776540202,0.7016446223459798
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,LOCATE,L_CTG,1,192,0.0,False,False,False,False,False,False,False,True,0.0,1.7762070364377658,8400,0.4181639705784619,True,0.7107466063348417,False,True,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_GEOM,1,192,0.030264531848242293,False,False,False,False,False,False,False,True,0.0,1.8190681845811512,8426,0.2035723295994103,True,0.9848677340758789,True,False,False,0.015132265924121091,0.9848677340758789,True,0.9848677340758789,True,False,False,0.015132265924121091,0.9848677340758789
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_CENTER,1,192,0.34804211625478587,False,False,False,False,True,True,False,True,0.0,1.8947590474629443,8414,0.18476485600695014,True,0.9884876435781413,True,False,False,0.01151235642185866,0.9884876435781413,True,0.9884876435781413,True,False,False,0.01151235642185866,0.9884876435781413
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_VLM_OPEN,1,192,0.3495127044900801,False,False,False,False,True,False,False,True,0.0,1.8956271221073167,8370,0.18292195675894618,True,0.9884876435781413,True,False,False,0.01151235642185866,0.9884876435781413,True,0.9884876435781413,True,False,False,0.01151235642185866,0.9884876435781413
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_LEGACY,1,192,0.32307692307692304,False,False,False,False,False,False,True,True,0.0,1.7121631770985548,8406,0.052802254911512136,True,0.8324921684650192,True,False,False,0.16750783153498083,0.8324921684650192,True,0.8722676644622346,True,False,False,0.12773233553776542,0.8722676644622346
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,R_BALANCED,1,192,0.8336581970066133,False,False,True,True,True,True,True,True,0.0,1.7632690166529401,8364,0.08474502991884947,True,0.5459276018099547,True,False,False,0.4540723981900453,0.5459276018099547,True,0.8017577445179255,True,False,False,0.19824225548207453,0.8017577445179255
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,L_BC,1,192,0.8793421510616081,False,False,False,True,True,True,True,True,0.0,1.7742239316212245,8350,0.40363880433142185,True,0.7482161503654716,True,False,False,0.2517838496345284,0.7482161503654716,True,0.7942655760529064,True,False,False,0.20573442394709363,0.7942655760529064
1,74t7kcdgkr,c8-5,74t7kcdgkr:c8-5,CHARACTERIZE,L_CTG,1,192,0.6013574660633484,False,False,False,False,True,True,True,True,0.0,1.786904807126152,8394,0.4004842131398618,True,1.0,True,False,False,0.0,1.0,True,1.0,True,False,False,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_GEOM,1,192,0.328924057588746,True,True,True,True,False,False,False,True,0.0,1.718385905509858,17068,0.21979449735954404,True,1.0,True,False,False,0.0,1.0,True,0.015113748763600396,False,True,False,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_CENTER,1,192,0.294880756127047,True,True,False,False,True,False,False,True,0.0,1.7610607908214335,17094,0.34481234196573496,True,0.27409825255522585,True,False,False,0.7259017474447742,0.27409825255522585,True,0.01365424771952962,False,True,False,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_VLM_OPEN,1,192,0.18218265743488296,True,False,False,False,False,False,False,True,0.0,1.7658067617760946,17074,0.3544535767287016,True,0.27391141883723485,True,False,False,0.7260885811627651,0.27391141883723485,True,0.014216946917243654,True,False,False,0.9857830530827564,0.014216946917243654
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_LEGACY,1,192,0.8245961094625783,False,False,False,True,True,True,True,True,0.0,1.666772808534152,17066,0.10267685959115624,True,0.8053632267282119,True,False,False,0.19463677327178808,0.8053632267282119,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,R_BALANCED,1,192,0.8153929003187164,False,False,True,False,True,True,True,True,0.0,1.7009540905371463,17052,0.14507379522547126,True,0.33370480272557423,True,False,False,0.6662951972744258,0.33370480272557423,True,0.40619188921859545,True,False,False,0.5938081107814046,0.40619188921859545
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,L_BC,1,192,0.8434663149796681,True,False,True,False,True,True,True,True,0.0,1.6709877471848356,17056,0.7085107085295022,True,0.0976349049346082,True,False,False,0.9023650950653918,0.0976349049346082,True,0.015245631388064623,True,False,False,0.9847543686119353,0.015245631388064623
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,LOCATE,L_CTG,1,192,0.19848334981866134,False,False,False,False,False,False,False,True,0.0,1.7070761367576603,17078,0.4303361834026873,True,0.661655126937026,False,True,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_GEOM,1,192,0.015289592262886065,False,False,False,False,False,False,False,True,0.0,1.718385905509858,17068,0.2307320381514728,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_CENTER,1,192,0.023264094955489645,False,False,False,False,False,False,False,True,0.0,1.7610607908214335,17094,0.34868260519579053,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_VLM_OPEN,1,192,0.05806791955159918,False,False,False,False,False,False,False,True,0.0,1.7658067617760946,17074,0.38950748555362225,True,1.0,True,False,False,0.0,1.0,True,1.0,True,False,False,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_LEGACY,1,192,0.21480162655236834,False,False,False,False,False,False,True,True,0.0,1.666772808534152,17066,0.09509892063215375,True,0.8606088581162765,True,False,False,0.13939114188372348,0.8606088581162765,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,R_BALANCED,1,192,0.6120958347071107,False,False,False,False,True,True,True,True,0.0,1.7009540905371463,17052,0.1558004249818623,True,0.6274140015386306,True,False,False,0.3725859984613694,0.6274140015386306,True,0.9412924497197495,True,False,False,0.05870755028025054,0.9412924497197495
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,L_BC,1,192,0.5754016924936806,False,False,False,False,False,True,True,True,0.0,1.6713642170356962,17052,0.506130738183856,True,0.7091152873942191,True,False,False,0.29088471260578086,0.7091152873942191,False,,False,False,True,0.0,1.0
1,74t7kcdgkr,c8-41,74t7kcdgkr:c8-41,CHARACTERIZE,L_CTG,1,192,0.08133201450708871,False,False,False,False,False,False,False,True,0.0,1.711165969392763,17030,0.5240921592339873,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,R_GEOM,1,192,0.9341246290801187,False,False,True,True,True,True,True,True,0.0,1.718385905509858,17068,0.1919200187548995,True,0.9883679525222552,True,False,False,0.011632047477744822,0.9883679525222552,True,0.012342015606110562,True,False,False,0.9876579843938894,0.012342015606110562
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,R_CENTER,1,192,0.9519595559951644,False,True,True,True,True,True,True,True,0.0,1.7610607908214335,17094,0.3633719035424292,True,0.25037037037037035,True,False,False,0.7496296296296296,0.25037037037037035,True,0.011719969227387625,True,False,False,0.9882800307726124,0.011719969227387625
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,R_VLM_OPEN,1,192,0.9005099461479282,False,True,True,True,True,True,True,True,0.0,1.7536691222326475,17086,0.4170658076182008,True,0.25037037037037035,True,False,False,0.7496296296296296,0.25037037037037035,True,0.011719969227387625,True,False,False,0.9882800307726124,0.011719969227387625
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,R_LEGACY,1,192,0.6708781184745577,False,False,False,False,True,True,True,True,0.0,1.645526384379043,17086,0.0759842055849731,True,0.8059918672381581,True,False,False,0.19400813276184192,0.8059918672381581,True,0.8661874931311133,True,False,False,0.13381250686888668,0.8661874931311133
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,R_BALANCED,1,192,0.5624727992087043,True,True,False,True,False,False,True,True,0.0,1.6815098432425353,17052,0.23626873129978776,True,0.18891966150126388,True,False,False,0.8110803384987362,0.18891966150126388,True,0.011706780964941202,True,False,False,0.9882932190350588,0.011706780964941202
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,L_BC,1,192,0.9206813935597319,True,False,True,False,True,True,True,True,0.0,1.6728949230780463,17046,0.49822312500327826,True,0.7594878558083306,True,False,False,0.24051214419166944,0.7594878558083306,True,0.8507572260687988,True,False,False,0.14924277393120122,0.8507572260687988
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,LOCATE,L_CTG,1,192,0.8818925156610616,False,False,False,True,True,True,True,True,0.0,1.6995615002540456,17068,0.5344587778672576,True,0.47517529398835034,True,False,False,0.5248247060116497,0.47517529398835034,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,R_GEOM,1,192,0.0915529179030663,False,False,False,False,False,False,False,True,0.0,1.718385905509858,17068,0.21016890835016966,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,R_CENTER,1,192,0.30334762061765025,False,False,False,False,True,False,False,True,0.0,1.7610607908214335,17094,0.3407747969031334,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,R_VLM_OPEN,1,192,0.3035322562919002,False,False,False,False,True,False,False,True,0.0,1.7536691222326475,17086,0.3954312363639474,True,1.0,True,False,False,0.0,1.0,True,0.9883679525222552,True,False,False,0.011632047477744822,0.9883679525222552
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,R_LEGACY,1,192,0.33453566325969886,False,False,False,False,False,False,True,True,0.0,1.645526384379043,17086,0.06271672947332263,True,0.8840531926585339,True,False,False,0.11594680734146612,0.8840531926585339,True,0.9303044290581383,True,False,False,0.06969557094186174,0.9303044290581383
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,R_BALANCED,1,192,0.29485877568963614,False,False,False,True,False,False,True,True,0.0,1.6815098432425353,17052,0.22269790340214968,True,0.8840531926585339,True,False,False,0.11594680734146612,0.8840531926585339,True,0.9303044290581383,True,False,False,0.06969557094186174,0.9303044290581383
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,L_BC,1,192,0.33778876799648305,False,False,False,False,False,True,True,True,0.0,1.6709194581291895,17030,0.4551956276409328,True,0.942026596329267,True,False,False,0.057973403670733004,0.942026596329267,True,0.9270623145400594,True,False,False,0.07293768545994062,0.9270623145400594
1,cgtnjyggtm,q24-40,cgtnjyggtm:q24-40,CHARACTERIZE,L_CTG,1,192,0.41884163094845583,False,False,False,False,False,True,True,True,0.0,1.7059812345646264,17072,0.4591580634005368,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,R_GEOM,1,192,0.979874711506759,True,False,True,True,True,True,True,True,0.0,1.718385905509858,17068,0.19018503092229366,True,0.9883679525222552,True,False,False,0.011632047477744822,0.9883679525222552,True,0.012342015606110562,True,False,False,0.9876579843938894,0.012342015606110562
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,R_CENTER,1,192,0.971513353115727,False,True,True,True,True,True,True,True,0.0,1.7610607908214335,17094,0.35970721021294594,True,0.25037037037037035,True,False,False,0.7496296296296296,0.25037037037037035,True,0.011719969227387625,True,False,False,0.9882800307726124,0.011719969227387625
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,R_VLM_OPEN,1,192,0.8696142433234422,False,False,True,True,True,True,True,True,0.0,1.7552045273923151,17102,0.38819803204387426,True,0.25037037037037035,True,False,False,0.7496296296296296,0.25037037037037035,True,0.011983734476316078,True,False,False,0.9880162655236839,0.011983734476316078
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,R_LEGACY,1,192,0.9201978239366964,False,False,True,True,True,True,True,True,0.0,1.660726337111576,17090,0.0845383326523006,True,0.8976458951533135,True,False,False,0.1023541048466865,0.8976458951533135,True,0.9652906912847565,True,False,False,0.03470930871524347,0.9652906912847565
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,R_BALANCED,1,192,0.6230904494999451,True,True,True,False,False,True,True,True,0.0,1.6869371726153142,17042,0.20176173653453588,True,0.14540059347181009,True,False,False,0.8545994065281899,0.14540059347181009,True,0.014216946917243654,True,False,False,0.9857830530827564,0.014216946917243654
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,L_BC,1,192,0.9416353445433563,False,True,True,True,True,True,True,True,0.0,1.67005414869469,17056,0.49838579213246703,True,0.14540059347181009,True,False,False,0.8545994065281899,0.14540059347181009,True,0.20798549291130894,True,False,False,0.792014507088691,0.20798549291130894
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,LOCATE,L_CTG,1,192,0.7885350038465765,False,False,False,False,True,True,True,True,0.0,1.7117731817007547,17064,0.5375017444603145,True,0.3324651060556105,True,False,False,0.6675348939443895,0.3324651060556105,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,R_GEOM,1,192,0.0457808550390153,False,False,False,False,False,False,False,True,0.0,1.718385905509858,17068,0.21930714463815093,True,1.0,True,False,False,0.0,1.0,True,0.9847104077371139,True,False,False,0.015289592262886065,0.9847104077371139
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,R_CENTER,1,192,0.30802945378613045,False,False,False,False,True,False,False,True,0.0,1.7610607908214335,17094,0.36220896476879716,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,R_VLM_OPEN,1,192,0.12016265523683925,False,False,False,False,False,False,False,True,0.0,1.7552045273923151,17102,0.3700452116318047,True,1.0,True,False,False,0.0,1.0,False,,False,False,True,0.0,1.0
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,R_LEGACY,1,192,0.2318276733707001,False,False,False,False,False,False,True,True,0.0,1.660726337111576,17090,0.07976143015548587,True,0.9538432794812617,True,False,False,0.046156720518738314,0.9538432794812617,True,0.9652906912847565,True,False,False,0.03470930871524347,0.9652906912847565
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,R_BALANCED,1,192,0.4475986372128805,False,False,False,False,False,True,True,True,0.0,1.6869371726153142,17042,0.17528132069855928,True,0.7447499725244532,True,False,False,0.2552500274755468,0.7447499725244532,True,0.7794614792834378,True,False,False,0.22053852071656221,0.7794614792834378
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,L_BC,1,192,0.743811407847016,False,False,False,False,True,True,True,True,0.0,1.6736225285049324,17062,0.48151934100314975,True,0.7799208704253214,True,False,False,0.22007912957467857,0.7799208704253214,True,0.8381712276074293,True,False,False,0.16182877239257065,0.8381712276074293
1,cgtnjyggtm,q24-8,cgtnjyggtm:q24-8,CHARACTERIZE,L_CTG,1,192,0.45493790526431477,False,False,False,False,False,True,True,True,0.0,1.7083377189398283,17036,0.49829074181616306,True,0.9536586438070117,True,False,False,0.04634135619298829,0.9536586438070117,True,0.8029058138256951,True,False,False,0.19709418617430485,0.8029058138256951
