figure_id,panel,method,outer_domain,epoch,nominal_checkpoint,x_value,y_value,y_lower,y_upper,value_name
A5_error_budget,P-B,global_mechanical_mask,,,0.1875,18.75,0.0916940845767492,,,equal_domain_mae
A5_error_budget,P-B,global_mechanical_mask,,,0.25,25.0,0.08965962475186105,,,equal_domain_mae
A5_error_budget,P-B,mechanical_oracle,,,0.03125,3.125,0.093774218832699,,,equal_domain_mae
A5_error_budget,P-B,mechanical_oracle,,,0.0625,6.25,0.07782275552753558,,,equal_domain_mae
A5_error_budget,P-B,mechanical_oracle,,,0.09375,9.375,0.06410688766351583,,,equal_domain_mae
A5_error_budget,P-B,mechanical_oracle,,,0.125,12.5,0.061092180373514555,,,equal_domain_mae
A5_error_budget,P-B,mechanical_oracle,,,0.1875,18.75,0.04990708920904868,,,equal_domain_mae
A5_error_budget,P-B,mechanical_oracle,,,0.25,25.0,0.04551411025990809,,,equal_domain_mae
A5_domain_effects,domain,imitation_policy,74t7kcdgkr,,,1.0,-0.00012886241333604637,,,global_minus_policy_auebc
A5_domain_effects,domain,imitation_policy,cgtnjyggtm,,,2.0,-0.0020675151786252177,,,global_minus_policy_auebc
A5_domain_effects,domain,imitation_policy,w68dtmpfyf,,,3.0,0.003775600638773819,,,global_minus_policy_auebc
A5_domain_effects,domain,imitation_policy,xcmzfsbd9t,,,4.0,0.00026347863539305516,,,global_minus_policy_auebc
A5_domain_effects,domain,imitation_policy,yfxyg8jm46,,,5.0,0.0016186613117071397,,,global_minus_policy_auebc
A5_domain_effects,domain,imitation_policy,ykhs7s2dck,,,6.0,-0.00018139447036018969,,,global_minus_policy_auebc
A5_training_gap,training,imitation_policy,74t7kcdgkr,1,,1.0,0.6946923732557215,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,2,,2.0,0.693980200144624,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,3,,3.0,0.6934453345379303,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,4,,4.0,0.6929966691153155,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,5,,5.0,0.6925583104348128,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,6,,6.0,0.6921159120090223,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,7,,7.0,0.6916890791523258,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,8,,8.0,0.6912793663444536,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,9,,9.0,0.6908663900869623,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,10,,10.0,0.6904327753331778,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,11,,11.0,0.6899795622920867,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,12,,12.0,0.6895250351845282,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,13,,13.0,0.6890477741872678,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,14,,14.0,0.6885666298074796,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,15,,15.0,0.688068385543886,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,16,,16.0,0.687543678775619,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,17,,17.0,0.6869783098143828,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,18,,18.0,0.6863797473822685,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,19,,19.0,0.6857294653356165,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,20,,20.0,0.6850359920981919,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,21,,21.0,0.6842938358807319,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,22,,22.0,0.6835058607905461,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,23,,23.0,0.6826736494906882,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,24,,24.0,0.6817776192941237,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,25,,25.0,0.680834175556794,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,26,,26.0,0.6798395030131511,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,27,,27.0,0.6787945575077358,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,28,,28.0,0.6777016768524966,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,29,,29.0,0.6765555706114107,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,30,,30.0,0.6753546834882981,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,31,,31.0,0.6741110111604535,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,32,,32.0,0.6728173341559083,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,33,,33.0,0.6714756528743266,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,34,,34.0,0.6700855701277426,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,35,,35.0,0.6686341494818137,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,36,,36.0,0.6671493106976201,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,37,,37.0,0.6656263481838511,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,38,,38.0,0.6640837520191815,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,39,,39.0,0.662555114843501,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,40,,40.0,0.6610527637455401,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,41,,41.0,0.6595641879563833,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,42,,42.0,0.6580868394026542,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,43,,43.0,0.6566538857685531,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,44,,44.0,0.655270804388767,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,45,,45.0,0.6539499297628127,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,46,,46.0,0.652692400749457,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,47,,47.0,0.6514924765071091,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,48,,48.0,0.6503376402750348,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,49,,49.0,0.6492303352768416,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,74t7kcdgkr,50,,50.0,0.6481819242314589,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,1,,1.0,0.6941403097628533,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,2,,2.0,0.6932334113947514,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,3,,3.0,0.6926895899136133,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,4,,4.0,0.6922430957324964,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,5,,5.0,0.6918056120167285,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,6,,6.0,0.691367287430429,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,7,,7.0,0.6909193032021368,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,8,,8.0,0.690453412736554,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,9,,9.0,0.689954604825851,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,10,,10.0,0.689397122366179,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,11,,11.0,0.6887700498879288,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,12,,12.0,0.6881279264216017,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,13,,13.0,0.6874587241505719,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,14,,14.0,0.6867627769595189,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,15,,15.0,0.6860302947908996,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,16,,16.0,0.6852554365615425,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,17,,17.0,0.6844467230576915,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,18,,18.0,0.6835871889383857,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,19,,19.0,0.6826746970150127,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,20,,20.0,0.6817092641073556,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,21,,21.0,0.6806834880944309,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,22,,22.0,0.6795901851279581,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,23,,23.0,0.6784343546526377,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,24,,24.0,0.6772114912489551,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,25,,25.0,0.6759110056555511,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,26,,26.0,0.6745384444287396,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,27,,27.0,0.673090876022607,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,28,,28.0,0.6715564154233883,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,29,,29.0,0.6699507964885638,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,30,,30.0,0.6682976622858311,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,31,,31.0,0.666600072078592,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,32,,32.0,0.6648482343917524,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,33,,33.0,0.6630542915753206,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,34,,34.0,0.6612151318549947,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,35,,35.0,0.6593488302401161,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,36,,36.0,0.6574721275765529,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,37,,37.0,0.6555934026927411,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,38,,38.0,0.6537315064346126,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,39,,39.0,0.6518974615849207,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,40,,40.0,0.650108500425502,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,41,,41.0,0.6483694638405143,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,42,,42.0,0.646691708213851,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,43,,43.0,0.645106630432003,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,44,,44.0,0.6436321795707584,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,45,,45.0,0.6422802840336651,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,46,,46.0,0.6410581561809904,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,47,,47.0,0.6399561792654662,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,48,,48.0,0.6389673582644319,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,49,,49.0,0.6380630324677915,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,cgtnjyggtm,50,,50.0,0.6372153211550061,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,1,,1.0,0.6928907981372739,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,2,,2.0,0.6921708090972807,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,3,,3.0,0.6915973646333345,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,4,,4.0,0.6910523888575963,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,5,,5.0,0.6905026260530683,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,6,,6.0,0.689958644878128,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,7,,7.0,0.689383679960139,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,8,,8.0,0.6887902262604766,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,9,,9.0,0.6881939443860259,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,10,,10.0,0.6876002319053196,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,11,,11.0,0.6869828406246273,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,12,,12.0,0.6863185768518094,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,13,,13.0,0.6856036477047821,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,14,,14.0,0.6848602577012961,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,15,,15.0,0.6841123217500248,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,16,,16.0,0.6833468038065147,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,17,,17.0,0.6825469521315372,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,18,,18.0,0.6817184413431077,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,19,,19.0,0.6808498465008883,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,20,,20.0,0.6799401203789284,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,21,,21.0,0.6789826094283405,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,22,,22.0,0.6779727634721783,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,23,,23.0,0.6769002825290066,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,24,,24.0,0.6757764101022558,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,25,,25.0,0.6745984117353843,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,26,,26.0,0.6733655413327,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,27,,27.0,0.6720568741094741,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,28,,28.0,0.6706584089684824,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,29,,29.0,0.6692287085838318,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,30,,30.0,0.667762360302646,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,31,,31.0,0.6662483164058962,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,32,,32.0,0.6646841456168235,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,33,,33.0,0.6630649417535082,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,34,,34.0,0.6613981037246514,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,35,,35.0,0.6596861556893048,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,36,,36.0,0.6579430224776456,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,37,,37.0,0.6561738864017878,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,38,,38.0,0.6543828408309648,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,39,,39.0,0.652573389658515,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,40,,40.0,0.6507524467191327,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,41,,41.0,0.6489277941151181,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,42,,42.0,0.6471264171536896,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,43,,43.0,0.6453633553612093,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,44,,44.0,0.6436802960626473,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,45,,45.0,0.6420731157945685,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,46,,46.0,0.6405347840657791,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,47,,47.0,0.6390729535746482,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,48,,48.0,0.6377096876635651,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,49,,49.0,0.6364273619058349,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,w68dtmpfyf,50,,50.0,0.6352236082102105,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,1,,1.0,0.6942131876374823,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,2,,2.0,0.6934280392920124,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,3,,3.0,0.6927473894867844,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,4,,4.0,0.6921750117167963,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,5,,5.0,0.6916125593101163,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,6,,6.0,0.691054103836639,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,7,,7.0,0.6905078277518208,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,8,,8.0,0.6899445857104117,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,9,,9.0,0.6893624025167046,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,10,,10.0,0.688749265999258,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,11,,11.0,0.6881168600186657,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,12,,12.0,0.6874557625252966,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,13,,13.0,0.6867796158913022,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,14,,14.0,0.6860598417470659,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,15,,15.0,0.685291597687048,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,16,,16.0,0.6844670636250859,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,17,,17.0,0.6835753799655819,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,18,,18.0,0.6826227737680371,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,19,,19.0,0.6816199563174166,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,20,,20.0,0.6805669140318836,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,21,,21.0,0.6794694451004923,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,22,,22.0,0.6783374283247231,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,23,,23.0,0.6771514739176647,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,24,,24.0,0.6759079613289101,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,25,,25.0,0.6745963837593473,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,26,,26.0,0.6732022692965235,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,27,,27.0,0.6717322081527064,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,28,,28.0,0.670203981471586,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,29,,29.0,0.6686265694381498,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,30,,30.0,0.6670014186903757,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,31,,31.0,0.6653196028011532,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,32,,32.0,0.6635851826808313,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,33,,33.0,0.6617963388460074,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,34,,34.0,0.6599557947747288,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,35,,35.0,0.658069393908657,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,36,,36.0,0.6561475187570095,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,37,,37.0,0.6542342675047833,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,38,,38.0,0.6523380702750446,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,39,,39.0,0.6504462224960081,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,40,,40.0,0.6485697425521435,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,41,,41.0,0.6467296873038831,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,42,,42.0,0.6449376422771081,,,weighted_pairwise_loss
A5_training_gap,training,imitation_policy,xcmzfsbd9t,43,,43.0,0.643204931814582,,,weighted_pairwise_loss
