outer_domain,specimen_id,mode,nominal_checkpoint,mean_exact_acquired_cost,mean_effective_budget,mae,trajectory_count,state_count
cgtnjyggtm,q24-20,real,0.25,112723.6,0.24777140345092868,0.043390196067021436,5,5
cgtnjyggtm,q24-20,reconstruction,0.03125,8442.6,0.01855720408836136,0.023286201041506006,5,5
cgtnjyggtm,q24-20,reconstruction,0.0625,27859.0,0.06123530058248159,0.04984449688592021,5,5
cgtnjyggtm,q24-20,reconstruction,0.09375,41734.0,0.09173315748983404,0.06611148323755227,5,5
cgtnjyggtm,q24-20,reconstruction,0.125,55992.0,0.12307286515001647,0.07294818567896322,5,5
cgtnjyggtm,q24-20,reconstruction,0.1875,84661.8,0.186090339597758,0.08506969153131938,5,5
cgtnjyggtm,q24-20,reconstruction,0.25,112723.6,0.24777140345092868,0.08549476569497652,5,5
cgtnjyggtm,q24-20,shuffled,0.03125,8442.6,0.01855720408836136,0.03208271170665098,5,5
cgtnjyggtm,q24-20,shuffled,0.0625,27859.0,0.06123530058248159,0.03183171279239479,5,5
cgtnjyggtm,q24-20,shuffled,0.09375,41734.0,0.09173315748983404,0.03153210633377819,5,5
cgtnjyggtm,q24-20,shuffled,0.125,55992.0,0.12307286515001647,0.03127538477356295,5,5
cgtnjyggtm,q24-20,shuffled,0.1875,84661.8,0.186090339597758,0.030417095465453393,5,5
cgtnjyggtm,q24-20,shuffled,0.25,112723.6,0.24777140345092868,0.029024709778741366,5,5
cgtnjyggtm,q24-20,static,0.03125,8442.6,0.01855720408836136,0.05700631023263114,5,5
cgtnjyggtm,q24-20,static,0.0625,27859.0,0.06123530058248159,0.05700631023263114,5,5
cgtnjyggtm,q24-20,static,0.09375,41734.0,0.09173315748983404,0.05700631023263114,5,5
cgtnjyggtm,q24-20,static,0.125,55992.0,0.12307286515001647,0.05700631023263114,5,5
cgtnjyggtm,q24-20,static,0.1875,84661.8,0.186090339597758,0.05700631023263114,5,5
cgtnjyggtm,q24-20,static,0.25,112723.6,0.24777140345092868,0.05700631023263114,5,5
cgtnjyggtm,q24-21,positions_only,0.03125,8436.0,0.018542696999670295,0.14715969382081134,5,5
cgtnjyggtm,q24-21,positions_only,0.0625,27703.6,0.06089372458511925,0.14333370486979835,5,5
cgtnjyggtm,q24-21,positions_only,0.09375,41578.2,0.09139070227497527,0.1411294313774709,5,5
cgtnjyggtm,q24-21,positions_only,0.125,56010.0,0.12311242993735574,0.13899248168647158,5,5
cgtnjyggtm,q24-21,positions_only,0.1875,84346.0,0.18539619738432794,0.13500482920794724,5,5
cgtnjyggtm,q24-21,positions_only,0.25,112500.2,0.2472803604791735,0.13142206766537412,5,5
cgtnjyggtm,q24-21,real,0.03125,8436.0,0.018542696999670295,0.09169234080468705,5,5
cgtnjyggtm,q24-21,real,0.0625,27703.6,0.06089372458511925,0.09051605535332248,5,5
cgtnjyggtm,q24-21,real,0.09375,41578.2,0.09139070227497527,0.09046224294800949,5,5
cgtnjyggtm,q24-21,real,0.125,56010.0,0.12311242993735574,0.09067024022188677,5,5
cgtnjyggtm,q24-21,real,0.1875,84346.0,0.18539619738432794,0.09128413821167028,5,5
cgtnjyggtm,q24-21,real,0.25,112500.2,0.2472803604791735,0.09209831782253937,5,5
cgtnjyggtm,q24-21,reconstruction,0.03125,8436.0,0.018542696999670295,0.07323283360482298,5,5
cgtnjyggtm,q24-21,reconstruction,0.0625,27703.6,0.06089372458511925,0.03874827043181195,5,5
cgtnjyggtm,q24-21,reconstruction,0.09375,41578.2,0.09139070227497527,0.06635490438784172,5,5
cgtnjyggtm,q24-21,reconstruction,0.125,56010.0,0.12311242993735574,0.060889441553091214,5,5
cgtnjyggtm,q24-21,reconstruction,0.1875,84346.0,0.18539619738432794,0.05431805211260423,5,5
cgtnjyggtm,q24-21,reconstruction,0.25,112500.2,0.2472803604791735,0.07252497111804564,5,5
cgtnjyggtm,q24-21,shuffled,0.03125,8436.0,0.018542696999670295,0.15127279234510155,5,5
cgtnjyggtm,q24-21,shuffled,0.0625,27703.6,0.06089372458511925,0.1506580004017173,5,5
cgtnjyggtm,q24-21,shuffled,0.09375,41578.2,0.09139070227497527,0.15010384439408375,5,5
cgtnjyggtm,q24-21,shuffled,0.125,56010.0,0.12311242993735574,0.1495450629624764,5,5
cgtnjyggtm,q24-21,shuffled,0.1875,84346.0,0.18539619738432794,0.1485101238142219,5,5
cgtnjyggtm,q24-21,shuffled,0.25,112500.2,0.2472803604791735,0.1473650916399883,5,5
cgtnjyggtm,q24-21,static,0.03125,8436.0,0.018542696999670295,0.17008037846944446,5,5
cgtnjyggtm,q24-21,static,0.0625,27703.6,0.06089372458511925,0.17008037846944446,5,5
cgtnjyggtm,q24-21,static,0.09375,41578.2,0.09139070227497527,0.17008037846944446,5,5
cgtnjyggtm,q24-21,static,0.125,56010.0,0.12311242993735574,0.17008037846944446,5,5
cgtnjyggtm,q24-21,static,0.1875,84346.0,0.18539619738432794,0.17008037846944446,5,5
cgtnjyggtm,q24-21,static,0.25,112500.2,0.2472803604791735,0.17008037846944446,5,5
cgtnjyggtm,q24-22,positions_only,0.03125,8438.4,0.018547972304648865,0.024343859194517804,5,5
cgtnjyggtm,q24-22,positions_only,0.0625,27790.0,0.061083635564347726,0.022813894079171847,5,5
cgtnjyggtm,q24-22,positions_only,0.09375,41632.8,0.09151071546323772,0.02216249276724689,5,5
cgtnjyggtm,q24-22,positions_only,0.125,55896.4,0.12286273216837014,0.02159229870095436,5,5
cgtnjyggtm,q24-22,positions_only,0.1875,84538.8,0.18581998021760632,0.020724353686771037,5,5
cgtnjyggtm,q24-22,positions_only,0.25,112663.0,0.24763820200021983,0.02011345955200239,5,5
cgtnjyggtm,q24-22,real,0.03125,8438.4,0.018547972304648865,0.07994672324612077,5,5
cgtnjyggtm,q24-22,real,0.0625,27790.0,0.061083635564347726,0.07886337966928647,5,5
cgtnjyggtm,q24-22,real,0.09375,41632.8,0.09151071546323772,0.0789375134193058,5,5
cgtnjyggtm,q24-22,real,0.125,55896.4,0.12286273216837014,0.07932576702111331,5,5
cgtnjyggtm,q24-22,real,0.1875,84538.8,0.18581998021760632,0.08035235415834548,5,5
cgtnjyggtm,q24-22,real,0.25,112663.0,0.24763820200021983,0.08151020261786505,5,5
cgtnjyggtm,q24-22,reconstruction,0.03125,8438.4,0.018547972304648865,0.1260846434062563,5,5
cgtnjyggtm,q24-22,reconstruction,0.0625,27790.0,0.061083635564347726,0.15842601315832236,5,5
cgtnjyggtm,q24-22,reconstruction,0.09375,41632.8,0.09151071546323772,0.1639542433900752,5,5
cgtnjyggtm,q24-22,reconstruction,0.125,55896.4,0.12286273216837014,0.16319690561748257,5,5
cgtnjyggtm,q24-22,reconstruction,0.1875,84538.8,0.18581998021760632,0.18254769635320728,5,5
cgtnjyggtm,q24-22,reconstruction,0.25,112663.0,0.24763820200021983,0.19524855202989144,5,5
cgtnjyggtm,q24-22,shuffled,0.03125,8438.4,0.018547972304648865,0.026569822583257175,5,5
cgtnjyggtm,q24-22,shuffled,0.0625,27790.0,0.061083635564347726,0.02655045775974745,5,5
cgtnjyggtm,q24-22,shuffled,0.09375,41632.8,0.09151071546323772,0.02648984593541175,5,5
cgtnjyggtm,q24-22,shuffled,0.125,55896.4,0.12286273216837014,0.026434530076552387,5,5
cgtnjyggtm,q24-22,shuffled,0.1875,84538.8,0.18581998021760632,0.026115238784063965,5,5
cgtnjyggtm,q24-22,shuffled,0.25,112663.0,0.24763820200021983,0.025652050567010608,5,5
cgtnjyggtm,q24-22,static,0.03125,8438.4,0.018547972304648865,0.036773763633614065,5,5
cgtnjyggtm,q24-22,static,0.0625,27790.0,0.061083635564347726,0.036773763633614065,5,5
cgtnjyggtm,q24-22,static,0.09375,41632.8,0.09151071546323772,0.036773763633614065,5,5
cgtnjyggtm,q24-22,static,0.125,55896.4,0.12286273216837014,0.036773763633614065,5,5
cgtnjyggtm,q24-22,static,0.1875,84538.8,0.18581998021760632,0.036773763633614065,5,5
cgtnjyggtm,q24-22,static,0.25,112663.0,0.24763820200021983,0.036773763633614065,5,5
cgtnjyggtm,q24-23,positions_only,0.03125,8429.6,0.018528629519727443,0.08413065615610762,5,5
cgtnjyggtm,q24-23,positions_only,0.0625,27814.0,0.06113638861413342,0.08540711812732578,5,5
cgtnjyggtm,q24-23,positions_only,0.09375,41673.8,0.0916008352566216,0.08598240305946339,5,5
cgtnjyggtm,q24-23,positions_only,0.125,56035.2,0.12316782063963072,0.08647101386413292,5,5
cgtnjyggtm,q24-23,positions_only,0.1875,84479.6,0.18568985602813498,0.08733536230978393,5,5
cgtnjyggtm,q24-23,positions_only,0.25,112491.0,0.2472601384767557,0.08809103725086136,5,5
cgtnjyggtm,q24-23,real,0.03125,8429.6,0.018528629519727443,0.04698870979809122,5,5
cgtnjyggtm,q24-23,real,0.0625,27814.0,0.06113638861413342,0.0494071420990491,5,5
cgtnjyggtm,q24-23,real,0.09375,41673.8,0.0916008352566216,0.0498917510192485,5,5
cgtnjyggtm,q24-23,real,0.125,56035.2,0.12316782063963072,0.05005410691061889,5,5
cgtnjyggtm,q24-23,real,0.1875,84479.6,0.18568985602813498,0.04997699189096072,5,5
cgtnjyggtm,q24-23,real,0.25,112491.0,0.2472601384767557,0.04948288734617055,5,5
cgtnjyggtm,q24-23,reconstruction,0.03125,8429.6,0.018528629519727443,0.08752260253119266,5,5
cgtnjyggtm,q24-23,reconstruction,0.0625,27814.0,0.06113638861413342,0.05436145191625315,5,5
cgtnjyggtm,q24-23,reconstruction,0.09375,41673.8,0.0916008352566216,0.04615890949025403,5,5
cgtnjyggtm,q24-23,reconstruction,0.125,56035.2,0.12316782063963072,0.043886205878226316,5,5
cgtnjyggtm,q24-23,reconstruction,0.1875,84479.6,0.18568985602813498,0.05357520937690954,5,5
cgtnjyggtm,q24-23,reconstruction,0.25,112491.0,0.2472601384767557,0.05788259247851293,5,5
cgtnjyggtm,q24-23,shuffled,0.03125,8429.6,0.018528629519727443,0.09579721150959344,5,5
cgtnjyggtm,q24-23,shuffled,0.0625,27814.0,0.06113638861413342,0.09555037898680312,5,5
cgtnjyggtm,q24-23,shuffled,0.09375,41673.8,0.0916008352566216,0.09554397694831589,5,5
cgtnjyggtm,q24-23,shuffled,0.125,56035.2,0.12316782063963072,0.09563861577812785,5,5
cgtnjyggtm,q24-23,shuffled,0.1875,84479.6,0.18568985602813498,0.09588106307547065,5,5
cgtnjyggtm,q24-23,shuffled,0.25,112491.0,0.2472601384767557,0.09627261292135054,5,5
cgtnjyggtm,q24-23,static,0.03125,8429.6,0.018528629519727443,0.06765769105427288,5,5
cgtnjyggtm,q24-23,static,0.0625,27814.0,0.06113638861413342,0.06765769105427288,5,5
cgtnjyggtm,q24-23,static,0.09375,41673.8,0.0916008352566216,0.06765769105427288,5,5
cgtnjyggtm,q24-23,static,0.125,56035.2,0.12316782063963072,0.06765769105427288,5,5
cgtnjyggtm,q24-23,static,0.1875,84479.6,0.18568985602813498,0.06765769105427288,5,5
cgtnjyggtm,q24-23,static,0.25,112491.0,0.2472601384767557,0.06765769105427288,5,5
cgtnjyggtm,q24-24,positions_only,0.03125,8438.4,0.018547972304648865,0.04461750779303064,5,5
cgtnjyggtm,q24-24,positions_only,0.0625,27867.8,0.06125464336740301,0.04359611162979697,5,5
cgtnjyggtm,q24-24,positions_only,0.09375,41796.4,0.09187031541927684,0.043083589626460105,5,5
cgtnjyggtm,q24-24,positions_only,0.125,56119.8,0.12335377514012529,0.042608119848159196,5,5
cgtnjyggtm,q24-24,positions_only,0.1875,84380.8,0.1854726893065172,0.04170490258073896,5,5
cgtnjyggtm,q24-24,positions_only,0.25,112448.2,0.24716606220463788,0.04087176834562243,5,5
cgtnjyggtm,q24-24,real,0.03125,8438.4,0.018547972304648865,0.016201005169137805,5,5
cgtnjyggtm,q24-24,real,0.0625,27867.8,0.06125464336740301,0.014688800705186323,5,5
cgtnjyggtm,q24-24,real,0.09375,41796.4,0.09187031541927684,0.014558464772901392,5,5
cgtnjyggtm,q24-24,real,0.125,56119.8,0.12335377514012529,0.01467372099897062,5,5
cgtnjyggtm,q24-24,real,0.1875,84380.8,0.1854726893065172,0.015390934875878903,5,5
cgtnjyggtm,q24-24,real,0.25,112448.2,0.24716606220463788,0.01620295849895843,5,5
cgtnjyggtm,q24-24,reconstruction,0.03125,8438.4,0.018547972304648865,0.07997083874999904,5,5
cgtnjyggtm,q24-24,reconstruction,0.0625,27867.8,0.06125464336740301,0.04497227064283771,5,5
cgtnjyggtm,q24-24,reconstruction,0.09375,41796.4,0.09187031541927684,0.047624702175723344,5,5
cgtnjyggtm,q24-24,reconstruction,0.125,56119.8,0.12335377514012529,0.04974073210931516,5,5
cgtnjyggtm,q24-24,reconstruction,0.1875,84380.8,0.1854726893065172,0.044684811245542286,5,5
cgtnjyggtm,q24-24,reconstruction,0.25,112448.2,0.24716606220463788,0.03971689797151776,5,5
cgtnjyggtm,q24-24,shuffled,0.03125,8438.4,0.018547972304648865,0.018515212674188652,5,5
cgtnjyggtm,q24-24,shuffled,0.0625,27867.8,0.06125464336740301,0.018324426067278243,5,5
cgtnjyggtm,q24-24,shuffled,0.09375,41796.4,0.09187031541927684,0.018076382479999164,5,5
cgtnjyggtm,q24-24,shuffled,0.125,56119.8,0.12335377514012529,0.017781034127787754,5,5
cgtnjyggtm,q24-24,shuffled,0.1875,84380.8,0.1854726893065172,0.017133842241626396,5,5
cgtnjyggtm,q24-24,shuffled,0.25,112448.2,0.24716606220463788,0.016435316847777458,5,5
cgtnjyggtm,q24-24,static,0.03125,8438.4,0.018547972304648865,0.04527221267401493,5,5
cgtnjyggtm,q24-24,static,0.0625,27867.8,0.06125464336740301,0.04527221267401493,5,5
cgtnjyggtm,q24-24,static,0.09375,41796.4,0.09187031541927684,0.04527221267401493,5,5
cgtnjyggtm,q24-24,static,0.125,56119.8,0.12335377514012529,0.04527221267401493,5,5
cgtnjyggtm,q24-24,static,0.1875,84380.8,0.1854726893065172,0.04527221267401493,5,5
cgtnjyggtm,q24-24,static,0.25,112448.2,0.24716606220463788,0.04527221267401493,5,5
cgtnjyggtm,q24-25,positions_only,0.03125,8449.0,0.01857127156830421,0.07685101874308356,5,5
cgtnjyggtm,q24-25,positions_only,0.0625,27769.6,0.061038795472029894,0.07543926182349836,5,5
cgtnjyggtm,q24-25,positions_only,0.09375,41621.4,0.09148565776458951,0.07432972531459989,5,5
cgtnjyggtm,q24-25,positions_only,0.125,55956.2,0.12299417518408617,0.07318364810891216,5,5
cgtnjyggtm,q24-25,positions_only,0.1875,84622.0,0.18600285745686337,0.07087248413588812,5,5
cgtnjyggtm,q24-25,positions_only,0.25,112753.8,0.247837784371909,0.06855557371069784,5,5
cgtnjyggtm,q24-25,real,0.03125,8449.0,0.01857127156830421,0.010398444626887281,5,5
cgtnjyggtm,q24-25,real,0.0625,27769.6,0.061038795472029894,0.010735528312379783,5,5
cgtnjyggtm,q24-25,real,0.09375,41621.4,0.09148565776458951,0.010718970179656107,5,5
cgtnjyggtm,q24-25,real,0.125,55956.2,0.12299417518408617,0.010544536300630436,5,5
cgtnjyggtm,q24-25,real,0.1875,84622.0,0.18600285745686337,0.010031446305606618,5,5
cgtnjyggtm,q24-25,real,0.25,112753.8,0.247837784371909,0.009341206082275243,5,5
cgtnjyggtm,q24-25,reconstruction,0.03125,8449.0,0.01857127156830421,0.053015381111244084,5,5
cgtnjyggtm,q24-25,reconstruction,0.0625,27769.6,0.061038795472029894,0.0848886046996276,5,5
cgtnjyggtm,q24-25,reconstruction,0.09375,41621.4,0.09148565776458951,0.10536668514777978,5,5
cgtnjyggtm,q24-25,reconstruction,0.125,55956.2,0.12299417518408617,0.11092531941552719,5,5
cgtnjyggtm,q24-25,reconstruction,0.1875,84622.0,0.18600285745686337,0.11533767346691995,5,5
cgtnjyggtm,q24-25,reconstruction,0.25,112753.8,0.247837784371909,0.14874590349324002,5,5
cgtnjyggtm,q24-25,shuffled,0.03125,8449.0,0.01857127156830421,0.06960740031087546,5,5
cgtnjyggtm,q24-25,shuffled,0.0625,27769.6,0.061038795472029894,0.06892507290456455,5,5
cgtnjyggtm,q24-25,shuffled,0.09375,41621.4,0.09148565776458951,0.06824466464480246,5,5
cgtnjyggtm,q24-25,shuffled,0.125,55956.2,0.12299417518408617,0.06766261142483616,5,5
cgtnjyggtm,q24-25,shuffled,0.1875,84622.0,0.18600285745686337,0.06655053436633969,5,5
cgtnjyggtm,q24-25,shuffled,0.25,112753.8,0.247837784371909,0.06539088640172278,5,5
cgtnjyggtm,q24-25,static,0.03125,8449.0,0.01857127156830421,0.11565037277893397,5,5
cgtnjyggtm,q24-25,static,0.0625,27769.6,0.061038795472029894,0.11565037277893397,5,5
cgtnjyggtm,q24-25,static,0.09375,41621.4,0.09148565776458951,0.11565037277893397,5,5
cgtnjyggtm,q24-25,static,0.125,55956.2,0.12299417518408617,0.11565037277893397,5,5
cgtnjyggtm,q24-25,static,0.1875,84622.0,0.18600285745686337,0.11565037277893397,5,5
cgtnjyggtm,q24-25,static,0.25,112753.8,0.247837784371909,0.11565037277893397,5,5
cgtnjyggtm,q24-26,positions_only,0.03125,8429.8,0.018529069128475656,0.03912623795627614,5,5
cgtnjyggtm,q24-26,positions_only,0.0625,27793.4,0.06109110891306737,0.03974480867724008,5,5
cgtnjyggtm,q24-26,positions_only,0.09375,41653.4,0.09155599516430377,0.039745156614114395,5,5
cgtnjyggtm,q24-26,positions_only,0.125,56083.0,0.1232728871304539,0.039437186088767985,5,5
cgtnjyggtm,q24-26,positions_only,0.1875,84648.2,0.18606044620287945,0.038564079400533524,5,5
cgtnjyggtm,q24-26,positions_only,0.25,112768.4,0.2478698758105286,0.03792007022114863,5,5
cgtnjyggtm,q24-26,real,0.03125,8429.8,0.018529069128475656,0.11372011678986409,5,5
cgtnjyggtm,q24-26,real,0.0625,27793.4,0.06109110891306737,0.11451332496344588,5,5
cgtnjyggtm,q24-26,real,0.09375,41653.4,0.09155599516430377,0.11460492148206214,5,5
cgtnjyggtm,q24-26,real,0.125,56083.0,0.1232728871304539,0.1146302415198627,5,5
cgtnjyggtm,q24-26,real,0.1875,84648.2,0.18606044620287945,0.11462123666938936,5,5
cgtnjyggtm,q24-26,real,0.25,112768.4,0.2478698758105286,0.11497478936693248,5,5
cgtnjyggtm,q24-26,reconstruction,0.03125,8429.8,0.018529069128475656,0.04653912672571756,5,5
cgtnjyggtm,q24-26,reconstruction,0.0625,27793.4,0.06109110891306737,0.015816334943454514,5,5
cgtnjyggtm,q24-26,reconstruction,0.09375,41653.4,0.09155599516430377,0.01832148667591669,5,5
cgtnjyggtm,q24-26,reconstruction,0.125,56083.0,0.1232728871304539,0.023656016867856455,5,5
cgtnjyggtm,q24-26,reconstruction,0.1875,84648.2,0.18606044620287945,0.03684859163567418,5,5
cgtnjyggtm,q24-26,reconstruction,0.25,112768.4,0.2478698758105286,0.03316517837927817,5,5
cgtnjyggtm,q24-26,shuffled,0.03125,8429.8,0.018529069128475656,0.08914595309799891,5,5
cgtnjyggtm,q24-26,shuffled,0.0625,27793.4,0.06109110891306737,0.08968585590209718,5,5
cgtnjyggtm,q24-26,shuffled,0.09375,41653.4,0.09155599516430377,0.08932530784213373,5,5
cgtnjyggtm,q24-26,shuffled,0.125,56083.0,0.1232728871304539,0.08884284270141254,5,5
cgtnjyggtm,q24-26,shuffled,0.1875,84648.2,0.18606044620287945,0.08756997241540218,5,5
cgtnjyggtm,q24-26,shuffled,0.25,112768.4,0.2478698758105286,0.08607629772646216,5,5
cgtnjyggtm,q24-26,static,0.03125,8429.8,0.018529069128475656,0.06550515876099838,5,5
cgtnjyggtm,q24-26,static,0.0625,27793.4,0.06109110891306737,0.06550515876099838,5,5
cgtnjyggtm,q24-26,static,0.09375,41653.4,0.09155599516430377,0.06550515876099838,5,5
cgtnjyggtm,q24-26,static,0.125,56083.0,0.1232728871304539,0.06550515876099838,5,5
cgtnjyggtm,q24-26,static,0.1875,84648.2,0.18606044620287945,0.06550515876099838,5,5
cgtnjyggtm,q24-26,static,0.25,112768.4,0.2478698758105286,0.06550515876099838,5,5
cgtnjyggtm,q24-27,positions_only,0.03125,8421.2,0.01851016595230245,0.02266736994189924,5,5
cgtnjyggtm,q24-27,positions_only,0.0625,27697.2,0.0608796571051764,0.020352000205605014,5,5
cgtnjyggtm,q24-27,positions_only,0.09375,41866.8,0.0920250576986482,0.018895891101194516,5,5
cgtnjyggtm,q24-27,positions_only,0.125,55893.6,0.12285657764589515,0.017289695458349796,5,5
cgtnjyggtm,q24-27,positions_only,0.1875,84531.8,0.18580459391141885,0.01419812921996515,5,5
cgtnjyggtm,q24-27,positions_only,0.25,112715.2,0.24775293988350366,0.011312631952675489,5,5
cgtnjyggtm,q24-27,real,0.03125,8421.2,0.01851016595230245,0.11284453232676131,5,5
cgtnjyggtm,q24-27,real,0.0625,27697.2,0.0608796571051764,0.11356461515684366,5,5
cgtnjyggtm,q24-27,real,0.09375,41866.8,0.0920250576986482,0.11358679399612637,5,5
cgtnjyggtm,q24-27,real,0.125,55893.6,0.12285657764589515,0.1133898251003335,5,5
cgtnjyggtm,q24-27,real,0.1875,84531.8,0.18580459391141885,0.11255367174981293,5,5
cgtnjyggtm,q24-27,real,0.25,112715.2,0.24775293988350366,0.1115092433863311,5,5
cgtnjyggtm,q24-27,reconstruction,0.03125,8421.2,0.01851016595230245,0.035158199599845896,5,5
cgtnjyggtm,q24-27,reconstruction,0.0625,27697.2,0.0608796571051764,0.043826289580048174,5,5
cgtnjyggtm,q24-27,reconstruction,0.09375,41866.8,0.0920250576986482,0.04746300083090802,5,5
cgtnjyggtm,q24-27,reconstruction,0.125,55893.6,0.12285657764589515,0.05455806376882035,5,5
cgtnjyggtm,q24-27,reconstruction,0.1875,84531.8,0.18580459391141885,0.054534226959825016,5,5
cgtnjyggtm,q24-27,reconstruction,0.25,112715.2,0.24775293988350366,0.03322412107212702,5,5
cgtnjyggtm,q24-27,shuffled,0.03125,8421.2,0.01851016595230245,0.003087842522397155,5,5
cgtnjyggtm,q24-27,shuffled,0.0625,27697.2,0.0608796571051764,0.003644787213557543,5,5
cgtnjyggtm,q24-27,shuffled,0.09375,41866.8,0.0920250576986482,0.0038257293433795027,5,5
cgtnjyggtm,q24-27,shuffled,0.125,55893.6,0.12285657764589515,0.003994114614532318,5,5
cgtnjyggtm,q24-27,shuffled,0.1875,84531.8,0.18580459391141885,0.004303580352814906,5,5
cgtnjyggtm,q24-27,shuffled,0.25,112715.2,0.24775293988350366,0.004178154298158976,5,5
cgtnjyggtm,q24-27,static,0.03125,8421.2,0.01851016595230245,0.016130869113088697,5,5
cgtnjyggtm,q24-27,static,0.0625,27697.2,0.0608796571051764,0.016130869113088697,5,5
cgtnjyggtm,q24-27,static,0.09375,41866.8,0.0920250576986482,0.016130869113088697,5,5
cgtnjyggtm,q24-27,static,0.125,55893.6,0.12285657764589515,0.016130869113088697,5,5
cgtnjyggtm,q24-27,static,0.1875,84531.8,0.18580459391141885,0.016130869113088697,5,5
cgtnjyggtm,q24-27,static,0.25,112715.2,0.24775293988350366,0.016130869113088697,5,5
cgtnjyggtm,q24-28,positions_only,0.03125,8423.4,0.018515001648532807,0.08095034327960655,5,5
cgtnjyggtm,q24-28,positions_only,0.0625,27737.0,0.060967139246071,0.08159060816989139,5,5
cgtnjyggtm,q24-28,positions_only,0.09375,41672.0,0.09159687877788768,0.08198256577337135,5,5
cgtnjyggtm,q24-28,positions_only,0.125,55975.6,0.12303681723266294,0.08239913289092962,5,5
cgtnjyggtm,q24-28,positions_only,0.1875,84592.2,0.1859373557533795,0.08317965662898841,5,5
cgtnjyggtm,q24-28,positions_only,0.25,112901.0,0.24816133641059457,0.083896191723784,5,5
cgtnjyggtm,q24-28,real,0.03125,8423.4,0.018515001648532807,0.08129077692574146,5,5
cgtnjyggtm,q24-28,real,0.0625,27737.0,0.060967139246071,0.08348146806124399,5,5
cgtnjyggtm,q24-28,real,0.09375,41672.0,0.09159687877788768,0.08396284422059012,5,5
cgtnjyggtm,q24-28,real,0.125,55975.6,0.12303681723266294,0.08414940186843878,5,5
cgtnjyggtm,q24-28,real,0.1875,84592.2,0.1859373557533795,0.0841165981357627,5,5
cgtnjyggtm,q24-28,real,0.25,112901.0,0.24816133641059457,0.08374519932864541,5,5
cgtnjyggtm,q24-28,reconstruction,0.03125,8423.4,0.018515001648532807,0.0018432376863846355,5,5
cgtnjyggtm,q24-28,reconstruction,0.0625,27737.0,0.060967139246071,0.039417360260963805,5,5
cgtnjyggtm,q24-28,reconstruction,0.09375,41672.0,0.09159687877788768,0.04240595049523632,5,5
cgtnjyggtm,q24-28,reconstruction,0.125,55975.6,0.12303681723266294,0.04376401058255539,5,5
cgtnjyggtm,q24-28,reconstruction,0.1875,84592.2,0.1859373557533795,0.0347178215474202,5,5
cgtnjyggtm,q24-28,reconstruction,0.25,112901.0,0.24816133641059457,0.023174371855836217,5,5
cgtnjyggtm,q24-28,shuffled,0.03125,8423.4,0.018515001648532807,0.09562212830381836,5,5
cgtnjyggtm,q24-28,shuffled,0.0625,27737.0,0.060967139246071,0.0957359634824431,5,5
cgtnjyggtm,q24-28,shuffled,0.09375,41672.0,0.09159687877788768,0.0958392116134397,5,5
cgtnjyggtm,q24-28,shuffled,0.125,55975.6,0.12303681723266294,0.09597933861145072,5,5
cgtnjyggtm,q24-28,shuffled,0.1875,84592.2,0.1859373557533795,0.09629883500357028,5,5
cgtnjyggtm,q24-28,shuffled,0.25,112901.0,0.24816133641059457,0.0965377174739904,5,5
cgtnjyggtm,q24-28,static,0.03125,8423.4,0.018515001648532807,0.07222416216347571,5,5
cgtnjyggtm,q24-28,static,0.0625,27737.0,0.060967139246071,0.07222416216347571,5,5
cgtnjyggtm,q24-28,static,0.09375,41672.0,0.09159687877788768,0.07222416216347571,5,5
cgtnjyggtm,q24-28,static,0.125,55975.6,0.12303681723266294,0.07222416216347571,5,5
cgtnjyggtm,q24-28,static,0.1875,84592.2,0.1859373557533795,0.07222416216347571,5,5
cgtnjyggtm,q24-28,static,0.25,112901.0,0.24816133641059457,0.07222416216347571,5,5
cgtnjyggtm,q24-29,positions_only,0.03125,8415.0,0.018496538081107815,0.09595210981954909,5,5
cgtnjyggtm,q24-29,positions_only,0.0625,27720.0,0.0609297725024728,0.09721600699669572,5,5
cgtnjyggtm,q24-29,positions_only,0.09375,41676.0,0.09160567095285196,0.09782860541173288,5,5
cgtnjyggtm,q24-29,positions_only,0.125,55998.2,0.12308649302121114,0.0982619027992053,5,5
cgtnjyggtm,q24-29,positions_only,0.1875,84371.6,0.18545246730409937,0.09875626127687213,5,5
cgtnjyggtm,q24-29,positions_only,0.25,112618.4,0.24754016924936809,0.09919648321855883,5,5
cgtnjyggtm,q24-29,real,0.03125,8415.0,0.018496538081107815,0.10115963340491252,5,5
cgtnjyggtm,q24-29,real,0.0625,27720.0,0.0609297725024728,0.10315955014181599,5,5
cgtnjyggtm,q24-29,real,0.09375,41676.0,0.09160567095285196,0.10350627595163583,5,5
cgtnjyggtm,q24-29,real,0.125,55998.2,0.12308649302121114,0.10357409556300981,5,5
cgtnjyggtm,q24-29,real,0.1875,84371.6,0.18545246730409937,0.10327473311801694,5,5
cgtnjyggtm,q24-29,real,0.25,112618.4,0.24754016924936809,0.10266298928477632,5,5
cgtnjyggtm,q24-29,reconstruction,0.03125,8415.0,0.018496538081107815,0.03566451595427396,5,5
cgtnjyggtm,q24-29,reconstruction,0.0625,27720.0,0.0609297725024728,0.040448861403766224,5,5
cgtnjyggtm,q24-29,reconstruction,0.09375,41676.0,0.09160567095285196,0.04000872472568988,5,5
cgtnjyggtm,q24-29,reconstruction,0.125,55998.2,0.12308649302121114,0.03918615779044128,5,5
