alpha,candidate_id,family,feature_control,fit_domains,lambda,method,model_state_sha256,ndcg_10,next_action_regret,outer_domain,parameter_count,representation,role,selected,stage,validation_domain,validation_specimen_count
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|cgtnjyggtm|yfxyg8jm46|ykhs7s2dck,,,093b10db2788d3ea3cd757f634ce68923facb158d5ae8d54f54d358b7c1250f5,0.6274849830912209,0.02149030650010865,w68dtmpfyf,17249,OLD,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|ykhs7s2dck,,,5ea3f7fbd3f02da2c9599ceaf7d410ff33206cd6f8fa5e192f9fba7acacdf190,0.6118327135219462,0.0188930792719291,w68dtmpfyf,17249,OLD,source_validation,false,HEAD_INNER,yfxyg8jm46,42
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46,,,7a109c999f7c63c45dbd185a75f4f2a38252aeeb0d56ae47d8b3981e55a770fc,0.6550155831880439,0.011571077119333572,w68dtmpfyf,17249,OLD,source_validation,false,HEAD_INNER,ykhs7s2dck,38
0.1,ridge_alpha_0.1,ridge,correct_registration,cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,f747e336de56558226a3ea61c520b05c11ffec1d1fbf4e2cfddd296407d30eda,0.7269980969406423,0.009005967974705351,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,74t7kcdgkr,45
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,3de7501b0439db9ac9789c1327be1edc54b65fccb703846db896e4dbe43d2f64,0.7264999389815053,0.01696612084999073,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,cgtnjyggtm,49
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|yfxyg8jm46|ykhs7s2dck,,,7e9db12d24e99f8814c6dc48f3b510a3edbe25785ca0c12402aab800ce947a51,0.7054145050150556,0.02019872659249849,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|ykhs7s2dck,,,1e27ca945349b7611f01305302c2721ffc4dd0b9f5688cfe929fb5df74ec7e76,0.7071331808511878,0.017228328855383224,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,yfxyg8jm46,42
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46,,,0513b8097e8f2a41c3460003e4dfae0997737a3dd57aeaf2ba355a24d8cefa7f,0.6945823487131062,0.010417286884447275,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,ykhs7s2dck,38
1.0,ridge_alpha_1,ridge,correct_registration,cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,e091c597745b44e28ee80976878023119d1d5ea585064a0d0f04bc0a777caf86,0.7269980969406423,0.009005967974705351,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,74t7kcdgkr,45
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,41f2542afe080328413f16436046b5d816ce45059c59a85028d2f4e82dbd4d31,0.7264999389815053,0.01696612084999073,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,cgtnjyggtm,49
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|yfxyg8jm46|ykhs7s2dck,,,5c9ec2204b7de50c1548981c95a948cffe77464e14ae65c73cf1bdc881c1e96f,0.7054145050150556,0.02019872659249849,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|ykhs7s2dck,,,3aa7ef27057038ee3abfcb9c5918a2e6e629c92e1190e2d23dc93ba0429dd628,0.7071331808511878,0.017228328855383224,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,yfxyg8jm46,42
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46,,,2bd8d630837095b7255fea790ae67a0573113a2ebbd0afc276e5743af0fda045,0.6945823487131062,0.010417286884447275,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,ykhs7s2dck,38
10.0,ridge_alpha_10,ridge,correct_registration,cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,c4303ac48f7d2bbb84c1d3c7e48204c4921ba612c33a76cfd9208044f27271f9,0.726878432873217,0.009005967974705351,w68dtmpfyf,522,OLD,source_validation,true,HEAD_INNER,74t7kcdgkr,45
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,26caacf3af8847cd2c5d62d85c82af55d30b90a9213816f8d34819bba8ee0405,0.7264999389815053,0.01696612084999073,w68dtmpfyf,522,OLD,source_validation,true,HEAD_INNER,cgtnjyggtm,49
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|yfxyg8jm46|ykhs7s2dck,,,6ff1857293576504c79a34c282e18bc6e2fd69b9ebb78fe7b263bf2a270ec05d,0.7052807981594,0.02019872659249849,w68dtmpfyf,522,OLD,source_validation,true,HEAD_INNER,xcmzfsbd9t,59
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|ykhs7s2dck,,,d069db0cebeb44c66122019e4ea3644f7de268b58c9e20800e4eada189551e79,0.7071331808511878,0.017228328855383224,w68dtmpfyf,522,OLD,source_validation,true,HEAD_INNER,yfxyg8jm46,42
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46,,,d85fe45765f82b3ed608b6a92efb65cde31bed7cb9f1da64d166b8542e6be2e2,0.6948617722674314,0.010417286884447275,w68dtmpfyf,522,OLD,source_validation,true,HEAD_INNER,ykhs7s2dck,38
100.0,ridge_alpha_100,ridge,correct_registration,cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,4dc4224579493dad4861e8120ff3b9fe816368e0297141e31acf7892fb0e75c2,0.7266273955730782,0.009166704461609141,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,74t7kcdgkr,45
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,dcefa60835e2c92579b9184d04c828b5240be20c5bfbb33c4f0613e94239946e,0.7252366093363016,0.01752730202894379,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,cgtnjyggtm,49
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|yfxyg8jm46|ykhs7s2dck,,,d19503876a4973989bf62ef4d09eb5113b6bf35f81bde9fc50eaf3a6d5b05b52,0.7042316439815566,0.02019872659249849,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|ykhs7s2dck,,,76845130abf72a6fc3b5fd9742ded3940c421fb440d2dc4bf3a8909d793a07a0,0.7082883006347056,0.017228328855383224,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,yfxyg8jm46,42
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|xcmzfsbd9t|yfxyg8jm46,,,c5926e38db4b3a37f05ce0fe92dbc39b9f608ce11615ea8868a84bc85908d0cd,0.695724338814834,0.010361660749131063,w68dtmpfyf,522,OLD,source_validation,false,HEAD_INNER,ykhs7s2dck,38
100.0,LOCAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6793621545052608,0.008370550700207716,xcmzfsbd9t,1034,LOCAL,source_validation,false,CORRECT_ROUTE,74t7kcdgkr,45
100.0,LOCAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6565968828743075,0.01349782531117716,xcmzfsbd9t,1034,LOCAL,source_validation,false,CORRECT_ROUTE,cgtnjyggtm,49
100.0,LOCAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.7049100633934523,0.013985982993225959,xcmzfsbd9t,1034,LOCAL,source_validation,false,CORRECT_ROUTE,w68dtmpfyf,43
100.0,LOCAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6667623930131198,0.01479989739513486,xcmzfsbd9t,1034,LOCAL,source_validation,false,CORRECT_ROUTE,yfxyg8jm46,42
100.0,LOCAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6678419827765111,0.012758333043215891,xcmzfsbd9t,1034,LOCAL,source_validation,false,CORRECT_ROUTE,ykhs7s2dck,38
100.0,LOCAL_GLOBAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6802734985501216,0.008324277158851865,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_validation,true,CORRECT_ROUTE,74t7kcdgkr,45
100.0,LOCAL_GLOBAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.658523633532199,0.013437325323390528,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_validation,true,CORRECT_ROUTE,cgtnjyggtm,49
100.0,LOCAL_GLOBAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.7050004328532796,0.013985982993225959,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_validation,true,CORRECT_ROUTE,w68dtmpfyf,43
100.0,LOCAL_GLOBAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6666267145365425,0.01479989739513486,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_validation,true,CORRECT_ROUTE,yfxyg8jm46,42
100.0,LOCAL_GLOBAL,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,,0.6670071840023045,0.012758333043215891,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_validation,true,CORRECT_ROUTE,ykhs7s2dck,38
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,c2_global_context,e0b1c17b0d6617ef6950164ac67a426fab2834791035964d3de3aa8261233d34,,,xcmzfsbd9t,1034,GLOBAL,source_train,true,FINAL_FIT,,
100.0,ridge_alpha_100,ridge,shuffled_surface_specimen,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,c3_shuffled_global,bc363f579dad40ccf7f8a2c540757431c35f23724d10c7af9f2853eb770f7ea3,,,xcmzfsbd9t,1034,GLOBAL,source_train,true,FINAL_FIT,,
100.0,ridge_alpha_100,ridge,shuffled_surface_specimen,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,c3_shuffled_surface,07c928f33aa461c2a2d74e79e84e495a7df7b91e31e81b305c11c035e12cf877,,,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_train,true,FINAL_FIT,,
100.0,ridge_alpha_100,ridge,wrong_orientation,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,c4_wrong_orientation,d2d9878fb84121426614e92e7c065ec43a22850f4b85ce1d3f4721447922e725,,,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_train,true,FINAL_FIT,,
100.0,ridge_alpha_100,ridge,spatial_derangement,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,c5_spatial_derangement,6db68f5a2c66cbd4d81ec08cf3a9c9371e71d45b303f7a6eed8b3229ff7006cc,,,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_train,true,FINAL_FIT,,
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,proposed,7bca102bdfcf4fef8cb48abf44446c5b6c0a93cff99fed75a65c52017b6b6098,,,xcmzfsbd9t,1546,LOCAL_GLOBAL,source_train,true,FINAL_FIT,,
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,old_refit_diagnostic,3d8bc8f119a03715a76a4c603b25db131e8d185311f2dcfb02ecfa2db8b75486,,,xcmzfsbd9t,522,OLD,source_train,true,FINAL_FIT,,
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.6965035893195091,0.008308758341003853,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,true,FUSION_CORRECT,74t7kcdgkr,45
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.5877211655915937,0.023471334690525716,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,true,FUSION_CORRECT,cgtnjyggtm,49
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.6939897058971786,0.01438514245355753,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,true,FUSION_CORRECT,w68dtmpfyf,43
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.7447468607132575,0.016501893437696973,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,true,FUSION_CORRECT,yfxyg8jm46,42
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.6833435891518921,0.010357151640147376,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,true,FUSION_CORRECT,ykhs7s2dck,38
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.6936506950216491,0.008610438643984152,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,74t7kcdgkr,45
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.5885437065237293,0.02281473648598758,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,cgtnjyggtm,49
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.6969195223414535,0.015691395519521402,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,w68dtmpfyf,43
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.7349318441629614,0.014911056933544593,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,yfxyg8jm46,42
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.6825877467793905,0.010093393771560308,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,ykhs7s2dck,38
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.6959994670693479,0.008422407363583358,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,74t7kcdgkr,45
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.5891218924357456,0.02424338519203872,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,cgtnjyggtm,49
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.6994262669942187,0.015292965268975252,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,w68dtmpfyf,43
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.7150713890608578,0.015091251459029549,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,yfxyg8jm46,42
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.6800638442590499,0.011610851164980049,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,ykhs7s2dck,38
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.6908634879759981,0.007231399964696406,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,74t7kcdgkr,45
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.6268209092302298,0.019058623834109945,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,cgtnjyggtm,49
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.6906887456094003,0.015466986897597868,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,w68dtmpfyf,43
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.6983099883272399,0.014871599879018028,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,yfxyg8jm46,42
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.675107438160622,0.01186881561106557,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,ykhs7s2dck,38
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.6802734985501216,0.008324277158851865,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,74t7kcdgkr,45
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.658523633532199,0.013437325323390528,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,cgtnjyggtm,49
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.7050004328532796,0.013985982993225959,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,w68dtmpfyf,43
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.6666267145365425,0.01479989739513486,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,yfxyg8jm46,42
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.6670071840023045,0.012758333043215891,xcmzfsbd9t,0,LOCAL_GLOBAL,source_validation,false,FUSION_CORRECT,ykhs7s2dck,38
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.6965035893195091,0.008308758341003853,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,74t7kcdgkr,45
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.5877211655915937,0.023471334690525716,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,cgtnjyggtm,49
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.6939897058971786,0.01438514245355753,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,w68dtmpfyf,43
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.7447468607132575,0.016501893437696973,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,yfxyg8jm46,42
,lambda_0,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.0,,,0.6833435891518921,0.010357151640147376,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,ykhs7s2dck,38
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.7003932909783991,0.008372258826603756,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,74t7kcdgkr,45
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.6430547345289606,0.02206131349830218,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,cgtnjyggtm,49
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.6923830469810841,0.01489890395630022,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,w68dtmpfyf,43
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.7401485635945451,0.016544541754211512,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,yfxyg8jm46,42
,lambda_0.25,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.25,,,0.6855533938682917,0.010028630112791226,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,ykhs7s2dck,38
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.7053184023161135,0.008015417941390877,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,74t7kcdgkr,45
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.6856091205885192,0.021006688086841203,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,cgtnjyggtm,49
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.6914776419453562,0.01489890395630022,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,w68dtmpfyf,43
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.7282056023994132,0.017529301783199475,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,yfxyg8jm46,42
,lambda_0.5,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.5,,,0.6940023485390948,0.010277203302354668,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,ykhs7s2dck,38
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.7130984577722185,0.007232707726820962,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,74t7kcdgkr,45
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.708006734524166,0.020103994133087878,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,cgtnjyggtm,49
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.6953123515110701,0.014362696072613926,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,w68dtmpfyf,43
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.7144846192040095,0.01809353946976263,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,yfxyg8jm46,42
,lambda_0.75,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,0.75,,,0.6963776953941249,0.010258422102590276,xcmzfsbd9t,0,GLOBAL,source_validation,false,FUSION_GLOBAL,ykhs7s2dck,38
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.7175431342385563,0.0067515480026799956,xcmzfsbd9t,0,GLOBAL,source_validation,true,FUSION_GLOBAL,74t7kcdgkr,45
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.7431158480534555,0.01765484747638585,xcmzfsbd9t,0,GLOBAL,source_validation,true,FUSION_GLOBAL,cgtnjyggtm,49
,lambda_1,rank_fusion,correct_registration,74t7kcdgkr|cgtnjyggtm|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,1.0,,,0.6908853461027499,0.014213475914689494,xcmzfsbd9t,0,GLOBAL,source_validation,true,FUSION_GLOBAL,w68dtmpfyf,43
