outer_domain,baseline_method,baseline_auebc,predicted_auebc,oracle_auebc,baseline_minus_predicted,oracle_advantage_capture
74t7kcdgkr,one_shot_reconstruction,0.009747920845180693,0.009881939730323653,0.007256235230724656,-0.0001340188851429603,-0.05378643451863334
cgtnjyggtm,one_shot_reconstruction,0.02400209799790516,0.023575908549797443,0.02091162017309052,0.00042618944810771803,0.1379040628234502
w68dtmpfyf,one_shot_reconstruction,0.01796519807131671,0.019200875379393932,0.012377372276580336,-0.001235677308077221,-0.2211374071899674
xcmzfsbd9t,one_shot_reconstruction,0.014839137315117667,0.015212149005196747,0.011699592712195686,-0.00037301169007908017,-0.11881076310618979
yfxyg8jm46,one_shot_reconstruction,0.02414606771864786,0.023214698322959425,0.01896017088352315,0.0009313693956884347,0.17959659154423518
ykhs7s2dck,one_shot_reconstruction,0.012425540396514164,0.012441560911640864,0.009542673387950902,-0.000016020515126700247,-0.0055571467844728675
