outer_domain,domain_id,mode,specimen_id,state_count,next_action_regret,one_step_cai_utility,spearman,ndcg,recall_at_k,statistical_unit
74t7kcdgkr,74t7kcdgkr,positions_only,c8-10t,25,0.00785149508685691,-0.00039108891013355906,0.09760446542381264,0.9283462051784896,0.024000000000000004,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-11,25,0.01834944273756832,-0.0026360782865336185,0.026745397739349964,0.8384489716276948,0.136,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-12,25,0.010335274031981255,0.001608410166516272,-0.34003978153030323,0.8734642588993673,0.136,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-12t,25,0.007903427728044234,0.0014269199152559598,-0.04695422683027793,0.9019594946429464,0.128,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-13,25,0.005204624923191612,-0.0003915203204419404,-0.1357934810410557,0.9047275699517169,0.08,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-14,25,0.005459602800735133,0.00010742947694524219,0.0435230866399323,0.8831396971139976,0.10400000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-15,25,0.008448950043309087,-0.00019687112634705794,0.10264474767273535,0.9152948896941379,0.10400000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-16,25,0.009679543150251844,-0.00007253756222675989,-0.022520324644900138,0.8833715342094632,0.08800000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-17,25,0.0034448606778583455,0.0022432605609461163,-0.019531475119943173,0.9164366953810413,0.24,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-18,25,0.005373323610024294,0.002346239126040852,0.08203408864598112,0.9097115393569252,0.24,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-19,25,0.002381728884045842,0.0004269201453666005,0.030788351125610264,0.8729081296196155,0.24,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-2,25,0.015032394653445217,0.008371032882515998,0.18902151206049173,0.875528446910367,0.368,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-20,25,0.025997893108137465,-0.015536758808781057,-0.045262881552582804,0.8633032263084117,0.128,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-21,25,0.004168669403778651,0.0015150737648122136,0.13431995524885237,0.8834391737766842,0.32800000000000007,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-22,25,0.0028008637991350583,0.0005487333031584773,-0.11055697268141666,0.8835983566096048,0.18400000000000002,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-23,25,0.00441043804083324,0.00006683177256350259,0.1184619834263715,0.929318174879834,0.0,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-24,25,0.004516562186213968,-0.0007524537111632812,0.07643961197960972,0.8553490084929536,0.07200000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-25,25,0.0032528663032983162,0.0062196772751706006,0.16406563480892422,0.9043813234697656,0.32800000000000007,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-26,25,0.005366199399430811,0.000548911926151301,-0.015921102283900167,0.8286727346101626,0.15200000000000002,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-27,25,0.015101857977251942,-0.005466544770204251,-0.04041288045222517,0.9232192972322502,0.18400000000000002,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-28,25,0.0038484627088886557,-0.0005023346243073191,0.2306183238681778,0.9166194677685848,0.032,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-29,25,0.008408017349706042,-0.000583277822513053,0.07448890230804041,0.8682548038520259,0.016,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-3,25,0.011037520921107914,-0.0004223263188226856,-0.23041665530077662,0.8673917206888655,0.10400000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-30,25,0.008404814388380947,-0.0010592849183490482,0.10508705780216411,0.8380220248993042,0.136,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-32,25,0.011558146747219325,-0.003244530604265927,-0.05270136596612095,0.8856061470500965,0.272,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-33,25,0.012420065935511211,-0.0018037690843932808,0.11681618488126506,0.8660758212240759,0.168,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-34,25,0.012101807102834306,-0.002181364012603537,-0.15637906729714693,0.8968860689026651,0.20800000000000002,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-35,25,0.005890996883897612,0.006809279629799439,0.18272806006968506,0.9043087156177699,0.44,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-36,25,0.010209661192970483,-0.000531479302049358,0.129731843940291,0.8735176185533327,0.21600000000000003,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-37,25,0.015893432747222748,-0.009885252119556948,-0.1728918169885709,0.8840252278047038,0.10400000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-38,25,0.013363236334487216,-0.00025107938576379496,-0.10591273022855978,0.831731095319398,0.032,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-39,25,0.006673546899661935,0.0032218003142971963,0.14539158055011295,0.8841517286179967,0.35200000000000004,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-4,25,0.016465451298179768,0.00175890276176752,0.223504563981421,0.8750178013671284,0.168,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-40,25,0.0057427638358964386,-0.0028277669063389156,-0.1513793983877643,0.8910559028444993,0.08,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-41,25,0.007476678136521011,0.001610917211196905,0.35326398937507575,0.9314107042794063,0.32800000000000007,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-42,25,0.007491572037754511,0.0028574636415570564,0.20489969113622483,0.8970099317288707,0.256,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-43,25,0.004318827447990805,0.0019052345677837668,0.12107228957752927,0.8946860316961589,0.36,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-5,25,0.01664845827902325,0.0008947474129215038,-0.19925518691213462,0.8544360789953859,0.248,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-6,25,0.025835652307064656,-0.0002962170361168104,0.06890603263985212,0.8239112539959679,0.248,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-6t,25,0.01154932028041217,-0.003118125043933824,-0.2012730433171194,0.8600399154294448,0.136,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-7,25,0.01328549144937717,0.00814566228825754,0.21603747527932338,0.9018940599445454,0.392,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-8,25,0.014585271631343946,-0.0006253021986227702,-0.044240257757447304,0.8897926584330577,0.272,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-8t,25,0.013714631560707713,-0.006349217592721668,-0.2781187839774139,0.846409008486082,0.08800000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-9,25,0.022249762506151672,-0.008966254556452235,-0.10212876175143824,0.8792403984748725,0.024000000000000004,physical_specimen
74t7kcdgkr,74t7kcdgkr,positions_only,c8-9t,25,0.008736480100354048,-0.0037358221969792816,-0.28725375979897183,0.879002491718766,0.064,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-10t,25,0.00712855294012299,0.0003318532366003613,-0.001086934616373707,0.9277869360380134,0.0,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-11,25,0.017743139902741064,-0.002029775451706364,0.07096080148028733,0.8600253356091883,0.2,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-12,25,0.012970915361064716,-0.0010272311625671904,-0.21439777055892134,0.8779948473625534,0.008,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-12t,25,0.005300994839194768,0.004029352804105426,0.0352139871426223,0.9135661593420055,0.32,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-13,25,0.005361274565484471,-0.0005481699627347992,-0.14368227699039743,0.8991301323474744,0.032,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-14,25,0.005542418276393359,0.00002461400128701552,0.0824787109788204,0.8859347711836137,0.10400000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-15,25,0.015151807189475895,-0.006899728272513866,0.08672015668638279,0.8908619586378015,0.17600000000000002,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-16,25,0.010471453892471665,-0.0008644483044465812,-0.09187589405889036,0.8708843779292973,0.024000000000000004,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-17,25,0.0027500812242497517,0.00293804001455471,-0.05988107237923973,0.9013715642215125,0.248,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-18,25,0.006481307196917188,0.0012382555391479589,0.03261724494666587,0.9026392950463176,0.312,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-19,25,0.0028807010715350767,-0.0000720520421226345,0.0072020007138504285,0.8595556305388153,0.09600000000000002,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-2,25,0.025379845947698418,-0.0019764184117371996,-0.09435800607485705,0.7864878948415404,0.05600000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-20,25,0.010104530920298642,0.0003566033790577672,0.07239662758102644,0.920529510126552,0.04800000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-21,25,0.0062820481459524525,-0.0005983049773615878,-0.133342168158987,0.7959850090733905,0.024000000000000004,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-22,25,0.0027230048683787845,0.0006265922339147512,-0.15325335791258116,0.8581322471391813,0.08,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-23,25,0.002518680481726969,0.0019585893316697734,0.03182219086293988,0.950546762773173,0.21600000000000003,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-24,25,0.0021517891442243585,0.0016123193308263284,-0.04378996453961428,0.873811759193186,0.168,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-25,25,0.010236513071610274,-0.0007639694931413565,-0.13750555468785208,0.8056197126584966,0.024000000000000004,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-26,25,0.0075652890170332075,-0.0016501776914510957,0.1260020893646341,0.8282823736237935,0.11199999999999999,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-27,25,0.010053492676153644,-0.0004181794691059526,0.1405240360945034,0.9322631282775201,0.07200000000000001,physical_specimen
74t7kcdgkr,74t7kcdgkr,real,c8-28,25,0.003605335707309121,-0.00025920762272778396,0.2784961464029637,0.9229850907495054,0.128,physical_specimen
