mode,domain_count,next_action_regret,one_step_cai_utility,spearman,ndcg,recall_at_k,statistical_unit
positions_only,6,0.012511661358598089,-0.00032034731657117917,0.022611911106022776,0.8877164842427109,0.08214622521479416,equal_domain
real,6,0.012219108543485173,-0.000027794501458264197,0.024315089643658996,0.8857776344894862,0.06317398267584297,equal_domain
shuffled,6,0.01203377739196434,0.00015753665006256818,0.04292543737424631,0.887424643058707,0.06422288391110605,equal_domain
static,6,0.012176434166421043,0.000014879875605865357,0.023907438847910262,0.8853233003719573,0.057657930869932504,equal_domain
