method,dataset_id,budget,physical_n,mae,mse,rmse,r2,actual_cost_mean,actual_cost_min,actual_cost_max,area,early_area
CENTER_FIRST,cgtnjyggtm,0.25,9,73.9004618326823,8373.43218009712,91.50645977250524,0.37016415867002395,0.23467633805912738,0.23467633805912738,0.23467633805912738,76.46349423701898,86.9125707978745
CENTER_FIRST,w68dtmpfyf,0.25,8,41.173526763916016,2820.561740766163,53.108961021339546,-0.13280295495121974,0.23467633805912738,0.23467633805912738,0.23467633805912738,41.027479258360266,43.684702353548225
CENTER_FIRST,xcmzfsbd9t,0.25,9,54.319549560546875,4486.99519010954,66.98503706134333,0.20835941231486288,0.23467633805912738,0.23467633805912738,0.23467633805912738,55.546391509574875,54.164338253021384
CENTER_FIRST,yfxyg8jm46,0.25,8,49.781532287597656,4837.435007682478,69.55167149452612,0.667606542835536,0.23467633805912738,0.23467633805912738,0.23467633805912738,51.89408528441243,55.537227282047745
CENTER_FIRST,ykhs7s2dck,0.25,7,16.787425449916295,620.9945212142609,24.919761660462584,-0.18238555965048753,0.2346763380591274,0.23467633805912738,0.23467633805912738,22.42890492383915,27.88167834154127
GEOMETRY_SPREAD,74t7kcdgkr,0.0,9,48.94345940483941,4262.910101036722,65.29096492652504,-1.3270393943076688,0.0,0.0,0.0,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.0,9,98.52284410264757,13101.826275828502,114.4632092675568,0.014502106434936213,0.0,0.0,0.0,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.0,8,54.86939239501953,4450.062155205524,66.70878619196668,-0.7872480812152287,0.0,0.0,0.0,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.0,9,65.11017354329427,5795.368476910957,76.12731754706031,-0.02247689434267164,0.0,0.0,0.0,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.0,8,51.48122596740723,4729.774318925134,68.77335471623537,0.675004204712115,0.0,0.0,0.0,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.0,7,23.36521257672991,747.4145692191087,27.338883832722736,-0.42309177219318994,0.0,0.0,0.0,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.0625,9,27.378158569335938,1074.9199903091778,32.78597246245988,0.41322216422768365,0.06192659413734377,0.06139923424991298,0.0621301775147929,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.0625,9,88.26375155978732,10772.561767868672,103.79095224473409,0.18970556416855056,0.0620375865479723,0.062037586547972305,0.062037586547972305,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.0625,8,45.06452941894531,3411.332945873728,58.40661731237076,-0.370070360650397,0.062037586547972305,0.062037586547972305,0.062037586547972305,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.0625,9,53.0683848063151,4003.6433119075114,63.27434955736417,0.29363718701852315,0.0620375865479723,0.062037586547972305,0.062037586547972305,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.0625,8,60.17439270019531,7010.857392007485,83.73086284045738,0.5182647162152081,0.062037586547972305,0.062037586547972305,0.062037586547972305,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.0625,7,21.534388950892858,547.2074025340511,23.39246465283321,-0.04189346087141521,0.062037586547972305,0.062037586547972305,0.062037586547972305,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.125,9,31.498699612087673,1486.7398049486026,38.558265066631336,0.1884177678625425,0.12418058509200741,0.12316394013226592,0.12462908011869436,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.125,9,78.24168735080295,9406.294453742474,96.98605288257933,0.29247395170260226,0.12462908011869438,0.12462908011869436,0.12462908011869436,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.125,8,46.635765075683594,3035.229942430742,55.09292098292431,-0.21901867916849715,0.12462908011869436,0.12462908011869436,0.12462908011869436,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.125,9,45.53386094835069,2899.260937525218,53.844785611284756,0.4884833758025504,0.12462908011869438,0.12462908011869436,0.12462908011869436,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.125,8,53.38423538208008,5482.8200277959695,74.04606692995901,0.6232603639831087,0.12462908011869436,0.12462908011869436,0.12462908011869436,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.125,7,15.974371773856026,363.076802920916,19.054574330614578,0.3086947563106802,0.12462908011869435,0.12462908011869436,0.12462908011869436,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.1875,9,33.74107021755643,1810.6543198466663,42.551783979601446,0.01159915834681724,0.18700974304543938,0.18603376261747306,0.1874074074074074,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.1875,9,78.75945705837674,9185.70296768544,95.84207305607198,0.3090664816500235,0.1874074074074074,0.1874074074074074,0.1874074074074074,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.1875,8,44.88570785522461,2790.9064327491214,52.829030208296665,-0.12089269605982311,0.1874074074074074,0.1874074074074074,0.1874074074074074,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.1875,9,45.17761739095052,2939.927916733574,54.221102134995135,0.48130850042250883,0.1874074074074074,0.1874074074074074,0.1874074074074074,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.1875,8,55.10060119628906,5490.150868390454,74.09555228480623,0.6227566417738691,0.1874074074074074,0.1874074074074074,0.1874074074074074,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.1875,7,15.537120274135045,382.85981840849854,19.566803990649536,0.2710275128169346,0.18740740740740744,0.1874074074074074,0.1874074074074074,17.765308095652223,21.57730214018564
GEOMETRY_SPREAD,74t7kcdgkr,0.25,9,34.2891354031033,1908.0844485200682,43.68162598301566,-0.04158604665207144,0.24983707970919536,0.2492690567351201,0.25,32.22357752584972,33.83011851332475
GEOMETRY_SPREAD,cgtnjyggtm,0.25,9,80.50725640190973,9148.150933923096,95.64596663698421,0.31189108406748556,0.24999890097812946,0.24999890097812943,0.24999890097812943,81.80998022349436,88.46141264376634
GEOMETRY_SPREAD,w68dtmpfyf,0.25,8,45.702571868896484,2954.969850007328,54.3596343807363,-0.18678436621309125,0.24999890097812943,0.24999890097812943,0.24999890097812943,46.925358114287626,51.234011966392146
GEOMETRY_SPREAD,xcmzfsbd9t,0.25,9,44.33576456705729,2929.7969678215063,54.12759894750096,0.48309590379843304,0.24999890097812946,0.24999890097812943,0.24999890097812943,48.92286641223406,56.8710672267734
GEOMETRY_SPREAD,yfxyg8jm46,0.25,8,54.28387260437012,5186.740998237889,72.01903219453791,0.643604768005574,0.24999890097812943,0.24999890097812943,0.24999890097812943,56.216778427368865,59.30484224736396
GEOMETRY_SPREAD,ykhs7s2dck,0.25,7,16.20212663922991,417.2625684714211,20.427005861638683,0.20552401238809637,0.2499989009781294,0.24999890097812943,0.24999890097812943,17.765308095652223,21.57730214018564
SERPENTINE,74t7kcdgkr,0.0,9,48.94345940483941,4262.910101036722,65.29096492652504,-1.3270393943076688,0.0,0.0,0.0,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.0,9,98.52284410264757,13101.826275828502,114.4632092675568,0.014502106434936213,0.0,0.0,0.0,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.0,8,54.86939239501953,4450.062155205524,66.70878619196668,-0.7872480812152287,0.0,0.0,0.0,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.0,9,65.11017354329427,5795.368476910957,76.12731754706031,-0.02247689434267164,0.0,0.0,0.0,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.0,8,51.48122596740723,4729.774318925134,68.77335471623537,0.675004204712115,0.0,0.0,0.0,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.0,7,23.36521257672991,747.4145692191087,27.338883832722736,-0.42309177219318994,0.0,0.0,0.0,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.0625,9,41.621400621202255,2720.0701525511167,52.154291794167015,-0.48483318912297957,0.06225314657331701,0.0621301775147929,0.06240685789647214,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.0625,9,79.52711317274306,9499.486430903638,97.4653088586069,0.2854642039578221,0.06240685789647214,0.06240685789647214,0.06240685789647214,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.0625,8,50.50642395019531,3504.4459474126343,59.19836101964846,-0.4074666997424101,0.06240685789647214,0.06240685789647214,0.06240685789647214,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.0625,9,44.68105231391059,2766.1808508638446,52.59449449195081,0.5119626962720754,0.06240685789647214,0.06240685789647214,0.06240685789647214,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.0625,8,60.46097946166992,5447.061030951678,73.80420740683878,0.6257174629553802,0.06240685789647214,0.06240685789647214,0.06240685789647214,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.0625,7,15.189080374581474,421.98399452888407,20.54224901340854,0.19653432600505716,0.06240685789647215,0.06240685789647214,0.06240685789647214,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.125,9,38.2445322672526,2631.686494099054,51.2999658294141,-0.4365862755929557,0.12442423284696738,0.1242603550295858,0.12462908011869436,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.125,9,81.07098388671875,9865.783036164785,99.3266481673714,0.2579119738102684,0.12462908011869438,0.12462908011869436,0.12462908011869436,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.125,8,45.83753204345703,3139.9676534140017,56.035414278954,-0.2610837709485603,0.12462908011869436,0.12462908011869436,0.12462908011869436,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.125,9,45.742346869574654,2924.571819442842,54.0793104564291,0.4840177767575006,0.12462908011869438,0.12462908011869436,0.12462908011869436,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.125,8,58.94216537475586,5329.677514258947,73.00464036113695,0.6337832070668059,0.12462908011869436,0.12462908011869436,0.12462908011869436,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.125,7,16.41436985560826,464.44729704965306,21.551039349638177,0.11568337804910223,0.12462908011869435,0.12462908011869436,0.12462908011869436,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.1875,9,35.24800788031684,2428.2672968887364,49.277452215884054,-0.3255437074300169,0.18659531912061778,0.18639053254437868,0.1868513023409166,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.1875,9,80.00515407986111,9344.752271177662,96.66825886079495,0.2971030537839596,0.1868513023409166,0.1868513023409166,0.1868513023409166,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.1875,8,44.624908447265625,3032.988137583947,55.07257155412254,-0.21811831839348939,0.1868513023409166,0.1868513023409166,0.1868513023409166,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.1875,9,47.616934882269966,3183.92892011149,56.42631407518561,0.4382594019666799,0.1868513023409166,0.1868513023409166,0.1868513023409166,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.1875,8,58.27543640136719,5223.834245770238,72.27609733356,0.6410559890007597,0.1868513023409166,0.1868513023409166,0.1868513023409166,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.1875,7,18.302642822265625,527.7896181718845,22.973672283113217,-0.00492162449298883,0.1868513023409166,0.1868513023409166,0.1868513023409166,17.3621794291923,17.58797569661205
SERPENTINE,74t7kcdgkr,0.25,9,35.98732164171007,2568.236387261293,50.677770148865996,-0.4019501010818882,0.24884846569393476,0.2485207100591716,0.24925816023738873,38.41692572494928,40.92625037941715
SERPENTINE,cgtnjyggtm,0.25,9,79.27382914225261,8895.936580768865,94.31827278300247,0.3308622342359878,0.24925816023738875,0.24925816023738873,0.24925816023738873,81.49976584553329,85.59757532360327
SERPENTINE,w68dtmpfyf,0.25,8,44.618927001953125,3058.4339328757487,55.30310961307464,-0.22833793942891023,0.24925816023738873,0.24925816023738873,0.24925816023738873,48.26207042036299,53.88421958815175
SERPENTINE,xcmzfsbd9t,0.25,9,48.25439114040799,3227.939480446227,56.81495824557321,0.43049461854891713,0.24925816023738875,0.24925816023738873,0.24925816023738873,49.111151017509286,55.01657545547605
SERPENTINE,yfxyg8jm46,0.25,8,56.15111541748047,4792.613581810612,69.22870489768397,0.6706863462183059,0.24925816023738873,0.24925816023738873,0.24925816023738873,58.81640361128096,60.008507107597275
SERPENTINE,ykhs7s2dck,0.25,7,17.548553466796875,524.4075653543696,22.899946841736764,0.0015178693782060826,0.2492581602373887,0.24925816023738873,0.24925816023738873,17.3621794291923,17.58797569661205
RANDOM,74t7kcdgkr,0.0,9,48.94345940483941,4262.910101036722,65.29096492652504,-1.3270393943076688,0.0,0.0,0.0,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.0,9,98.52284410264757,13101.826275828502,114.4632092675568,0.014502106434936213,0.0,0.0,0.0,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.0,8,54.86939239501953,4450.062155205524,66.70878619196668,-0.7872480812152287,0.0,0.0,0.0,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.0,9,65.11017354329427,5795.368476910957,76.12731754706031,-0.02247689434267164,0.0,0.0,0.0,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.0,8,51.48122596740723,4729.774318925134,68.77335471623537,0.675004204712115,0.0,0.0,0.0,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.0,7,23.36521257672991,747.4145692191087,27.338883832722736,-0.4230917721931899,0.0,0.0,0.0,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.0625,9,36.786079237196184,2422.6448626983497,49.22037040391254,-0.322474530378934,0.055889576178156694,0.046897461259479065,0.0625,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.0625,9,87.86505635579427,10359.434826606352,101.78130882733996,0.22078029541728625,0.0531016595230245,0.046897461259479065,0.062406857896472136,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.0625,8,50.09432525634766,3774.264160379639,61.43504016747803,-0.515831946470055,0.0531016595230245,0.046897461259479065,0.062406857896472136,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.0625,9,56.449681939019094,4395.9981504115685,66.30232386886276,0.22441402056202503,0.0531016595230245,0.046897461259479065,0.062406857896472136,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.0625,8,57.787125778198245,6010.605088117212,77.5280922512428,0.5869948016424624,0.0531016595230245,0.046897461259479065,0.062406857896472136,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.0625,7,23.550778634207592,852.1790580046363,29.192106090596415,-0.6225653818185378,0.05310165952302451,0.046897461259479065,0.062406857896472136,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.125,9,32.84114074707031,1798.3390748059842,42.40682816252571,0.018321810169394936,0.11965401495785895,0.10930651719969228,0.125,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.125,9,79.722609117296,9081.222230652746,95.29544706150838,0.3169253514057465,0.1185739092207935,0.10930651719969228,0.12481371579294429,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.125,8,48.56402778625488,3590.894174208288,59.92407007378828,-0.4421863108571128,0.1185739092207935,0.10930651719969228,0.12481371579294429,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.125,9,55.49969685872396,4324.806075562848,65.76325779310851,0.23697443874477564,0.1185739092207935,0.10930651719969228,0.12481371579294429,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.125,8,51.11414337158203,5112.535125580628,71.50199385737875,0.6487036575028553,0.1185739092207935,0.10930651719969228,0.12481371579294429,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.125,7,21.093707711356025,718.6040717681005,26.806791523196143,-0.3682360287225228,0.11857390922079349,0.10930651719969228,0.12481371579294429,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.1875,9,34.1957767062717,1925.719149533364,43.88301664121741,-0.05121248563205307,0.18385111990592135,0.1715976331360947,0.1875,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.1875,9,77.35053778754339,8699.404526288725,93.27059840211558,0.34564505318280253,0.1872592592592593,0.18703593801516652,0.1874074074074074,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.1875,8,47.697878265380865,3391.631191993435,58.237712798438736,-0.36215767975043717,0.1872592592592593,0.18703593801516652,0.1874074074074074,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.1875,9,52.99568786621094,4072.012321888744,63.812321082129145,0.28157484218688716,0.1872592592592593,0.18703593801516652,0.1874074074074074,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.1875,8,50.26827163696289,4637.299639609142,68.09772125122207,0.6813583941346503,0.1872592592592593,0.18703593801516652,0.1874074074074074,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.1875,7,20.109823172433035,649.9387146695384,25.493895635417086,-0.2374958628949221,0.1872592592592593,0.18703593801516652,0.1874074074074074,21.38478100848887,23.87273671794582
RANDOM,74t7kcdgkr,0.25,9,33.100480482313365,1677.5914615380525,40.95841136492054,0.084235574753539,0.24832637623629167,0.23449170238487746,0.25,35.877824895073594,41.64340642266262
RANDOM,cgtnjyggtm,0.25,9,76.21726413302952,8449.516641954593,91.92125239548574,0.3644412101806288,0.24663941092427738,0.23449170238487746,0.2498164633476206,82.44294894705631,89.73660947213183
RANDOM,w68dtmpfyf,0.25,8,45.679170989990226,3253.432731344667,57.038870354738506,-0.30665397553082707,0.2466394109242774,0.23449170238487746,0.2498164633476206,48.986134224126644,51.41358461529968
RANDOM,xcmzfsbd9t,0.25,9,51.452656724717876,3837.774477982878,61.94977383318585,0.3229014263598494,0.24663941092427738,0.23449170238487746,0.2498164633476206,55.62253350548869,60.29897105582623
RANDOM,yfxyg8jm46,0.25,8,49.240471267700194,4457.137241092352,66.76179477135372,0.6937378477911711,0.2466394109242774,0.23449170238487746,0.2498164633476206,53.252129007141804,57.734830326305456
RANDOM,ykhs7s2dck,0.25,7,19.718346296037947,637.583674394978,25.250419291468763,-0.21397162763922953,0.24663941092427735,0.23449170238487746,0.2498164633476206,21.38478100848887,23.87273671794582
LEARNED_STATIC_TRUE,74t7kcdgkr,0.0,9,48.94345940483941,4262.910101036722,65.29096492652504,-1.3270393943076688,0.0,0.0,0.0,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.0,9,98.52284410264757,13101.826275828502,114.4632092675568,0.014502106434936213,0.0,0.0,0.0,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.0,8,54.86939239501953,4450.062155205524,66.70878619196668,-0.7872480812152287,0.0,0.0,0.0,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.0,9,65.11017354329427,5795.368476910957,76.12731754706031,-0.02247689434267164,0.0,0.0,0.0,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.0,8,51.48122596740723,4729.774318925134,68.77335471623537,0.675004204712115,0.0,0.0,0.0,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.0,7,23.36521257672991,747.4145692191087,27.338883832722736,-0.42309177219318994,0.0,0.0,0.0,22.42280548947127,23.84567188776992
LEARNED_STATIC_TRUE,74t7kcdgkr,0.0625,9,35.657996283637154,2188.2805724375776,46.77906126075616,-0.19453964009749436,0.06237642073505271,0.0621301775147929,0.0625,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.0625,9,73.81729973687067,8318.919051855984,91.20810847647256,0.3742645468084619,0.06240685789647214,0.06240685789647214,0.06240685789647214,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.0625,8,48.960683822631836,3497.250032462325,59.13755179631911,-0.40457665355002526,0.06240685789647214,0.06240685789647214,0.06240685789647214,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.0625,9,50.69835069444444,4403.752230660732,66.36077328257056,0.22304596813822586,0.06240685789647214,0.06240685789647214,0.06240685789647214,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.0625,8,45.264862060546875,3914.3110771774664,62.564455381450145,0.7310369257067284,0.06240685789647214,0.06240685789647214,0.06240685789647214,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.0625,7,18.268888201032365,457.3736579827632,21.38629603233723,0.1291517234227716,0.06240685789647215,0.06240685789647214,0.06240685789647214,22.42280548947127,23.84567188776992
LEARNED_STATIC_TRUE,74t7kcdgkr,0.125,9,35.192323472764755,2522.832601906499,50.22780705850594,-0.37716506112864123,0.12475284147010542,0.1242603550295858,0.125,34.89943160523647,38.68704782135872
LEARNED_STATIC_TRUE,cgtnjyggtm,0.125,9,77.91305711534288,8541.28048573825,92.41904828409699,0.3575388842872479,0.12481371579294429,0.12481371579294429,0.12481371579294429,80.70055744861358,91.92903509455077
LEARNED_STATIC_TRUE,w68dtmpfyf,0.125,8,46.52204132080078,3285.612278079847,57.320260624667846,-0.31957802718470085,0.12481371579294429,0.12481371579294429,0.12481371579294429,47.55169417781559,53.37864640512287
LEARNED_STATIC_TRUE,xcmzfsbd9t,0.125,9,53.560384114583336,4592.6630930346955,67.7691898508068,0.18971642358255625,0.12481371579294429,0.12481371579294429,0.12481371579294429,53.866250162957186,57.73065486534693
LEARNED_STATIC_TRUE,yfxyg8jm46,0.125,8,45.59242057800293,4022.6018663057184,63.423984945016805,0.7235959679015604,0.12481371579294429,0.12481371579294429,0.12481371579294429,48.419588229385546,52.10258038086582
LEARNED_STATIC_TRUE,ykhs7s2dck,0.125,7,23.75714111328125,769.3680783664541,27.737485076453023,-0.4648916775268477,0.1248137157929443,0.12481371579294429,0.12481371579294429,22.42280548947127,23.84567188776992
