specimen_key,method,run,budget,actual_cost,prediction_mpa,abs_error_mpa,visible_cells_derived,scope
w68dtmpfyf:q16-29,CENTER_FIRST,0,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,CENTER_FIRST,0,0.0625,0.06240685789647214,326.1446838378906,12.403656005859375,"[27, 28, 35, 36]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,CENTER_FIRST,0,0.125,0.1094911528739422,335.8062744140625,2.7420654296875,"[27, 28, 35, 36, 19, 20, 26]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,CENTER_FIRST,0,0.1875,0.17190020881415538,329.0818176269531,9.466522216796875,"[27, 28, 35, 36, 19, 20, 26, 29, 34, 37, 43]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,CENTER_FIRST,0,0.25,0.23467633805912738,329.1732177734375,9.3751220703125,"[27, 28, 35, 36, 19, 20, 26, 29, 34, 37, 43, 44, 18, 21, 42]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,GEOMETRY_SPREAD,0,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,GEOMETRY_SPREAD,0,0.0625,0.0621301775147929,233.9661407470703,30.197311401367188,"[0, 63, 7, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,GEOMETRY_SPREAD,0,0.125,0.1242603550295858,240.37271118164062,23.790740966796875,"[0, 63, 7, 56, 27, 38, 3, 24]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,GEOMETRY_SPREAD,0,0.1875,0.1871301775147929,236.88470458984375,27.27874755859375,"[0, 63, 7, 56, 27, 38, 3, 24, 51, 13, 41, 23]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,GEOMETRY_SPREAD,0,0.25,0.25,242.28948974609375,21.87396240234375,"[0, 63, 7, 56, 27, 38, 3, 24, 51, 13, 41, 23, 53, 9, 18, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,GEOMETRY_SPREAD,0,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,GEOMETRY_SPREAD,0,0.0625,0.062037586547972305,220.8665771484375,84.18656921386719,"[0, 63, 7, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,GEOMETRY_SPREAD,0,0.125,0.12462908011869436,251.89056396484375,115.21055603027344,"[0, 63, 7, 56, 27, 38, 3, 24]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,GEOMETRY_SPREAD,0,0.1875,0.1874074074074074,254.0259552001953,117.345947265625,"[0, 63, 7, 56, 27, 38, 3, 24, 51, 13, 41, 23]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,GEOMETRY_SPREAD,0,0.25,0.24999890097812943,252.931884765625,116.25187683105469,"[0, 63, 7, 56, 27, 38, 3, 24, 51, 13, 41, 23, 53, 9, 18, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,GEOMETRY_SPREAD,0,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,GEOMETRY_SPREAD,0,0.0625,0.062037586547972305,319.5902099609375,18.9581298828125,"[0, 63, 7, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,GEOMETRY_SPREAD,0,0.125,0.12462908011869436,333.6387939453125,4.9095458984375,"[0, 63, 7, 56, 27, 38, 3, 24]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,GEOMETRY_SPREAD,0,0.1875,0.1874074074074074,333.8641357421875,4.6842041015625,"[0, 63, 7, 56, 27, 38, 3, 24, 51, 13, 41, 23]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,GEOMETRY_SPREAD,0,0.25,0.24999890097812943,332.5760498046875,5.9722900390625,"[0, 63, 7, 56, 27, 38, 3, 24, 51, 13, 41, 23, 53, 9, 18, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,SERPENTINE,0,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,SERPENTINE,0,0.0625,0.0621301775147929,242.9858856201172,21.177566528320312,"[0, 1, 2, 3]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,SERPENTINE,0,0.125,0.1242603550295858,240.98165893554688,23.181793212890625,"[0, 1, 2, 3, 4, 5, 6, 7]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,SERPENTINE,0,0.1875,0.18639053254437868,246.7442169189453,17.419235229492188,"[0, 1, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,SERPENTINE,0,0.25,0.2485207100591716,252.58628845214844,11.577163696289062,"[0, 1, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 10, 9, 8]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,SERPENTINE,0,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,SERPENTINE,0,0.0625,0.06240685789647214,205.41009521484375,68.73008728027344,"[0, 1, 2, 3]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,SERPENTINE,0,0.125,0.12462908011869436,196.643310546875,59.96330261230469,"[0, 1, 2, 3, 4, 5, 6, 7]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,SERPENTINE,0,0.1875,0.1868513023409166,211.7937774658203,75.11376953125,"[0, 1, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,SERPENTINE,0,0.25,0.24925816023738873,217.9766387939453,81.296630859375,"[0, 1, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 10, 9, 8]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,SERPENTINE,0,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,SERPENTINE,0,0.0625,0.06240685789647214,332.8393859863281,5.708953857421875,"[0, 1, 2, 3]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,SERPENTINE,0,0.125,0.12462908011869436,334.2941589355469,4.254180908203125,"[0, 1, 2, 3, 4, 5, 6, 7]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,SERPENTINE,0,0.1875,0.1868513023409166,335.0141906738281,3.534149169921875,"[0, 1, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,SERPENTINE,0,0.25,0.24925816023738873,340.414306640625,1.865966796875,"[0, 1, 2, 3, 4, 5, 6, 7, 15, 14, 13, 12, 11, 10, 9, 8]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,0,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,0,0.0625,0.0621301775147929,245.71890258789062,18.444549560546875,"[62, 31, 55, 15]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,0,0.125,0.1246301775147929,239.42091369628906,24.742538452148438,"[62, 31, 55, 15, 32, 49, 18, 50]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,0,0.1875,0.1871301775147929,245.98861694335938,18.174835205078125,"[62, 31, 55, 15, 32, 49, 18, 50, 24, 44, 2, 35]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,0,0.25,0.24963017751479288,246.17796325683594,17.985488891601562,"[62, 31, 55, 15, 32, 49, 18, 50, 24, 44, 2, 35, 17, 27, 61, 36]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,1,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,1,0.0625,0.0625,236.11659240722656,28.046859741210938,"[34, 58, 59, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,1,0.125,0.10983727810650887,259.4566650390625,4.706787109375,"[34, 58, 59, 20, 45, 16, 36]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,1,0.1875,0.1723372781065089,250.05686950683594,14.106582641601562,"[34, 58, 59, 20, 45, 16, 36, 61, 0, 2, 17]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,1,0.25,0.25,240.02139282226562,24.142059326171875,"[34, 58, 59, 20, 45, 16, 36, 61, 0, 2, 17, 4, 26, 56, 54, 53]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,2,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,2,0.0625,0.0625,257.68304443359375,6.48040771484375,"[19, 30, 39, 38]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,2,0.125,0.1246301775147929,244.5029754638672,19.660476684570312,"[19, 30, 39, 38, 58, 36, 56, 27]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,2,0.1875,0.1715976331360947,246.76458740234375,17.39886474609375,"[19, 30, 39, 38, 58, 36, 56, 27, 48, 37, 45]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,2,0.25,0.25,237.4990997314453,26.664352416992188,"[19, 30, 39, 38, 58, 36, 56, 27, 48, 37, 45, 16, 51, 60, 46, 1]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,3,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,3,0.0625,0.04733727810650888,256.51483154296875,7.64862060546875,"[29, 44, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,3,0.125,0.125,256.0254821777344,8.137969970703125,"[29, 44, 20, 38, 63, 28, 36, 60]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,3,0.1875,0.1875,253.19412231445312,10.969329833984375,"[29, 44, 20, 38, 63, 28, 36, 60, 55, 15, 43, 27]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,3,0.25,0.25,247.49000549316406,16.673446655273438,"[29, 44, 20, 38, 63, 28, 36, 60, 55, 15, 43, 27, 32, 14, 48, 19]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,4,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,4,0.0625,0.0625,223.54632568359375,40.61712646484375,"[57, 33, 61, 46]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,4,0.125,0.125,224.03094482421875,40.13250732421875,"[57, 33, 61, 46, 21, 7, 56, 26]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,4,0.1875,0.1875,227.95892333984375,36.20452880859375,"[57, 33, 61, 46, 21, 7, 56, 26, 24, 5, 44, 11]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,RANDOM,4,0.25,0.24963017751479288,217.01028442382812,47.153167724609375,"[57, 33, 61, 46, 21, 7, 56, 26, 24, 5, 44, 11, 62, 63, 15, 58]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,0,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,0,0.0625,0.06222222222222223,269.14404296875,132.4640350341797,"[62, 31, 55, 15]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,0,0.125,0.12462908011869436,261.81500244140625,125.13499450683594,"[62, 31, 55, 15, 32, 49, 18, 50]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,0,0.1875,0.18703593801516652,238.86669921875,102.18669128417969,"[62, 31, 55, 15, 32, 49, 18, 50, 24, 44, 2, 35]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,0,0.25,0.24962962962962962,242.571044921875,105.89103698730469,"[62, 31, 55, 15, 32, 49, 18, 50, 24, 44, 2, 35, 17, 27, 61, 36]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,1,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,1,0.0625,0.062406857896472136,247.04603576660156,110.36602783203125,"[34, 58, 59, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,1,0.125,0.12481371579294429,233.30267333984375,96.62266540527344,"[34, 58, 59, 20, 45, 16, 36, 61]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,1,0.1875,0.1872227717331575,220.30123901367188,83.62123107910156,"[34, 58, 59, 20, 45, 16, 36, 61, 0, 2, 17, 4]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,1,0.25,0.24962962962962965,228.57723999023438,91.89723205566406,"[34, 58, 59, 20, 45, 16, 36, 61, 0, 2, 17, 4, 26, 56, 54, 44]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,2,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,2,0.0625,0.04708429497747005,268.19580078125,131.5157928466797,"[19, 30, 39]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,2,0.125,0.10930651719969228,250.89239501953125,114.21238708496094,"[19, 30, 39, 38, 58, 36, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,2,0.1875,0.1874074074074074,257.5904541015625,120.91044616699219,"[19, 30, 39, 38, 58, 36, 56, 27, 48, 37, 45, 16]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,2,0.25,0.23449170238487746,257.3613586425781,120.68135070800781,"[19, 30, 39, 38, 58, 36, 56, 27, 48, 37, 45, 16, 51, 60, 46]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,3,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,3,0.0625,0.046897461259479065,255.3898162841797,118.70980834960938,"[29, 44, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,3,0.125,0.12462908011869436,258.1559143066406,121.47590637207031,"[29, 44, 20, 38, 63, 28, 36, 60]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,3,0.1875,0.1872227717331575,260.59490966796875,123.91490173339844,"[29, 44, 20, 38, 63, 28, 36, 60, 55, 15, 43, 27]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,3,0.25,0.2498164633476206,256.41064453125,119.73063659667969,"[29, 44, 20, 38, 63, 28, 36, 60, 55, 15, 43, 27, 32, 14, 48, 19]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,4,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,4,0.0625,0.046897461259479065,260.5476989746094,123.86769104003906,"[57, 33, 61]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,4,0.125,0.1094911528739422,248.5125274658203,111.83251953125,"[57, 33, 61, 46, 21, 7, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,4,0.1875,0.1874074074074074,244.98526000976562,108.30525207519531,"[57, 33, 61, 46, 21, 7, 56, 26, 24, 5, 44, 11]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,RANDOM,4,0.25,0.24962962962962962,246.37493896484375,109.69493103027344,"[57, 33, 61, 46, 21, 7, 56, 26, 24, 5, 44, 11, 62, 63, 15, 58]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,0,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,0,0.0625,0.06222222222222223,324.6687927246094,13.879547119140625,"[62, 31, 55, 15]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,0,0.125,0.12462908011869436,321.6717224121094,16.876617431640625,"[62, 31, 55, 15, 32, 49, 18, 50]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,0,0.1875,0.18703593801516652,328.09613037109375,10.45220947265625,"[62, 31, 55, 15, 32, 49, 18, 50, 24, 44, 2, 35]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,0,0.25,0.24962962962962962,336.0590515136719,2.489288330078125,"[62, 31, 55, 15, 32, 49, 18, 50, 24, 44, 2, 35, 17, 27, 61, 36]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,1,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,1,0.0625,0.062406857896472136,303.3481140136719,35.200225830078125,"[34, 58, 59, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,1,0.125,0.12481371579294429,320.7234802246094,17.824859619140625,"[34, 58, 59, 20, 45, 16, 36, 61]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,1,0.1875,0.1872227717331575,322.8200988769531,15.728240966796875,"[34, 58, 59, 20, 45, 16, 36, 61, 0, 2, 17, 4]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,1,0.25,0.24962962962962965,327.6044006347656,10.943939208984375,"[34, 58, 59, 20, 45, 16, 36, 61, 0, 2, 17, 4, 26, 56, 54, 44]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,2,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,2,0.0625,0.04708429497747005,338.8836364746094,0.335296630859375,"[19, 30, 39]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,2,0.125,0.10930651719969228,340.2681884765625,1.7198486328125,"[19, 30, 39, 38, 58, 36, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,2,0.1875,0.1874074074074074,335.5689697265625,2.9793701171875,"[19, 30, 39, 38, 58, 36, 56, 27, 48, 37, 45, 16]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,2,0.25,0.23449170238487746,336.6663513183594,1.881988525390625,"[19, 30, 39, 38, 58, 36, 56, 27, 48, 37, 45, 16, 51, 60, 46]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,3,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,3,0.0625,0.046897461259479065,334.2366943359375,4.3116455078125,"[29, 44, 20]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,3,0.125,0.12462908011869436,319.6991271972656,18.849212646484375,"[29, 44, 20, 38, 63, 28, 36, 60]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,3,0.1875,0.1872227717331575,328.40252685546875,10.14581298828125,"[29, 44, 20, 38, 63, 28, 36, 60, 55, 15, 43, 27]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,3,0.25,0.2498164633476206,330.4582824707031,8.090057373046875,"[29, 44, 20, 38, 63, 28, 36, 60, 55, 15, 43, 27, 32, 14, 48, 19]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,4,0.0,0.0,326.6375732421875,11.9107666015625,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,4,0.0625,0.046897461259479065,324.2313537597656,14.316986083984375,"[57, 33, 61]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,4,0.125,0.1094911528739422,329.9659729003906,8.582366943359375,"[57, 33, 61, 46, 21, 7, 56]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,4,0.1875,0.1874074074074074,336.7551574707031,1.793182373046875,"[57, 33, 61, 46, 21, 7, 56, 26, 24, 5, 44, 11]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
w68dtmpfyf:q16-29,RANDOM,4,0.25,0.24962962962962962,337.1542053222656,1.394134521484375,"[57, 33, 61, 46, 21, 7, 56, 26, 24, 5, 44, 11, 62, 63, 15, 58]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,LEARNED_STATIC_TRUE,0,0.0,0.0,301.3664245605469,37.202972412109375,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,LEARNED_STATIC_TRUE,0,0.0625,0.0625,285.6971740722656,21.533721923828125,"[47, 55, 53, 35]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,LEARNED_STATIC_TRUE,0,0.125,0.125,276.80621337890625,12.64276123046875,"[47, 55, 53, 35, 40, 15, 26, 11]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,LEARNED_STATIC_TRUE,0,0.1875,0.1875,259.31268310546875,4.85076904296875,"[47, 55, 53, 35, 40, 15, 26, 11, 30, 45, 59, 13]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
74t7kcdgkr:c8-16,LEARNED_STATIC_TRUE,0,0.25,0.2348372781065089,242.27622985839844,21.887222290039062,"[47, 55, 53, 35, 40, 15, 26, 11, 30, 45, 59, 13, 19, 44, 57]",DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
cgtnjyggtm:q24-48,LEARNED_STATIC_TRUE,0,0.0,0.0,302.09930419921875,165.41929626464844,[],DERIVED_SAVED_ACTIONS_AT_COMMON_BUDGET
