comparator,area_gain,early_area_gain,endpoint_mae_gain,endpoint_rmse_gain,positive_favors_main
CENTER_FIRST,3.3649640780287355,2.1782076182558066,3.7407702636718767,6.705682432646142,True
GEOMETRY_SPREAD,2.200268248152016,2.23735536704844,2.6241180419921832,3.760771422086947,True
SERPENTINE,3.8010394564755594,2.527746835890326,3.7270028686523418,4.523532337266431,True
RANDOM,4.484015379566861,4.474252679109346,2.6005845336913964,3.423104702558966,True
LEARNED_STATIC_TRUE,2.86634463391748,3.3031689865832363,2.7073190307617168,3.650515757850741,True
NO_VLM_SPATIAL_FEEDBACK,-1.513288716553424,-0.8716001980166901,-1.9011181640625026,-1.9838385024383527,True
VLM_MEAN_FEEDBACK,0.15218903967805666,0.7473147205333893,-0.6749249267578108,0.4948073705160496,True
VLM_SPATIAL_OPEN_LOOP,1.390604683726954,1.405537539535226,0.53612884521484,1.1452355041910423,True
