scope,outer_domain,nominal_checkpoint,metric,control_scorer,direction,estimate,bootstrap_mean,ci95_lower,ci95_upper,fraction_above_zero,bootstrap_replicates,seed,fraction_below_zero
domain,74t7kcdgkr,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0008800730697657827,-0.0008631795244932686,-0.002856029041421742,0.0011491386118810804,0.2014,5000,20250826,0.7986
domain,cgtnjyggtm,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.002103423074141881,0.0020993094180442396,-0.0003451889727631811,0.005067143926528769,0.9524,5000,20250826,0.0476
domain,w68dtmpfyf,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.006160659227683283,0.006194805858697269,0.002465683396710082,0.010168215175916265,1.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0009147831809270635,0.0009133486202554042,-0.001455440006711959,0.003316264256988279,0.7644,5000,20250826,0.2356
domain,yfxyg8jm46,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.002127843270670745,0.0021180246851419467,-0.00041438791218932294,0.004859488383537656,0.9458,5000,20250826,0.0542
domain,ykhs7s2dck,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0006375407389469137,-0.0006222236876316778,-0.0025989222729783388,0.0012039724172538322,0.2712,5000,20250826,0.7288
equal_domain,__equal_domain__,0.0625,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0016315158241183795,0.0016400142283356522,0.0005600522221235938,0.002767245219471871,0.998,5000,20250826,0.002
domain,74t7kcdgkr,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0003279558026446211,-0.00031899955747008766,-0.00206253421476348,0.0014870350853266592,0.3618,5000,20250826,0.6382
domain,cgtnjyggtm,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.002393697613502466,0.0023876129537346294,-0.00007637406785318071,0.005314896970619289,0.9716,5000,20250826,0.0284
domain,w68dtmpfyf,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0053026134078895506,0.005334077892222834,0.001920888250569692,0.008941590923036159,0.9998,5000,20250826,0.0002
domain,xcmzfsbd9t,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0008158965841708356,0.0008300866148140163,-0.0015467855108935058,0.003253423409848031,0.7484,5000,20250826,0.2516
domain,yfxyg8jm46,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0016842122558236065,0.0016767273630272292,-0.000780413272085275,0.00413616127100191,0.906,5000,20250826,0.094
domain,ykhs7s2dck,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0008776297816725501,-0.0008711641565925188,-0.002570821662603909,0.0006985523190668519,0.1412,5000,20250826,0.8588
equal_domain,__equal_domain__,0.09375,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0014984723795115477,0.0015063901849560171,0.000508642441859368,0.0025207995581507147,0.9982,5000,20250826,0.0018
domain,74t7kcdgkr,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0003551729272865221,0.0003677182076818736,-0.001325369161584886,0.002024818825326169,0.6598,5000,20250826,0.3402
domain,cgtnjyggtm,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0023299483490522447,0.002325204988606573,-0.00003046761180344757,0.005183728952304784,0.9726,5000,20250826,0.0274
domain,w68dtmpfyf,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0043837927220760796,0.0044166081961300434,0.0011809443470720976,0.007941310429759008,0.997,5000,20250826,0.003
domain,xcmzfsbd9t,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0014104935027917714,0.0014264443669849429,-0.000968648860359914,0.003889977416375313,0.8772,5000,20250826,0.1228
domain,yfxyg8jm46,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0011332087353143837,0.0011267253938128787,-0.001101255960339342,0.0033994100618839926,0.8294,5000,20250826,0.1706
domain,ykhs7s2dck,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0010389490560465627,-0.0010341047744138916,-0.002824186214709366,0.000539770566242866,0.1074,5000,20250826,0.8926
equal_domain,__equal_domain__,0.125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0014289445300790734,0.0014380993964670699,0.0004585217383214935,0.002410054730705065,0.998,5000,20250826,0.002
domain,74t7kcdgkr,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.00028937813004070885,0.0002968085543847574,-0.0011614568996523764,0.0016959823379903204,0.66,5000,20250826,0.34
domain,cgtnjyggtm,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.00169954384078768,0.001698340202278724,-0.00011664720632047971,0.003924971586219412,0.9648,5000,20250826,0.0352
domain,w68dtmpfyf,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0040142971323021606,0.0040479446729627154,0.0013355069363459816,0.007048916130794766,0.999,5000,20250826,0.001
domain,xcmzfsbd9t,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0015639775546706595,0.001567210202630104,-0.0006174334808065763,0.003778622491684972,0.917,5000,20250826,0.083
domain,yfxyg8jm46,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0009031568736465619,0.0008999408041953295,-0.001174797846436711,0.003078088190764634,0.7906,5000,20250826,0.2094
domain,ykhs7s2dck,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.000909750255095895,-0.0009050300312429002,-0.002266952074507845,0.00036377312789294115,0.0886,5000,20250826,0.9114
equal_domain,__equal_domain__,0.1875,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0012601005460586461,0.0012675357342014552,0.0004442466224196242,0.002123390344158351,0.999,5000,20250826,0.001
domain,74t7kcdgkr,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0009560489997181825,-0.0009449204529668998,-0.0033391513086511253,0.001110428843613837,0.2026,5000,20250826,0.7974
domain,cgtnjyggtm,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0017617718860316565,-0.0017563840596775307,-0.003798265488494558,-0.00002357336902816195,0.0234,5000,20250826,0.9766
domain,w68dtmpfyf,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.001014493543439068,-0.001012977800583004,-0.003165748685571135,0.0011940099125040643,0.177,5000,20250826,0.823
domain,xcmzfsbd9t,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.00008449678677801414,-0.00009297015106303311,-0.002469335811707947,0.002116978518650315,0.479,5000,20250826,0.521
domain,yfxyg8jm46,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0004170189989197697,-0.0004163777239219148,-0.001965939834923514,0.0011907460562997896,0.2986,5000,20250826,0.7014
domain,ykhs7s2dck,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.001222886085715991,0.00122233676461299,-0.000561571921311791,0.0028770943533952117,0.9132,5000,20250826,0.0868
equal_domain,__equal_domain__,0.0625,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0005018240215284499,-0.0005002155705998987,-0.001309661930599135,0.00030969184821004394,0.1134,5000,20250826,0.8866
domain,74t7kcdgkr,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.001619786170341966,-0.0016021825261020495,-0.004648629230227853,0.0008748558685030626,0.1198,5000,20250826,0.8802
domain,cgtnjyggtm,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0017898717248407085,-0.0017880984713859206,-0.0035886122319641893,-0.00023116917682195048,0.012,5000,20250826,0.988
domain,w68dtmpfyf,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0010083471596630308,-0.0010075729371170534,-0.0031645020152490056,0.0012043089718316554,0.1792,5000,20250826,0.8208
domain,xcmzfsbd9t,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.00017118196634896554,0.00015449296840730606,-0.0024492136635678166,0.00255457630071401,0.5544,5000,20250826,0.4456
domain,yfxyg8jm46,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0004704043437618252,-0.000467622868444889,-0.0022021269253786353,0.0013617826207989894,0.2978,5000,20250826,0.7022
domain,ykhs7s2dck,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0015575611053282382,0.001559746327052698,-0.00034602517287883486,0.003460873069666686,0.9444,5000,20250826,0.0556
equal_domain,__equal_domain__,0.09375,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0005266110544883877,-0.0005252062512649848,-0.001411825247513687,0.00035301183200657705,0.1192,5000,20250826,0.8808
domain,74t7kcdgkr,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.002251804312806447,-0.0022306740632419284,-0.005618969809189777,0.0006345621042681704,0.0722,5000,20250826,0.9278
domain,cgtnjyggtm,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0014712837585846694,-0.001471900298348415,-0.003202908282687362,0.00007222796162939528,0.0306,5000,20250826,0.9694
domain,w68dtmpfyf,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0003822436062221879,-0.000383007260369327,-0.0025975429877050467,0.0018821272246827034,0.3716,5000,20250826,0.6284
domain,xcmzfsbd9t,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.00011721779674071786,-0.00012911871583440787,-0.002834220419232245,0.002425029006430805,0.4676,5000,20250826,0.5324
domain,yfxyg8jm46,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0002700854444424583,-0.0002648990605393096,-0.0019847863638969565,0.0014614577164287405,0.3752,5000,20250826,0.6248
domain,ykhs7s2dck,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0017272058299213355,0.001729963323405957,-0.0002878393008926223,0.003722192335316551,0.954,5000,20250826,0.046
equal_domain,__equal_domain__,0.125,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.00046090484814585746,-0.0004582726791545719,-0.0014051715884867435,0.0004527845790420835,0.166,5000,20250826,0.834
domain,74t7kcdgkr,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0022220599061098037,-0.0021939062916899745,-0.006064310574029873,0.0009193791506091854,0.1038,5000,20250826,0.8962
domain,cgtnjyggtm,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0008849560450453434,-0.000883936136508786,-0.002658132811178208,0.0007556375379518601,0.158,5000,20250826,0.842
domain,w68dtmpfyf,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.00011962512043273664,-0.00011579742712524556,-0.002538287748561263,0.0023272418926058203,0.463,5000,20250826,0.537
domain,xcmzfsbd9t,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.00015401038131154787,0.0001514935121201256,-0.0025470286680235447,0.002707203749647219,0.5522,5000,20250826,0.4478
domain,yfxyg8jm46,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.00030831424324083943,0.000307647861060259,-0.0017679830646040225,0.002314157172365333,0.615,5000,20250826,0.385
domain,ykhs7s2dck,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,0.0020693563195025334,0.0020759387967594282,-0.000014843087632305616,0.004199674280457951,0.9742,5000,20250826,0.0258
equal_domain,__equal_domain__,0.1875,regret_advantage_change_from_initial,candidate_only_static,negative_favors_dynamic_real,-0.0001158266879221605,-0.00010975994756403221,-0.0011292008594415684,0.0008663735208172099,0.4152,5000,20250826,0.5848
domain,74t7kcdgkr,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0002282352256862269,0.00022797372861173013,-0.001955549520397309,0.0024511977755083828,0.5778,5000,20250826,0.4222
domain,cgtnjyggtm,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0002223845901503929,0.00023330963324954447,-0.002600235961046474,0.0027611850888041916,0.5824,5000,20250826,0.4176
domain,w68dtmpfyf,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.0008106350581360486,-0.0008111248448968617,-0.0017499826963751231,0.00012751114490035476,0.0422,5000,20250826,0.9578
domain,xcmzfsbd9t,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0009152708446261495,0.000914804977105874,-0.00022364903492066136,0.002027272789329613,0.9438,5000,20250826,0.0562
domain,yfxyg8jm46,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00009466322881559498,0.00009412021828702226,-0.0005690455085995182,0.0008333925793367499,0.5988,5000,20250826,0.4012
domain,ykhs7s2dck,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.00007776380741554914,-0.0000767776983340359,-0.00019676023794868618,0.000032586047177039886,0.088,5000,20250826,0.912
equal_domain,__equal_domain__,0.0625,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00009535917062112773,0.00009705100233721223,-0.0005479812535105083,0.0007469228586323565,0.6228,5000,20250826,0.3772
domain,74t7kcdgkr,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.0002554731686181533,-0.0002586568443827161,-0.0024319011428778703,0.002011507529773948,0.4084,5000,20250826,0.5916
domain,cgtnjyggtm,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00056332527977738,0.0005708490756206035,-0.002380950897651553,0.003573618851984091,0.6502,5000,20250826,0.3498
domain,w68dtmpfyf,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.0006630539542544136,-0.0006662791846462181,-0.0016380012914655028,0.00027265602294968797,0.0852,5000,20250826,0.9148
domain,xcmzfsbd9t,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0007985839589921273,0.000794441449039496,-0.00039263970092507923,0.0019580351614731204,0.9104,5000,20250826,0.0896
domain,yfxyg8jm46,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00006457579154056647,0.00006558805625536221,-0.0005906859002112607,0.0007866638240724641,0.564,5000,20250826,0.436
domain,ykhs7s2dck,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.00004247648154619664,-0.00004140063115721866,-0.00020896045200189244,0.00009430155480712546,0.305,5000,20250826,0.695
equal_domain,__equal_domain__,0.09375,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00007758023764855172,0.00007742365345488484,-0.0005870490943303483,0.0007863243415231934,0.5838,5000,20250826,0.4162
domain,74t7kcdgkr,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.0008291149271898151,-0.0008348638065830377,-0.0032021740997609585,0.0015863779022951402,0.2492,5000,20250826,0.7508
domain,cgtnjyggtm,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0007081705579908663,0.0007137172592574645,-0.0018799503069534297,0.003503742670586105,0.6978,5000,20250826,0.3022
domain,w68dtmpfyf,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.000014774231897248316,-0.000019505377452848125,-0.0010847531100425414,0.0010275890803489627,0.4896,5000,20250826,0.5104
domain,xcmzfsbd9t,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.000590334807688303,0.0005875488453542893,-0.0006173289691647257,0.0017837548347308099,0.8402,5000,20250826,0.1598
domain,yfxyg8jm46,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.000027552839577204766,0.000028829382469292468,-0.000634506505937651,0.0007390742177093405,0.5288,5000,20250826,0.4712
domain,ykhs7s2dck,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.00003754447532692412,-0.000037235181316839884,-0.00011809601739417906,0.00004901490141261,0.1902,5000,20250826,0.8098
equal_domain,__equal_domain__,0.125,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00007410409514039775,0.00007308185362138672,-0.0005864768674993229,0.0007692805184676154,0.586,5000,20250826,0.414
domain,74t7kcdgkr,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.0008058959496017332,-0.0008067566372716527,-0.0032747287058610412,0.0017501046034965862,0.262,5000,20250826,0.738
domain,cgtnjyggtm,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0013962794477309984,0.0014038014771953686,-0.0014567242736959736,0.004702535888836119,0.817,5000,20250826,0.183
domain,w68dtmpfyf,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.000297236469162937,0.00029586669557153325,-0.0007784201780815386,0.0014060607252659807,0.7046,5000,20250826,0.2954
domain,xcmzfsbd9t,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.0009638866559221575,0.0009659266808135817,-0.0002777739935048376,0.00221613830005538,0.9388,5000,20250826,0.0612
domain,yfxyg8jm46,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.000030747497667883705,0.000029684382956673072,-0.0007128037539111809,0.0007952110197044624,0.5228,5000,20250826,0.4772
domain,ykhs7s2dck,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,-0.00004522857176832672,-0.00004526658840466817,-0.00013038950568841062,0.00005203954509131213,0.1628,5000,20250826,0.8372
equal_domain,__equal_domain__,0.1875,regret_advantage_change_from_initial,dynamic_positions_only,negative_favors_dynamic_real,0.00030617092485231943,0.0003072093351434726,-0.0003889632484690751,0.001055442491955754,0.7824,5000,20250826,0.2176
domain,74t7kcdgkr,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.000887608554033751,0.0008887966754129269,-0.00023130099362807165,0.002125842924482867,0.9384,5000,20250826,0.0616
domain,cgtnjyggtm,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.00012735063122455877,-0.0001152596155404249,-0.0010258205155096293,0.0007162331345461889,0.4168,5000,20250826,0.5832
domain,w68dtmpfyf,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00017280925482452032,0.0001742136404613486,-0.00009108095198821211,0.00044726081198564083,0.9026,5000,20250826,0.0974
domain,xcmzfsbd9t,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0014002922089199066,0.001396858535469034,-0.00013065265415115998,0.0030716218172417947,0.9592,5000,20250826,0.0408
domain,yfxyg8jm46,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.001368483581690571,-0.0013652084324726336,-0.00220775306996552,-0.0005258771696084539,0.0006,5000,20250826,0.9994
domain,ykhs7s2dck,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.000010026520118189622,9.551595943450169e-6,-0.00014906835346357555,0.00015795555063193958,0.5588,5000,20250826,0.4412
equal_domain,__equal_domain__,0.0625,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00016248372083020628,0.0001648253998789502,-0.00022931852596322157,0.0005595099098511752,0.7822,5000,20250826,0.2178
domain,74t7kcdgkr,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0010253843315414842,0.0010262395585500807,-0.00008017632175637996,0.002267270260564817,0.965,5000,20250826,0.035
domain,cgtnjyggtm,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.000049380401440335744,-0.00003830370361847698,-0.0009291261109870296,0.0008132964850512109,0.4758,5000,20250826,0.5242
domain,w68dtmpfyf,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00015845014574749142,0.00016020234110593833,-0.00010572355144346209,0.0004214100576954363,0.88,5000,20250826,0.12
domain,xcmzfsbd9t,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0011944387968865593,0.0011888866407782609,-0.00032280830086712733,0.0028525077075619676,0.9354,5000,20250826,0.0646
domain,yfxyg8jm46,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.0019411977123964738,-0.0019346937336285966,-0.0031860994639332767,-0.0007624029045749583,0.0004,5000,20250826,0.9996
domain,ykhs7s2dck,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00004839234470638623,0.00004766188453166006,-0.00012361483769981002,0.00021774337629623,0.704,5000,20250826,0.296
equal_domain,__equal_domain__,0.09375,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00007268125084085192,0.00007499883128647771,-0.00033572890579654604,0.0004922442887191111,0.6358,5000,20250826,0.3642
domain,74t7kcdgkr,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0006123812664677025,0.0006243231876280583,-0.0007397139644085111,0.002077523689786044,0.8134,5000,20250826,0.1866
domain,cgtnjyggtm,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.000049645560517209975,-0.00003698034543502977,-0.0009626641434653522,0.000811278069407257,0.4796,5000,20250826,0.5204
domain,w68dtmpfyf,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0005342180654035016,0.000534008171624642,0.00011439791168876912,0.0009560900397383966,0.9942,5000,20250826,0.0058
domain,xcmzfsbd9t,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.001200649376622627,0.0011963084480000436,-0.0003522693789958978,0.0029299216496990587,0.932,5000,20250826,0.068
domain,yfxyg8jm46,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,-0.0019918774221179512,-0.001985001118416046,-0.0032561663420648374,-0.0007986503203957196,0.0002,5000,20250826,0.9998
domain,ykhs7s2dck,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0000832071423381639,0.00008554348861800004,-0.0000706297036928532,0.0002468710707693945,0.8634,5000,20250826,0.1366
equal_domain,__equal_domain__,0.125,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00006482214469947229,0.0000697003053366114,-0.000363671662790325,0.0005144111844265935,0.6126,5000,20250826,0.3874
domain,74t7kcdgkr,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.0007497416792109288,0.0007554139611936763,-0.0005332867925031719,0.002077778176070775,0.8728,5000,20250826,0.1272
domain,cgtnjyggtm,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00011315056910549647,0.00012347310047994316,-0.0006942562548420753,0.0009695884703148431,0.6132,5000,20250826,0.3868
domain,w68dtmpfyf,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.00069097191072638,0.0006914308396790873,0.0001949943767242452,0.0012030608866454326,0.9978,5000,20250826,0.0022
domain,xcmzfsbd9t,0.1875,regret_advantage_change_from_initial,dynamic_shuffled,negative_favors_dynamic_real,0.001373910062227323,0.0013732081321623122,-0.00019827148966494864,0.003101086120234128,0.9532,5000,20250826,0.0468
