scope,outer_domain,nominal_checkpoint,metric,control_scorer,direction,estimate,bootstrap_mean,ci95_lower,ci95_upper,fraction_above_zero,bootstrap_replicates,seed,fraction_below_zero
domain,ykhs7s2dck,0.09375,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,0.0008776297816725509,0.0008711641565925188,-0.0006985523190668519,0.0025708216626039093,0.8588,5000,20250826,0.1412
equal_domain,__equal_domain__,0.09375,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0014984723795115464,-0.0015063901849560171,-0.0025207995581507186,-0.0005086424418593668,0.0018,5000,20250826,0.9982
domain,74t7kcdgkr,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.00035517292728652096,-0.00036771820768187317,-0.00202481882532617,0.0013253691615848842,0.3402,5000,20250826,0.6598
domain,cgtnjyggtm,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0023299483490522455,-0.002325204988606573,-0.005183728952304786,0.000030467611803443164,0.0274,5000,20250826,0.9726
domain,w68dtmpfyf,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.004383792722076079,-0.004416608196130042,-0.007941310429759013,-0.0011809443470720967,0.003,5000,20250826,0.997
domain,xcmzfsbd9t,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0014104935027917688,-0.001426444366984943,-0.0038899774163753146,0.0009686488603599126,0.1228,5000,20250826,0.8772
domain,yfxyg8jm46,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.001133208735314386,-0.0011267253938128784,-0.0033994100618839913,0.001101255960339339,0.1706,5000,20250826,0.8294
domain,ykhs7s2dck,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,0.0010389490560465623,0.001034104774413891,-0.0005397705662428694,0.0028241862147093655,0.8926,5000,20250826,0.1074
equal_domain,__equal_domain__,0.125,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.001428944530079073,-0.0014380993964670697,-0.002410054730705065,-0.0004585217383214931,0.002,5000,20250826,0.998
domain,74t7kcdgkr,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0002893781300407072,-0.00029680855438475693,-0.0016959823379903212,0.0011614568996523775,0.34,5000,20250826,0.66
domain,cgtnjyggtm,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0016995438407876803,-0.0016983402022787235,-0.003924971586219409,0.00011664720632048096,0.0352,5000,20250826,0.9648
domain,w68dtmpfyf,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.004014297132302159,-0.0040479446729627154,-0.007048916130794767,-0.0013355069363459857,0.001,5000,20250826,0.999
domain,xcmzfsbd9t,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.001563977554670663,-0.0015672102026301038,-0.0037786224916849694,0.0006174334808065738,0.083,5000,20250826,0.917
domain,yfxyg8jm46,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0009031568736465635,-0.0008999408041953298,-0.0030780881907646355,0.0011747978464367104,0.2094,5000,20250826,0.7906
domain,ykhs7s2dck,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,0.0009097502550958949,0.0009050300312429002,-0.0003637731278929443,0.002266952074507844,0.9114,5000,20250826,0.0886
equal_domain,__equal_domain__,0.1875,real_minus_control_regret,static_m1_o2,negative_favors_dynamic_real,-0.0012601005460586463,-0.001267535734201455,-0.002123390344158352,-0.00044424662241962417,0.001,5000,20250826,0.999
domain,74t7kcdgkr,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.0017214233901823627,-0.001692142502845758,-0.005214082715300351,0.0012174556768198164,0.1398,5000,20250826,0.8602
domain,cgtnjyggtm,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.00007665287024314482,-0.00007827203314840303,-0.0017208987915808569,0.0015526709831760676,0.4652,5000,20250826,0.5348
domain,w68dtmpfyf,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0000738671288722267,0.00008487315301490814,-0.0028944868877249664,0.0031065650385101768,0.523,5000,20250826,0.477
domain,xcmzfsbd9t,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0015213328872106632,0.0015046235728716098,-0.0011097804836328283,0.004031466050223565,0.8712,5000,20250826,0.1288
domain,yfxyg8jm46,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.00018630094164955003,0.00018865428906850772,-0.002294689768249425,0.002582410996231111,0.5578,5000,20250826,0.4422
domain,ykhs7s2dck,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.001571886345940572,0.0015736542590903263,-0.0007614688524529912,0.0040539768948209725,0.9002,5000,20250826,0.0998
equal_domain,__equal_domain__,0.03125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0002592185072079174,0.0002635651230085319,-0.0007990803516748475,0.0013216411025632972,0.6942,5000,20250826,0.3058
domain,74t7kcdgkr,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.0007653743904641803,-0.0007472220498788573,-0.002221790925515236,0.0006575433577983948,0.1514,5000,20250826,0.8486
domain,cgtnjyggtm,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.001685119015788512,0.0016781120265291275,0.0005531475720966871,0.002907464212652006,0.9988,5000,20250826,0.0012
domain,w68dtmpfyf,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.001088360672311295,0.0010978509535979118,-0.00014505393378876522,0.0024279315522458093,0.9568,5000,20250826,0.0432
domain,xcmzfsbd9t,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.001605829673988677,0.0015975937239346419,0.00007065067437744265,0.003201466316411449,0.979,5000,20250826,0.021
domain,yfxyg8jm46,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0006033199405693214,0.0006050320129904228,-0.0011526836257673258,0.0027483736302837698,0.7132,5000,20250826,0.2868
domain,ykhs7s2dck,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0003490002602245802,0.0003513174944773371,-0.0006194955955302286,0.001506889293387742,0.7358,5000,20250826,0.2642
equal_domain,__equal_domain__,0.0625,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0007610425287363675,0.0007637806936084306,0.00018416856638353834,0.0013808825212930102,0.9962,5000,20250826,0.0038
domain,74t7kcdgkr,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.00010163721984039607,-0.00008995997674370797,-0.0010245287920575758,0.0008826293813920792,0.409,5000,20250826,0.591
domain,cgtnjyggtm,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0017132188545975657,0.0017098264382375177,0.0006684381821769013,0.0028363764668125997,1.0,5000,20250826,0.0
domain,w68dtmpfyf,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0010822142885352588,0.0010924460901319609,-0.00005588301519134058,0.002297727507221757,0.9672,5000,20250826,0.0328
domain,xcmzfsbd9t,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0013501509208616988,0.0013501306044643036,0.00001881138206973987,0.002774630575284975,0.9762,5000,20250826,0.0238
domain,yfxyg8jm46,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0006567052854113743,0.0006562771575133969,-0.00108207660375806,0.0027372454105104396,0.7374,5000,20250826,0.2626
domain,ykhs7s2dck,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.000014325240612335214,0.000013907932037628851,-0.0007473254147067443,0.0008451538466193188,0.507,5000,20250826,0.493
equal_domain,__equal_domain__,0.09375,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0007858295616963063,0.0007887713742735168,0.0002772945835144029,0.0013300590489335501,0.9992,5000,20250826,0.0008
domain,74t7kcdgkr,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0005303809226240844,0.0005385315603961707,-0.00027966037301495154,0.0015067523722336986,0.8812,5000,20250826,0.1188
domain,cgtnjyggtm,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0013946308883415236,0.001393628265200012,0.000499067003439598,0.002367318833901828,0.9998,5000,20250826,0.0002
domain,w68dtmpfyf,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0004561107350944156,0.0004678804133842343,-0.0005806978351166454,0.0016104468622110827,0.7986,5000,20250826,0.2014
domain,xcmzfsbd9t,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0016385506839513833,0.0016337422887060169,0.00024370552801194107,0.0030727066099594845,0.9866,5000,20250826,0.0134
domain,yfxyg8jm46,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.00045638638609200833,0.00045355334960781767,-0.0010982445657728125,0.0022724700608575165,0.6888,5000,20250826,0.3112
domain,ykhs7s2dck,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.0001553194839807654,-0.0001563090643156303,-0.0008515636510595666,0.000570576441124882,0.327,5000,20250826,0.673
equal_domain,__equal_domain__,0.125,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0007201233553537751,0.0007218378021631036,0.0002536244964880935,0.0012120976565255708,0.9988,5000,20250826,0.0012
domain,74t7kcdgkr,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0005006365159274435,0.0005017637888442168,-0.0004099779682718995,0.0014730283362655813,0.8526,5000,20250826,0.1474
domain,cgtnjyggtm,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0008083031748021962,0.000805664103360383,5.9203982860217484e-6,0.0016428005318510313,0.9762,5000,20250826,0.0238
domain,w68dtmpfyf,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0001934922493049645,0.00020067058014015284,-0.0006687554258995121,0.0012017476567728932,0.657,5000,20250826,0.343
domain,xcmzfsbd9t,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0013673225058991132,0.0013531300607514834,0.000044626556583501546,0.0027236726328380796,0.9794,5000,20250826,0.0206
domain,yfxyg8jm46,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.00012201330159128864,-0.0001189935719917508,-0.0010621909474848958,0.0009406787473268391,0.3964,5000,20250826,0.6036
domain,ykhs7s2dck,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,-0.0004974699735619615,-0.0005022845376691004,-0.0013229917261299946,0.00041523214195183844,0.1254,5000,20250826,0.8746
equal_domain,__equal_domain__,0.1875,real_minus_control_utility,candidate_only_static,positive_favors_dynamic_real,0.0003750451951300779,0.00037332507057256416,-0.00003056640903181835,0.000789321052337692,0.9642,5000,20250826,0.0358
domain,74t7kcdgkr,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00005479373834993293,-0.00006016527946650609,-0.0026343259299463034,0.0026641869719625844,0.475,5000,20250826,0.525
domain,cgtnjyggtm,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0015714251710695125,0.001588429944702775,-0.0017214063242675394,0.005317874779604193,0.8102,5000,20250826,0.1898
domain,w68dtmpfyf,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00016233346957668344,0.00015924689999966799,-0.0007442070484335613,0.0010575157392950815,0.641,5000,20250826,0.359
domain,xcmzfsbd9t,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0008653292459534004,0.0008622586495043874,-0.0003197131437603876,0.0020507565969175093,0.9284,5000,20250826,0.0716
domain,yfxyg8jm46,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00011279916880997177,-0.0001110354969037986,-0.0008549932665736679,0.0006683796756966282,0.3756,5000,20250826,0.6244
domain,ykhs7s2dck,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.000012320774847336752,-0.000012315846537397818,-0.00003696232454201028,0.0,0.0,5000,20250826,0.6364
equal_domain,__equal_domain__,0.03125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00040319570076539246,0.0004044031452165212,-0.00035719924036908,0.0012250933947338442,0.8446,5000,20250826,0.1554
domain,74t7kcdgkr,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.0002830289640361567,-0.0002881390080782361,-0.0018112358727720168,0.0011605494600656712,0.3522,5000,20250826,0.6478
domain,cgtnjyggtm,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0013490405809191213,0.00135512031145323,-0.00017875050852415256,0.003224594374921624,0.957,5000,20250826,0.043
domain,w68dtmpfyf,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0009729685277127362,0.0009703717448965301,0.0004136110348478718,0.0015172115947547815,0.9994,5000,20250826,0.0006
domain,xcmzfsbd9t,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00004994159867274813,-0.00005254632760148773,-0.0005060374621287432,0.0004143383273691895,0.4106,5000,20250826,0.5894
domain,yfxyg8jm46,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00020746239762556068,-0.0002051557151908211,-0.000569567013972499,0.00009714356648079211,0.1074,5000,20250826,0.8926
domain,ykhs7s2dck,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00006544303256821144,0.00006446185179663883,-0.00005195898497134522,0.00018861467164382848,0.8556,5000,20250826,0.1444
equal_domain,__equal_domain__,0.0625,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00030783653014426727,0.000307352142879309,-0.00009311496210709956,0.0007215566555067756,0.9358,5000,20250826,0.0642
domain,74t7kcdgkr,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00020067943026822263,0.00019849156491621019,-0.0010358223595147006,0.0014966476557350793,0.6224,5000,20250826,0.3776
domain,cgtnjyggtm,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.001008099891292134,0.0010175808690821712,-0.00013433774986654228,0.0022279789188024645,0.96,5000,20250826,0.04
domain,w68dtmpfyf,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0008253874238311014,0.0008255260846458861,0.0003467340485793444,0.0012987900537623624,0.9998,5000,20250826,0.0002
domain,xcmzfsbd9t,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00006674528696127476,0.0000678172004648907,-0.00023765220520011477,0.00038968649897864116,0.6572,5000,20250826,0.3428
domain,yfxyg8jm46,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00017737496035053054,-0.0001766235531591609,-0.0004883921709464181,0.00011000103671352753,0.121,5000,20250826,0.879
domain,ykhs7s2dck,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00003015570669886162,0.000029084784619821234,-0.00011626589125580805,0.00019734152821993396,0.6282,5000,20250826,0.3718
equal_domain,__equal_domain__,0.09375,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.000325615463116844,0.0003269794917616364,0.000020055590993211302,0.0006449456558426759,0.983,5000,20250826,0.017
domain,74t7kcdgkr,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0007743211888398842,0.0007746985271165317,-0.0005273247254977305,0.002111988527796836,0.8762,5000,20250826,0.1238
domain,cgtnjyggtm,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0008632546130786472,0.0008747126854453104,-0.0003601027864694819,0.002284659799569405,0.909,5000,20250826,0.091
domain,w68dtmpfyf,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00017710770147393384,0.0001787522774525159,-0.00032781099364299443,0.0006556377582084696,0.763,5000,20250826,0.237
domain,xcmzfsbd9t,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00027499443826509536,0.00027470980415009746,-0.000043166796246431595,0.0006354480059017496,0.949,5000,20250826,0.051
domain,yfxyg8jm46,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00014035200838717106,-0.00013986487937309137,-0.00038171794191631155,0.00007511748926068377,0.111,5000,20250826,0.889
domain,ykhs7s2dck,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00002522370047958487,0.000024919334779441002,-0.0000600379781749722,0.00010148425345688144,0.7358,5000,20250826,0.2642
equal_domain,__equal_domain__,0.125,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00032909160562499573,0.00033132129159513414,7.2497510864735256e-6,0.0006702394451076077,0.9766,5000,20250826,0.0234
domain,74t7kcdgkr,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.0007511022112518063,0.0007465913578051472,-0.0005124878659361048,0.0020901149750732753,0.8708,5000,20250826,0.1292
domain,cgtnjyggtm,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00017514572333851523,0.0001846284675074056,-0.0006720448972945763,0.001168223394538896,0.6424,5000,20250826,0.3576
domain,w68dtmpfyf,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00013490299958625058,-0.00013661979557186502,-0.0007209436417995084,0.00040518101445497336,0.3292,5000,20250826,0.6708
domain,xcmzfsbd9t,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.00009855740996876075,-0.00010366803130919493,-0.000625077652620438,0.00044163647736948294,0.3444,5000,20250826,0.6556
domain,yfxyg8jm46,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,-0.0001435466664778495,-0.00014071987986047146,-0.00047845640897294225,0.00020481624816022883,0.2084,5000,20250826,0.7916
domain,ykhs7s2dck,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.000032907796920989616,0.00003295074186727025,-0.00006091301661954314,0.0001146932375241891,0.77,5000,20250826,0.23
equal_domain,__equal_domain__,0.1875,real_minus_control_utility,dynamic_positions_only,positive_favors_dynamic_real,0.00009702477591307504,0.00009719381007304861,-0.00019332378714682409,0.00040150716351742205,0.7346,5000,20250826,0.2654
domain,74t7kcdgkr,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.00027949434947733583,0.0002835387193904253,-0.0009847127762873684,0.0015559820016114126,0.6746,5000,20250826,0.3254
domain,cgtnjyggtm,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.00008003858130204504,0.00008719105469596015,-0.0005540953892419002,0.0007366262524691669,0.6036,5000,20250826,0.3964
domain,w68dtmpfyf,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.00003376124580920098,0.00003284759430863242,-0.00011500067722388826,0.00017639845213129863,0.672,5000,20250826,0.328
domain,xcmzfsbd9t,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.0011995157675584647,0.0011962642959086926,-0.0002956648266910571,0.00283925354796771,0.9416,5000,20250826,0.0584
domain,yfxyg8jm46,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0021849059746169215,-0.002182148584486458,-0.0036368162272941208,-0.0007627851421790522,0.001,5000,20250826,0.999
domain,ykhs7s2dck,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,1.2585624532289201e-6,8.896103249751239e-7,-0.00004017659710487309,0.000033272905160819523,0.5548,5000,20250826,0.4344
equal_domain,__equal_domain__,0.03125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00009847291133610767,-0.00009690288497629536,-0.0005233044500681294,0.0003309623876446567,0.3328,5000,20250826,0.6672
domain,74t7kcdgkr,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0006081142045564129,-0.0006052579560225016,-0.0013785321153681237,0.0001311145187932981,0.0568,5000,20250826,0.9432
domain,cgtnjyggtm,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.00020738921252660205,0.00020245067023638542,-0.00025701082616928886,0.000674998092496209,0.8018,5000,20250826,0.1982
domain,w68dtmpfyf,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0001390480090153192,-0.00014136604615271647,-0.0003810520284808788,0.00008988616977785828,0.1124,5000,20250826,0.8876
domain,xcmzfsbd9t,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00020077644136144213,-0.00020059423956034187,-0.0006244059053335394,0.00018782322562971217,0.1662,5000,20250826,0.8338
domain,yfxyg8jm46,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0008164223929263482,-0.0008169401520138237,-0.0016959679313770344,-0.000016127747006192444,0.024,5000,20250826,0.976
domain,ykhs7s2dck,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-8.767957664958611e-6,-8.661985618474922e-6,-0.00015049414581490777,0.00014237584166042658,0.4496,5000,20250826,0.5504
equal_domain,__equal_domain__,0.0625,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0002609566321663132,-0.00026172828485524554,-0.00047960210202989027,-0.00004451792567389476,0.0084,5000,20250826,0.9916
domain,74t7kcdgkr,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0007458899820641436,-0.0007427008391596555,-0.0014224172721929505,-0.00010239723709818557,0.0102,5000,20250826,0.9898
domain,cgtnjyggtm,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.0001294189827423813,0.0001254947583144376,-0.00031227320884339013,0.0005726551602210148,0.7124,5000,20250826,0.2876
domain,w68dtmpfyf,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0001246888999382875,-0.00012735474679730654,-0.0003725670151662636,0.00011491979389325776,0.1566,5000,20250826,0.8434
domain,xcmzfsbd9t,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,5.076970671908635e-6,7.377655130432159e-6,-0.00024029273696608405,0.00022998231715524612,0.5314,5000,20250826,0.4686
domain,yfxyg8jm46,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00024370826222044523,-0.0002474548508578609,-0.000888926784610922,0.0003539224734534497,0.2202,5000,20250826,0.7798
domain,ykhs7s2dck,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.000047133782253154977,-0.000046772274206685006,-0.00021167205807660336,0.00011956475721701947,0.293,5000,20250826,0.707
equal_domain,__equal_domain__,0.09375,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00017115416217695692,-0.00017190171626277304,-0.00035772377692896073,1.676593382928112e-6,0.026,5000,20250826,0.974
domain,74t7kcdgkr,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0003328869169903625,-0.00034078446823763314,-0.0011138882075258764,0.0003940307440049989,0.1924,5000,20250826,0.8076
domain,cgtnjyggtm,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.00012968414181925743,0.0001241714001309903,-0.0003030885353510588,0.0005773859773386431,0.7062,5000,20250826,0.2938
domain,w68dtmpfyf,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0005004568195942998,-0.0005011605773160104,-0.0009073041848432962,-0.00009412367055207982,0.0088,5000,20250826,0.9912
domain,xcmzfsbd9t,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-1.1336090641619022e-6,-4.415209135148132e-8,-0.00029236833637852415,0.000319720670201216,0.4876,5000,20250826,0.5124
domain,yfxyg8jm46,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00019302855249896724,-0.00019714746607041122,-0.0008498905213714252,0.0004238905631506751,0.2738,5000,20250826,0.7262
domain,ykhs7s2dck,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00008194857988493554,-0.00008465387829302555,-0.0002510948221901384,0.00007469297122376192,0.1552,5000,20250826,0.8448
equal_domain,__equal_domain__,0.125,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00016329505603557824,-0.0001666031903129069,-0.0003704176110680657,0.000029936172679590864,0.0478,5000,20250826,0.9522
domain,74t7kcdgkr,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00047024732973358974,-0.00047187524180325094,-0.0009749922932248817,0.000028625906927660468,0.0332,5000,20250826,0.9668
domain,cgtnjyggtm,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.000033111987803449614,-0.00003628204578398286,-0.0003833168730963561,0.0002952567138481348,0.4236,5000,20250826,0.5764
domain,w68dtmpfyf,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0006572106649171764,-0.0006585832453704553,-0.001128028962463887,-0.0001925773020049236,0.0016,5000,20250826,0.9984
domain,xcmzfsbd9t,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00017439429466885857,-0.00017694383625361997,-0.000648014780235569,0.0003019427187739322,0.2292,5000,20250826,0.7708
domain,yfxyg8jm46,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.00007358921074690147,-0.0000760139589916426,-0.0006584715123344135,0.0004768405709243359,0.4064,5000,20250826,0.5936
domain,ykhs7s2dck,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,0.000011891512534741121,0.000011800899096559514,-0.00010750921888899694,0.0001334948578757938,0.5792,5000,20250826,0.4208
equal_domain,__equal_domain__,0.1875,real_minus_control_utility,dynamic_shuffled,positive_favors_dynamic_real,-0.0002327769958892058,-0.00023464957151773203,-0.0004179633435958931,-0.000060597162113144356,0.003,5000,20250826,0.997
domain,74t7kcdgkr,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0024300583442152654,-0.0023982751083148676,-0.007412021041474913,0.002408909700312989,0.1746,5000,20250826,0.8254
domain,cgtnjyggtm,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0011721798454790314,-0.001185145693221684,-0.006183582330084988,0.004102282408453214,0.314,5000,20250826,0.686
domain,w68dtmpfyf,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.0040965416093005315,0.00414203296609893,-0.00250050621671499,0.011183563205397295,0.8806,5000,20250826,0.1194
domain,xcmzfsbd9t,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.00005779048265397794,0.00004084678037933581,-0.005031674575929417,0.005111312639840116,0.5,5000,20250826,0.5
domain,yfxyg8jm46,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,-0.0023792668680019963,-0.002358011484788041,-0.008299155102094198,0.0035413722450781115,0.2196,5000,20250826,0.7804
domain,ykhs7s2dck,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.001957402587871959,0.0019460117026018756,-0.001530513963757311,0.005302065894219304,0.8686,5000,20250826,0.1314
equal_domain,__equal_domain__,0.03125,real_minus_control_utility,static_m1_o2,positive_favors_dynamic_real,0.000021704937021695906,0.000031243193792591524,-0.0020790500738949334,0.002193402782264236,0.5106,5000,20250826,0.4894
