outer_dataset_id,method,seed,fit_domains,query_domains,epoch,checkpoint_path,state_sha256
yfxyg8jm46,stratified_shuffle_cnn,20260811,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]","[""74t7kcdgkr""]",15,models/stratified_shuffle_cnn__yfxyg8jm46__seed-20260811.pt,913026ed37bee1002c15681a911094baff807a9c1a6eeef692f7eca4717fd86d
yfxyg8jm46,stratified_shuffle_cnn,20260812,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]","[""74t7kcdgkr""]",6,models/stratified_shuffle_cnn__yfxyg8jm46__seed-20260812.pt,7546f7d901bf9d0d14e8ac21852244e6aea3c99b49b1616b316c783b0e4945b8
yfxyg8jm46,stratified_shuffle_cnn,20260813,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""ykhs7s2dck""]","[""74t7kcdgkr""]",7,models/stratified_shuffle_cnn__yfxyg8jm46__seed-20260813.pt,0a6967df01800d3ce1d7d7e93b93a950bca68c372275437832f193ce9c4e5500
ykhs7s2dck,B_learned,20260811,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",18,models/B_learned__ykhs7s2dck__seed-20260811.pt,321a824c618e2949c9c3354098584164c0d091aeb284b06f6795ed812bf98586
ykhs7s2dck,B_learned,20260812,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",6,models/B_learned__ykhs7s2dck__seed-20260812.pt,5d1a15e15d8e8342019e4911ebdd2bbc619e4376223040461642e0a83b92d57a
ykhs7s2dck,B_learned,20260813,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",3,models/B_learned__ykhs7s2dck__seed-20260813.pt,217455bccd0625d1f48b2557d9aed30b9839ef7b130eeb7f676e719e60c9fe36
ykhs7s2dck,B_learned_zero_field,20260811,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",15,models/B_learned_zero_field__ykhs7s2dck__seed-20260811.pt,b75065594b23cd0e00290b1bd1e3e6b1076d022f68eb54ceb73891e93e7782a3
ykhs7s2dck,B_learned_zero_field,20260812,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",13,models/B_learned_zero_field__ykhs7s2dck__seed-20260812.pt,2a01688d3cc56071dda7d81c4362ecaa0f17280864fedd3dc7c8d65736b39ff7
ykhs7s2dck,B_learned_zero_field,20260813,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",3,models/B_learned_zero_field__ykhs7s2dck__seed-20260813.pt,b06c8c958d12987372710fb57bac315dae8abb01e941a04116e70b6bb052682c
ykhs7s2dck,I_learned,20260811,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",39,models/I_learned__ykhs7s2dck__seed-20260811.pt,5303395f8a5462010a0b8e66afad69639d3e6a347d01807ea48ecdbdc5e12d8e
ykhs7s2dck,I_learned,20260812,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",8,models/I_learned__ykhs7s2dck__seed-20260812.pt,a27fa6aa0c995937ac067e0279dd229a15e4ccbc04b4da0a9d3c9e93e2fd31ae
ykhs7s2dck,I_learned,20260813,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",6,models/I_learned__ykhs7s2dck__seed-20260813.pt,05b65b8e1a070e14ee07a4b96dcef9911a6085380d9276d0a9be3c74c79cc77e
ykhs7s2dck,global_shuffle_cnn,20260811,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",18,models/global_shuffle_cnn__ykhs7s2dck__seed-20260811.pt,7f6cb6bb0768c4116ac6fc7c0874001bd5d85750448177d2a305a1df5d7614a0
ykhs7s2dck,global_shuffle_cnn,20260812,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",6,models/global_shuffle_cnn__ykhs7s2dck__seed-20260812.pt,0d624d410f80a6a4f675d13e91a71b7c33119276e023336b5168fdaa40062943
ykhs7s2dck,global_shuffle_cnn,20260813,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",3,models/global_shuffle_cnn__ykhs7s2dck__seed-20260813.pt,f6bafa48caf6275355e878dc5d8581848962c00ebca1a2c6e6ca174bfd699f83
ykhs7s2dck,stratified_shuffle_cnn,20260811,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",18,models/stratified_shuffle_cnn__ykhs7s2dck__seed-20260811.pt,71aafd3c87e68fef9a53c011340c2fed74e474fd6d70eff1a1303375cb055fce
ykhs7s2dck,stratified_shuffle_cnn,20260812,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",6,models/stratified_shuffle_cnn__ykhs7s2dck__seed-20260812.pt,7f75eba7f62c1fef8699ec4f220cb7668df8046813922aa043d9fa8846b38d12
ykhs7s2dck,stratified_shuffle_cnn,20260813,"[""74t7kcdgkr"",""cgtnjyggtm"",""w68dtmpfyf"",""xcmzfsbd9t"",""yfxyg8jm46""]","[""74t7kcdgkr""]",3,models/stratified_shuffle_cnn__ykhs7s2dck__seed-20260813.pt,49db7e0c7dfb1fa14feaf11d16ce0b92dba903c2d3939e5650e5ce252321f622
