effect_key,estimate,ordinary_low,ordinary_high,simultaneous_low,simultaneous_high
A_vs_field,0.059631424538251786,0.01160028312849204,0.12631176580315187,0.007217731872076308,0.1484208598844094
scalar_vs_field,0.06071505413152767,0.011117480311576708,0.13002834990159462,0.006638732487036322,0.15364295185378532
global_shuffle_vs_field,0.06230047573164569,0.01974602106164051,0.12230871333588517,0.016401160778894967,0.14195451435060788
stratified_shuffle_vs_field,0.06299311063333797,0.020270846812351907,0.12295500320837889,0.015734394212789524,0.1430685157209611
