outer_domain,spatial_probe_auebc,static_reference_auebc,learned_reference_auebc,static_minus_spatial_probe_auebc,learned_minus_spatial_probe_auebc,favorable
74t7kcdgkr,0.12744651345508567,0.10003430824704108,0.10003767234224617,-0.02741220520804459,-0.027408841112839505,false
cgtnjyggtm,0.14568376413790032,0.1403025882577035,0.14026088911179432,-0.00538117588019682,-0.005422875026106,false
w68dtmpfyf,0.09283460169148881,0.09071973115885118,0.09062191573318844,-0.0021148705326376332,-0.0022126859583003755,false
xcmzfsbd9t,0.11666695286798341,0.11815224684029162,0.1182796513808714,0.0014852939723082048,0.0016126985128879917,true
yfxyg8jm46,0.128788300799394,0.1496097772739551,0.14971323045317023,0.020821476474561118,0.020924929653776236,true
ykhs7s2dck,0.13852459802082864,0.15113358891638629,0.15140573423506754,0.012608990895557642,0.012881136214238892,true
