method,budget,dataset_id,mae_mpa,gap_to_full_input_mae_mpa,specimen_count
VLM_OPEN_LOOP,0.0625,w68dtmpfyf,76.3108901977539,14.657783508300781,4
VLM_OPEN_LOOP,0.0625,xcmzfsbd9t,112.94807052612306,2.365875244140639,4
VLM_OPEN_LOOP,0.0625,yfxyg8jm46,75.27463658650717,9.666699727376312,4
VLM_OPEN_LOOP,0.0625,ykhs7s2dck,46.107308705647796,-0.8666369120279853,4
VLM_OPEN_LOOP,0.125,74t7kcdgkr,53.28579330444336,12.544975280761719,4
VLM_OPEN_LOOP,0.125,cgtnjyggtm,65.48337364196777,-3.7253494262695312,4
VLM_OPEN_LOOP,0.125,w68dtmpfyf,75.50528462727864,13.852177937825516,4
VLM_OPEN_LOOP,0.125,xcmzfsbd9t,113.3451779683431,2.7629826863606723,4
VLM_OPEN_LOOP,0.125,yfxyg8jm46,74.24563725789386,8.637700398763002,4
VLM_OPEN_LOOP,0.125,ykhs7s2dck,44.64155069986978,-2.332394917805999,4
VLM_OPEN_LOOP,0.1875,74t7kcdgkr,52.65987777709961,11.919059753417969,4
VLM_OPEN_LOOP,0.1875,cgtnjyggtm,66.65588188171387,-2.5528411865234375,4
VLM_OPEN_LOOP,0.1875,w68dtmpfyf,74.90688069661458,13.253774007161454,4
VLM_OPEN_LOOP,0.1875,xcmzfsbd9t,114.177126566569,3.594931284586579,4
VLM_OPEN_LOOP,0.1875,yfxyg8jm46,73.07257970174153,7.464642842610672,4
VLM_OPEN_LOOP,0.1875,ykhs7s2dck,44.083361307779946,-2.8905843098958357,4
VLM_OPEN_LOOP,0.25,74t7kcdgkr,51.772499084472656,11.031681060791016,4
VLM_OPEN_LOOP,0.25,cgtnjyggtm,67.80844179789226,-1.4002812703450473,4
VLM_OPEN_LOOP,0.25,w68dtmpfyf,73.56599680582683,11.912890116373703,4
VLM_OPEN_LOOP,0.25,xcmzfsbd9t,114.52993265787761,3.947737375895187,4
VLM_OPEN_LOOP,0.25,yfxyg8jm46,72.91865666707356,7.310719807942704,4
VLM_OPEN_LOOP,0.25,ykhs7s2dck,43.769541422526046,-3.204404195149735,4
