authorized,boundary_consistency,cai_access,dataset_id,decoded_pixel_replay,deterministic_transform_replay,global_orientation,grid_cell_count,hidden_cscan_orientation_selection,invertible,maximum_round_trip_error_px,oracle_access,panel_resolution,physical_mm_cross_modal_mapping,specimen_id,status,unsupported_rotation_reflection
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-11,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-12,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-13,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-14,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-15,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-16,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-17,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-18,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-19,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-2,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-20,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-21,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-22,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-23,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-24,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-25,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-26,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-27,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-28,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-29,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-3,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-30,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-31,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-32,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-33,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-34,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-35,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-36,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-37,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-38,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-39,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-4,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-40,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-41,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-42,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-43,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-5,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-6,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-7,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-8,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,w68dtmpfyf,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,q16-9,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-10,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-10t,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-11,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-11t,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-12,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-12t,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-13,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-14,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-15,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-16,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-17,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-18,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-2,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-20,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-21,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-24,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-25,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-26,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-27,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-28,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-29,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-3,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-30,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-31,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-32,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-33,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-34,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-35,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-36,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-37,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-39,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-40,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-41,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-42,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-43,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-44,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-45,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-46,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-47,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-48,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-49,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-5,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-50,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-51,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-52,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-53,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-54,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-55,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-56,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-57,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-58,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-59,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-6,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-6t,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-7,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-8,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-8t,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-9,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,xcmzfsbd9t,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c24-9t,PASS,PASS_NONE
true,PASS_FULL_NORMALIZED_FRAME,PASS_NOT_ACCESSED,yfxyg8jm46,PASS,PASS,PASS_ROT90_FIXED,64,PASS_NOT_USED,PASS,0,PASS_NOT_ACCESSED,PASS,PASS_NOT_USED,c16-1,PASS,PASS_NONE
