dataset_id,decode_mode,decoded_pixel_equal,interpolation,operation,panel_count,panel_index,panel_x0,panel_x1,panel_y0,panel_y1,processing_status,raw_cscan_path,raw_decoded_rgb_sha256,raw_file_sha256,recovered_height_px,recovered_panel_rgb_sha256,recovered_width_px,reflection,registered_crop_file_sha256,registered_crop_rgb_sha256,registered_cscan_crop_path,registered_height_px,registered_width_px,resize,rotation,schema_version,screenshot_height_px,screenshot_width_px,specimen_id,surface_path
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-19.jpg,4f43ae579c4b80332bfb1f75fd0f37fc693eeb23ce99d0fd63c81fde1deb7826,931df138e4de133d3afc58cfdff0ab867c0ab53e4af30f07fa3aaba72e833042,674,cf0b1f9aab166f6fba00c9213ede25b1b72a9b9117ab2091d00108faa45b759f,675,NONE,3e021ed85ba7b5f6664a410d373c67625fb30fe65f93387bfa98f0a151100008,cf0b1f9aab166f6fba00c9213ede25b1b72a9b9117ab2091d00108faa45b759f,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-19.png,674,675,NONE,IDENTITY,1,891,891,c8-19,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-19.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,2,0,30,370,33,371,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-2and3.jpg,2e52df934bab4569003ab319ac49847e3edd46c0871914845ac1f8288f85e442,41a09ef89a9353fe54596a9c42cbb7dc6681c3ca6efce0ff407330dd6a8e9b36,338,b94d2fb99b94fb4bc5a0596e0bb8cc80d1aa74b6eeb30f6e6f8dac62d5ff00f6,340,NONE,2a4636f95444c53278b22acdee76cf7123442ffbf310fb2b4700ca7b64f57954,b94d2fb99b94fb4bc5a0596e0bb8cc80d1aa74b6eeb30f6e6f8dac62d5ff00f6,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-2.png,338,340,NONE,IDENTITY,1,581,996,c8-2,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-2.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-20.jpg,a57037a6c7c6040fec2535756a10126cead35814743f3cbd2823778e77a2bde3,47da22bc73dbb61f4ef2d54ba5d6f98cbd14f088d6702f233e4b818aef4450fa,674,0fb3a3fb7c8002ff4f9d84989572162ed6fa7469c815c8eef1cd7331697b4be9,675,NONE,89c9cccb85fc7dc6990631b0bc5dc1ccbca65acadfc261c9a53d4b4803804619,0fb3a3fb7c8002ff4f9d84989572162ed6fa7469c815c8eef1cd7331697b4be9,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-20.png,674,675,NONE,IDENTITY,1,891,891,c8-20,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-20.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-21.jpg,df7ab0b41c7c8044f7d70b26bdfd56d697711f2a547852d27bb6ab2678509e02,62c923192f12ca0716be2b0c0980a5239cc8960322b6658ff69ab866883fff4e,674,46546464fb229e353c4bfa17e1c8ed89ced50e7356d2dce71cdf11d3f5e693bc,675,NONE,0242d92627e506c763859f498a6e0f4734f3cec576f154060e6b55f3e9594bf0,46546464fb229e353c4bfa17e1c8ed89ced50e7356d2dce71cdf11d3f5e693bc,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-21.png,674,675,NONE,IDENTITY,1,891,891,c8-21,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-21.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-22.jpg,ac65ed6ce0ca06fde3ff2cb7a6302c917a04f471857833ff3ecd8fe1ed217831,64d65c73146ed11c9727ba1a19258f04dd39c20dff362e5d4e11c932d04059ae,674,6817e0e19e380934fbec781f56ccf746af8021e6b5eae24b58c71ea5b66bdc3e,675,NONE,72449713a844dc00d887b80beb89128d128360b0a348d56f5ed86f960a1decbf,6817e0e19e380934fbec781f56ccf746af8021e6b5eae24b58c71ea5b66bdc3e,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-22.png,674,675,NONE,IDENTITY,1,891,891,c8-22,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-22.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-23.jpg,a57468d4ffd30c0511def45476840dcaf6cbe6a816274eb15d5ac2979327d21a,2ddf3941c55e1dff110a5d91a246d1a01e1de9f6913502e093114ee2e7a6c81a,674,1a09d31e6b34264e5d4558506ab15b505483d17d692a64970b77f97b35b04064,675,NONE,c40a82ffa3d70161a862fe223e51ce9e64f22b5215c68c330f5c70cfdfc52204,1a09d31e6b34264e5d4558506ab15b505483d17d692a64970b77f97b35b04064,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-23.png,674,675,NONE,IDENTITY,1,891,891,c8-23,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-23.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-24.jpg,cd835186785fee2d938f094b93747f29d4e4eb7b81b165d9f831370e2a0b1f7b,e7deccd0cbc7fcf8ec061885ab0bb57bd6b019dbfa366f0f590204bc82b931a3,674,59d4a0b2999a3721dc7f7ae2c8d95df3c6821260fb80eb92a34783da7fae9ecc,675,NONE,39f519201158d464808bea9e455af79bc2c2d747a694dc0bc3f3b48bea77a355,59d4a0b2999a3721dc7f7ae2c8d95df3c6821260fb80eb92a34783da7fae9ecc,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-24.png,674,675,NONE,IDENTITY,1,891,891,c8-24,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-24.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-25.jpg,fe338cf4845a94fb724d37669965473e23dae69d46c1d45c9c097ea6e24e0c94,9f582206a9ae203b7419c43c5548640568137a41a924b526ee2c0f295b23d157,674,f9c421a4f9008db197c3130eed4101aa0e961a1f7a18fadd058cc698eb25debf,675,NONE,d47d110fd874cb7e4d43fee4ef0c2f552f449bc3c349da382148b25fa3a3529a,f9c421a4f9008db197c3130eed4101aa0e961a1f7a18fadd058cc698eb25debf,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-25.png,674,675,NONE,IDENTITY,1,891,891,c8-25,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-25.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-26.jpg,1179258fddc11c002d3ceff66477a89aa84de2df4ddf83e68b737f63c4ad5084,7c955e57ac19ae74e48276f27c225b0a2f0cd79ad8a96e9f19c8cc467e6c05c5,674,c1f3bad360442e9bfa0205f9e734e25a8bcf6c83c336c17bd915b18c456e12f6,675,NONE,059b1f52a71da61747b4a5d5dd286e2524edc34c7f6a37145c0c6e36ab668ba2,c1f3bad360442e9bfa0205f9e734e25a8bcf6c83c336c17bd915b18c456e12f6,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-26.png,674,675,NONE,IDENTITY,1,891,891,c8-26,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-26.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-27.jpg,5bc308385d56f955ed134c1472424763d2a485e0bfab40a010ad50c6214e8d24,9215383c8d006746682b947166eba22ba3077840bddd9f255a107ade02f6c2d0,674,980dc55fbe7086c4b605c3424519a02c02efb69c65e2b1b4b8255e93b63744c1,675,NONE,3b880ac4fd2077eb152973bcc8bdcf58fb41027119fb805a04fa653e2d943fa7,980dc55fbe7086c4b605c3424519a02c02efb69c65e2b1b4b8255e93b63744c1,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-27.png,674,675,NONE,IDENTITY,1,891,891,c8-27,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-27.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-28.jpg,297d01963c9bcaba3fcd526f2cb69c6b70720462e0b6708b8b6a2a8a285f9efb,dd0c149bf78971bff3c504dbbc251dd0b5c078275e1f7b3899f056c99089ced1,674,5d47d2bacd730a8d0e3f1c7cad15b97db6e52c2c93166f724e0c75a3cf2d1d93,675,NONE,b681873337e1d403ccfc399b975c6b86218ae5f3173e6a915ed0b6e6c703ca58,5d47d2bacd730a8d0e3f1c7cad15b97db6e52c2c93166f724e0c75a3cf2d1d93,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-28.png,674,675,NONE,IDENTITY,1,891,891,c8-28,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-28.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-29.jpg,7e2bd293529794a81da3a755f52e557635cac3991f352c165a16e12baf82995c,fccd816e4fa4f157e18a9dd64e90e9406c309c539be612068b1a2512048e98c2,674,495a16a7dcd012c2fc69ba20639ade2b4b496c14573281da1ff6000475c2dabe,675,NONE,1064f6f9e13dd456bb48cc6ae4936d4a6005fedcb0c4c76435b55c1f7da19c13,495a16a7dcd012c2fc69ba20639ade2b4b496c14573281da1ff6000475c2dabe,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-29.png,674,675,NONE,IDENTITY,1,891,891,c8-29,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-29.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,2,1,464,816,33,371,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-2and3.jpg,2e52df934bab4569003ab319ac49847e3edd46c0871914845ac1f8288f85e442,41a09ef89a9353fe54596a9c42cbb7dc6681c3ca6efce0ff407330dd6a8e9b36,338,0d78fdd7617f64367c0c1ff2c134669e6c59a82be6269ed0540e3333afafb2ae,352,NONE,e6e77cc9b13aa9321d2bf77103474c08b9c88d9a3ab037008ef010c1cb5896a7,0d78fdd7617f64367c0c1ff2c134669e6c59a82be6269ed0540e3333afafb2ae,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-3.png,338,352,NONE,IDENTITY,1,581,996,c8-3,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-3.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-30.jpg,04029fa194d801cba376e92dd0a06011bb69e425d6865caa7929da16a8cbc7c4,52ddc4383fda9d32417c940ec25a126a39e874b445d6a6d1ca234ca1e1978770,674,d37c00af113d3d9ace34706a982b836950634fd163906dc75662722462cf024a,675,NONE,7d6b21883ce821d3c8cc4cf4263545e744b39970a5998edf971e8a675dba1586,d37c00af113d3d9ace34706a982b836950634fd163906dc75662722462cf024a,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-30.png,674,675,NONE,IDENTITY,1,891,891,c8-30,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-30.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-32.jpg,c041c745c72e000f80238ea99bdf4a5ac12d1fd636efda494f0d15f361cf2aaa,7d00fda6baf5c6fdb8613d44406a93241844293dbe8c09c82158781887f273ba,674,2edb28c9a788acdf6a1133d5ae8c544bde034793aae39169fda82c3b05c75112,675,NONE,aa675f7abf8ffd3a3dac0b18269610f240a4fb21a7be6fe0b9423ac8f2ea599a,2edb28c9a788acdf6a1133d5ae8c544bde034793aae39169fda82c3b05c75112,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-32.png,674,675,NONE,IDENTITY,1,891,891,c8-32,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-32.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-33.jpg,359ea4581968cbe2dcd83cf22f3c1a61d82874bad7195dc1f26fba433c3cbd91,40fe015dbad0b9930abb6df747e66df4b325be1bb42ec3c2663eac5c1cf2025c,674,6a5f9fe40e81a6fec701d4d1114bd7725b47fbbbff627c184799b8522204cf56,675,NONE,3f6b7a660634ef09530460b0cafa7fbe82426f635667b554cfd1c0d70ce7e037,6a5f9fe40e81a6fec701d4d1114bd7725b47fbbbff627c184799b8522204cf56,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-33.png,674,675,NONE,IDENTITY,1,891,891,c8-33,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-33.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-34.jpg,9c8c2e15e2c64bd5effa9a11f1211e262d720123a340450904a7066bee8c7bdb,694c2a62d2aa2ade5d5e1ede368964a02f3cb196d3411a77c7246e415d836c0c,674,45ae2b2c1cb564ce030627e0cd94b6dc13cdfecf06562a9a76d8c7a92331deae,675,NONE,64b4e82a60948c242f6b3a14780755bebec469e9df4acf900426644c634736da,45ae2b2c1cb564ce030627e0cd94b6dc13cdfecf06562a9a76d8c7a92331deae,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-34.png,674,675,NONE,IDENTITY,1,891,891,c8-34,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-34.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-35.jpg,8979511153d599353f56e4214ea1f589a7db5f68212fef9f345d75ceeb80081b,2b0c8438d49856fd9afb4140cb4cfd510e65d7c77a891b8001883681395905c0,674,e1610887738e66461e477ec992dc26b1237533f0694441a25ac4fd0ddd0aaded,675,NONE,d39af242aee2534dd7316a5f03497bd4287977d173ddff3cb36934e59ef1200d,e1610887738e66461e477ec992dc26b1237533f0694441a25ac4fd0ddd0aaded,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-35.png,674,675,NONE,IDENTITY,1,891,891,c8-35,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-35.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-36.jpg,4fdd94a06686f7d1ca96419b9f96d6d0ff2cd280fe206294375b8cd282092070,5c9d96dc634d8c51cc1609572a22fc6747abb65b587b2ab3f4429d6409bd8fe7,674,dc03b9b74e68facab934204816e5a5f367899f0c9cc075f06f739a6809218832,675,NONE,3b389d7edf5262c7ca9a0c1d090b9ede28a84642d80a952412b8a997a0389467,dc03b9b74e68facab934204816e5a5f367899f0c9cc075f06f739a6809218832,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-36.png,674,675,NONE,IDENTITY,1,891,891,c8-36,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-36.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-37.jpg,416cd9959948db79cc60b1ac72b0ae4bedfcd0aeaae44da33325b3398688948f,241784fabba8a1e7361927ef6d5735bed7a1c896c6662857a60ffd2582eea07f,674,6cec759d0ded4481a1e10e70dbad2c6fecbdf8b7a17fa92b66fbd0c497572594,675,NONE,46cc27870ed7489db2ddb687107dad7499476317895d750b87dc036f8e5f0bc2,6cec759d0ded4481a1e10e70dbad2c6fecbdf8b7a17fa92b66fbd0c497572594,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-37.png,674,675,NONE,IDENTITY,1,891,891,c8-37,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-37.png
74t7kcdgkr,RGB,True,NONE,AXIS_ALIGNED_CROP,1,0,31,706,33,707,PASS_EXACT_DECODED_RGB_REPLAY,data/public/hasebe/raw/74t7kcdgkr/v1/internal damage/c8-38.jpg,00bc3925bda8092dc4eec75fcf06f39b52b85a2e43603c8a288e536f66c3dac9,ec2aa4ab8f740119767c6bb687cb5718bba5f8e1965db9555c966b4f6e996a98,674,51fde10c9ee78c3c171fad545396cf46b394b24c4cda270410a4f7ae252d4011,675,NONE,81c8fde016b08bf60dd3a95cd6a28b1424be94e099e89f32dc474775dda064bc,51fde10c9ee78c3c171fad545396cf46b394b24c4cda270410a4f7ae252d4011,data/public/hasebe/processed/74t7kcdgkr/internal_cscan/c8-38.png,674,675,NONE,IDENTITY,1,891,891,c8-38,data/public/hasebe/raw/74t7kcdgkr/v1/impacted surface image/c8-38.png
