coordinate_basis,dataset_id,destination_height_px,destination_width_px,evidence_class,evidence_hashes,evidence_roles,mapping_basis,offset_x,offset_y,orientation,orientation_selection_inputs,outer_frame_crop,physical_mm_used_for_cross_modal_mapping,scale_x,scale_y,source_height_px,source_width_px,specimen_id,status,transform_sha256
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;fbf8f8cd97674c0749384323a43dffa5f0e5a120fe651a80f1885258bf307b53;3be129310d7486dbeabde16caf5b99644f2a301f5d56feba425a6070ba5d0b0e;6184c495b2f98a2a27f48ecd47a8522c5e74b75256a96dbd23bdc34b208a685e,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-20,AUTHORIZED,41af2652b575ae388e5a05ac11f3d7ae34bdb35c29a74d77e2f1cd41292b25e4
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;abaa97554d11c12108ac4b252a77480261a6374255f1b814222c353fde37b060;d98314d331b983e298943b4b740e9a6e455eb388e8e3278cdb9106476784ec76;02ec16ba0bdb8a9f3cb7f1d305699cbf69dcb92ff6222c284f6ffbb2c73c8b7d,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-21,AUTHORIZED,c7b1e0101a00cdc15fdc37fb88d20d6130df085648d0cbb848eabca6d8847049
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;f9b68fa0afaccc50af654d8209a5ffd8653bc2b1de801ba95edc060f86433496;837b00e6020074e492b6dbedebf70718d7182e22d0d388900c5bc65057ab038e;a9b218f122c59f9d7f606a59de8f23e1906fafb7a85ff36dada72148bc85e22c,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-22,AUTHORIZED,8bc8270d8214c57b5dbc95f95215295ae638a529cfe322d234bf009b579a501f
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;1663c4723b7328f4269482673d3f1004424a36cb01c02aec5762b2a4316d5a31;c5752ede3173c228208d4b81d246165a2f1bf0815a4ace7ffd0ee28d3f6204a3;7b898cf8dc25e687657de047e3d044c74eb18376b308c992c5be33d5770ad1c8,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-23,AUTHORIZED,17438b347820905482206e067a7bc0524594744c79809b8465cce29c092cad17
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;0350ff1303042b0161a6fc964a7d97698100d310f6deb9b391f6fe0d34fb9191;50eda8492ca6c223dd8b85ae105dee958d02d9b16ed09d21dd4b748a0be5e6b0;62f6f8c9ce49a993507c06f8b37cac1b1989669ca5edd30314882874e1b9c614,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-24,AUTHORIZED,b13aee2cb53c56420222137fcd4d89a8c8188e3caa3f30da1457614f8323a4bd
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;27c94f8ef0c925784ca7fa296135c927dad9d539bdc20288780ec9cca2a84329;2e910c96b9746e0a74742f8b6258195dc81d9c3da9bc20a8b6da5d385ac946eb;15d565c6c97b81bc13e1d422b5cf5d210f4ac91b52bf99318db3712b5c076720,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-25,AUTHORIZED,5f39041ad6c813f54ae2dd5ad3307d21f3accd160343e3abf556e2835fccbcc5
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;c8ccd838695d6661b86cdee8f44440b3b07c5f4011a2d9549e1a5a26428d298c;26139219108f92000ff2cd1b72fec8458d9510e0c0c8339755f8ad94f0743206;f563c0b4baf39fb719fbf44d4615000c42a586dac3a9255d5a72af4445d6c79e,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-26,AUTHORIZED,756e5f64fef7126e88a53167f31c13d2e290cc548f979fbf5b33a236ce854a3c
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12;d04dad34151e2ceb0b980f9223c45e9b45d4528a15da26aa95972aa743da6c02;249be70e88565c20f2bb0ed546d32de4d5328afb4e1f08ee59109ebdecbf51ff,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-27,AUTHORIZED,1ecb92e682ef542a486dad1dd0dda72a3302cee985d2bf3654c1d21d16d30b24
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;87c389829540656ebec9470e5a0340e6072e6703b7d55f2ca481164804bd47f1;7cf9435241a509ec91fd82adad2dcb2834e51c05c8e0b815ae3ca40e12e50929;e1030ea914e6136a991481b6e4a7579a07a0030b2768fe9bd7a14251a300d441,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-28,AUTHORIZED,90f83c02a848d02cf40089a9f6921ea95b4986fa62b85691ae143f147d018b10
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;bba0c3631692d5eaab633b0f19ac0584534548649b6926f652758e6f05c3e855;6062f83c5bab31bdfc018368be85697cf76f0b718e8817ae4be84f21028f66e8;f8f144b6f5a3c5ee6b31478d66c712e5a655c3a430da8aa8e0c16871cbe94a85,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-29,AUTHORIZED,ecdac0d95e275b48a64fb88f6b54621dbf95ac2e63aa52842844229dc55af8dc
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;43537fbf608ae10fd244abc6fc0bdf318f9b1a262365f7a3c29d332be771c9be;a52e7fa5ea741190b6724f92ed6dcfc9c9db5ec3129fab05ae50ab64bdf5d0c7;50e6a22e1de63ff6cbf2fa1283b78ab7e41c0675971d2f4cbe63ed122c161a85,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-3,AUTHORIZED,a5e89e21695de41491306e342f67de716337712fbbe524ed0446d135883fb451
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;081f9de52a4be0add35cff8d04307ec52b2efc68b658bd639e2846ec317b1231;555f294091ae614134c42c14f8d3302d2a4d773ab14c306588128e48e6994d4c;46fa140977bcbbf79e71b85cf08068fa571b36860c66283ef098682daa3aefbb,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-30,AUTHORIZED,b3c5a59e5240c0dfe7233d61b89f504b23d429fcbc30b012ddbc1d7d2b0ae1f7
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841;0cf320ed6a6c192486ab28cd3d1838335f58a89c9407931285d5dd614835ce56;ca7d3ffcdbc21dbd9852b1ee8d8dbab150945f1859312b2a9d59304adcc6c70b,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-31,AUTHORIZED,f6a815ab7be50d4988109cb51337efa8f448bbc679596df80ce2e14433de8c8f
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;91a54d7baff01afd0f1bf02f3168b805c176f1eb38c8c687be8483fda5362a9b;2a735b338cd80a97f296dad1f12ac2cfdfe5bba04fe5a50b33672394bd420ae7;63ad4845314e1333feedc68cc65fcc37e9c06a7478f6b2e2060316d9b55e4ce4,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-32,AUTHORIZED,3e01532312a5d79c6ba043b8fe8bfe396390ad8af8f8fcfa9e0b130293410ea4
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;c3461ba337c907a95b7ba71452829bf7b7d2ed55dac65ad7dbb2440cc2e54833;f4be7b561d01d26434861b416b5e410e1e856e9b80a420fba56a0ccff75bf36f;e8a7fb7879b0d0c48d6b2a07963aa242a7feb33aa262db1deb8107c4ba80495e,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-33,AUTHORIZED,55adc3c8477b7d839e2e0f2a3fcee700d486a285d59c57f64b4b674769310231
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;9dd75cbfb1774ddf127121995c107e0b3116e37701da1b757cc3dc5fd6cf4baf;27f2619bb91f462533e3e8ffc1af0ac76c6dd01e46ca58681af241c6dddf8cbc;66b4efb50a924f0f2d04757dceb87fcab70316ab37c36ff70ee8140e883a1031,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-34,AUTHORIZED,7f51e9cedcceb49eac59164f777f3168e82862f635074de6e3e6ef2b3062b0cb
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;455c678df1b038a1bb24febf6fe089048ad44b409af83676c9ecd49cb0bd1554;238ab348ef9c8428be9aa69381d5ce42e9b817d2b5c94ec6379ca8cf99407296;41a2dcbcb36543cdf1c128dc5b5c92f018d698a8d3faba9d8d45bf5813cfdad0,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-35,AUTHORIZED,ca82ca293a1ae412e64f1cb96b1a8e970b22c1c4ac119e53cfbd308a56420575
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;fcf6f552efe820e418b9468785111d90f42ed1495d7dcdebb9ec84dbcf1befb3;25b8a0a648af1487de8a5be8db1295d4b0a1418891fff6c160b5f33b3cfb8f3e;438f48a5549cd340ed5e10831f1b6397364f6dc8e7b997edef16c52464728c85,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-36,AUTHORIZED,eda2178c95ba275325a5bceef629c9272b0a62ceac070b8b6535769a2a790ca8
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;34600ca09fdde8eb983f515056f9c68de095c71b215194337fb539a64d49794f;6b169b95df00a14cb2d33a0d1cc2fe3b01d9d2a51d33fdfab18faee4868757a1;0caa2bdfff372124f9116725fefe96fcb76700bc2775e991a623aec5ebd1b4f2,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-37,AUTHORIZED,babaa6ceabedbc8cd80a3ab1633dab6f256a94f31e3e274d8651c5286713b25e
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;30fefa69accd60e954cc50ca18fb33787e0da30e2d8149ce76953cbb2270e546;556a34975d6885b18c882a2b3513c613b1f48561b56ff8b6be6ee83f987f7d13;0f5f3384c56a763927fa635a97ee20c0b995b194fb596b96cbbabe0cb4839254,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-38,AUTHORIZED,786998276966255088e0a623bd234b0188e03e1a78b8ea093b88fcc2946b67fc
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;cc6dc3d37cb1af3667e0c488dbe7edf9f1737f85d40b19ac0881e701b66940ad;ea1efdcc71d5efe6459a3472d3f431eeb90139aa1b4f5cd0ba42e82417a99c44;4769f3c54777c305a1b1398f627a6734c7eff184edb72f733f68fd8d53e6db21,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-39,AUTHORIZED,6b10be894c1a528283e3d64ec7bba70a903b6bd7dc791312c321bb3f247c2c3b
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;d13c607fa0a032b74f8e3f6e0ebe7bf60c17a6129376805ea55ed71c82e09083;698fc17d7c449b157c1b9cddb03ec430e6e944073b2bf98cfc677909369db63c;444a22e7e0edf3f7bd02b06bcdd3f090785d6af74108543191b9e12c18c56745,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-4,AUTHORIZED,b8afbd6ff3b90f7574c742ded5e3d62491d88a111d011fe558d3443c4b9d91cc
NORMALIZED_EDGE_TO_EDGE_PIXEL_FRAME,cgtnjyggtm,674,675,A_DIRECT_METADATA,3560662d4509ea3e059d597cedca15950cce02f706a992330b161381acfba6ba;60a3aeb39256d1b88692439677a20f03f3b987fde3faa1c69224aea1c1f76bf8;f81002981bf2f6aed84818b48da87cd57e6336f5f3da8d78df1a58d26dd8026f;3bd0c56adb78b65cc09cec340b06c40c7ec6e73988e187067a76f1128ddf83f0;31aaf123d6f7b684566ef19387d11a5ef2756e5bc51e666f8b1cdcc3b9ed5fe1;328cf2d21150686f864f24f9d7575f2569c6985d126ada09b932966a485e9c1c;6cd1389c52eaefe112f05784f436ddbd5ef0d6174ed77293e59260b075d094d8;888ba49cc90410ef4b1326c9fc8bfb51b6e6c84379136a010e5a9a024d6c01f7,AUTHOR_CORRESPONDENCE;DATASET_METADATA;SURFACE_METADATA,AUTHOR_FULL_FRAME_PIXEL_CORRESPONDENCE,0.0,0.0,ROT90,AUTHOR_STATEMENT_ONLY,NONE_AT_SPECIMEN_FRAME,false,674.0,673.0,3357,3357,q24-40,AUTHORIZED,e7d593bc193d46df96a8f9fe45c4edeb211c971bfca72de198693936d826ae2d
