specimen_id,dataset_id,height,width,native_count,source_image_sha256,decoded_image_sha256,policy_context_state_sha256
c24-48,xcmzfsbd9t,674,675,454950,6f9dd64ee13431000eddde186136cf2a046c4c0e93d53af25bc39790d093fc0c,969cc23b2676a04781397e92077ed6c537bd98810ecd017b1603cc70549262d3,dad6fde8b9fcfb5924fd5f83807d41fecbbe17739cc519a1f7b25e52daa82015
c24-49,xcmzfsbd9t,674,675,454950,b2f0842f2c51b23410f0128ebf40dd66688846d5fd37b4284fb1c16a8f2c2234,f872252379997f1327811ed43367c6114a02474ce74e2060ec797a518b0a0b8d,e84887a256181c870a191f8d3194949158a6951aba777ab9600db55d3b503444
c24-50,xcmzfsbd9t,674,675,454950,64249ab49cc23c41c207c66141f06ec8dd8c5b2d583b790ef05c2d142b9958ef,7adf9539a4e7488b688c337d92f3b522866459ff8529bdf7bd5c1f5db19cac6f,8c0732b4c9187752cb132fc1929ea64692e7ef7143dd2ea5ebe027cd09438f32
c24-51,xcmzfsbd9t,674,675,454950,7e2f5d90c3c3c2dbc9ace1b85a5621f1e09b554902ea3dfdcb038d703f32e930,06a5ffe7a1ea542d397431d58d6a074c62d14f42007ff3a68becb7f5e48e3540,94f1939911b4cc7424f2418f7943f5de86214a99fa821be6f0ba663bc21bac3d
c24-52,xcmzfsbd9t,674,675,454950,509953ea8c8a9def9e47e1da02d3105980397d8bfd355648dadade8d39188d48,ac59b0d6b9b57ef6f9cb7109177a7b7701e2c272320dd0e0d58119b111397556,8a0c2fad88f1c202ee861f003e41dceda79a12f6e7ebd4e3fbbc3f631319b2a9
c24-53,xcmzfsbd9t,674,675,454950,a70813c50147118526a8fe52861605b06a63d4c772d9f5c9744528ede33550b8,52285ae4a6e61047828fd05e0d1a3627f3fd9da4b54da01fb3af5469427174fb,726b340c617c70024b50677b98c6af8d3bbbf763f9f58a42606bb466cc630878
c24-54,xcmzfsbd9t,674,675,454950,173a65d0345263fa4e7cf8643f4af73f5e9efe3b699fd1c7b4acbd517a9918b8,275b1cd7570bfe299ba3e2bc12773c7b3e4e939d01a4ddaa07ce4997e9c5178c,56e1aa8a2a71a70b42db21e87682f69c079bd722818802f2626fce9438b4be9c
c24-55,xcmzfsbd9t,674,675,454950,049ecdfd34d732bb4f475e4b1b39d28fcba0b7cdd8fdbf7c00ab0533501c31cc,2464426c2733348730a3a6681a418eee90f710320e3217bc0ab833cf6bf8afb1,2f1a5720618a105ad0e05d6d366b195580c6da3be420a9404c8affc07393745f
c24-56,xcmzfsbd9t,674,675,454950,2a7cf21f5f95372479f6cf878193fd71f5b159b2a8d93e17c5c65735d6134f48,d2585eeb29ae7525bc4bf6a57d41198c65423a1c143124da6563e8951f3c5dfa,fb561ad95528f8b5b92be34a53d661bae3c5375cc60326c7216d026ca8b0ae6f
c24-57,xcmzfsbd9t,674,675,454950,18fb22d49c429e931fc8e2d2481a733e4d084f9250d2fd1fb9238b09a710d6f8,f571e121aed8d3e8f8134ee7f06aa45f11b19381b28957f750b2cf2b19395b01,4461ef844cf9fe35bb870d0ae2e6f02a345e0cce8001800ba13caf5ba6abd6ba
c24-58,xcmzfsbd9t,674,675,454950,ce2018e2735f9228ca8249a544f02a732cde9446504fcb9d23ff33d9a7c49f85,c75537f826f2dcb7cf00d055955c4a9c91936ac352a27ab3d578d5e0a9d392d6,0921bc1424f4077ebf2e9daac877297db0152142eb53af67a5cdf48fbee9bd77
c24-59,xcmzfsbd9t,674,675,454950,f684d1e6fe3359c608767149a05be0405aa56714c543e21b5f0aa3d213b48312,8e8ea0d1ecf92bdb138078ec1f012f55e6af9e645671604c0d48cbabd9927954,31a1b66a8818c8bed054c034e029c5628e42b5d4787c9ce504774234620f4c08
c16-1,yfxyg8jm46,674,675,454950,4daea22cb3a90f36d33178f97b40ec63abc57a7fd49f28885e54c73f394e109b,7a8100fb4d0fa0c5cfb56cbd52f17283d60b42b20c5b9fbec8334512605dc8ad,3b5fff23a6a66d5c4107199fec92273d9167ddda8c67ed414fd84261f24be72d
c16-2,yfxyg8jm46,674,675,454950,4ef844cacf0881b7baa28857561e932caf587c77bad92cfe117344ee8447b439,809a67d9b485e111a25feb00fd821acbeba520a69896e9986aa8d3991f3168c3,10db22dec5b832acce101415073722d8c36c95cb2d7a0082abb17eb4df041ca7
c16-3,yfxyg8jm46,674,675,454950,c2c0c3fdd79f8ca3bacebfbdf54f766d13405ad4d14a26263103d333b1a19733,09564a4db28169d202703d21a856f67cdd58e0033adaee7aeb1470bfb22d27c0,ac43f69216f69300a5b5d0f27a1a8360a1b188e645e8bd5b439d2f6c51668a59
c16-4,yfxyg8jm46,674,675,454950,b549de38a94eaf9c48cecbacfea09a1ff6972566103af3bd81800f8a144ede67,3bbc5a02d31a2ac312c96e1badee4701e54db5b10cdd07a87a1210657f325c33,c086f4a0a0084ebecc4af7af642c0cb81aecd20dc4df72b023997a426214a120
c16-5,yfxyg8jm46,674,675,454950,ea20aebf2966b8722dddce6f6291a7dc95de1392fb0cfdeed7770f40e08db42a,f4e5e3ae28a7ef6de0cb5ee9e9332f82176dd59eaa33b614769f2a6e0202781c,5c4485ce7adea4a0dc8b080b9090f4e65aa761ce8985e9ad354c62c6330591e1
c16-6,yfxyg8jm46,674,675,454950,bcd4696ecaf38bf038fd6ec3e73f4850d7c9e89133245bd9d0cbc354b8b98900,7bcf1a3e50d84152bcdef693e4fb190760c387340d9d718d7a605956876daca5,d5a3385f065be487cd32ec4a437e345c3dc7ca02fbdccba8488160d217cd2857
c16-7,yfxyg8jm46,674,675,454950,3ca6fe9b9f3c7c904ec797e192a864f78a5f3ab30cce1dca8d8afa3ed6908209,af58f147bbd59a5c19a5246cdd8a9c1f4f38bc8b8db9aaf2e0772616cd444c55,8e8ffd45064928ad457218b8aa5d878879114c8ff8fd113a8009b1f2960c37fa
c16-8,yfxyg8jm46,674,675,454950,9504d58f1f110029ba63d925d294afbaf813a62ac2a8a62d5cc14634a58c4f4a,0008a13996e19ab45c860a1deee22a41a2c7be3dfdd4a7eede6de68a45e53896,62d73e4eb3971b09026e7434e75fd4f3d47a16e263ce32109f85a555e4fc5798
c16-9,yfxyg8jm46,674,675,454950,698d0a9645a6855533fe90ce03b0bfba014f04f5c427cf6d4c35750d8e4940f2,84e53ae2c98cd5cc02bfadfb2a782f5aa083036bb00c50701ab88f618117be2e,4c6aec3de44fe47c9d902245e326746bf5d8d2d38e2b6f76111a0d1ff721feb8
c16-10,yfxyg8jm46,674,675,454950,ecaa868eb533fcdda48aef2f01ff42ab7ed4149632444b4126f94ba7a3921f81,09404cd16eccfef5677961c8e9072706d3f6bb8c72e30c101a45e7711730a1d8,65ef142a7b8c160458599318fc6449d28aca0e3707b6a26a04d7094904ebf6d2
c16-11,yfxyg8jm46,674,675,454950,5f7d4e6f2e7ad2431bfea4b265fb6dd0c768aeec418013a0f3692723d0eca26e,ca550d5f3e42b13586d4d864baa1d657fb8dda2842ddee02072c9ebc1ad79441,afcfd46b70dbba564955d3d5743ef090c2eb1702ab81bb306af35f38f12834c1
c16-12,yfxyg8jm46,674,675,454950,39a42d1171f6754e2f9bdefee1640b09ddb1604ee318ca9cfd673c353bcfab31,ee47a90f139539b0aa63b9b82783a893c54114ccfad3a2bfe423ac68abdc98f5,c9eaf99894189a08ea866285db498028acc672b6dfc773e1d1b1ae0442579fa4
c16-13,yfxyg8jm46,674,675,454950,ce465dae0d739eb9f4c1798985bb8d126137c7bf31fa4946eaad2bce104256a3,818421023617007e7a7a738d27593d549a6a5b5ba98dc7ddca018be61f1431a6,8cb6cd10ccfd9fd15b70c4fb06542c527936da3f25b073eb1984b7136f17eec8
c16-14,yfxyg8jm46,674,675,454950,2e570f266c48a694883787f6e7bd5c708cf5e35aca0005927dfe79d00ebc85e5,29a39b2546f304c8c72089339467630201e7b0e9d5adbff8519d8b49ab5b51f2,076031d8056c770fcc17e29f694a97a28e1e0027306fee86298be572c2fdafd2
c16-15,yfxyg8jm46,674,675,454950,855be2590cdf34a7895b9cab2ca545ea4fff7c0f90e32b93d91913bac56570f2,21a7d121c2ea6aee5ee4e175bacb4c36aeef9defb4905de5bd53b9288f38fd9f,e0da0b581dd24eaf6125595d96122c3aed6d028ff3bbf56c2a36e956c1fc4e6b
c16-16,yfxyg8jm46,674,675,454950,34a319b030256c4ed903dfde4728a2072cd30ed5452ac2e84d1d6b51c542d36c,6828e033ebfcc7255687c952cf31b8a2962e42bb90842128642c854971f10b0f,d862585bfca42782cd2252ac63fb3c2c7f9262fa87a702ccd071500a50493d27
c16-17,yfxyg8jm46,674,675,454950,f3e0fc5777702454f10b87a0a7f6b8a2db7eefc118d7eb1b6bed236fda5fc64d,ea8e6e0d71bebb7fe6164bf5c07b021a1b0eec592ae1c1adea9f0fcf67d48634,832f9d2f95bc81859b1d50e19e45090f0c5372cd507be46b73167eb52e13d6c4
c16-18,yfxyg8jm46,674,675,454950,409d54f08d9adbbbf4cd65e158ee19f8bafa8d1b8affe57ce19025684f388c9c,ac34f3af116415d188c093d8429e7de41bad5502d7e786e11b4aa2b0276340d7,678e7a1381b7421d229f9f7fe26747500fd4f5a84aa3cfa974ae4481fba68995
c16-19,yfxyg8jm46,674,675,454950,02926e1a2086065bbde477e8a9648b6dae76784b5307b94a914f67b461546da2,79183206ec5e987f864b13842da6a43a75f01c76b200c45b57e8606480be07ef,a015089d0d2bb2bd656ab463b40f860c25457327352a45143798bc5fb2ae4d7c
c16-20,yfxyg8jm46,674,675,454950,3a89fee1060e717b8d083495d99475e01282c925ec585eb324932a288ef72b44,2d7fb47c46736e3463c3844309a5276a0dd059519e3f97c033080f4fc2d85db8,6a8be6a0c3e02248a2c7dd4826056bfa6dec7d7b36ea32ee6652b71a1923c77e
c16-21,yfxyg8jm46,674,675,454950,2a33de6535bcea8139af75e1d932b564496bea8ae7a60a925042af97fab45866,fb3dc7285e4b911971dadd8f077f6660a7f164bb14e14539483562055f7002b2,5a437527faf313e60a7c0b40ccac8d3868510e058f6994a4126a2f817c86a772
c16-22,yfxyg8jm46,674,675,454950,cd15770dfd23b510d697b86231567ef78744a8705f9202ad3216e37b893f9069,5df1c5913df6deff4857f66210d3bebc3dfd6692099106dbff9bd18bc3ebe6d2,e5f6e59954eb40b0554fe5509822dba2d126b4308c235670882d204a83e79b32
c16-23,yfxyg8jm46,674,675,454950,0a42a67fab7ba25732dc6a5f61ed0291a514c0cfe1746c80f70e29be172224d7,b89810cde88bd7d65ada26e5cd6af99b3aa04cc58a639bd60574d068b206aed9,9dea84e6ad644aa78b8ca7ac597a525f024a6a41996fd5f6c0de52d072340f75
c16-24,yfxyg8jm46,674,675,454950,80b6ec326e5da4f3cd9adfb3a81414eae179cb23d8e2245c7efa0f53a31d50df,25357c7ecd331c4864635a6b4a2ad57803e15f7c5b926fd68664fc8652918f5e,dfcd01a46e9d4f1633e4fdd1a5b2cc4fb45fdff191756e127d6e1a7f933ed164
c16-25,yfxyg8jm46,674,675,454950,5c5f428467e2fa06452fc334d3e5de7693153f3fb0037793f8b501987369d01a,662ebd5fc6dc2ac368a65211e2238dc3ac7f0924a26da5ae5b2580ee86add992,38b83c8e08d29158bd7ac69bed98ba8516ba1c4e124010268e17b97e72b19520
c16-26,yfxyg8jm46,674,675,454950,25f0ae7b0b338ad998f9d17b06d2dfd7ef04db73ef424877977557932bf98ca9,7ddc65c5bdcfdb29943028e3ad3b5c0a223899fb90ec91f85e4f29a5bcc84cbf,bcfeee0fd8ca6a164baacda9c5243b0de6dcaf26a1b8c04868d2df286c3fd7be
c16-27,yfxyg8jm46,674,675,454950,537b16e18abd2b18fbfbed561e9fdbc7ebd4919300c25e2daf2195f1879535c4,1c7d67f90bad7c490b24dd23b2ddcd2b364e3fe3474489c4de4a18dbed96e982,4d00ef0f32a6018d649dafdb373d7fb88d9785688b685c8e757701c6d10557e2
c16-28,yfxyg8jm46,674,675,454950,a67890418c3d9a8069bed002e1cf0a23d6dc5dfc61d1c63adbc2e5c859256927,cab8783f516c9d13038fbfebbff83d929d987ef4ecb08a146a7b4fc728c148a6,7d7ef834fbfa26e77ccfff89958e86efa5ff9ef8d9afd1392323bacb5b744849
c16-29,yfxyg8jm46,674,675,454950,14c8178460979970b8a0d499642d24bacbe3e4d14bfc43780ad61005da706264,2a6021f1b8beb5731f3fa06704e585e1aca0f6ceffe17b9bcfe84537e18e2575,e183a27596a2a9e538f6da6437dc228af67f6b5805ed60dcf32629469c7769e5
c16-30,yfxyg8jm46,674,675,454950,e5712cc7ed915061d9777a86ca5516cf7b22e650941e4df635f5decd1575b258,53588ada04095331dde30a9850ae0c94a7de86e836c87d86b7038e3292c7741a,693be2b1cae26b83367dbbb676d18848e17ad745d2de765c9585f1c8f3a3abce
c16-32,yfxyg8jm46,674,675,454950,b7f39ced102ba0f3f9455a377afa609743448820daac6301a12b6f8dc4104cc5,6819b18b57e176ca5369900eb6682d7eb85fac09eb4d89ab3fc5f05848d20c1c,8e351bd40b2fa9d8df45870bf7227e250fd14b9d0199b0dff0b965b215bdac1f
c16-33,yfxyg8jm46,674,675,454950,04fda979180503f84bcff6f621bddbeafb37c2bbc36592beea87e20d415bc0b3,4e27a5014f981716697aa7845d531cb93bdaad3e535dc3ca424eb2819a23da2b,04160c665ce850611e01c0c1c3fcd9bb804719d2696847649e3cd8cc4b1b1f2d
c16-34,yfxyg8jm46,674,675,454950,4e99988b7f6cb0edcb75e297d1e02881d3703e0790f641e186635458af8c1626,1f3d338926fd9f6ff583517b915f817fee1c836971a98bd262d3594ddf902258,64fff95f4aa605f09ab5caa82e32d91c480848de5d03945861a1fb398db22461
c16-35,yfxyg8jm46,674,675,454950,84cb4b644cc50d5792220749e8e9c21d1aff6720dba4862b3b0d27f314c9feaa,c39623bb13d9d8832ec02343f4789987e7dee0613836fe26cd18dbd25ca0e8af,ce333dee82fcde187c63d4517c96af64cb6be7be62d086d34c33658537b76fbc
c16-36,yfxyg8jm46,674,675,454950,231f8f740eaab04d43449eb82e2bb4469d8b0cb3be30d716b340d6bcac70c7ec,7b2ed825f503971738270de85517580f3bd9c6c36a15f9a26edd3d6bc4faf597,375a99013770a615e0f744f8b38d298a53ff01391d6110add1a2f298115127ce
c16-37,yfxyg8jm46,674,675,454950,46e87c0a1acc3a3f4ce96d84a1be257eaad3eaa9a1cab199494436dcd8e64947,3808265972ae0f13c9917d1fc25d901d6cd3df2cd4ac4f32484da80ffd554330,a3cff2af8a40904ab7ccbbad6767a4f8a218424e9fb136c208a65d4a7a280f2b
c16-38,yfxyg8jm46,674,675,454950,2d8b5fc2f185c91555dd8dda33c9fed0b89b12463ec07f9101343470466ef45d,df54c559dcdaa374a8ccebe89d1e117ba300ebc9c8550625d0dafd6506c8d9ba,725feeb07c67f0377b15164e4f58eb535b12d7abebf243dde3225f71e03a1ab7
c16-39,yfxyg8jm46,674,675,454950,ee54cfb3f95cf265353d179ae1d200123aa847b08dea9cf40377b5f215046c51,e65b83b356751fc6c9e917cb111f828dcd3f70ad4b2ea33a044314edb9a9b925,d47b62b72fd19fb7706a942601271aca7bf3733d84657a965b6a764f382da9ad
c16-40,yfxyg8jm46,674,675,454950,5690d754952c7f754f4908a4bb35db94b8205abc66406acfae69e998197de1ef,c2843ec44c03fadffec51c8df7b17bfe095740a78069552d0e60329190195f0a,5db1bdf3b3250b512658c5a3da39db445f5dfd29b27b0773a195044da285f777
c16-41,yfxyg8jm46,674,675,454950,830df6c4ec123e80ec9912768e4de28acce5d5a95ee8cbd7201ec4d54a8a0281,5a6c81ef79e50e85867619d0d60363887cb3ecf1d6d68cb994c54ba597cb0ba0,0e09ef710304c9443be9707adba8fa1d6822bc9dee36984f6808542fd1b0ca5d
c16-42,yfxyg8jm46,674,675,454950,55a664176a681566cd6ee3cc7d098476fc292d9a1c00d8b514f0c266a1587156,6028f6f1059f67b0c985d9029008f5b42e8cf54d941d4f5dcf79e4ee44436ddc,87fda2927f0324be236f0f491380154107ce2ec0d8ef1b1e0a78e64d1fdb70e9
c16-43,yfxyg8jm46,674,675,454950,ab4b436f092e45b7f7008460a41ca1fb5d1f8b9be072c5f5d065eaf9b1b1942f,6ed14ce42cfeda1929c86beed3c8f0e3216e3a3a043e4ff8893fecdc48d2fad8,d6947ad58e4df607de56ef6f34a68b72e0f55137c6416afad8d34e9d9b5863bc
q8-1,ykhs7s2dck,674,675,454950,d196a620b2fa0427ccc7d549bf47f35f1f338a10aee2fc1b71d38e7d2a94a978,79ba8a84773727a5eab1fbabef07efedff6d9d5bb2a1d3907ac8e6c5ec64f160,defe17a6e353dc391b06ca69bb997b73ba4d16c96ce00e939808c0b24876e711
q8-2,ykhs7s2dck,674,675,454950,58ea5f6380e9e0d4bb421a6d4892f27a89ef1c052eb1977af3aec5dfde576122,0a4ff705a908832cc24f8007a77f0e56c83ee12865629002afc5fd97ea81fc67,a13b37b20493b249ddad7b1fae6a38bb3a0b6662ab4451ec1e5e530d58af31b2
q8-3,ykhs7s2dck,674,675,454950,4bf3d74071d52a5d1e37d32ad3034d95974cb43e90f5aed9b1be299241b5e828,ae2f3252dd873d2bd443c6f5300e0b2bdcbbd8f75ff7e7d5e434279608bbea30,4bd399761a7f98d64feb5ee023dc27cc82ddddb595ff85be5f916e6bdb7de806
q8-4,ykhs7s2dck,674,675,454950,f671d2558f1bd96d6977bb556e59d5b0dbdf28daca5821518e840bbc73a4e21d,f2c8e38ee4ccfad86fcdde4de5f9551590158399a08c254c414538706d010066,6597a0a93ab26fe3948375191d1a39dd62bb5a400d38cbe93aae53511658fcf2
q8-5,ykhs7s2dck,674,675,454950,ea46d6cdbee595c0a83ae5d30ed37a53b8ac1a4664d693be83f87ab290b42959,fbad807b3455959e4f25b620b6479e5649f6d28c50077798286380554f8bd2a3,d0ff1a8b1d88c3f9b15ccd99107a79c05b8f3c1149158175f59ccc7f45e9e55b
q8-6,ykhs7s2dck,674,675,454950,347bfd02112f2ca6174a72c26233b3256a8e55a64e179ae9d5ad269c33143228,6174dc28d7af49a232d594e778b627c32b62b79b97be1ad09ebcd91665279535,4a30843764d902ace10b5a8c09f55b1da7e35ef8a0a1193e913c3ce63ed698ff
q8-7,ykhs7s2dck,674,675,454950,4d397c847f43161a6d32abc8349caab162f55addb6e717b10a8a861d8ea05f61,f8eb04ce6220bf15a7534a5ecacd97a2b7ccfd26c4fb45a6bd7e9cdc5c9e1150,875d33ebe576aff85f0813422196aa7da296855213289fbd8e1b35b74e2e4b95
q8-8,ykhs7s2dck,674,675,454950,004d34dc891b7760aabf9929af229db0f89760ab65fc242c4701f7f8a1e7ae43,6581102fc85c2ce121ec392486863940265909a9ff0a81f6b33e461a59bcc593,0106f8e1b4149e1832e17b1a2f5deeaa42b9178856efcf5db45a053fe7861776
q8-9,ykhs7s2dck,674,675,454950,6025b0b654be39e5075683c1b82a7161892e76f47b9b27c3e22f447ce485feae,6997ce409d8575f8b88419189af3aa3ed680b8ff675624f05a6a35e48b39f2ad,b790a7fa08e52829ebc6b8c266c695de2a46c9ab02140fdca331ecb79d5deed0
q8-10,ykhs7s2dck,674,675,454950,d23b13ed4a785cd8ff6c2c80eaf2a3ab494df506650f0f58ea837b077ee75234,03e0ed7d8212dea1112bc57352c6d91dc6644cc16a88dc9b13263fad95483b18,77fd9011cdbe57a01a0f85e8e460839fe7c7a3f89b0d1e9522777f1070ef1c0e
q8-11,ykhs7s2dck,674,675,454950,94d7b857c5df0bdee3284b45b7f1c7fde5d325c7865451ddb72ef932479023c7,86c02a1ed056a74b99eee5c75c08b82f72d0fc18295dafd127d411671c85a2bc,18b7b2578512da146f1923c4cde076f38e077b36f3aa38e0b6d68a90f526c066
q8-12,ykhs7s2dck,674,675,454950,044612e5198cebaeb7b22cc1a094aeef0edf1523818ab4747a75d42f1de18aee,951de997bc49057d26765af017fc6d962f157915adb4f75d9ba99b9ee04c4a32,f6e6c354b9de46a4108713b969c7a0a92bace43e5dbdcad4ab67840e3f78eb56
q8-13,ykhs7s2dck,674,675,454950,deeaa3c5774e1c5d9cbee580c1e5292b9665954a5ee584f066f976f336d63c32,a70a1035b3c1ffeafc151213fc455c1d289cb676b22231eee37ad238a35b1010,caa9e43ac784cd716c798311eb7c6678f0176b285cfacb54855b5e3bbdc904fd
q8-14,ykhs7s2dck,674,675,454950,9bfeb0a61e9402910c6eac750d7ac8b48825ee95d90aa1bddeea888fafbf8076,c4201e5aaa2e3cc94e37bb1d74c20c786b65ee99b3d2068abb1058e2acb3846e,f39615f7a241d74642952a68d9b8f1b3f00945de272776d75f776572b9896792
q8-15,ykhs7s2dck,674,675,454950,d275e7eb6fd325f8b95ecdf4255660bae96521ad6c2412422974115f9afb3798,b09b1b2c1454b254842704b03d8e009021de268fb843a62ddee24934c8b226b1,f95a2b9569855dbef4948f0396be3f6d24df900df8e4a806130b087b38088b4c
q8-16,ykhs7s2dck,674,675,454950,30861c9966ca883bad297642b68c1a86a83f530d7274ebb163d4a30050558bd7,e5f3bf21a2e7ff7362c0c7b40b8faa9fd1a865088e49768bd04b9d28333fa800,625c6be07157ff3cc8dc7ae87a91570f6d02e63229877272eeaa4e964bfc28a3
q8-18,ykhs7s2dck,674,675,454950,b3bf97bfa24b09f02566e9e83ab79ffa116fb9c7fa94fe9b4fa2f2bce0504719,f78a2c8593c760aa8e6d4a452dbee68d673fb46f0e7cfc4f5a18c9301c6f4f49,eeaded212d14d0a84407bc33f9a445e2309c14103b5a1fd5da5da54dc208ca37
q8-19,ykhs7s2dck,674,675,454950,b07fcffaa9e5f3fca0243c458b0725939eadb3c75afd66509107cc58320e110c,3a5fc3d0debcd2f7f1cdcd5e61447995bb26fe21eeb50497ebed74e208052650,269154c8544af2313b985670b125876386337458b98b1f91beede67cc08b2755
q8-20,ykhs7s2dck,674,675,454950,c4ecfdeafa74e7fec59a6d44e2fed99e8e78e64559ceceeb486b60b346d47c18,f8577250e85cf5b0ab3c1c9e176c7116d5a53b3934f2037eb4b5964f9a20abe3,bd3ec0721d9daf93ed4aa8be2ebaf3469b3b95693380e76415d8a9c7bbb497d7
q8-21,ykhs7s2dck,674,675,454950,54c59f9f5e503b47098d33d8d8d45e57542a11e0a401232a50ed891e1223018f,4794f19d69f3b855ef993e6fca6db936fffcce077da86c7cc67f9326ae95b4ff,fd5b43b99b53f87782b2a77512c59c4e99fc8c0849035075229340ecf9739ecf
q8-22,ykhs7s2dck,674,675,454950,35c9d490efe28228d6132574dae6dde1af3eb1b93e788401b60599c4a6c85ac2,657908f0b5ba46df23c55417538df590ca8d7982bb5a6eee16835cdef17722a5,76fb3f86bb050b295698076d3292f9262e4a35d4bc5aa5974bc37a931214f96e
q8-23,ykhs7s2dck,674,675,454950,d00e61a46e67a4908dbcbce39cab14fc455fc1afbdf23ed0ec0f5098ad8d746c,74d1a627179d42dd4731e2524c91caf7391c5b9d5536905e0c1b98ab33f8157b,72558c446551467c8b4ed47e20ceaa04069e106dcd3754ff65994f4014177fd7
q8-24,ykhs7s2dck,674,675,454950,2ef59b16ad59697e58dddcdea56ca2f04e5c9920aed99512d31324a51bcb752a,30b7168fcebe56fa3098d8660a2695276e6ea3f4ab0e68dd0a67fba6cd09fcdf,e503e3d7a87fa472cb50318edfe9125f5ae48fbdf0a5913d1416a03d779339f6
q8-27,ykhs7s2dck,674,675,454950,f78f2590ff13a502c36c059c68f678a33a03a3139c7ff05a39dc7eb7b69a6005,7ff1ca8034cb2509f47bed0a4a76caf5fa5d000add825f26df9f36af119f601c,d46d442d83eae46182acc188fe48892ddd0ee305fda07c461797710270608267
q8-28,ykhs7s2dck,674,675,454950,e49b58b8def3ea5384024879a7a7491a2f7a73353c424146d015d6bc527c1e08,330527818052340aa87c63f490e28396e0442e8347a5ac6a0f0dc842e46a2bd2,c4d7114bc11f1f5c56806aba81266703227d2f52528daef65624a90e1c559cb8
q8-29,ykhs7s2dck,674,675,454950,da1a92efa93ed61c21b4cafd892bab409d454fde022f16b5e2dd6cca67e6c703,7f410abc6372546392545e5564170ac563e100922458e8b8f9a57b88ad3ace2d,1848a0379ce99eecf8f5366665a941c8c400c72bd8586b9f0bf6e2238c93426f
q8-30,ykhs7s2dck,674,675,454950,9db01bf181602a596a70f16022dcb896ef153485cbc36bfd3615d23ed28080a9,51845b614d048f06b27749f67f5f4487ba46dda0d9a8547b1c2424f52e7a819e,a1a80f9df4fa4c4835aa93587d47a549f4dc073b9b6477887951d5c5a7ae4d15
q8-31,ykhs7s2dck,674,675,454950,5563eeef311e4ef686cd45729bb1bb4caa1634ba78b8b19917ecb364c780f8d5,922c56b0314037ae05c1a361a6acf991fe235bbf03d5917f63422c07e2f040ad,6af3c44853dea602d9016db13a9e18238fa360e6939e8efcfa9643ebbc2474e1
q8-32,ykhs7s2dck,674,675,454950,0f22b13a45c685f25d65e4d0b8cd65b5d9033985d6f7bd7a80b2bff3f9319a5f,49bf08217fec0aa20164f8ed8fbd18446ba2c0d7ba5ee4e9f61f842696516c97,45814de789d0a2f656849bb3b6982b18038295a0b6ca498d9ccf006920c5f5a3
q8-33,ykhs7s2dck,674,675,454950,23696a0f60143096bf7081b102a348e2c5fe91c37d331ac13ce15147844768b8,819dee92870bfcd96b76348dbadca204ba98d2e5e015b8dee6f03009e409b92a,ce70b791606a6d33bdff3ce01aa6816a54f52dd34163ff729bd0ea98169a5b2f
q8-34,ykhs7s2dck,674,675,454950,76c3de08ef1be510e41d486c2af9d2d2714f8fefc9f5db5a853ce454efd0347a,1b594999c53017803dc29f80df437a00ed550299dc0b6bb862e9cdc593af023a,d72277df7e6a1da73e96fd2643fd41c43ff709e86924059270cefb49c8297760
q8-35,ykhs7s2dck,674,675,454950,0f48d02b8c6a120b0e7920585cb8d076bd2f463de2cdd96f1cf23312634accdf,c403013889168c4135f18081bef1c8412b6aaa29aaf1da936540abefe132ab3e,4232201edf5d859a0dd3f3e36d3dc6efda619659df5bd056917fdbbd2d79ade1
q8-36,ykhs7s2dck,674,675,454950,f3bdb43f385f20c95e39ce547c4c7c8ac8f1a1695f68cb7779d4f84e7ce95ffe,93dabc3b2bedfd013875e6c7fd14290c4100d3b455f5277c972bb5cc30894287,4af368eb8a9a479732441a1163140aad6febaea61e8fe806b613352b9549af91
q8-37,ykhs7s2dck,674,675,454950,e4130c8d2bd446f8da363578ab367136e5548ef78acb976fc21a0849d2489ea5,816fb16532f4691636f6afbe41225c4d23ffee3316ee17d090eecc8971b3cc6f,1fed4a0806abea20669436cb793c481e6e508b375cdea0f6f4024641ab8229e9
q8-38,ykhs7s2dck,674,675,454950,ad65a37e311138ce2d4b0db422d6960b2bc9a64fbb64980f57a826db8576c034,30906b12513f17c797d60d39c017da595d5eddadd100d80c14c70b18f530741c,93d61e3e2bd8a286f0af349113fd93748a3314e575b095f0909eafa1bd271de2
q8-39,ykhs7s2dck,674,675,454950,a856148c3551e827893491c11b8563cbe588c79fe6d8823d01225d88ab68413e,2ea24d4aec06530446526a7b5c4ffccf66fa59fa8a62dc6b6f9a73f07b676761,e4bb347b5397522b9735c64cecf731fe7a21add298c89d251eaa641b82487984
q8-40,ykhs7s2dck,674,675,454950,da6c9ccacac301598868b2970576a0ff14dee514d6fee9717935c7c6cb3ae8b6,d6dd568d83d6370058a89e352d0a7734fc3bad9667e75672db5b1c1e0011384d,bfd883825837a645af3948c639863008340d61dec23a00b254a40f29ad9e1538
q8-41,ykhs7s2dck,674,675,454950,2f2cb25ca012e42ea68b79feb307cc0dfeebdf78b93d3d399dfc0635086fb6e5,578e5ffef6225dbfe3d5ed2c5540ccce676c373490e62f614b22e9fcee9e5467,08047cb2645c6bd5a69ac3c94bceb5705bd5acdc8ce8c648369c4c11d6ca4955
