scope,outer_domain,nominal_checkpoint,metric,control_mode,direction,estimate,bootstrap_mean,ci95_lower,ci95_upper,fraction_above_zero,bootstrap_replicates,seed,fraction_below_zero
domain,ykhs7s2dck,0.0625,real_minus_control_mae,reconstruction,negative_favors_real,0.0884042853174895,0.08847026580075446,0.06327885454121288,0.1146121297471068,1.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.0625,real_minus_control_mae,reconstruction,negative_favors_real,0.03843794472105489,0.03834121036667811,0.029111685559162073,0.04771472431114846,1.0,5000,20250826,0.0
domain,74t7kcdgkr,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,0.044887175066349115,0.044833221928899214,0.025460957217989216,0.06487173626204729,1.0,5000,20250826,0.0
domain,cgtnjyggtm,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,0.027225109293561103,0.026998890629912876,0.009062061238884804,0.04474493531814647,0.9988,5000,20250826,0.0012
domain,w68dtmpfyf,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,-0.01444729703802991,-0.01456697885684174,-0.03009972156925567,0.001304049011749052,0.0372,5000,20250826,0.9628
domain,xcmzfsbd9t,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,0.04355146470535547,0.043337233215339936,0.016833234019869213,0.07372705521341306,1.0,5000,20250826,0.0
domain,yfxyg8jm46,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,0.039913369549358174,0.03985126580710349,0.014676442333493554,0.06458971407903964,0.9988,5000,20250826,0.0012
domain,ykhs7s2dck,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,0.08723259613781495,0.08728992884030949,0.06254342811322607,0.11318384645752268,1.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.09375,real_minus_control_mae,reconstruction,negative_favors_real,0.03806040295240148,0.03795726026078721,0.028746311563193704,0.047261029604925765,1.0,5000,20250826,0.0
domain,74t7kcdgkr,0.125,real_minus_control_mae,reconstruction,negative_favors_real,0.04364339364817153,0.04359005482423451,0.024091676090522863,0.06381003097152399,1.0,5000,20250826,0.0
domain,cgtnjyggtm,0.125,real_minus_control_mae,reconstruction,negative_favors_real,0.02743762572084131,0.027200530244473043,0.009092903750295405,0.044778068050936565,0.9992,5000,20250826,0.0008
domain,w68dtmpfyf,0.125,real_minus_control_mae,reconstruction,negative_favors_real,-0.012410967195746386,-0.012537072094582402,-0.027988410516828606,0.003338954414115161,0.0636,5000,20250826,0.9364
domain,xcmzfsbd9t,0.125,real_minus_control_mae,reconstruction,negative_favors_real,0.04337280966813027,0.04315187431603273,0.016462388061584447,0.07312826660186568,1.0,5000,20250826,0.0
domain,yfxyg8jm46,0.125,real_minus_control_mae,reconstruction,negative_favors_real,0.04036892305884303,0.040313536365701334,0.015184593140488103,0.06497441759507352,0.9994,5000,20250826,0.0006
domain,ykhs7s2dck,0.125,real_minus_control_mae,reconstruction,negative_favors_real,0.08672030482277786,0.08678276640776932,0.06184228596989307,0.11246996154506564,1.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.125,real_minus_control_mae,reconstruction,negative_favors_real,0.03818868162050293,0.038083615010604754,0.028892357852442676,0.04736418442913935,1.0,5000,20250826,0.0
domain,74t7kcdgkr,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,0.04180997122167223,0.041737383306990034,0.021977179715603624,0.06220817991507453,1.0,5000,20250826,0.0
domain,cgtnjyggtm,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,0.02586668991645888,0.02563744099961385,0.006763069081236072,0.04417288143828604,0.997,5000,20250826,0.003
domain,w68dtmpfyf,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,-0.011426803521912929,-0.011564149761037654,-0.02711184752180864,0.004095416521869758,0.0786,5000,20250826,0.9214
domain,xcmzfsbd9t,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,0.0439435619678222,0.0437174911252614,0.016992975615628885,0.07400460808273483,1.0,5000,20250826,0.0
domain,yfxyg8jm46,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,0.04106201500733875,0.041008496254467425,0.015481489882742993,0.06625383674031886,0.9992,5000,20250826,0.0008
domain,ykhs7s2dck,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,0.0849028575663177,0.0849846089138796,0.05921276498136618,0.11181440104021474,1.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.1875,real_minus_control_mae,reconstruction,negative_favors_real,0.03769304869294948,0.03758687847319578,0.028186338739577373,0.047180522957440754,1.0,5000,20250826,0.0
domain,74t7kcdgkr,0.25,real_minus_control_mae,reconstruction,negative_favors_real,0.03763723285313793,0.037548450048475256,0.017933600384892057,0.05813039922062114,1.0,5000,20250826,0.0
domain,cgtnjyggtm,0.25,real_minus_control_mae,reconstruction,negative_favors_real,0.023945653447775217,0.023724984072877823,0.004116037699040896,0.0427769886624367,0.9916,5000,20250826,0.0084
domain,w68dtmpfyf,0.25,real_minus_control_mae,reconstruction,negative_favors_real,-0.015933437504759923,-0.016080046898575454,-0.03219962784266686,-0.000024445132512575688,0.0246,5000,20250826,0.9754
domain,xcmzfsbd9t,0.25,real_minus_control_mae,reconstruction,negative_favors_real,0.0407668945207139,0.04053874362292269,0.013146031147522027,0.07099735947888729,0.9992,5000,20250826,0.0008
domain,yfxyg8jm46,0.25,real_minus_control_mae,reconstruction,negative_favors_real,0.03658343871511485,0.03650793365685605,0.010428505878962114,0.062317465434555,0.9972,5000,20250826,0.0028
domain,ykhs7s2dck,0.25,real_minus_control_mae,reconstruction,negative_favors_real,0.08215048579435882,0.0822494214411701,0.055667416242268314,0.10951344198432536,1.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.25,real_minus_control_mae,reconstruction,negative_favors_real,0.03419171130439013,0.03408158099062108,0.024500634636387335,0.04383884229641322,1.0,5000,20250826,0.0
domain,74t7kcdgkr,0.03125,real_minus_control_mae,shuffled,negative_favors_real,-0.01860754332972603,-0.018905779543483166,-0.04623458077434482,0.0059082029092242545,0.068,5000,20250826,0.932
domain,cgtnjyggtm,0.03125,real_minus_control_mae,shuffled,negative_favors_real,0.018883855771562652,0.01874757122914009,0.003157085704453174,0.035360083438077394,0.9906,5000,20250826,0.0094
domain,w68dtmpfyf,0.03125,real_minus_control_mae,shuffled,negative_favors_real,-0.002248711286563454,-0.00227574403508856,-0.017860857381893303,0.013583948410523062,0.3884,5000,20250826,0.6116
domain,xcmzfsbd9t,0.03125,real_minus_control_mae,shuffled,negative_favors_real,-0.037688586140111266,-0.03783950351028907,-0.056807983260554876,-0.019566530766945214,0.0,5000,20250826,1.0
domain,yfxyg8jm46,0.03125,real_minus_control_mae,shuffled,negative_favors_real,0.013236378698388118,0.013289928918525314,0.0007456371353178165,0.026267759378730368,0.9824,5000,20250826,0.0176
domain,ykhs7s2dck,0.03125,real_minus_control_mae,shuffled,negative_favors_real,0.005767399696152059,0.005730181020100833,-0.00031141205716251615,0.011895805566215523,0.9672,5000,20250826,0.0328
equal_domain,__equal_domain__,0.03125,real_minus_control_mae,shuffled,negative_favors_real,-0.003442867765049653,-0.0035422243201824266,-0.010743790616352765,0.003262335895467188,0.1584,5000,20250826,0.8416
domain,74t7kcdgkr,0.0625,real_minus_control_mae,shuffled,negative_favors_real,-0.018383670321788434,-0.018683317037685828,-0.04606393999934185,0.006241137289779536,0.0706,5000,20250826,0.9294
domain,cgtnjyggtm,0.0625,real_minus_control_mae,shuffled,negative_favors_real,0.018816202626120174,0.01867974043575324,0.003069390288968296,0.03516984702945426,0.9906,5000,20250826,0.0094
domain,w68dtmpfyf,0.0625,real_minus_control_mae,shuffled,negative_favors_real,-0.0013765356920283356,-0.0014005427755763079,-0.017212934668506808,0.014689847439764639,0.4348,5000,20250826,0.5652
domain,xcmzfsbd9t,0.0625,real_minus_control_mae,shuffled,negative_favors_real,-0.03807529163265064,-0.038227673884425106,-0.057146649851336474,-0.02017884835804508,0.0,5000,20250826,1.0
domain,yfxyg8jm46,0.0625,real_minus_control_mae,shuffled,negative_favors_real,0.012733643809716116,0.01278899576906301,0.00024979590851747363,0.0257473369895111,0.977,5000,20250826,0.023
domain,ykhs7s2dck,0.0625,real_minus_control_mae,shuffled,negative_favors_real,0.0037322944879757125,0.003692834651281869,-0.0022829856161729963,0.009819834910204026,0.8804,5000,20250826,0.1196
equal_domain,__equal_domain__,0.0625,real_minus_control_mae,shuffled,negative_favors_real,-0.003758892787109227,-0.0038583271402648526,-0.011043009276624242,0.0029600893364517497,0.1396,5000,20250826,0.8604
domain,74t7kcdgkr,0.09375,real_minus_control_mae,shuffled,negative_favors_real,-0.01837502598865777,-0.01867537694696692,-0.04597959356135575,0.0062652153845463915,0.0714,5000,20250826,0.9286
domain,cgtnjyggtm,0.09375,real_minus_control_mae,shuffled,negative_favors_real,0.01891420143081575,0.018777923185653484,0.003168632475099156,0.03526965574390743,0.9906,5000,20250826,0.0094
domain,w68dtmpfyf,0.09375,real_minus_control_mae,shuffled,negative_favors_real,-0.0008687730837017016,-0.0008915563296599048,-0.016838194990016764,0.01530834852133911,0.4598,5000,20250826,0.5402
domain,xcmzfsbd9t,0.09375,real_minus_control_mae,shuffled,negative_favors_real,-0.03825416505067537,-0.03840849519392718,-0.057402595866883455,-0.02031896189506287,0.0,5000,20250826,1.0
domain,yfxyg8jm46,0.09375,real_minus_control_mae,shuffled,negative_favors_real,0.012544568655573796,0.01259957981155263,0.00003625002954231258,0.02551569399901138,0.9756,5000,20250826,0.0244
domain,ykhs7s2dck,0.09375,real_minus_control_mae,shuffled,negative_favors_real,0.0027071776361554667,0.0026665932826652663,-0.003281568411430841,0.008755317907306192,0.806,5000,20250826,0.194
equal_domain,__equal_domain__,0.09375,real_minus_control_mae,shuffled,negative_favors_real,-0.003888669400081641,-0.003988555365113773,-0.011179905937616818,0.002864306404062632,0.132,5000,20250826,0.868
domain,74t7kcdgkr,0.125,real_minus_control_mae,shuffled,negative_favors_real,-0.018488741069912468,-0.018789328335656427,-0.04611590283057538,0.006187121583198136,0.07,5000,20250826,0.93
domain,cgtnjyggtm,0.125,real_minus_control_mae,shuffled,negative_favors_real,0.019023624734370387,0.018887291272862622,0.003329720660387901,0.03535412431279735,0.991,5000,20250826,0.009
domain,w68dtmpfyf,0.125,real_minus_control_mae,shuffled,negative_favors_real,-0.0004070027370918494,-0.0004286666649815924,-0.016501612170657976,0.015868425945090404,0.4814,5000,20250826,0.5186
domain,xcmzfsbd9t,0.125,real_minus_control_mae,shuffled,negative_favors_real,-0.038457636582296076,-0.03861369934850321,-0.057532004764532935,-0.020498693164801053,0.0,5000,20250826,1.0
domain,yfxyg8jm46,0.125,real_minus_control_mae,shuffled,negative_favors_real,0.01237511310886738,0.012429233304453703,-0.00008117716358018694,0.025327009221426264,0.9742,5000,20250826,0.0258
domain,ykhs7s2dck,0.125,real_minus_control_mae,shuffled,negative_favors_real,0.0017757248818287552,0.0017339798035792633,-0.004177215775230694,0.007820667680959839,0.7042,5000,20250826,0.2958
equal_domain,__equal_domain__,0.125,real_minus_control_mae,shuffled,negative_favors_real,-0.004029819610705657,-0.004130198328040941,-0.011308471343927913,0.0027105034349252967,0.1244,5000,20250826,0.8756
domain,74t7kcdgkr,0.1875,real_minus_control_mae,shuffled,negative_favors_real,-0.01891472030869437,-0.01921546671839203,-0.04650120943720666,0.0057570795921801955,0.0654,5000,20250826,0.9346
domain,cgtnjyggtm,0.1875,real_minus_control_mae,shuffled,negative_favors_real,0.019289735769154742,0.019153171892243397,0.0036254381393889647,0.035680838636138384,0.9916,5000,20250826,0.0084
domain,w68dtmpfyf,0.1875,real_minus_control_mae,shuffled,negative_favors_real,0.00048416070881027173,0.0004638869373310527,-0.015807166527949657,0.016904311334373215,0.5228,5000,20250826,0.4772
domain,xcmzfsbd9t,0.1875,real_minus_control_mae,shuffled,negative_favors_real,-0.038865917957870436,-0.03902516633758404,-0.05800884895726512,-0.020899823432069364,0.0,5000,20250826,1.0
domain,yfxyg8jm46,0.1875,real_minus_control_mae,shuffled,negative_favors_real,0.01198140816186194,0.012035510162831019,-0.000380432170877322,0.024843168098164788,0.9708,5000,20250826,0.0292
domain,ykhs7s2dck,0.1875,real_minus_control_mae,shuffled,negative_favors_real,-0.000028580323128996055,-0.00007296144960427064,-0.005974770760701619,0.006072956160317307,0.4842,5000,20250826,0.5158
equal_domain,__equal_domain__,0.1875,real_minus_control_mae,shuffled,negative_favors_real,-0.004342318991644456,-0.004443504252195812,-0.01163693419083261,0.0023916677134166128,0.1054,5000,20250826,0.8946
domain,74t7kcdgkr,0.25,real_minus_control_mae,shuffled,negative_favors_real,-0.019467114887327816,-0.019767183240071408,-0.04721754576840462,0.0051369588377792605,0.0606,5000,20250826,0.9394
domain,cgtnjyggtm,0.25,real_minus_control_mae,shuffled,negative_favors_real,0.01959352800771748,0.019456706924948785,0.0038733872241336485,0.03595963314129298,0.9926,5000,20250826,0.0074
domain,w68dtmpfyf,0.25,real_minus_control_mae,shuffled,negative_favors_real,0.0013737938633268942,0.0013547105144857058,-0.014935297714887863,0.017892706525205693,0.565,5000,20250826,0.435
domain,xcmzfsbd9t,0.25,real_minus_control_mae,shuffled,negative_favors_real,-0.03924848543399727,-0.03941107493011604,-0.058511523848757595,-0.021219156651872396,0.0,5000,20250826,1.0
domain,yfxyg8jm46,0.25,real_minus_control_mae,shuffled,negative_favors_real,0.011660508425046567,0.011714471262341687,-0.0006478450878552053,0.024514912235768658,0.967,5000,20250826,0.033
domain,ykhs7s2dck,0.25,real_minus_control_mae,shuffled,negative_favors_real,-0.0017096435749450745,-0.0017569222599113786,-0.0076438759705226185,0.004424103198489228,0.2878,5000,20250826,0.7122
equal_domain,__equal_domain__,0.25,real_minus_control_mae,shuffled,negative_favors_real,-0.004632902266696537,-0.00473488195472044,-0.011895024906980509,0.0021591893178998364,0.09,5000,20250826,0.91
domain,74t7kcdgkr,0.03125,real_minus_control_mae,static,negative_favors_real,-0.044682668747314316,-0.04505612986354526,-0.07670075909551918,-0.017165153293912862,0.0002,5000,20250826,0.9998
domain,cgtnjyggtm,0.03125,real_minus_control_mae,static,negative_favors_real,0.014057625849410393,0.013949941516962366,-0.003147886709194576,0.031122248601891608,0.9428,5000,20250826,0.0572
domain,w68dtmpfyf,0.03125,real_minus_control_mae,static,negative_favors_real,0.010659233970217702,0.010594704612721174,-0.007602787150005043,0.027746952421654165,0.878,5000,20250826,0.122
domain,xcmzfsbd9t,0.03125,real_minus_control_mae,static,negative_favors_real,-0.028270159838756456,-0.02839977523556549,-0.04623429946677182,-0.009767880122360425,0.0028,5000,20250826,0.9972
domain,yfxyg8jm46,0.03125,real_minus_control_mae,static,negative_favors_real,0.004499166564719825,0.004480510069149229,-0.005478692239859057,0.014349420353919012,0.8182,5000,20250826,0.1818
domain,ykhs7s2dck,0.03125,real_minus_control_mae,static,negative_favors_real,-0.02777364543795441,-0.027631163476861276,-0.05004408447659862,-0.005859365098434317,0.0066,5000,20250826,0.9934
equal_domain,__equal_domain__,0.03125,real_minus_control_mae,static,negative_favors_real,-0.011918407939946217,-0.01201031872952321,-0.02036224113914946,-0.003743159946788454,0.0022,5000,20250826,0.9978
domain,74t7kcdgkr,0.0625,real_minus_control_mae,static,negative_favors_real,-0.044303026589758016,-0.04467730095869198,-0.07622334903303304,-0.016922854851633515,0.0002,5000,20250826,0.9998
domain,cgtnjyggtm,0.0625,real_minus_control_mae,static,negative_favors_real,0.014118615541226676,0.01401152979445431,-0.0031091035927476966,0.031137370886965266,0.9434,5000,20250826,0.0566
domain,w68dtmpfyf,0.0625,real_minus_control_mae,static,negative_favors_real,0.011069613283766641,0.011006277740062749,-0.007450641084862069,0.028377968277207788,0.8844,5000,20250826,0.1156
domain,xcmzfsbd9t,0.0625,real_minus_control_mae,static,negative_favors_real,-0.028664754594418612,-0.028793703478936516,-0.04673020954245263,-0.010093835148758772,0.0026,5000,20250826,0.9974
domain,yfxyg8jm46,0.0625,real_minus_control_mae,static,negative_favors_real,0.003817715944464839,0.003801021109711273,-0.006243824483829483,0.013701235676494299,0.777,5000,20250826,0.223
domain,ykhs7s2dck,0.0625,real_minus_control_mae,static,negative_favors_real,-0.028093777457527558,-0.027952094128890506,-0.05053105282257901,-0.006157871580696254,0.0064,5000,20250826,0.9936
equal_domain,__equal_domain__,0.0625,real_minus_control_mae,static,negative_favors_real,-0.01200926897870768,-0.012100711653715113,-0.020482441107957536,-0.003842737648361459,0.0022,5000,20250826,0.9978
domain,74t7kcdgkr,0.09375,real_minus_control_mae,static,negative_favors_real,-0.04415860620590495,-0.04453313680837986,-0.07600143216583738,-0.016791459921970883,0.0002,5000,20250826,0.9998
domain,cgtnjyggtm,0.09375,real_minus_control_mae,static,negative_favors_real,0.014201436379928989,0.014094799362672493,-0.0029984887277992394,0.031181017629486846,0.9442,5000,20250826,0.0558
domain,w68dtmpfyf,0.09375,real_minus_control_mae,static,negative_favors_real,0.011311636462450106,0.011248849321285052,-0.007247340509153623,0.02872006129024534,0.889,5000,20250826,0.111
domain,xcmzfsbd9t,0.09375,real_minus_control_mae,static,negative_favors_real,-0.029002415256794437,-0.02913124882051929,-0.04710419321392141,-0.010402776210095862,0.0024,5000,20250826,0.9976
domain,yfxyg8jm46,0.09375,real_minus_control_mae,static,negative_favors_real,0.0035699604525939455,0.0035532112370722205,-0.006559467516019305,0.013504220298057095,0.762,5000,20250826,0.238
domain,ykhs7s2dck,0.09375,real_minus_control_mae,static,negative_favors_real,-0.028368987286028796,-0.02822767097744948,-0.0508698830668163,-0.006425901594610247,0.0062,5000,20250826,0.9938
equal_domain,__equal_domain__,0.09375,real_minus_control_mae,static,negative_favors_real,-0.012074495908959195,-0.012165866114219808,-0.02057001167125957,-0.003918435560267149,0.0022,5000,20250826,0.9978
domain,74t7kcdgkr,0.125,real_minus_control_mae,static,negative_favors_real,-0.044144656067616195,-0.044519240044744,-0.07591935680588824,-0.016762814315242243,0.0002,5000,20250826,0.9998
domain,cgtnjyggtm,0.125,real_minus_control_mae,static,negative_favors_real,0.01429714848070096,0.014190684188343976,-0.002878430091880408,0.031267946439755966,0.9462,5000,20250826,0.0538
domain,w68dtmpfyf,0.125,real_minus_control_mae,static,negative_favors_real,0.01155774285575506,0.011495134765629068,-0.007034160100955742,0.029095230059218963,0.8946,5000,20250826,0.1054
domain,xcmzfsbd9t,0.125,real_minus_control_mae,static,negative_favors_real,-0.02941443223862815,-0.029542729071499126,-0.047495506503222595,-0.01076597664029674,0.002,5000,20250826,0.998
domain,yfxyg8jm46,0.125,real_minus_control_mae,static,negative_favors_real,0.0033813599644256787,0.003363941641249953,-0.006769919885740977,0.013276372193898895,0.7484,5000,20250826,0.2516
domain,ykhs7s2dck,0.125,real_minus_control_mae,static,negative_favors_real,-0.028650189670214266,-0.02850937151105064,-0.05117346403184175,-0.006688272772124729,0.0056,5000,20250826,0.9944
equal_domain,__equal_domain__,0.125,real_minus_control_mae,static,negative_favors_real,-0.012162171112596168,-0.012253596672011795,-0.020683357104526782,-0.004000911121908059,0.002,5000,20250826,0.998
domain,74t7kcdgkr,0.1875,real_minus_control_mae,static,negative_favors_real,-0.04433849270894098,-0.04471269947022606,-0.07617131894179194,-0.016965964158071133,0.0002,5000,20250826,0.9998
domain,cgtnjyggtm,0.1875,real_minus_control_mae,static,negative_favors_real,0.01449365268985603,0.014387317933332536,-0.002596046245746628,0.031459919612133756,0.9492,5000,20250826,0.0508
domain,w68dtmpfyf,0.1875,real_minus_control_mae,static,negative_favors_real,0.012019949417133052,0.011957720592529019,-0.0066598646731049985,0.02972164352705047,0.9016,5000,20250826,0.0984
domain,xcmzfsbd9t,0.1875,real_minus_control_mae,static,negative_favors_real,-0.030340237284571345,-0.03046735377226696,-0.04854129831551187,-0.01164832343052128,0.0016,5000,20250826,0.9984
domain,yfxyg8jm46,0.1875,real_minus_control_mae,static,negative_favors_real,0.0030746028838957162,0.0030556740865072657,-0.007114208764283503,0.013087634838072366,0.7256,5000,20250826,0.2744
domain,ykhs7s2dck,0.1875,real_minus_control_mae,static,negative_favors_real,-0.029317967661113636,-0.02917852260394818,-0.05188741401686716,-0.007368482852929257,0.005,5000,20250826,0.995
equal_domain,__equal_domain__,0.1875,real_minus_control_mae,static,negative_favors_real,-0.012401415443956862,-0.012492977205678732,-0.020946902844647636,-0.004226802607568706,0.0016,5000,20250826,0.9984
domain,74t7kcdgkr,0.25,real_minus_control_mae,static,negative_favors_real,-0.04465375625861466,-0.04502708842302446,-0.07645726855840244,-0.017111549394682804,0.0002,5000,20250826,0.9998
domain,cgtnjyggtm,0.25,real_minus_control_mae,static,negative_favors_real,0.014697450435422171,0.014591195093895707,-0.0023395335752911194,0.0314932787937391,0.9524,5000,20250826,0.0476
domain,w68dtmpfyf,0.25,real_minus_control_mae,static,negative_favors_real,0.012477065497606701,0.012415576241758835,-0.006308005925484723,0.030415988033135746,0.9094,5000,20250826,0.0906
domain,xcmzfsbd9t,0.25,real_minus_control_mae,static,negative_favors_real,-0.03129779662382741,-0.031424096398401706,-0.04966025063890368,-0.012285391094845631,0.001,5000,20250826,0.999
domain,yfxyg8jm46,0.25,real_minus_control_mae,static,negative_favors_real,0.00286222302847039,0.0028416057776861365,-0.0073896195498025,0.01291156189339895,0.7078,5000,20250826,0.2922
domain,ykhs7s2dck,0.25,real_minus_control_mae,static,negative_favors_real,-0.02998161111455891,-0.029843778060368455,-0.05266209770114439,-0.008002453175680968,0.0042,5000,20250826,0.9958
equal_domain,__equal_domain__,0.25,real_minus_control_mae,static,negative_favors_real,-0.01264940417258363,-0.012741097628075659,-0.02123824977843517,-0.004423353060590536,0.0016,5000,20250826,0.9984
