specimen_id,dataset_id,reference,variant,candidate_count,top1_agreement,top10_overlap,spearman,rbo_p0_9
c8-10t,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.7142857142857143,0.5904304029304028,0.6061718425424645
c8-10t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9874999999999998,0.9174913520947453
c8-10t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9734432234432235,0.8460557904067335
c8-10t,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.8571428571428571,0.676602564102564,0.6898391088085088
c8-11,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.7142857142857143,0.509536035209976,0.6635420300661387
c8-11,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9740051347881898,0.9225214384157107
c8-11,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9698789657069501,0.9397375728323908
c8-11,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.39863377957087837,0.5468765799844029
c8-12,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.8571428571428571,0.7207417582417581,0.6660743083937495
c8-12,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9793040293040292,0.9551816301529457
c8-12,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9655219780219779,0.9388251172047773
c8-12,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.702106227106227,0.7284498542137493
c8-12t,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.8571428571428571,0.7141941391941391,0.761408179321571
c8-12t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9855311355311354,0.9641040178491724
c8-12t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9858974358974358,0.9506618477378719
c8-12t,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.5691391941391941,0.3456603674795927
c8-13,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.2857142857142857,0.6946634879882633,0.39663384812666724
c8-13,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0.7142857142857143,0.942325325508894,0.682515084273662
c8-13,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9773060700531816,0.014892332294611258
c8-13,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.3873097377590316,0.32631891982800987
c8-14,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.17788461538461536,0.07186355828471565
c8-14,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9759615384615383,0.8583758222196881
c8-14,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9844780219780219,0.015280474627808889
c8-14,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.5714285714285714,0.582051282051282,0.5834464092291262
c8-15,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.016300366300366298,0.07839517025552142
c8-15,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0,0.29826007326007326,0.1037098388594779
c8-15,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,0.0007783882783882782,0.05080408984672453
c8-15,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.14285714285714285,0.10650183150183148,0.09892833360858402
c8-16,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.7142857142857143,0.8218411883366953,0.7200443768835301
c8-16,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9598844672657252,0.9261337452483007
c8-16,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9747386759581881,0.9177310034916625
c8-16,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.47739776269943146,0.6808263271140098
c8-17,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.7759615384615384,0.024391061623637456
c8-17,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0.8571428571428571,0.9767857142857141,0.8531207741958597
c8-17,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9820970695970694,0.016113213752496212
c8-17,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.7142857142857143,0.6055860805860804,0.5156309628080601
c8-18,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.7142857142857143,0.6113095238095237,0.599528499287469
c8-18,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.975686813186813,0.9202985032944452
c8-18,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,1,0.9891483516483515,0.8072743624514052
c8-18,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.8571428571428571,0.643223443223443,0.6011092413137439
c8-19,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.41689560439560436,0.04472207669113542
c8-19,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0.8571428571428571,0.9782509157509155,0.7845841479387886
c8-19,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9823717948717947,0.014755586622755721
c8-19,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.6583333333333332,0.46055838644166247
c8-2,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.7142857142857143,0.7909340659340658,0.7607761696766762
c8-2,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9750915750915751,0.9787371766785916
c8-2,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9646520146520144,0.9345509215357524
c8-2,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.7142857142857143,0.47165750915750915,0.5906092593798659
c8-20,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.8571428571428571,0.8009615384615383,0.7531698407422497
c8-20,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9923992673992673,0.9406118822178173
c8-20,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9831959706959705,0.938160650764587
c8-20,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.7602564102564101,0.774149476120053
c8-21,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.2857142857142857,0.6213827838827839,0.3248380019376354
c8-21,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9913003663003662,0.9292491778464986
c8-21,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9847069597069595,0.015457896743996903
c8-21,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.2857142857142857,0.5034798534798534,0.3317844822580835
c8-22,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.7509157509157508,0.022592956868716364
c8-22,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9804029304029303,0.9446560385746506
c8-22,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9900183150183148,0.014238560503485582
c8-22,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.7875915750915751,0.4160823159832747
c8-23,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.6134615384615384,0.052519724802306655
