specimen_id,dataset_id,reference,variant,candidate_count,top1_agreement,top10_overlap,spearman,rbo_p0_9
c8-23,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.957051282051282,0.9120859984799506
c8-23,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9859432234432235,0.014357785636134627
c8-23,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.42857142857142855,0.6051739926739925,0.5914522668822759
c8-24,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.2857142857142857,0.6054487179487179,0.31362276399036065
c8-24,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.7142857142857143,0.9798076923076922,0.9252663315509781
c8-24,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9819139194139193,0.01437530617534112
c8-24,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.2857142857142857,0.6064560439560439,0.5494711109195051
c8-25,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.42857142857142855,0.5040750915750916,0.4156008296812044
c8-25,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0.8571428571428571,0.9891941391941391,0.7811658838780277
c8-25,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9507326007326006,0.020062015555438517
c8-25,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.683058608058608,0.47713763663671427
c8-26,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.6505036630036629,0.4984779063944411
c8-26,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.990705128205128,0.9293958629228757
c8-26,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9828754578754578,0.9473514244194793
c8-26,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.2857142857142857,0.5005036630036629,0.2569416102304239
c8-27,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.5714285714285714,0.43489010989010984,0.7069892111496537
c8-27,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9864010989010987,0.9670061801419866
c8-27,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9810897435897434,0.014598582332847512
c8-27,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.14285714285714285,0.3181318681318681,0.22893937234727021
c8-28,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.6698717948717948,0.49391880340864874
c8-28,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0.5714285714285714,0.9332417582417581,0.599644577793003
c8-28,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9341117216117215,0.898082821178562
c8-28,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.4184523809523809,0.3175049526766623
c8-29,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.21684981684981683,0.09780232442956442
c8-29,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0,-0.883745421245421,0.016581072984537443
c8-29,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0.8571428571428571,0.8903388278388277,0.7177542547506516
c8-29,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0,-0.436996336996337,0.09283305399229351
c8-3,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.8571428571428571,0.7445970695970695,0.6986002834840525
c8-3,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9921703296703295,0.9383031561845299
c8-3,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.989102564102564,0.9430350711751527
c8-3,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.5374084249084249,0.7770179454155228
c8-30,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.2173992673992674,0.08889717779847223
c8-30,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0,-0.959661172161172,0.014238560503485582
c8-30,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0.7142857142857143,0.976282051282051,0.6645451717978149
c8-30,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.14285714285714285,-0.5048534798534798,0.09950448382420297
c8-32,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.5714285714285714,0.6124084249084248,0.7543631278143949
c8-32,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9787545787545786,0.9805683368779852
c8-32,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0.8571428571428571,0.9693681318681319,0.8591072674897738
c8-32,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.8571428571428571,0.5616300366300365,0.7680610775457727
c8-33,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.7142857142857143,0.5981684981684982,0.48789118899640965
c8-33,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9787087912087912,0.9532196796091658
c8-33,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0.8571428571428571,0.9718864468864467,0.7991434823739497
c8-33,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.6701465201465201,0.6462415224221005
c8-34,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.7142857142857143,0.5955128205128204,0.7047639020238256
c8-34,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9886446886446886,0.9105854147705528
c8-34,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9763736263736262,0.014238560503485582
c8-34,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.39120879120879115,0.5356628091986351
c8-35,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.6409340659340659,0.6339132033220025
c8-35,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9931776556776557,0.9585613768417928
c8-35,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.991620879120879,0.9522862799638182
c8-35,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.5714285714285714,0.5989926739926739,0.7326842263795236
c8-36,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.42857142857142855,0.5106227106227106,0.5402233681184249
c8-36,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9873168498168498,0.9423294859039144
c8-36,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.989102564102564,0.9280200135990085
c8-36,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.7142857142857143,0.5463369963369963,0.4504299334857122
c8-37,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.42857142857142855,0.6136904761904761,0.465577927250539
c8-37,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.8929945054945054,0.902192396084093
c8-37,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.7142857142857143,0.9718406593406591,0.8979455812263225
c8-37,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.4972527472527472,0.5925042173248891
c8-38,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.7820970695970695,0.5521465953531405
c8-38,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9854395604395604,0.9621668252114917
c8-38,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0.8571428571428571,0.9729395604395603,0.776619526688173
c8-38,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.2857142857142857,0.41694139194139185,0.3243693007708571
c8-39,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.42857142857142855,0.7079670329670329,0.48031207446161756
c8-39,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9914377289377289,0.9376192645514677
c8-39,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9857142857142855,0.8709118207609401
c8-39,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.5252289377289376,0.7092734238968194
c8-4,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.8571428571428571,0.6052631578947367,0.8754970810853321
c8-4,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9892261140656519,0.972909358588958
c8-4,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9399871630295248,0.9418774140265572
c8-4,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.5004584632312489,0.5324381460807249
c8-40,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.7382783882783882,0.5327318917718493
c8-40,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9716117216117215,0.9258747225414097
c8-40,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.7142857142857143,0.9845238095238095,0.8952659288807614
c8-40,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.2857142857142857,0.6716117216117216,0.2809692746419292
c8-41,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,0.3138736263736263,0.1447816948441599
c8-41,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0,0.5374542124542123,0.11854730489185757
c8-41,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.5380494505494505,0.04060504746652764
c8-41,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0,0.22875457875457875,0.1422280580602238
c8-42,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.42857142857142855,0.5328296703296702,0.65729188428363
c8-42,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9859890109890108,0.9508270734163432
c8-42,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9645604395604395,0.950108994654176
c8-42,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.2857142857142857,0.24056776556776552,0.4196045507381921
c8-43,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.2857142857142857,0.6005494505494505,0.5058655666380029
c8-43,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9901556776556775,0.9458593767092812
c8-43,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9772435897435896,0.9369779497110338
c8-43,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.2857142857142857,0.5835164835164834,0.5805584903272559
c8-5,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.7969780219780219,0.4860821376988806
c8-5,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9812728937728937,0.9525249679331661
c8-5,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9667582417582417,0.9038801688895672
c8-5,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.2857142857142857,0.2286172161172161,0.2884767696043468
c8-6,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.8571428571428571,0.6715659340659339,0.7680467113786692
c8-6,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9743131868131867,0.9704952639212671
c8-6,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.7142857142857143,0.9835164835164832,0.9248135913098067
c8-6,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.5714285714285714,0.4513736263736263,0.6590985201951979
c8-6t,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.5824175824175823,0.03843205235348524
c8-6t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,false,0.8571428571428571,0.9830586080586079,0.7976236328153934
c8-6t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,0.7142857142857143,0.832738095238095,0.6850712771247255
c8-6t,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.42857142857142855,0.357554945054945,0.287136747555504
c8-7,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.7142857142857143,0.7743443975793141,0.6400107797086004
c8-7,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9822574729506691,0.9592178564759648
c8-7,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9849624060150375,0.9418436521381645
c8-7,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.5714285714285714,0.6445993031358884,0.7254941408084746
c8-8,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.6419413919413919,0.6238770832257997
c8-8,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9793498168498168,0.9664184442361573
c8-8,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9847985347985345,0.9583307428988679
c8-8,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.8571428571428571,0.5852564102564103,0.6030599492419615
c8-8t,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.8571428571428571,0.7275641025641025,0.7464443961933389
c8-8t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9884615384615383,0.9447022336433538
c8-8t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9919413919413917,0.9349852020272754
c8-8t,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,true,0.5714285714285714,0.6612637362637361,0.66931013280344
c8-9,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,true,0.8571428571428571,0.7429945054945054,0.7622529121700963
c8-9,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9878663003663003,0.9665151181598024
c8-9,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,1,0.9913461538461537,0.7748947122917693
c8-9,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.7142857142857143,0.41616300366300363,0.5429914925223511
c8-9t,74t7kcdgkr,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.6366300366300365,0.44759818495766324
c8-9t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge1,64,true,0.8571428571428571,0.9836996336996336,0.8961718376771428
c8-9t,74t7kcdgkr,bilinear_ridge10,bilinear_ridge100,64,false,1,0.974771062271062,0.8077350116838579
c8-9t,74t7kcdgkr,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.4446428571428571,0.48865676563009647
q24-1,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,false,0.8571428571428571,0.802518315018315,0.6671492880752774
q24-1,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9979395604395603,0.9566645517124392
q24-1,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9902930402930401,0.01437530617534112
q24-1,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,false,0.8571428571428571,0.45792124542124535,0.47582324206367854
q24-10,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.4917582417582416,0.4229117724536539
q24-10,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,false,0.8571428571428571,0.9839285714285714,0.7564677674818382
q24-10,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,false,0,-0.9448260073260073,0.014926199649627154
q24-10,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.47454212454212447,0.5161212542057484
q24-11,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,false,0,-0.11053113553113553,0.09427757700915619
q24-11,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,false,0,0.8033424908424909,0.17539418258293804
q24-11,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,false,0,0.11227106227106226,0.057670748545027975
q24-11,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,false,0,-0.1576465201465201,0.08596526809880496
q24-12,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.5658882783882784,0.5738654228684595
q24-12,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.993131868131868,0.9945093633905278
q24-12,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9897893772893772,0.9830700812122849
q24-12,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.44432234432234424,0.5408481981842149
q24-13,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,false,0.8571428571428571,0.679120879120879,0.545056302666411
q24-13,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,false,1,0.9927197802197801,0.8267723231225756
q24-13,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.9774267399267399,0.8796294604653959
q24-13,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,false,0.5714285714285714,0.5563644688644689,0.5818850693227063
q24-14,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,true,0.42857142857142855,0.5837454212454213,0.6171439881891181
q24-14,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9955586080586079,0.9766935598599055
q24-14,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9442307692307691,0.9089797699429537
q24-14,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.47687728937728924,0.7415091228947028
q24-15,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,true,0.42857142857142855,0.5653388278388277,0.5982448496153737
q24-15,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9926739926739926,0.9965816519198284
q24-15,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,false,1,0.9881410256410256,0.8281290757407234
q24-15,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,true,0.7142857142857143,0.43411172161172157,0.6909725266327372
q24-16,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,true,0.7142857142857143,0.564102564102564,0.7247497400647274
q24-16,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.9974358974358973,0.9876272866415229
q24-16,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,false,1,0.9866300366300367,0.8237972547684105
q24-16,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,true,0.5714285714285714,0.34345238095238095,0.6815633478014614
q24-18,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,true,0.5714285714285714,0.6557692307692307,0.7433329601522216
q24-18,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.994734432234432,0.9834879448763525
q24-18,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,true,1,0.9763736263736262,0.9623801893687933
q24-18,cgtnjyggtm,bilinear_ridge10,nearest_ridge10,64,true,0.42857142857142855,0.3999084249084249,0.597057214269075
q24-19,cgtnjyggtm,bilinear_ridge10,bicubic_ridge10,64,false,0.5714285714285714,0.5299908424908424,0.4594452740711018
q24-19,cgtnjyggtm,bilinear_ridge10,bilinear_ridge1,64,true,1,0.988095238095238,0.9650842709021187
q24-19,cgtnjyggtm,bilinear_ridge10,bilinear_ridge100,64,true,0.8571428571428571,0.972069597069597,0.9337489172108927
