specimen_id,dataset_id,learner,initial_budget,current_absolute_error,mechanical_oracle_cell,mechanical_oracle_added_measurements,mechanical_oracle_error_after,mechanical_oracle_improvement,reconstruction_oracle_cell,reconstruction_oracle_added_measurements,reconstruction_action_error_after,mechanical_headroom_over_reconstruction,candidate_bank_state_sha256,predictor_state_sha256
q24-3,cgtnjyggtm,shallow_mlp,0.015625,0.126318981545902,44,1760,0.093084804884551,0.033234176661352,35,1728,0.103834986506312,0.010750181621761,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-30,cgtnjyggtm,huber,0.015625,0.053360576174037,35,1728,0.000793819659454,0.052566756514583,35,1728,0.000793819659454,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-30,cgtnjyggtm,ridge,0.015625,0.028635443583903,28,1748,0.009515606905285,0.019119836678618,35,1728,0.021068884884033,0.011553277978748,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-30,cgtnjyggtm,shallow_mlp,0.015625,0.043406786598021,20,1760,0.033627514596583,0.009779272001438,35,1728,0.035741739512314,0.002114224915731,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-31,cgtnjyggtm,huber,0.015625,0.027260503061016,20,1760,0.012723877002664,0.014536626058352,35,1728,0.015339200624543,0.00261532362188,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-31,cgtnjyggtm,ridge,0.015625,0.00459533414238,22,1728,0.000264075445915,0.004331258696465,35,1728,0.01344145349898,0.013177378053066,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-31,cgtnjyggtm,shallow_mlp,0.015625,0.016851728852016,20,1760,0.003023171508835,0.013828557343181,35,1728,0.031956542830082,0.028933371321247,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-32,cgtnjyggtm,huber,0.015625,0.113134613883797,27,1717,0.07255485232771,0.040579761556087,35,1728,0.101376639356343,0.028821787028632,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-32,cgtnjyggtm,ridge,0.015625,0.098269505689749,27,1717,0.062985730078329,0.035283775611421,35,1728,0.088610186975551,0.025624456897222,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-32,cgtnjyggtm,shallow_mlp,0.015625,0.125226482532517,27,1717,0.069876725083733,0.055349757448784,35,1728,0.073265813391036,0.003389088307303,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-33,cgtnjyggtm,huber,0.015625,0.09619629578102,28,1748,0.074902722243864,0.021293573537156,35,1728,0.087877533290458,0.012974811046594,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-33,cgtnjyggtm,ridge,0.015625,0.069285910835466,28,1748,0.054275522039594,0.015010388795872,35,1728,0.067788718349158,0.013513196309564,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-33,cgtnjyggtm,shallow_mlp,0.015625,0.047000614381106,35,1728,0.029103292622648,0.017897321758458,35,1728,0.029103292622648,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-34,cgtnjyggtm,huber,0.015625,0.058884696001344,35,1728,0.017645520319358,0.041239175681986,35,1728,0.017645520319358,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-34,cgtnjyggtm,ridge,0.015625,0.031591787083056,35,1728,0.001540493279731,0.030051293803325,35,1728,0.001540493279731,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-34,cgtnjyggtm,shallow_mlp,0.015625,0.071702519354561,36,1760,0.043403626786277,0.028298892568285,35,1728,0.078468698799584,0.035065072013307,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-35,cgtnjyggtm,huber,0.015625,0.055512241890766,35,1728,0.014557669566781,0.040954572323985,35,1728,0.014557669566781,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-35,cgtnjyggtm,ridge,0.015625,0.037867257811778,35,1728,0.00663728164223,0.031229976169548,35,1728,0.00663728164223,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-35,cgtnjyggtm,shallow_mlp,0.015625,0.024948299544005,28,1748,0.003574523779025,0.02137377576498,35,1728,0.003869073053853,0.000294549274829,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-36,cgtnjyggtm,huber,0.015625,0.07938234232613,35,1728,0.052924221317949,0.026458121008181,35,1728,0.052924221317949,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-36,cgtnjyggtm,ridge,0.015625,0.053732041134244,35,1728,0.036848976310676,0.016883064823569,35,1728,0.036848976310676,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-36,cgtnjyggtm,shallow_mlp,0.015625,0.216705319681192,36,1760,0.20267362794408,0.014031691737112,35,1728,0.216069366366702,0.013395738422622,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-37,cgtnjyggtm,huber,0.015625,0.043910114649601,26,1717,0.034746883748792,0.009163230900809,35,1728,0.067225600752407,0.032478717003615,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-37,cgtnjyggtm,ridge,0.015625,0.02547257668221,26,1717,0.017228807299578,0.008243769382632,35,1728,0.047225467713535,0.029996660413957,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-37,cgtnjyggtm,shallow_mlp,0.015625,0.044954451676202,26,1717,0.015576749438762,0.029377702237441,35,1728,0.067317995853939,0.051741246415178,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-38,cgtnjyggtm,huber,0.015625,0.080037600614552,36,1760,0.04122736365232,0.038810236962232,28,1748,0.064994063137964,0.023766699485644,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-38,cgtnjyggtm,ridge,0.015625,0.06359922744758,36,1760,0.031575841642217,0.032023385805363,28,1748,0.050517169093173,0.018941327450955,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-38,cgtnjyggtm,shallow_mlp,0.015625,0.159679418252999,36,1760,0.066733182809069,0.09294623544393,28,1748,0.159999840340364,0.093266657531295,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-39,cgtnjyggtm,huber,0.015625,0.009766430821917,19,1728,0.00187719226643,0.007889238555486,35,1728,0.07642844813106,0.07455125586463,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-39,cgtnjyggtm,ridge,0.015625,0.008663237153245,28,1748,0.004365765757288,0.004297471395957,35,1728,0.058683270495902,0.054317504738614,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-39,cgtnjyggtm,shallow_mlp,0.015625,0.022396232740665,19,1728,0.011439673919356,0.010956558821309,35,1728,0.094091005320211,0.082651331400855,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-4,cgtnjyggtm,huber,0.015625,0.079324324082204,27,1717,0.071962346659539,0.007361977422666,27,1717,0.071962346659539,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-4,cgtnjyggtm,ridge,0.015625,0.047635138302816,33,1728,0.043210108684547,0.004425029618268,27,1717,0.049595644198776,0.006385535514229,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-4,cgtnjyggtm,shallow_mlp,0.015625,0.027940650501905,27,1717,0.002373000476757,0.025567650025148,27,1717,0.002373000476757,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-40,cgtnjyggtm,huber,0.015625,0.428866320292881,28,1748,0.364491523759665,0.064374796533216,35,1728,0.389580550022943,0.025089026263278,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-40,cgtnjyggtm,ridge,0.015625,0.417933001327513,28,1748,0.355133181814793,0.062799819512719,35,1728,0.383944646894713,0.028811465079919,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-40,cgtnjyggtm,shallow_mlp,0.015625,0.504722740331839,29,1717,0.452971253554537,0.051751486777302,35,1728,0.476182717187273,0.023211463632736,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-41,cgtnjyggtm,huber,0.015625,0.44170476063012,28,1748,0.417433811828687,0.024270948801433,27,1717,0.448398466252046,0.030964654423358,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-41,cgtnjyggtm,ridge,0.015625,0.453303628487077,28,1748,0.435352196379614,0.017951432107463,27,1717,0.461932883285199,0.026580686905585,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-41,cgtnjyggtm,shallow_mlp,0.015625,0.370474539198714,27,1717,0.338010714084887,0.032463825113827,27,1717,0.338010714084887,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-42,cgtnjyggtm,huber,0.015625,0.378970354143942,34,1728,0.341447485718883,0.037522868425058,28,1748,0.372440978907423,0.03099349318854,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-42,cgtnjyggtm,ridge,0.015625,0.363980933343236,34,1728,0.32880820244266,0.035172730900576,28,1748,0.358724657779648,0.029916455336988,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-42,cgtnjyggtm,shallow_mlp,0.015625,0.26754989020903,27,1717,0.249959645214503,0.017590244994527,28,1748,0.255593669802425,0.005634024587922,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-43,cgtnjyggtm,huber,0.015625,0.335380040376241,36,1760,0.306047347721478,0.029332692654763,35,1728,0.31143904156924,0.005391693847762,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-43,cgtnjyggtm,ridge,0.015625,0.326364989427414,28,1748,0.295972595285957,0.030392394141456,35,1728,0.302818399107422,0.006845803821465,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-43,cgtnjyggtm,shallow_mlp,0.015625,0.318173267650836,27,1717,0.270596773112479,0.047576494538356,35,1728,0.342201646162772,0.071604873050292,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-44,cgtnjyggtm,huber,0.015625,0.420301452121471,35,1728,0.374421474709183,0.045879977412288,35,1728,0.374421474709183,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-44,cgtnjyggtm,ridge,0.015625,0.400941557266873,35,1728,0.364552809732602,0.036388747534271,35,1728,0.364552809732602,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-44,cgtnjyggtm,shallow_mlp,0.015625,0.344185274633272,35,1728,0.293175525211246,0.051009749422026,35,1728,0.293175525211246,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-45,cgtnjyggtm,huber,0.015625,0.457353729222531,35,1728,0.43383552167443,0.023518207548102,35,1728,0.43383552167443,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-45,cgtnjyggtm,ridge,0.015625,0.430843638387874,35,1728,0.408727049133583,0.022116589254291,35,1728,0.408727049133583,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-45,cgtnjyggtm,shallow_mlp,0.015625,0.361232968051715,29,1717,0.345498378051944,0.015734589999771,35,1728,0.361713724740077,0.016215346688132,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-46,cgtnjyggtm,huber,0.015625,0.501578057733213,27,1717,0.464160241108865,0.037417816624348,27,1717,0.464160241108865,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-46,cgtnjyggtm,ridge,0.015625,0.459239243396392,27,1717,0.427094073598154,0.032145169798238,27,1717,0.427094073598154,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-46,cgtnjyggtm,shallow_mlp,0.015625,0.408944349213614,27,1717,0.354385269509212,0.054559079704402,27,1717,0.354385269509212,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-47,cgtnjyggtm,huber,0.015625,0.449557472842976,28,1748,0.427469665956316,0.02208780688666,27,1717,0.451192042472746,0.02372237651643,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-47,cgtnjyggtm,ridge,0.015625,0.430490515361967,28,1748,0.411098179981639,0.019392335380328,27,1717,0.426515916311999,0.01541773633036,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-47,cgtnjyggtm,shallow_mlp,0.015625,0.432394334361348,28,1748,0.403240226789851,0.029154107571497,27,1717,0.41489140591741,0.011651179127559,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-48,cgtnjyggtm,huber,0.015625,0.577717875682963,36,1760,0.551645105573974,0.026072770108989,35,1728,0.551716901049086,0.000071795475112,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-48,cgtnjyggtm,ridge,0.015625,0.55383032232211,36,1760,0.526563502006891,0.027266820315219,35,1728,0.533054173908406,0.006490671901515,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-48,cgtnjyggtm,shallow_mlp,0.015625,0.641325157009271,35,1728,0.604508495931494,0.036816661077777,35,1728,0.604508495931494,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-49,cgtnjyggtm,huber,0.015625,0.468929497660033,44,1760,0.441878227024056,0.027051270635977,36,1760,0.46186569130295,0.019987464278894,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-49,cgtnjyggtm,ridge,0.015625,0.451298161593596,44,1760,0.423371130091406,0.027927031502189,36,1760,0.443657968036745,0.020286837945338,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-49,cgtnjyggtm,shallow_mlp,0.015625,0.495780228771501,44,1760,0.441560177525305,0.054220051246196,36,1760,0.495425091224854,0.053864913699549,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-5,cgtnjyggtm,huber,0.015625,0.134107110184739,28,1748,0.08728653811082,0.04682057207392,28,1748,0.08728653811082,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-5,cgtnjyggtm,ridge,0.015625,0.121974022317071,28,1748,0.079538358109475,0.042435664207596,28,1748,0.079538358109475,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-5,cgtnjyggtm,shallow_mlp,0.015625,0.234274129189426,36,1760,0.170392505660714,0.063881623528711,28,1748,0.171029115111289,0.000636609450575,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-50,cgtnjyggtm,huber,0.015625,0.576221042389459,35,1728,0.53150457882562,0.044716463563839,35,1728,0.53150457882562,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-50,cgtnjyggtm,ridge,0.015625,0.522876717178263,35,1728,0.486367215548976,0.036509501629287,35,1728,0.486367215548976,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-50,cgtnjyggtm,shallow_mlp,0.015625,0.537502186763445,35,1728,0.479078861020075,0.05842332574337,35,1728,0.479078861020075,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-6,cgtnjyggtm,huber,0.015625,0.118455244344473,28,1748,0.087855585868877,0.030599658475596,28,1748,0.087855585868877,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-6,cgtnjyggtm,ridge,0.015625,0.098480189411254,28,1748,0.067227720101046,0.031252469310208,28,1748,0.067227720101046,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-6,cgtnjyggtm,shallow_mlp,0.015625,0.204182692773478,28,1748,0.140851349509477,0.063331343264001,28,1748,0.140851349509477,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-7,cgtnjyggtm,huber,0.015625,0.055779309302693,19,1728,0.020547160687639,0.035232148615054,35,1728,0.125603719389532,0.105056558701893,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-7,cgtnjyggtm,ridge,0.015625,0.074060362973908,19,1728,0.036025426565451,0.038034936408457,35,1728,0.133851913270563,0.097826486705113,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-7,cgtnjyggtm,shallow_mlp,0.015625,0.2753881073405,27,1717,0.227485087706732,0.047903019633768,35,1728,0.245795641336634,0.018310553629902,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-8,cgtnjyggtm,huber,0.015625,0.15662841877212,27,1717,0.108546665127512,0.048081753644608,27,1717,0.108546665127512,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-8,cgtnjyggtm,ridge,0.015625,0.14709348942276,27,1717,0.113316776298795,0.033776713123965,27,1717,0.113316776298795,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-8,cgtnjyggtm,shallow_mlp,0.015625,0.238113624498694,27,1717,0.127491145521064,0.11062247897763,27,1717,0.127491145521064,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q24-9,cgtnjyggtm,huber,0.015625,0.067046065076228,36,1760,0.025408272876737,0.041637792199491,35,1728,0.093629169970761,0.068220897094024,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,02d6d176fb79a9c32c95fb929de64a202c3d96e22c5a272a3a58e5a9de943660
q24-9,cgtnjyggtm,ridge,0.015625,0.052138276848353,28,1748,0.01691331234657,0.035224964501783,35,1728,0.076651645397454,0.059738333050884,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,456345a50a851ea61ceeb4375b71c6afdf800ff620ea8baa33bec4fcd1eddf28
q24-9,cgtnjyggtm,shallow_mlp,0.015625,0.115350836662201,36,1760,0.080540689245454,0.034810147416747,35,1728,0.169221331346972,0.088680642101518,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,33a151a1a2c0a04a961a406a7db043d625fe8721a94dc0253cfa1a5b3ec14bf5
q16-1,w68dtmpfyf,huber,0.015625,0.138799407738864,27,1717,0.080910757449032,0.057888650289831,35,1728,0.102669873358981,0.021759115909949,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bb5206aa47cb365b889dc83bda5ac90133d44aa39da507e6c6e9c220765b0658
q16-1,w68dtmpfyf,ridge,0.015625,0.071143087906683,27,1717,0.018852512544003,0.05229057536268,35,1728,0.036922176603589,0.018069664059586,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d5db4c5d6c140d0e463001767593343a7b2135ce20a608b7fe7f27b2db502cf5
q16-1,w68dtmpfyf,shallow_mlp,0.015625,0.450312508008981,27,1717,0.323854512870087,0.126457995138894,35,1728,0.387479834601279,0.063625321731193,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,09164e62565ca63ff40522e06a59098b101e661aeb82a3259e34aa4de7f297d5
