specimen_id,dataset_id,learner,initial_budget,current_absolute_error,mechanical_oracle_cell,mechanical_oracle_added_measurements,mechanical_oracle_error_after,mechanical_oracle_improvement,reconstruction_oracle_cell,reconstruction_oracle_added_measurements,reconstruction_action_error_after,mechanical_headroom_over_reconstruction,candidate_bank_state_sha256,predictor_state_sha256
q16-8,w68dtmpfyf,shallow_mlp,0.015625,0.042462965734002,21,1728,0.021182095155849,0.021280870578153,36,1760,0.109400992776117,0.088218897620268,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,09164e62565ca63ff40522e06a59098b101e661aeb82a3259e34aa4de7f297d5
q16-9,w68dtmpfyf,huber,0.015625,0.032065020958989,34,1728,0.008101180308519,0.02396384065047,35,1728,0.018364749831542,0.010263569523023,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bb5206aa47cb365b889dc83bda5ac90133d44aa39da507e6c6e9c220765b0658
q16-9,w68dtmpfyf,ridge,0.015625,0.002445749324762,14,1728,0.000495385293574,0.001950364031188,35,1728,0.015149535161446,0.014654149867872,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d5db4c5d6c140d0e463001767593343a7b2135ce20a608b7fe7f27b2db502cf5
q16-9,w68dtmpfyf,shallow_mlp,0.015625,0.043421552589589,28,1748,0.010547418683139,0.03287413390645,35,1728,0.081830564604611,0.071283145921471,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,09164e62565ca63ff40522e06a59098b101e661aeb82a3259e34aa4de7f297d5
c24-10,xcmzfsbd9t,huber,0.015625,0.212767021159099,36,442,0.154333250158283,0.058433771000817,35,457,0.185036324387086,0.030703074228803,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-10,xcmzfsbd9t,ridge,0.015625,0.168909919871585,36,442,0.116277652634332,0.052632267237253,35,457,0.144007565192612,0.02772991255828,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-10,xcmzfsbd9t,shallow_mlp,0.015625,0.349399317299339,35,457,0.275949930542449,0.07344938675689,35,457,0.275949930542449,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-10t,xcmzfsbd9t,huber,0.015625,0.009313688547611,59,1728,0.003858532173878,0.005455156373732,28,1748,0.017448133977549,0.01358960180367,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-10t,xcmzfsbd9t,ridge,0.015625,0.063403738798076,59,1728,0.058753463429563,0.004650275368512,28,1748,0.068970350900431,0.010216887470868,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-10t,xcmzfsbd9t,shallow_mlp,0.015625,0.021672389948274,20,1760,0.000840258674991,0.020832131273283,28,1748,0.005166516256644,0.004326257581654,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-11,xcmzfsbd9t,huber,0.015625,0.208209127369157,36,457,0.113328271445545,0.094880855923612,36,457,0.113328271445545,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-11,xcmzfsbd9t,ridge,0.015625,0.156301582653311,36,457,0.070551318337833,0.085750264315478,36,457,0.070551318337833,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-11,xcmzfsbd9t,shallow_mlp,0.015625,0.134713555224466,36,457,0.091571084042459,0.043142471182007,36,457,0.091571084042459,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-11t,xcmzfsbd9t,huber,0.015625,0.153282108188712,36,1760,0.146291374319578,0.006990733869134,63,1728,0.153993501657855,0.007702127338276,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-11t,xcmzfsbd9t,ridge,0.015625,0.178919059156747,36,1760,0.168165892704568,0.010753166452179,63,1728,0.179498317558255,0.011332424853687,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-11t,xcmzfsbd9t,shallow_mlp,0.015625,0.135190075694036,28,1748,0.109174467634994,0.026015608059042,63,1728,0.135192105760861,0.026017638125867,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-12,xcmzfsbd9t,huber,0.015625,0.212225417759213,35,457,0.150921557213665,0.061303860545548,35,457,0.150921557213665,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-12,xcmzfsbd9t,ridge,0.015625,0.18689201665738,35,457,0.128492613651341,0.058399403006039,35,457,0.128492613651341,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-12,xcmzfsbd9t,shallow_mlp,0.015625,0.082140621144996,14,476,0.071182285286216,0.01095833585878,35,457,0.195579626773836,0.12439734148762,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-12t,xcmzfsbd9t,huber,0.015625,0.11732321409258,36,1760,0.10249703617681,0.01482617791577,35,1728,0.108519623572367,0.006022587395557,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-12t,xcmzfsbd9t,ridge,0.015625,0.078701405310984,36,1760,0.069510622348519,0.009190782962465,35,1728,0.0702486146633,0.000737992314782,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-12t,xcmzfsbd9t,shallow_mlp,0.015625,0.217101825534468,36,1760,0.178554037896067,0.038547787638401,35,1728,0.195385212138988,0.016831174242921,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-13,xcmzfsbd9t,huber,0.015625,0.029205074613436,8,448,0.014968907439736,0.014236167173699,28,464,0.017746572354333,0.002777664914597,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-13,xcmzfsbd9t,ridge,0.015625,0.005891801175813,53,448,0.00011440545762,0.005777395718192,28,464,0.005591623554435,0.005477218096814,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-13,xcmzfsbd9t,shallow_mlp,0.015625,0.093400000490763,0,448,0.060609309752998,0.032790690737764,28,464,0.149104995367696,0.088495685614697,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-14,xcmzfsbd9t,huber,0.015625,0.096540416386902,37,442,0.089412309264712,0.00712810712219,44,464,0.10706139120553,0.017649081940818,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-14,xcmzfsbd9t,ridge,0.015625,0.136817352098116,37,442,0.122169591621189,0.014647760476926,44,464,0.147027750186429,0.024858158565239,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-14,xcmzfsbd9t,shallow_mlp,0.015625,0.003142202888613,49,448,0.000103961892409,0.003038240996204,44,464,0.042591880938826,0.042487919046417,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-15,xcmzfsbd9t,huber,0.015625,0.078297014442873,43,464,0.045788578897871,0.032508435545002,23,476,0.063223171651976,0.017434592754105,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-15,xcmzfsbd9t,ridge,0.015625,0.032194562699914,43,464,0.002572719541406,0.029621843158508,23,476,0.015070320812214,0.012497601270808,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-15,xcmzfsbd9t,shallow_mlp,0.015625,0.11479306244603,15,476,0.072872886423139,0.041920176022891,23,476,0.087427607458912,0.014554721035773,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-16,xcmzfsbd9t,huber,0.015625,0.05940877168677,27,464,0.050964922967528,0.008443848719242,39,471,0.070546979234777,0.019582056267249,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-16,xcmzfsbd9t,ridge,0.015625,0.086608842169745,27,464,0.074165827648224,0.012443014521521,39,471,0.09753786063178,0.023372032983556,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-16,xcmzfsbd9t,shallow_mlp,0.015625,0.133533649918607,7,476,0.073710024911038,0.059823625007569,39,471,0.119982344903335,0.046272319992298,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-17,xcmzfsbd9t,huber,0.015625,0.082005782147239,35,442,0.059301495117383,0.022704287029856,56,448,0.085042161054081,0.025740665936698,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-17,xcmzfsbd9t,ridge,0.015625,0.103723844627688,35,442,0.067395753299778,0.036328091327911,56,448,0.105437187005807,0.03804143370603,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-17,xcmzfsbd9t,shallow_mlp,0.015625,0.168959463013602,1,448,0.141511062263792,0.027448400749809,56,448,0.157012554348186,0.015501492084394,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-18,xcmzfsbd9t,huber,0.015625,0.114753880864687,34,457,0.109444770245613,0.005309110619074,31,476,0.137637302410127,0.028192532164513,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-18,xcmzfsbd9t,ridge,0.015625,0.136404698979058,34,457,0.124345590347466,0.012059108631592,31,476,0.157853144494292,0.033507554146826,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-18,xcmzfsbd9t,shallow_mlp,0.015625,0.108526796092345,36,442,0.090030770593457,0.018496025498888,31,476,0.103897784181857,0.0138670135884,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-2,xcmzfsbd9t,huber,0.015625,0.218670557317054,44,464,0.189768673074481,0.028901884242573,36,457,0.209246651476353,0.019477978401872,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-2,xcmzfsbd9t,ridge,0.015625,0.17303780594264,44,464,0.145713379502494,0.027324426440146,36,457,0.171938765568512,0.026225386066018,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-2,xcmzfsbd9t,shallow_mlp,0.015625,0.433888951691388,35,442,0.221354941998759,0.212534009692629,36,457,0.327160616623285,0.105805674624526,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-20,xcmzfsbd9t,huber,0.015625,0.009495980214703,4,464,0.001947119674971,0.007548860539732,36,457,0.039840088103227,0.037892968428256,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-20,xcmzfsbd9t,ridge,0.015625,0.005404429923281,17,448,0.00008010717429,0.005324322748991,36,457,0.025453811665797,0.025373704491508,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-20,xcmzfsbd9t,shallow_mlp,0.015625,0.05206796047919,16,448,0.020487372446836,0.031580588032354,36,457,0.067729133418281,0.047241760971445,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-21,xcmzfsbd9t,huber,0.015625,0.137867976148483,36,442,0.131672367721718,0.006195608426766,39,471,0.171970397833761,0.040298030112044,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-21,xcmzfsbd9t,ridge,0.015625,0.143881312650833,36,442,0.137800960490795,0.006080352160038,39,471,0.177908017013042,0.040107056522247,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-21,xcmzfsbd9t,shallow_mlp,0.015625,0.111119916534729,23,476,0.02615720520506,0.08496271132967,39,471,0.07313236417201,0.04697515896695,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-24,xcmzfsbd9t,huber,0.015625,0.015677477030797,11,448,0.000307814220273,0.015369662810524,63,448,0.016507125250874,0.016199311030601,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-24,xcmzfsbd9t,ridge,0.015625,0.005513502746201,53,448,0.000176253898953,0.005337248847248,63,448,0.005016559128866,0.004840305229913,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-24,xcmzfsbd9t,shallow_mlp,0.015625,0.163670619839143,58,448,0.123522089827698,0.040148530011445,63,448,0.18335139153149,0.059829301703792,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-25,xcmzfsbd9t,huber,0.015625,0.046466151452305,3,464,0.041166594647004,0.005299556805302,59,464,0.043947990980434,0.00278139633343,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-25,xcmzfsbd9t,ridge,0.015625,0.055546121853977,5,464,0.050633812073972,0.004912309780005,59,464,0.055394759426045,0.004760947352073,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-25,xcmzfsbd9t,shallow_mlp,0.015625,0.261719880205793,11,464,0.193667986833186,0.068051893372608,59,464,0.293977435904469,0.100309449071283,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-26,xcmzfsbd9t,huber,0.015625,0.084952648843674,35,1728,0.049774686345271,0.035177962498403,35,1728,0.049774686345271,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-26,xcmzfsbd9t,ridge,0.015625,0.047506718813488,35,1728,0.020516949024358,0.02698976978913,35,1728,0.020516949024358,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-26,xcmzfsbd9t,shallow_mlp,0.015625,0.137608130376485,35,1728,0.005966264289634,0.131641866086851,35,1728,0.005966264289634,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-27,xcmzfsbd9t,huber,0.015625,0.098038413833046,44,1760,0.060586981560792,0.037451432272254,27,1717,0.08747137169963,0.026884390138838,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-27,xcmzfsbd9t,ridge,0.015625,0.073677691420552,44,1760,0.036520181952806,0.037157509467747,27,1717,0.06894628673667,0.032426104783864,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-27,xcmzfsbd9t,shallow_mlp,0.015625,0.185773002312931,35,1728,0.083134862046814,0.102638140266117,27,1717,0.083944079567958,0.000809217521144,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-28,xcmzfsbd9t,huber,0.015625,0.047124416325879,27,1717,0.022000243923418,0.025124172402461,27,1717,0.022000243923418,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-28,xcmzfsbd9t,ridge,0.015625,0.02696926030732,27,1717,0.00772432090784,0.01924493939948,27,1717,0.00772432090784,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-28,xcmzfsbd9t,shallow_mlp,0.015625,0.023297321597026,52,1760,0.000289059201343,0.023008262395682,27,1717,0.066312323682363,0.06602326448102,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-29,xcmzfsbd9t,huber,0.015625,0.128997784005782,27,1717,0.106582096419895,0.022415687585887,27,1717,0.106582096419895,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-29,xcmzfsbd9t,ridge,0.015625,0.151999557628629,27,1717,0.120466215956834,0.031533341671795,27,1717,0.120466215956834,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-29,xcmzfsbd9t,shallow_mlp,0.015625,0.089010862563438,28,1748,0.051681374006698,0.03732948855674,27,1717,0.07953155380045,0.027850179793752,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-3,xcmzfsbd9t,huber,0.015625,0.239513545463561,37,457,0.216931145233293,0.022582400230268,63,476,0.239213699030893,0.0222825537976,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-3,xcmzfsbd9t,ridge,0.015625,0.186421832300498,37,457,0.164918154830553,0.021503677469945,63,476,0.187381902826441,0.022463747995888,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-3,xcmzfsbd9t,shallow_mlp,0.015625,0.476732087518044,35,457,0.176137703475213,0.30059438404283,63,476,0.45455023414334,0.278412530668127,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-30,xcmzfsbd9t,huber,0.015625,0.030436899868554,27,1717,0.008163356751247,0.022273543117308,27,1717,0.008163356751247,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-30,xcmzfsbd9t,ridge,0.015625,0.075315570965707,27,1717,0.051382329974423,0.023933240991283,27,1717,0.051382329974423,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-30,xcmzfsbd9t,shallow_mlp,0.015625,0.053920617109999,44,1760,0.039878591421044,0.014042025688955,27,1717,0.08332006275667,0.043441471335625,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-31,xcmzfsbd9t,huber,0.015625,0.063269956760363,27,1717,0.050169921238132,0.013100035522231,63,1728,0.064148706345377,0.013978785107245,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-31,xcmzfsbd9t,ridge,0.015625,0.100730484988608,27,1717,0.072967098775508,0.0277633862131,63,1728,0.101439979050568,0.02847288027506,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-31,xcmzfsbd9t,shallow_mlp,0.015625,0.049274179233342,27,1717,0.022968781807313,0.026305397426029,63,1728,0.052257609159073,0.02928882735176,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-32,xcmzfsbd9t,huber,0.015625,0.222246973471386,35,1728,0.182513261314442,0.039733712156944,27,1717,0.228838380322588,0.046325119008146,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-32,xcmzfsbd9t,ridge,0.015625,0.207108315096038,35,1728,0.168666781410488,0.03844153368555,27,1717,0.211620463991055,0.042953682580566,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-32,xcmzfsbd9t,shallow_mlp,0.015625,0.147419210183507,27,1717,0.007538030743415,0.139881179440091,27,1717,0.007538030743415,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-33,xcmzfsbd9t,huber,0.015625,0.287490287996027,36,1760,0.245966046459823,0.041524241536204,35,1728,0.25584739607168,0.009881349611857,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-33,xcmzfsbd9t,ridge,0.015625,0.248995183069394,36,1760,0.209010143740881,0.039985039328513,35,1728,0.219829470317457,0.010819326576575,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-33,xcmzfsbd9t,shallow_mlp,0.015625,0.11730867226977,36,1760,0.079954021147229,0.037354651122541,35,1728,0.081258874191571,0.001304853044341,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-34,xcmzfsbd9t,huber,0.015625,0.167956210713325,27,1717,0.114495797962146,0.053460412751179,27,1717,0.114495797962146,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
c24-34,xcmzfsbd9t,ridge,0.015625,0.142051974798337,27,1717,0.102050784239452,0.040001190558885,27,1717,0.102050784239452,0,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,bd6ff8ec1e4e057e654152381ef1aeb0145059b46cc729af34941a2da9700381
c24-34,xcmzfsbd9t,shallow_mlp,0.015625,0.126874547051968,57,1728,0.107416745907192,0.019457801144775,27,1717,0.209704130402975,0.102287384495783,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,2fb0049223d2d849cf4e8317f7b12c400fe68a4cd072ffa0d010f3031042d0a2
c24-35,xcmzfsbd9t,huber,0.015625,0.08368870490719,28,1748,0.044490297180267,0.039198407726922,35,1728,0.046067186559873,0.001576889379605,2b17097a85fdb41b4413fecfa7f5b141b2e132cc479adb127fceb28c2c444fc4,d8002e2020312334ba9db29607eaba1dd663ca5749c5debcd5507f6f2f8518cd
